Region_centroid_row,Rawgreen_mean,Exred_mean,Exgreen_mean,Saturatoin_mean,Hue_mean,field19
81,79.111115,-44.22222,-33.88889,0.35003868,-2.1823301,negative
82,100.77778,-40.88889,-17.222221,0.2620926,-2.3448718,negative
83,13.888889,1.1111112,-14.555555,0.39992693,-1.4568193,positive
210,19.88889,-11.666667,14.333333,0.43576914,2.4615993,negative
174,29,-7.5555553,17.444445,0.32797024,2.0336978,negative
248,32.333336,-11,16.333334,0.2916751,2.2850983,negative
135,0,-1.4444444,-1.4444444,1,-2.0943952,negative
205,44.11111,-16.11111,-18.444445,0.28757253,-2.0446525,negative
83,6.6666665,-11.666667,-9.666667,0.6765811,-2.1502569,negative
74,93.22222,-38.22222,-25.88889,0.2767844,-2.2205532,negative
90,7.5555553,-7.4444447,-7.4444447,0.5339284,-2.067026,negative
134,1.3333334,-5.5555553,-4.888889,0.8292328,-2.133095,negative
153,0,0,0,0,0,negative
137,1.4444444,-4.6666665,-5,0.77248675,-2.0750706,negative
43,56.666668,-29.444445,-24.11111,0.3351151,-2.1605515,negative
220,11.555555,-4.888889,10.111111,0.48671728,2.0931497,negative
218,19.11111,-9.111111,12.555555,0.38645566,2.362146,negative
190,44.11111,-16.666666,-19,0.2921254,-2.048697,negative
243,18,-10.333333,14,0.4522286,2.3683105,negative
188,43.77778,-14.888889,-19.88889,0.29399088,-1.9950715,negative
124,5.7777777,-10.444445,-5.4444447,0.7721516,-2.2657473,negative
199,49.444443,-19.333334,-22.666666,0.30349702,-2.0408664,negative
110,13.444445,2.8888888,-13.444445,0.36884832,-1.3450956,positive
116,13.777778,-9.888889,-9.222222,0.42083883,-2.1211753,negative
237,18.333334,-9.111111,12.555555,0.39798474,2.3784301,negative
123,51.333332,-14.777778,-18.444445,0.2511938,-2.021502,negative
113,15.333333,-0.7777778,-14.777778,0.39658895,-1.5856091,positive
97,0.6666667,-6,-4.3333335,0.984127,-2.1913822,negative
148,1,-2,-2.3333333,0.61296296,-2.0451503,negative
21,35.77778,-10.888889,-14.888889,0.2745188,-1.9908056,negative
108,12.888889,4,-14.333333,0.38875645,-1.3021333,positive
95,41.333336,-11.888889,-16.555555,0.2645714,-1.9708016,negative
119,35.11111,-10.888889,-14.222222,0.27171725,-2.0059998,negative
172,20.88889,-11.222222,14.444445,0.40983546,2.4177017,negative
186,42.555557,-14.333333,-20.666666,0.30344796,-1.974394,negative
102,17.333334,-2.8888888,-17.222221,0.41776258,-1.6854404,positive
193,54.555557,-23.777779,-24.444445,0.310288,-2.0849354,negative
107,11.888889,6.2222223,-14.444445,0.39931142,-1.1319735,positive
192,39.22222,-16.222221,-20.222221,0.32560807,-2.0165784,negative
131,3,4.6666665,-7,0.5928131,-0.8507829,positive
33,119.55556,-34,-15,0.19629721,-2.3335373,negative
102,1.6666666,-6.6666665,-3.6666667,0.89973545,-2.2617195,negative
67,53.333332,-23.222221,-22.222221,0.303044,-2.109804,negative
118,48.77778,-14.888889,-18.88889,0.26555753,-2.0071168,negative
126,50.666668,-16.444445,-21.444445,0.28073832,-2.0060287,negative
91,4.3333335,-11.222222,-3.8888888,0.82974845,-2.3839493,negative
186,30.777779,-12.222222,-13.555555,0.30228558,-2.0601218,negative
25,94.888885,-43.555557,-26.222221,0.29752782,-2.2521007,negative
12,3.5555556,-7.111111,-8.111111,0.6873016,-2.057978,negative
154,0.22222222,-0.5555556,-1.2222222,0.2777778,-1.8611541,negative
187,41.555557,-13.222222,-20.88889,0.30575457,-1.9474715,negative
188,42.666668,-15.111111,-21.11111,0.30923617,-1.9845647,negative
86,20.222221,-6.7777777,-18.777779,0.4214949,-1.8048292,positive
111,3.2222223,3.5555556,-7.4444447,0.56613755,-1.0650656,positive
77,18.444445,-3.1111112,-18.11111,0.41573665,-1.6895405,positive
98,24.333334,-11.666667,-13.333333,0.34639803,-2.0429404,negative
71,116.77778,-32.22222,-16.222221,0.19431558,-2.3012028,negative
75,18.88889,-2.5555556,-17.88889,0.40211964,-1.6527679,positive
199,19.88889,-5,14.666667,0.40888458,1.9053026,negative
234,11.111111,-3.3333333,12,0.62132436,1.8382597,negative
96,4.3333335,-10.888889,-5.888889,0.7788625,-2.2757916,negative
184,48.555557,-15.111111,-23.11111,0.2956001,-1.958014,negative
129,3.7777777,4.6666665,-7.6666665,0.54012346,-0.9327826,positive
37,86.55556,-47.444443,-28.11111,0.3384867,-2.258443,negative
110,0.44444445,-4.6666665,-3.6666667,0.9777778,-2.1559837,negative
18,134.33334,-19.333334,-10.666667,0.11121766,-2.27511,negative
135,0.11111111,-2.2222223,-1.8888888,0.8888889,-2.1374457,negative
203,16.88889,-7.4444447,16.88889,0.53894526,2.019747,negative
122,12.111111,-24.444445,-12.111111,0.71822083,-2.305989,negative
67,100.55556,-41.88889,-16.555555,0.26643977,-2.3573377,negative
126,0.5555556,-4.2222223,-2.5555556,1,-2.229939,negative
78,25.11111,-15.222222,-15.222222,0.39203387,-2.0666955,negative
60,17.88889,-4,-17.666666,0.420823,-1.7131336,positive
187,41.666668,-15.111111,-20.11111,0.3067255,-1.9985466,negative
147,4.5555553,-1.4444444,-5.111111,0.46406928,-1.5843413,negative
39,105.55556,-32.444443,-23.444445,0.22295359,-2.1981578,negative
111,3.2222223,5.2222223,-8.111111,0.5813492,-0.87266606,positive
140,3.7777777,4.6666665,-7.6666665,0.537017,-0.9092674,positive
92,11.888889,-11.222222,-10.555555,0.53354967,-2.1132734,negative
129,0,-1.5555556,-1.5555556,1,-2.0943952,negative
198,52.22222,-20,-22.666666,0.2963139,-2.0505745,negative
96,16.222223,0.6666667,-17,0.40645057,-1.5306859,positive
154,0,-0.7777778,-0.7777778,0.5555556,-2.0943952,negative
139,0,-3.8888888,-3.8888888,1,-2.0943952,negative
186,41.77778,-12.666667,-19.333334,0.29042712,-1.9560229,negative
147,3.8888888,-4,-8.666667,0.64367795,-1.7833879,positive
177,30.88889,-9.888889,19.11111,0.3211389,2.1254158,negative
127,2.1111112,-6.5555553,-1.8888888,0.91534394,-2.4089394,negative
41,105.111115,-28.555555,-24.88889,0.20829348,-2.1398222,negative
115,12.222222,-2.6666667,-13,0.42553785,-1.5480099,positive
110,0.44444445,-5.111111,-4.111111,0.984127,-2.1525068,negative
75,35.11111,-11.777778,-13.777778,0.27505925,-2.036435,negative
60,20.333334,-6.2222223,-19.222221,0.4223002,-1.776113,positive
96,54.333332,-22.444445,-22.777779,0.29722086,-2.0891051,negative
148,0,-0.11111111,-0.11111111,0.11111111,-2.0943952,negative
178,42.333336,-15.888889,-16.88889,0.2898632,-2.102536,negative
101,56.77778,-22.444445,-22.777779,0.28936154,-2.0895698,negative
101,39,-18.11111,-18.11111,0.32273299,-2.0943027,negative
200,39.444443,-13.888889,-17.555555,0.29278436,-2.0166461,negative
173,47.444443,-19.88889,-23.222221,0.32108474,-2.0417202,negative
25,123.888885,-30.666666,-12.333333,0.17250364,-2.3545518,negative
25,123.888885,-30.666666,-12.333333,0.17250364,-2.3545518,negative
80,8.444445,-10.444445,-4.7777777,0.59776545,-2.3262568,negative
145,0.7777778,-1.5555556,-0.22222222,0.25185186,-2.5309503,negative
73,39.77778,-2.5555556,-12.222222,0.18437627,-1.7204413,negative
90,5.6666665,-6.3333335,3,0.66534394,-3.0441751,negative
110,4,-7.5555553,0.11111111,0.80665785,-2.6186507,negative
193,49.77778,-20.11111,-24.11111,0.3140923,-2.033804,negative
211,17.222223,-8.555555,10.777778,0.3748065,2.441017,negative
200,46.88889,-21.333334,-20,0.31303197,-2.1167326,negative
39,123.111115,-32.88889,-13.222222,0.18426341,-2.352961,negative
115,4,3,-8.333333,0.53858024,-1.2103575,positive
58,117.55556,-35.444443,-14.111111,0.20414667,-2.357271,negative
105,57.88889,-16.666666,-23,0.26498562,-1.9894751,negative
118,3.5555556,4.7777777,-7.5555553,0.5376984,-0.8782905,positive
139,15.666667,-6.2222223,-7.2222223,0.38661182,-1.7028334,negative
127,0,-1.8888888,-1.8888888,1,-2.0943952,negative
159,32.333336,-15.888889,-12.888889,0.29484537,-2.316872,negative
123,46.333332,-14.444445,-19.444445,0.2805935,-1.9941053,negative
120,4.7777777,-10.888889,-6.5555553,0.8228925,-2.240133,negative
152,29.666666,-16.11111,13.888889,0.337989,2.7311342,negative
130,0,-1.5555556,-3.5555556,1,-1.8611541,negative
180,27.88889,-8.333333,-10.666667,0.25295278,-2.0210319,negative
154,2.6666667,-5.2222223,-4.888889,0.8153439,-2.0958126,negative
137,0.11111111,-1.2222222,-1.8888888,0.75,-2.0076063,negative
227,17.444445,-9.555555,14.444445,0.45836443,2.2918468,negative
197,15.333333,-7.2222223,7.4444447,0.322069,2.6282077,negative
112,0,-0.44444445,-0.44444445,0.22222222,-2.0943952,negative
66,107,-22,-21.666666,0.17412825,-2.0989902,negative
12,114.55556,-35.444443,-13.444445,0.20767513,-2.368866,negative
68,1.8888888,-0.5555556,-1.2222222,0.11574074,-1.8611541,negative
95,47.77778,-24.555555,-23.555555,0.3377558,-2.1078582,negative
53,119.77778,-33.333332,-11,0.18721664,-2.3932705,negative
195,41.22222,-16.333334,-16,0.2902986,-2.1013772,negative
104,16.11111,-2.6666667,-17,0.43039906,-1.6697525,positive
49,114.666664,-37.77778,-18.11111,0.22387896,-2.3154767,negative
186,42.555557,-13.888889,-21.222221,0.30616122,-1.9580852,negative
45,47.333332,-14.888889,-17.222221,0.25936732,-2.0459049,negative
119,4.2222223,-6.7777777,-0.44444445,0.7329263,-2.587228,negative
198,50.77778,-19.333334,-22.666666,0.29965425,-2.0358741,negative
135,22.11111,-18.666666,-13,0.45423168,-2.2119856,negative
190,52.333332,-21,-24.333334,0.30879894,-2.0436168,negative
215,21.444445,-8.222222,12.777778,0.34176603,2.2660944,negative
136,3.7777777,4.5555553,-7.4444447,0.52954143,-0.92460656,positive
191,18.555555,-9.222222,10.111111,0.3503698,2.545329,negative
139,0.22222222,-2,-1.3333334,1,-2.1507304,negative
114,10.333334,4.7777777,-12.555555,0.40864444,-1.1793475,positive
180,53.77778,-21.555555,-24.88889,0.30690557,-2.0441787,negative
211,18.666668,-9,9.666667,0.33542147,2.5549645,negative
164,28.555555,-4.111111,16.222221,0.330345,1.7983025,negative
154,4.3333335,-6.4444447,-6.4444447,0.6248002,-2.0879846,negative
114,3.6666667,4,-7.6666665,0.53791887,-1.0108004,positive
185,17.555555,-4.2222223,13.777778,0.44541803,1.8388497,negative
48,116.77778,-30.444445,-16.777779,0.18736246,-2.2786043,negative
163,38.22222,-18.666666,-10.333333,0.29754734,-2.384441,negative
134,1.3333334,-5,-1.3333334,0.9777778,-2.4225056,negative
206,20.11111,-7.5555553,12.111111,0.3273603,2.252368,negative
74,93.22222,-38.22222,-25.88889,0.2767844,-2.2205532,negative
73,13.888889,0.44444445,-15.555555,0.42150384,-1.5242527,positive
113,17.222223,-11.888889,-10.888889,0.4148072,-2.1256926,negative
78,61.11111,-30.222221,-25.88889,0.32548746,-2.145541,negative
138,0.11111111,-0.7777778,-0.44444445,0.33333334,-2.1814387,negative
85,1.4444444,-4,-1,0.912963,-2.3776238,negative
196,54.11111,-19.777779,-22.444445,0.28752622,-2.0487363,negative
86,18,-2.2222223,-18.88889,0.42459705,-1.6508442,positive
183,21,-8.111111,16.88889,0.42024404,2.0758736,negative
119,35.11111,-10.888889,-14.222222,0.27171725,-2.0059998,negative
175,28.666666,-8.666667,14.666667,0.2849537,2.2635381,negative
249,10.111111,-1.6666666,4.6666665,0.30902183,1.9174206,negative
235,19.222221,-11.555555,10.777778,0.3880957,2.6707714,negative
111,15.111111,-0.44444445,-14.444445,0.39170122,-1.5814401,positive
104,13.666667,1.5555556,-15.111111,0.4100093,-1.4466414,positive
105,39.666668,-13.555555,-18.222221,0.29599184,-1.9960818,negative
114,3.2222223,3.3333333,-8,0.5674603,-1.1518371,positive
196,20.444445,-3.6666667,15.333333,0.4405804,1.789167,negative
106,14.888889,0,-15.333333,0.40815476,-1.5576197,positive
191,43.11111,-15.666667,-18.333334,0.28958246,-2.040515,negative
111,3.3333333,-8,-4.6666665,0.8646644,-2.2164733,negative
38,108.55556,-39.11111,-14.777778,0.23576024,-2.370002,negative
182,35,-7.888889,-14.555555,0.24779001,-1.8682772,negative
138,3,4.6666665,-7.3333335,0.5674603,-0.8805207,positive
159,31.88889,-16,-11.666667,0.28921792,-2.5493495,negative
181,16.222223,-8,13.666667,0.44597858,2.2066422,negative
138,1.4444444,-5.2222223,-5.2222223,0.79960316,-2.08783,negative
33,106.333336,-41.444443,-12.777778,0.24777646,-2.4080186,negative
101,13.888889,1.8888888,-15.444445,0.41026655,-1.4575915,positive
124,33.666668,-8.111111,-14.777778,0.27147377,-1.9075019,negative
142,2.4444444,5.888889,-7.111111,0.646164,-0.675123,positive
114,24.11111,-12.555555,-9.222222,0.33188802,-2.196423,negative
181,23.88889,-7.5555553,12.777778,0.28569087,2.1891353,negative
199,21.555555,-13.222222,12.111111,0.39300215,2.6901116,negative
200,40.444443,-14.333333,-17,0.28666258,-2.0380163,negative
90,106,-22.777779,-22.444445,0.17969723,-2.0978148,negative
111,52.444443,-20.88889,-23.222221,0.29966387,-2.0580003,negative
200,48.666668,-20.88889,-21.88889,0.3098264,-2.080206,negative
45,47.333332,-14.888889,-17.222221,0.25936732,-2.0459049,negative
245,7,-0.5555556,1.7777778,0.19104938,1.7566451,negative
80,103,-24.555555,-24.222221,0.19805206,-2.0986974,negative
68,50.11111,-14.333333,-20,0.26505277,-1.9843078,negative
126,8.444445,-15.888889,-5.2222223,0.7364309,-2.4498394,negative
125,58.555557,-15.444445,-23.11111,0.2598418,-1.9632003,negative
132,3.5555556,5.111111,-6.5555553,0.5299824,-0.72601837,positive
183,23,-12.333333,14.666667,0.39236423,2.4831982,negative
101,131.11111,-25.444445,-11.444445,0.14110672,-2.3287346,negative
155,29.333334,-10,18,0.31808975,2.1693969,negative
99,2.3333335,-9.111111,-5.4444447,0.91089994,-2.2556732,negative
80,21.88889,-18.88889,-5.2222223,0.5142537,-2.4315135,negative
55,17.555555,-5.3333335,-17.666666,0.43507022,-1.7711632,positive
25,93.77778,-43.444443,-26.11111,0.29958275,-2.253408,negative
191,51.555557,-20.555555,-24.555555,0.31361094,-2.03548,negative
31,8.888889,-8.777778,-7.111111,0.5009438,-2.1719491,negative
217,18.88889,-9.333333,13,0.39533988,2.3638706,negative
108,12.444445,5.6666665,-14,0.37883934,-1.1695169,positive
233,15.777778,-10.111111,12.222222,0.47394413,2.476615,negative
83,44,-11.333333,-16.333334,0.24967904,-1.9736155,negative
66,37.77778,-22.666666,-6.3333335,0.3501687,-2.43063,negative
190,43,-14.111111,-19.444445,0.29078844,-1.9875989,negative
211,15.888889,-5.7777777,15.222222,0.52432793,1.9408315,negative
62,20.666668,-10.777778,-20.11111,0.4503053,-1.8884078,positive
102,51.555557,-14.333333,-20,0.25975996,-1.9855843,negative
185,42.444443,-11.555555,-16.555555,0.2591888,-1.9820988,negative
59,116.888885,-37.444443,-14.444445,0.21420376,-2.3642159,negative
208,20,-8,15.666667,0.42939755,2.1126173,negative
64,17.666668,-4.2222223,-19.222221,0.4463545,-1.7248944,positive
154,27.333334,-23.666666,-17,0.45878506,-2.2026498,negative
99,83.22222,-43.22222,-30.555555,0.33041757,-2.2077565,negative
190,40.88889,-14.666667,-18,0.29222646,-2.0251334,negative
103,51.666668,-14.555555,-19.555555,0.2570141,-1.9975892,negative
123,0.33333334,-4.111111,-3.1111112,1,-2.1698651,negative
124,0.5555556,-3.1111112,-1.7777778,0.984127,-2.1812904,negative
132,2.8888888,5.2222223,-7.4444447,0.59325397,-0.8083832,positive
187,41.555557,-13.222222,-20.88889,0.30575457,-1.9474715,negative
185,43.88889,-14.333333,-19,0.28555444,-2.0071752,negative
182,37.88889,-9.777778,-17.11111,0.27866945,-1.9191672,negative
19,122.111115,-33.666668,-13.666667,0.18952668,-2.3528337,negative
29,123.22222,-27.666666,-15.666667,0.16561614,-2.271128,negative
144,0,0,0,0,0,negative
152,21.666666,-18.666666,-14.666667,0.46343043,-2.1657314,negative
50,116.55556,-36.555557,-16.555555,0.21380861,-2.3256788,negative
196,41.22222,-15.222222,-17.88889,0.2924689,-2.0394914,negative
110,28.333334,-13.222222,-9.888889,0.3074441,-2.1872416,negative
124,3.6666667,4,-7.6666665,0.5421076,-1.0114845,positive
63,114.666664,-35.333332,-16.666666,0.21148404,-2.3158848,negative
131,0,0,0,0,0,negative
138,0,-1.1111112,-4.111111,1,-1.755017,negative
164,14.333333,-6,2,0.29914993,2.87512,negative
180,43.666668,-15.555555,-20.222221,0.3009182,-2.0087192,negative
217,17,-6.4444447,15.222222,0.48659843,2.0066419,negative
63,17.11111,-6.111111,-15.777778,0.42265132,-1.8138857,positive
27,133.44444,-14.888889,-12.222222,0.09847229,-2.146716,negative
47,87.333336,-43.666668,-29.333334,0.32009703,-2.2232175,negative
178,23.555555,-7.6666665,12,0.29896173,2.2741275,negative
196,41.88889,-15.333333,-17.666666,0.28913772,-2.0459957,negative
79,3.3333333,-8.555555,-4.5555553,0.7916667,-2.2889814,negative
51,19.444445,-9.222222,-18.88889,0.44611752,-1.8730317,positive
138,62,-16.777779,-22.444445,0.24899773,-1.9990451,negative
123,4.5555553,2.7777777,-7.2222223,0.475,-1.1806802,positive
115,129.77779,-28.666666,-9,0.15213422,-2.4054766,negative
89,10.333334,-12,-11.666667,0.5488248,-2.1073112,negative
115,0.7777778,-5,-3.3333333,0.962963,-2.2166038,negative
123,0,-3.4444444,-3.4444444,1,-2.0943952,negative
54,119.111115,-35.11111,-15.777778,0.2027078,-2.3286614,negative
111,25.777779,-12.555555,-8.888889,0.31548372,-2.2026672,negative
145,3,3.1111112,-6.888889,0.56415343,-1.0689679,positive
50,103.55556,-46.11111,-17.11111,0.27970007,-2.3720198,negative
235,18.222221,-9.222222,9.444445,0.34748083,2.5860178,negative
50,115.44444,-35.88889,-17.222221,0.21353829,-2.3123052,negative
149,22.777779,-13.666667,11.333333,0.36371678,2.7416468,negative
101,26.88889,-11.888889,-12.888889,0.32728764,-2.05839,negative
208,21.555555,-11.555555,14.111111,0.3969092,2.4832914,negative
79,102.77778,-41.555557,-14.888889,0.2580791,-2.3779652,negative
89,14.555555,-10.777778,-10.444445,0.43137968,-2.102295,negative
90,4.3333335,-6.2222223,-8.555555,0.6410182,-1.9895461,negative
121,3.1111112,-6.888889,-0.8888889,0.8435185,-2.5191648,negative
176,48.88889,-19.444445,-24.11111,0.3158616,-2.0217843,negative
138,1,-4.6666665,-5,0.82685184,-2.0778158,negative
81,33,-11.111111,-15.777778,0.30079645,-1.9845657,negative
196,55.444443,-22.555555,-24.222221,0.30158615,-2.0704408,negative
142,2.3333335,4.888889,-6.7777777,0.6301587,-0.7763336,positive
71,16.666668,-1.6666666,-17,0.41629943,-1.6368634,positive
125,2.4444444,-7.111111,-4.4444447,0.85319865,-2.2342408,negative
57,131.77779,-18.222221,-12.555555,0.11169542,-2.215046,negative
117,14.888889,2.3333333,-15,0.38127685,-1.4200875,positive
102,56.555557,-20.11111,-20.777779,0.26937962,-2.0830433,negative
237,18.777779,-7,16.666666,0.47282594,1.9903806,negative
142,0,-3.3333333,-3.6666667,1,-2.0561552,negative
104,56.11111,-16.222221,-22.555555,0.26721877,-1.986567,negative
46,54.666668,-27.333334,-23,0.32671866,-2.1523037,negative
201,24.777779,-11.666667,20.666666,0.43971756,2.1769927,negative
111,0,-4,-4,1,-2.0943952,negative
76,27.333334,-3.4444444,-7.4444447,0.20066153,-1.9036244,negative
203,15.444445,-7,17,0.5918262,1.9847853,negative
92,13.111111,-13.111111,-12.444445,0.49969473,-2.11184,negative
41,105.111115,-43.77778,-13.777778,0.26204562,-2.404745,negative
156,28.333334,-19.11111,13.888889,0.38903406,2.8649306,negative
126,4.888889,4.4444447,-7.2222223,0.45030865,-0.91367507,positive
87,15.666667,-14.666667,-4.3333335,0.65204316,-2.4180744,negative
91,3.6666667,-4.3333335,-7,0.62065095,-1.9349097,negative
112,0.11111111,-1.3333334,-1,0.6666667,-2.1519136,negative
105,39.666668,-13.555555,-18.222221,0.29599184,-1.9960818,negative
125,1,-4,-2.3333333,0.9238095,-2.2375617,negative
182,49.666668,-18.333334,-25,0.31428084,-1.99159,negative
96,1.7777778,-8.111111,-6.111111,0.87222224,-2.1862345,negative
116,2.1111112,-6.3333335,-2.6666667,0.8755291,-2.3130133,negative
48,107.44444,-25,-25,0.1971141,-2.0905566,negative
156,17,-12.666667,-12,0.4313206,-2.1093647,negative
69,18.444445,-7,-17.666666,0.4315472,-1.8112034,positive
44,98.22222,-39,-23.333334,0.26639053,-2.2555773,negative
202,53.88889,-19.88889,-23.222221,0.29352704,-2.0435379,negative
80,19.555555,-6,-19.333334,0.4324709,-1.7735944,positive
140,3.5555556,-5.6666665,-6,0.6392537,-2.0722682,negative
57,119.44444,-34,-12.333333,0.1924883,-2.376054,negative
83,21.555555,-10.555555,-5.2222223,0.5041609,-2.3213427,negative
218,17.777779,-9.111111,12.222222,0.40134683,2.3826835,negative
186,30.333334,-11.555555,-13.888889,0.3033766,-2.0366416,negative
69,36.555557,0.6666667,-12.333333,0.17869009,-1.5187606,negative
197,27.555555,-11.444445,18.88889,0.39488608,2.2430942,negative
134,38.77778,-22.777779,-17.777779,0.36128438,-2.1753492,negative
101,12.555555,4.2222223,-13.111111,0.3768521,-1.2111098,positive
44,118.888885,-31.777779,-11.111111,0.1818206,-2.3846567,negative
126,2.8888888,6.7777777,-7.5555553,0.6230159,-0.6128861,positive
32,121.333336,-33.333332,-14.666667,0.19062504,-2.333746,negative
124,37.555557,-11.777778,-16.777779,0.2909818,-1.9809769,negative
64,103.77778,-37.333332,-15,0.2367968,-2.3554425,negative
161,36.333336,-15.333333,-12.333333,0.29805613,-2.198939,negative
48,99.77778,-39.333332,-24.333334,0.26589924,-2.2470357,negative
82,12.111111,-10,-9.333333,0.45815158,-2.1027224,negative
163,36.555557,-16.333334,-8.666667,0.28153613,-2.4253242,negative
93,15.666667,-14.333333,-12.666667,0.48024568,-2.1362147,negative
77,35.22222,-9,-15,0.26919183,-1.9320657,negative
145,22.777779,-7.6666665,-12,0.31533822,-1.934686,negative
112,3.4444444,3.5555556,-7.4444447,0.5440917,-1.0582771,positive
191,11.222222,-6,11.666667,0.5358197,2.1224225,negative
118,3.5555556,3.8888888,-8.111111,0.5438712,-1.0761977,positive
240,18.555555,-9.777778,13.222222,0.42162097,2.3924873,negative
80,12.444445,-11.888889,-10.222222,0.48998156,-2.142269,negative
45,116.111115,-31.222221,-16.222221,0.19091243,-2.292668,negative
226,21.777779,-4.111111,15.222222,0.40474883,1.8223403,negative
136,0.8888889,-5.3333335,-4.6666665,0.9111552,-2.1303394,negative
41,105.111115,-43.77778,-13.777778,0.26204562,-2.404745,negative
189,26.555555,-8.666667,-10.333333,0.26524833,-2.050282,negative
103,0.6666667,-6.111111,-4.4444447,0.9876543,-2.1854658,negative
33,106.333336,-41.444443,-12.777778,0.24777646,-2.4080186,negative
69,52,-18.333334,-22.666666,0.28965253,-2.0228615,negative
139,2.1111112,-6.888889,-6.2222223,0.78617525,-2.127586,negative
64,82.55556,-46.77778,-30.777779,0.3492103,-2.2289393,negative
138,0,-2.3333333,-2.3333333,1,-2.0943952,negative
131,0,0,0,0,0,negative
186,47.88889,-17.555555,-21.222221,0.2962514,-2.0286176,negative
73,52.333332,-14.444445,-19.444445,0.25336418,-1.9969074,negative
184,28.333334,-8.777778,-10.111111,0.25072145,-2.2154639,negative
62,3.7777777,-7,-8,0.6703704,-2.0487173,negative
193,36.555557,-11.444445,-15.444445,0.27838665,-1.9929975,negative
171,40,-14.333333,-17.333334,0.28798285,-2.0329285,negative
92,7.2222223,-8.555555,-8.222222,0.6084366,-2.0967047,negative
95,5.3333335,-2.5555556,-6.888889,0.51256585,-1.7492584,negative
56,20,-9.333333,-19.333334,0.4427882,-1.8631825,positive
189,51.444443,-19.444445,-25.444445,0.3128917,-2.0059564,negative
104,16.555555,-10.222222,-9.222222,0.3802916,-2.1282308,negative
112,51.88889,-20.777779,-21.777779,0.29368052,-2.0784628,negative
125,53.77778,-25.11111,-21.444445,0.3172057,-2.1450453,negative
78,131,-20.666666,-13.666667,0.124646865,-2.2255366,negative
67,56.666668,-22.88889,-24.222221,0.29814535,-2.0766623,negative
193,52.77778,-18.777779,-23.777779,0.29530448,-2.0182114,negative
185,28.777779,-10,-11.333333,0.27036038,-2.0852716,negative
15,60.666668,-28.88889,-24.88889,0.3169049,-2.145323,negative
137,20.777779,-20,-13.666667,0.50256854,-2.2130325,negative
13,140,-20.11111,-4.7777777,0.10009145,-2.449265,negative
65,117.333336,-34,-17,0.20236506,-2.3039913,negative
114,23.88889,-34.444443,-17.777779,0.62924504,-2.2953806,negative
175,50,-21.333334,-23.333334,0.31203708,-2.0637763,negative
53,20.11111,-12.888889,-20.88889,0.4747726,-1.937482,positive
134,0.8888889,-5,-5.3333335,0.87610227,-2.0712416,negative
65,15.555555,-2.1111112,-15.777778,0.41941756,-1.6658529,positive
84,13.666667,-12.555555,-10.555555,0.47722223,-2.152852,negative
128,3.1111112,4,-7.3333335,0.56150794,-0.98581076,positive
103,13.222222,2.6666667,-15.333333,0.41030627,-1.3974138,positive
102,17.333334,-2.8888888,-17.222221,0.41776258,-1.6854404,positive
102,1.6666666,-6.6666665,-3.6666667,0.89973545,-2.2617195,negative
196,19.555555,-9.777778,11.555555,0.36523178,2.511766,negative
122,0.33333334,-4.7777777,-3.7777777,1,-2.1535993,negative
120,45.77778,-8.555555,-15.888889,0.2246171,-1.8964247,negative
145,1.8888888,3.7777777,-6.5555553,0.65555555,-0.9594855,positive
141,3,4.7777777,-7.2222223,0.5740741,-0.84373164,positive
198,42.333336,-17.777779,-19.11111,0.30964476,-2.070717,negative
102,2.6666667,-9.111111,-4.111111,0.8912177,-2.3161116,negative
89,13.111111,-11.777778,-11.111111,0.47304532,-2.11184,negative
91,39.88889,-20.777779,-8.777778,0.39882392,-2.3460567,negative
186,46.22222,-15.666667,-21.666666,0.2983021,-1.9882493,negative
15,97.55556,-46.88889,-26.88889,0.30673698,-2.2664518,negative
55,95.111115,-39.22222,-23.88889,0.27479535,-2.2510118,negative
70,48.666668,-10.444445,-19.11111,0.24982914,-1.9079554,negative
111,1.7777778,0.8888889,-6.111111,0.7156085,-1.4372399,positive
111,13.888889,3.4444444,-14.222222,0.37431172,-1.3337922,positive
123,3.5555556,5.6666665,-7.6666665,0.555776,-0.7616482,positive
116,16.88889,-2.3333333,-15.666667,0.39844838,-1.6703143,positive
133,0.11111111,-1.6666666,-4.3333335,0.9722222,-1.8225629,negative
184,28,-11.222222,-10.555555,0.28044972,-2.1831248,negative
219,8.333334,-4.4444447,8.222222,0.56125355,2.1483634,negative
22,133.88889,-14.888889,-12.222222,0.09518399,-2.1583037,negative
149,3.5555556,-4,-5.6666665,0.5783389,-1.9857028,positive
62,4.7777777,-7.888889,-8.555555,0.6359381,-2.0669532,negative
143,2.7777777,4,-8,0.6018519,-1.048222,positive
188,26.555555,-9.888889,-12.222222,0.29079577,-2.0382204,negative
131,0,-1.5555556,-1.5555556,1,-2.0943952,negative
73,35.11111,-13.555555,-15.222222,0.2970959,-2.0549638,negative
118,16.11111,-11.555555,-9.888889,0.4187123,-2.14718,negative
103,13.888889,3.7777777,-15.222222,0.38838536,-1.3341274,positive
46,119.888885,-35.333332,-14,0.20012376,-2.357688,negative
120,0,-3,-3,1,-2.0943952,negative
190,45.77778,-17,-20.333334,0.2970586,-2.0348296,negative
145,2.2222223,4.888889,-5.111111,0.6005291,-0.57094,positive
124,0.22222222,-2.6666667,-2,1,-2.1617603,negative
124,0,-2,-2,1,-2.0943952,negative
