Height,Lenght,Eccen,P_black,P_and,Blackand,Wb_trans,Class
9,20,2.222,0.55,0.733,132,10,negative
8,155,19.375,0.452,0.882,1094,202,negative
14,364,26,0.366,0.562,2865,396,negative
10,19,1.9,0.584,0.842,160,16,negative
10,186,18.6,0.347,0.771,1434,267,negative
14,265,18.929,0.354,0.565,2097,294,negative
3,3,1,0.889,0.889,8,1,negative
3,3,1,0.778,0.778,7,1,negative
10,19,1.9,0.563,0.837,159,13,negative
7,64,9.143,0.498,0.911,408,76,negative
13,350,26.923,0.381,0.589,2682,386,negative
9,18,2,0.63,0.944,153,14,negative
14,273,19.5,0.373,0.701,2681,310,negative
8,63,7.875,0.435,0.843,425,91,negative
7,1,0.143,1,1,7,1,positive
11,1,0.091,1,1,11,1,positive
132,547,4.144,0.37,0.483,34874,1292,positive
8,74,9.25,0.568,0.983,582,108,negative
1,40,40,0.9,1,40,3,negative
1,52,52,0.962,1,52,2,positive
1,32,32,0.438,1,32,7,negative
25,169,6.76,0.215,0.947,4000,579,positive
9,82,9.111,0.364,0.839,619,96,negative
10,155,15.5,0.314,0.631,978,184,negative
12,71,5.917,0.608,0.866,738,87,negative
1,27,27,0.259,1,27,5,positive
1,39,39,0.308,1,39,7,positive
1,34,34,0.353,1,34,7,positive
24,107,4.458,0.908,0.982,2523,138,negative
11,184,16.727,0.455,0.76,1539,195,negative
9,9,1,0.519,0.531,43,1,negative
8,52,6.5,0.45,0.921,383,65,negative
14,399,28.5,0.383,0.593,3315,425,negative
10,9,0.9,0.689,0.789,71,6,negative
8,126,15.75,0.469,0.961,969,165,negative
14,359,25.643,0.368,0.615,3093,405,negative
10,18,1.8,0.467,0.778,140,10,negative
11,245,22.273,0.353,0.765,2063,344,negative
24,124,5.167,0.902,0.961,2859,161,negative
14,367,26.214,0.349,0.576,2962,398,negative
10,19,1.9,0.568,0.774,147,11,negative
11,141,12.818,0.366,0.79,1225,199,negative
11,344,31.273,0.446,0.712,2694,358,negative
10,18,1.8,0.572,0.867,156,16,negative
14,153,10.929,0.38,0.643,1378,183,negative
11,167,15.182,0.371,0.8,1470,238,negative
15,419,27.933,0.345,0.526,3309,482,negative
3,4,1.333,0.667,0.667,8,1,negative
10,17,1.7,0.506,0.771,131,11,negative
11,292,26.545,0.341,0.761,2445,371,negative
14,326,23.286,0.363,0.589,2689,377,negative
9,18,2,0.66,0.883,143,15,negative
14,253,18.071,0.372,0.826,2924,302,negative
11,251,22.818,0.355,0.743,2052,334,negative
14,269,19.214,0.337,0.625,2353,276,negative
3,3,1,0.889,0.889,8,1,negative
9,18,2,0.623,0.864,140,13,negative
13,201,15.462,0.4,0.722,1887,235,negative
11,246,22.364,0.349,0.765,2071,331,negative
3,106,35.333,0.258,0.34,108,13,positive
1,28,28,0.536,1,28,5,positive
1,255,255,0.686,1,255,36,positive
1,10,10,1,1,10,1,positive
1,9,9,0.889,1,9,1,positive
9,1,0.111,1,1,9,1,positive
178,140,0.787,0.574,0.649,16177,664,positive
8,54,6.75,0.537,0.951,411,69,negative
54,357,6.611,0.324,0.644,12422,1003,positive
28,171,6.107,0.258,0.912,4369,621,negative
20,1,0.05,1,1,20,1,positive
9,83,9.222,0.391,0.795,594,91,negative
10,155,15.5,0.329,0.601,931,177,negative
12,72,6,0.63,0.885,765,89,negative
25,1,0.04,1,1,25,1,positive
1,19,19,0.632,1,19,3,positive
1,44,44,0.727,1,44,6,positive
1,14,14,1,1,14,1,positive
17,203,11.941,0.925,0.999,3448,225,negative
9,8,0.889,0.681,0.764,55,4,negative
10,170,17,0.499,0.928,1577,195,negative
8,121,15.125,0.431,0.98,949,134,negative
13,400,30.769,0.364,0.609,3168,418,negative
9,8,0.889,0.722,0.792,57,4,negative
8,59,7.375,0.464,0.985,465,80,negative
13,354,27.231,0.38,0.598,2750,398,negative
9,14,1.556,0.587,0.944,119,12,negative
13,130,10,0.392,0.697,1178,139,negative
8,58,7.25,0.442,0.903,419,65,negative
10,1,0.1,1,1,10,1,positive
9,18,2,0.58,0.852,138,12,negative
12,335,27.917,0.4,0.677,2722,348,negative
18,1,0.056,1,1,18,1,positive
13,222,17.077,0.377,0.692,1997,221,negative
10,280,28,0.356,0.77,2157,380,negative
17,106,6.235,0.927,1,1802,115,negative
13,159,12.231,0.412,0.627,1296,177,negative
9,17,1.889,0.608,0.856,131,13,negative
9,86,9.556,0.394,0.705,546,107,negative
17,266,15.647,0.921,1,4522,325,negative
8,1,0.125,1,1,8,1,positive
13,349,26.846,0.38,0.668,3029,395,negative
9,18,2,0.605,0.895,145,14,negative
27,1,0.037,1,1,27,1,positive
8,162,20.25,0.435,0.936,1213,188,negative
10,18,1.8,0.522,0.694,125,10,negative
12,285,23.75,0.411,0.708,2421,324,negative
10,159,15.9,0.355,0.719,1144,184,negative
17,245,14.412,0.913,0.997,4152,293,negative
12,332,27.667,0.402,0.659,2626,356,negative
9,17,1.889,0.627,0.922,141,15,negative
31,1,0.032,1,1,31,1,positive
12,175,14.583,0.403,0.774,1625,198,negative
10,205,20.5,0.381,0.708,1451,257,negative
17,98,5.765,0.929,1,1666,104,negative
10,17,1.7,0.482,0.759,129,12,negative
12,252,21,0.416,0.682,2062,265,negative
10,151,15.1,0.381,0.785,1186,165,negative
13,433,33.308,0.375,0.605,3404,438,negative
9,17,1.889,0.601,0.889,136,11,negative
8,1,0.125,1,1,8,1,positive
10,252,25.2,0.377,0.775,1953,330,negative
1,30,30,0.4,1,30,5,positive
1,94,94,0.564,1,94,16,positive
1,193,193,0.57,1,193,37,positive
128,347,2.711,0.399,0.567,25163,1356,positive
8,50,6.25,0.528,0.955,382,70,negative
26,378,14.538,0.229,0.584,5737,650,negative
1,159,159,0.975,1,159,2,positive
25,169,6.76,0.218,0.971,4101,586,negative
9,82,9.111,0.352,0.798,589,99,negative
10,154,15.4,0.315,0.639,984,192,negative
12,71,5.917,0.628,0.872,743,79,negative
24,166,6.917,0.905,0.98,3905,211,negative
12,1,0.083,1,1,12,1,positive
11,183,16.636,0.465,0.841,1693,207,negative
10,16,1.6,0.544,0.875,140,12,negative
10,240,24,0.383,0.821,1971,334,negative
14,419,29.929,0.373,0.603,3535,485,negative
3,3,1,0.889,0.889,8,1,negative
9,16,1.778,0.556,0.958,138,12,negative
13,136,10.462,0.415,0.778,1375,160,negative
9,161,17.889,0.432,0.93,1347,218,negative
10,19,1.9,0.6,0.858,163,15,negative
14,203,14.5,0.362,0.67,1904,236,negative
11,62,5.636,0.353,0.78,532,75,negative
10,19,1.9,0.542,0.768,146,14,negative
14,390,27.857,0.358,0.59,3224,441,negative
3,3,1,0.889,0.889,8,1,negative
13,123,9.462,0.428,0.798,1276,156,negative
10,327,32.7,0.379,0.767,2508,450,negative
23,371,16.13,0.941,1,8533,477,negative
11,184,16.727,0.484,0.884,1789,213,negative
10,19,1.9,0.621,0.858,163,14,negative
8,95,11.875,0.466,0.904,687,120,negative
14,201,14.357,0.373,0.641,1804,217,negative
10,20,2,0.605,0.795,159,15,negative
11,165,15,0.354,0.706,1282,190,negative
14,417,29.786,0.359,0.559,3262,467,negative
9,19,2.111,0.62,0.836,143,14,negative
12,272,22.667,0.329,0.75,2448,393,negative
14,319,22.786,0.37,0.577,2577,364,negative
10,19,1.9,0.611,0.9,171,14,negative
11,98,8.909,0.378,0.724,781,134,negative
14,433,30.929,0.355,0.572,3467,485,negative
9,20,2.222,0.628,0.856,154,14,negative
11,152,13.818,0.365,0.764,1278,212,negative
14,340,24.286,0.344,0.563,2682,356,negative
10,19,1.9,0.553,0.805,153,14,negative
14,183,13.071,0.39,0.681,1745,205,negative
12,383,31.917,0.307,0.603,2771,485,negative
12,1,0.083,1,1,12,1,positive
168,135,0.804,0.82,0.904,20513,296,positive
9,1,0.111,1,1,9,1,positive
6,54,9,0.549,0.96,311,53,negative
83,315,3.795,0.295,0.594,15523,839,positive
9,1,0.111,1,1,9,1,positive
9,83,9.222,0.351,0.726,542,89,negative
10,155,15.5,0.35,0.678,1051,195,negative
12,72,6,0.615,0.862,745,83,negative
1,32,32,0.469,1,32,8,positive
25,261,10.44,0.887,0.945,6164,326,negative
11,185,16.818,0.487,0.883,1796,220,negative
10,10,1,0.52,0.53,53,1,negative
7,45,6.429,0.483,0.984,310,62,negative
14,284,20.286,0.365,0.54,2147,285,negative
9,17,1.889,0.536,0.915,140,13,negative
9,160,17.778,0.36,0.763,1098,197,negative
11,118,10.727,0.459,0.742,963,124,negative
10,16,1.6,0.619,0.963,154,16,negative
13,369,28.385,0.397,0.662,3176,398,negative
7,123,17.571,0.419,0.962,828,138,negative
28,333,11.893,0.351,0.65,6057,718,negative
10,19,1.9,0.584,0.816,155,16,negative
8,272,34,0.359,0.848,1846,289,negative
28,281,10.036,0.318,0.551,4339,530,negative
9,18,2,0.543,0.815,132,10,negative
9,152,16.889,0.379,0.765,1047,187,negative
14,254,18.143,0.377,0.569,2022,284,negative
10,20,2,0.485,0.68,136,11,negative
14,395,28.214,0.359,0.658,3636,423,negative
7,157,22.429,0.439,0.874,961,174,negative
11,433,39.364,0.449,0.706,3365,460,negative
9,19,2.111,0.655,0.871,149,13,negative
7,153,21.857,0.467,0.97,1039,182,negative
13,267,20.538,0.401,0.662,2299,286,negative
10,19,1.9,0.6,0.768,146,12,negative
8,193,24.125,0.4,0.829,1280,246,negative
25,340,13.6,0.866,0.926,7872,444,negative
11,184,16.727,0.471,0.885,1791,213,negative
10,19,1.9,0.6,0.895,170,14,negative
8,215,26.875,0.366,0.792,1362,220,negative
14,420,30,0.376,0.571,3356,449,negative
3,3,1,0.889,1,9,1,negative
9,20,2.222,0.55,0.783,141,12,negative
9,140,15.556,0.38,0.756,953,177,negative
13,191,14.692,0.406,0.617,1532,214,negative
9,19,2.111,0.55,0.86,147,13,negative
9,369,41,0.329,0.639,2122,409,negative
7,14,2,0.102,0.204,20,1,positive
166,472,2.843,0.359,0.547,42821,1641,positive
12,72,6,0.635,0.94,812,92,negative
1,15,15,0.533,1,15,4,positive
23,132,5.739,0.95,1,3036,139,negative
14,416,29.714,0.384,0.617,3594,481,negative
10,9,0.9,0.667,0.689,62,2,negative
7,43,6.143,0.545,0.973,293,64,negative
24,198,8.25,0.911,0.983,4670,274,negative
13,213,16.385,0.359,0.658,1821,214,negative
3,4,1.333,0.75,0.75,9,1,negative
10,16,1.6,0.425,0.794,127,9,negative
9,82,9.111,0.312,0.669,494,84,negative
10,17,1.7,0.571,0.918,156,15,negative
13,266,20.462,0.398,0.579,2003,286,negative
9,124,13.778,0.348,0.722,806,151,negative
14,320,22.857,0.354,0.585,2621,355,negative
10,17,1.7,0.535,0.853,145,12,negative
13,133,10.231,0.36,0.721,1247,127,negative
9,250,27.778,0.36,0.733,1649,316,negative
27,320,11.852,0.321,0.561,4845,613,negative
9,19,2.111,0.667,0.895,153,15,negative
9,250,27.778,0.366,0.768,1727,317,negative
24,170,7.083,0.931,0.999,4075,223,negative
11,184,16.727,0.46,0.796,1611,211,negative
10,18,1.8,0.583,0.894,161,14,negative
9,249,27.667,0.346,0.77,1725,306,negative
27,267,9.889,0.362,0.674,4860,599,negative
10,19,1.9,0.611,0.874,166,13,negative
7,57,8.143,0.414,0.797,318,61,negative
13,1,0.077,1,1,13,1,positive
174,471,2.707,0.339,0.433,35499,1756,positive
6,72,12,0.604,0.991,428,64,negative
1,7,7,1,1,7,1,negative
9,83,9.222,0.333,0.742,554,85,negative
9,154,17.111,0.406,0.727,1008,192,negative
11,71,6.455,0.69,0.95,742,77,negative
1,63,63,0.587,1,63,16,positive
24,209,8.708,0.926,0.992,4976,269,negative
16,344,21.5,0.373,0.572,3146,358,negative
11,20,1.818,0.564,0.909,200,15,negative
11,154,14,0.36,0.731,1238,206,negative
25,198,7.92,0.869,0.932,4611,270,negative
16,427,26.688,0.4,0.632,4316,492,negative
12,23,1.917,0.576,0.826,228,21,negative
16,121,7.563,0.396,0.611,1182,137,negative
12,409,34.083,0.302,0.604,2966,515,negative
26,184,7.077,0.773,0.886,4241,219,negative
17,350,20.588,0.363,0.577,3433,414,negative
12,23,1.917,0.576,0.79,218,16,negative
15,121,8.067,0.428,0.761,1381,145,negative
11,205,18.636,0.371,0.717,1616,278,negative
16,367,22.938,0.385,0.575,3377,427,negative
11,24,2.182,0.53,0.727,192,14,negative
15,138,9.2,0.431,0.75,1552,164,negative
12,266,22.167,0.338,0.667,2130,397,negative
17,382,22.471,0.363,0.567,3680,431,negative
11,20,1.818,0.568,0.895,197,14,negative
16,181,11.313,0.4,0.759,2198,227,negative
11,198,18,0.383,0.773,1683,288,negative
1,42,42,0.19,1,42,5,positive
47,1,0.021,1,1,47,1,positive
7,79,11.286,0.566,0.967,535,88,negative
83,326,3.928,0.286,0.671,18149,1025,positive
72,96,1.333,0.488,0.582,4025,215,positive
8,82,10.25,0.412,0.803,527,97,negative
10,155,15.5,0.332,0.687,1065,208,negative
1,28,28,0.464,1,28,6,positive
11,72,6.545,0.665,0.938,743,83,negative
24,120,5,0.927,0.972,2800,125,negative
16,344,21.5,0.385,0.662,3643,408,negative
12,11,0.917,0.652,0.735,97,7,negative
13,135,10.385,0.492,0.833,1462,157,negative
9,78,8.667,0.464,0.89,625,98,negative
31,322,10.387,0.689,0.753,7519,408,negative
16,391,24.438,0.401,0.674,4219,477,negative
3,4,1.333,0.917,0.917,11,1,negative
11,20,1.818,0.564,0.918,202,14,negative
11,70,6.364,0.381,0.639,492,83,negative
16,1,0.063,1,1,16,1,positive
39,353,9.051,0.557,0.608,8370,454,negative
16,415,25.938,0.389,0.675,4480,499,negative
12,20,1.667,0.546,0.838,201,16,negative
16,205,12.813,0.401,0.799,2622,245,negative
11,195,17.727,0.358,0.781,1676,256,negative
24,170,7.083,0.924,0.997,4068,237,negative
16,359,22.438,0.376,0.652,3747,399,negative
12,22,1.833,0.553,0.841,222,19,negative
16,341,21.313,0.378,0.724,3949,394,negative
9,70,7.778,0.433,0.851,536,98,negative
25,203,8.12,0.837,0.929,4713,279,negative
16,408,25.5,0.39,0.644,4204,482,negative
11,22,2,0.649,0.847,205,18,negative
15,222,14.8,0.414,0.728,2425,258,negative
10,59,5.9,0.403,0.792,467,80,negative
163,161,0.988,0.523,0.897,23547,1634,positive
7,80,11.429,0.5,0.848,475,79,negative
83,314,3.783,0.282,0.619,16139,838,positive
9,82,9.111,0.337,0.821,606,100,negative
9,155,17.222,0.366,0.723,1008,201,negative
12,71,5.917,0.608,0.863,735,81,negative
24,309,12.875,0.921,0.984,7295,390,negative
15,356,23.733,0.406,0.626,3342,410,negative
11,19,1.727,0.579,0.957,200,16,negative
17,389,22.882,0.344,0.678,4481,455,negative
11,56,5.091,0.386,0.7,431,77,negative
12,22,1.833,0.621,0.788,208,17,negative
16,424,26.5,0.371,0.563,3820,471,negative
3,4,1.333,0.917,0.917,11,1,negative
17,96,5.647,0.366,0.675,1101,116,negative
9,87,9.667,0.444,0.962,753,147,negative
23,120,5.217,0.942,1,2760,149,negative
16,389,24.313,0.364,0.569,3544,424,negative
12,22,1.833,0.58,0.814,215,20,negative
14,62,4.429,0.433,0.646,561,63,negative
11,161,14.636,0.333,0.65,1152,217,negative
23,198,8.609,0.924,0.999,4548,282,negative
16,337,21.063,0.363,0.598,3225,377,negative
11,23,2.091,0.585,0.834,211,18,negative
16,393,24.563,0.341,0.653,4103,418,negative
10,256,25.6,0.363,0.765,1959,327,negative
16,337,21.063,0.369,0.608,3276,387,negative
12,22,1.833,0.538,0.852,225,17,negative
17,398,23.412,0.32,0.608,4117,408,negative
16,212,13.25,0.376,0.693,2349,222,negative
10,256,25.6,0.371,0.779,1995,322,negative
3,424,141.33,0.537,0.557,709,5,negative
186,469,2.522,0.378,0.529,46133,1481,positive
9,83,9.222,0.356,0.914,683,96,negative
9,155,17.222,0.346,0.731,1020,198,negative
11,71,6.455,0.666,0.937,732,84,negative
23,137,5.957,0.855,0.934,2943,162,negative
12,20,1.667,0.525,0.854,205,14,negative
16,399,24.938,0.369,0.577,3685,441,negative
16,227,14.188,0.41,0.731,2654,300,negative
12,69,5.75,0.332,0.626,518,98,negative
16,382,23.875,0.375,0.6,3670,444,negative
11,20,1.818,0.577,0.882,194,15,negative
11,87,7.909,0.319,0.628,601,115,negative
16,309,19.313,0.382,0.549,2713,351,negative
11,22,2,0.603,0.81,196,17,negative
15,356,23.733,0.398,0.738,3940,400,negative
12,284,23.667,0.325,0.725,2471,386,negative
15,294,19.6,0.395,0.651,2872,330,negative
11,22,2,0.579,0.806,195,18,negative
16,183,11.438,0.413,0.787,2305,251,negative
11,81,7.364,0.339,0.695,619,109,negative
24,334,13.917,0.894,0.966,7740,501,negative
12,22,1.833,0.542,0.784,207,16,negative
16,405,25.313,0.382,0.596,3863,467,negative
3,4,1.333,0.833,0.917,11,1,negative
16,424,26.5,0.371,0.719,4879,488,negative
11,302,27.455,0.379,0.804,2670,448,negative
187,141,0.754,0.415,0.884,23301,2333,positive
7,54,7.714,0.497,0.849,321,55,negative
82,314,3.829,0.296,0.502,12923,703,negative
1,9,9,1,1,9,1,negative
9,82,9.111,0.306,0.695,513,79,negative
9,155,17.222,0.376,0.722,1007,207,negative
12,72,6,0.638,0.918,793,90,negative
1,23,23,0.348,1,23,5,positive
1,14,14,0.5,1,14,3,positive
1,45,45,0.244,1,45,8,positive
23,125,5.435,0.953,1,2875,132,negative
16,376,23.5,0.371,0.58,3490,401,negative
12,10,0.833,0.675,0.783,94,7,negative
16,352,22,0.39,0.738,4157,418,negative
11,236,21.455,0.354,0.803,2084,316,negative
3,4,1.333,1,1,12,1,negative
11,19,1.727,0.598,0.947,198,17,negative
15,154,10.267,0.423,0.704,1626,167,negative
16,417,26.063,0.381,0.652,4349,481,negative
12,404,33.667,0.334,0.674,3267,573,negative
5,2,0.4,0.9,0.9,9,1,positive
14,2,0.143,0.536,0.536,15,1,positive
24,135,5.625,0.911,0.966,3131,158,negative
11,2,0.182,0.636,0.636,14,1,positive
12,216,18,0.507,0.764,1981,248,negative
11,22,2,0.632,0.864,209,19,negative
15,268,17.867,0.413,0.731,2940,326,negative
3,4,1.333,0.917,0.917,11,1,negative
11,94,8.545,0.38,0.677,700,126,negative
4,2,0.5,1,1,8,1,positive
17,403,23.706,0.349,0.521,3568,440,negative
11,22,2,0.624,0.88,213,16,negative
10,57,5.7,0.407,0.739,421,79,negative
16,356,22.25,0.377,0.576,3279,371,negative
12,22,1.833,0.568,0.837,221,20,negative
16,439,27.438,0.384,0.724,5084,530,negative
11,436,39.636,0.336,0.755,3623,564,negative
8,94,11.75,0.485,0.922,693,119,negative
16,410,25.625,0.381,0.569,3731,450,negative
11,22,2,0.603,0.888,215,17,negative
16,243,15.188,0.394,0.709,2756,278,negative
11,378,34.364,0.33,0.684,2846,465,negative
9,1,0.111,1,1,9,1,positive
6,57,9.5,0.453,0.906,310,63,negative
8,104,13,0.575,0.87,724,129,negative
8,64,8,0.541,0.947,485,72,negative
77,271,3.519,0.478,0.744,15523,885,negative
9,268,29.778,0.465,0.694,1675,178,negative
9,230,25.556,0.399,0.87,1800,314,negative
9,150,16.667,0.284,0.756,1020,218,negative
8,13,1.625,0.663,0.817,85,10,negative
8,157,19.625,0.446,0.987,1240,220,negative
9,232,25.778,0.274,0.782,1633,326,negative
8,13,1.625,0.635,0.788,82,8,negative
10,248,24.8,0.356,0.729,1807,340,negative
10,177,17.7,0.26,0.693,1226,261,negative
8,13,1.625,0.683,0.817,85,10,negative
9,171,19,0.4,0.778,1198,214,negative
8,48,6,0.354,0.901,346,81,negative
7,13,1.857,0.78,0.989,90,9,negative
10,316,31.6,0.366,0.673,2126,422,negative
9,281,31.222,0.272,0.856,2164,398,negative
7,13,1.857,0.791,0.978,89,12,negative
10,268,26.8,0.494,0.754,2022,220,negative
9,276,30.667,0.388,0.846,2102,373,negative
9,278,30.889,0.258,0.798,1997,398,negative
8,13,1.625,0.625,0.817,85,11,negative
9,358,39.778,0.385,0.863,2782,525,negative
8,170,21.25,0.277,0.89,1210,236,negative
7,19,2.714,0.662,0.925,123,18,negative
10,269,26.9,0.306,0.496,1335,160,negative
10,398,39.8,0.342,0.745,2965,557,negative
7,80,11.429,0.361,0.961,538,124,negative
8,12,1.5,0.583,0.813,78,9,negative
10,238,23.8,0.353,0.727,1730,295,negative
10,88,8.8,0.257,0.668,588,124,negative
7,13,1.857,0.67,0.89,81,8,negative
10,279,27.9,0.377,0.687,1916,389,negative
9,80,8.889,0.304,0.838,603,122,negative
7,19,2.714,0.662,0.91,121,17,negative
10,268,26.8,0.395,0.59,1581,180,negative
9,162,18,0.254,0.527,769,138,negative
8,162,20.25,0.204,0.412,534,85,negative
8,109,13.625,0.447,0.959,836,158,negative
9,163,18.111,0.264,0.51,748,130,negative
8,162,20.25,0.327,0.79,1024,149,negative
9,163,18.111,0.263,0.549,805,137,negative
8,163,20.375,0.383,0.982,1280,179,negative
10,162,16.2,0.294,0.73,1183,176,negative
3,104,34.667,0.606,0.683,213,19,negative
8,184,23,0.237,0.777,1144,213,negative
7,5,0.714,0.829,0.829,29,1,negative
6,130,21.667,0.253,0.528,412,96,negative
4,17,4.25,0.191,0.647,44,7,negative
8,1,0.125,1,1,8,1,negative
87,116,1.333,0.406,0.416,4194,39,negative
15,29,1.933,0.524,0.97,422,55,negative
77,257,3.338,0.465,0.49,9689,127,negative
59,84,1.424,0.659,0.71,3517,22,negative
11,63,5.727,0.413,0.804,557,93,negative
11,30,2.727,0.467,0.824,272,37,negative
24,510,21.25,0.846,0.927,11341,268,positive
17,19,1.118,0.362,0.381,123,2,negative
17,24,1.412,0.426,0.735,300,37,negative
9,159,17.667,0.249,0.605,866,184,negative
9,168,18.667,0.268,0.661,1000,214,negative
8,131,16.375,0.246,0.796,834,177,negative
8,206,25.75,0.236,0.793,1307,237,negative
6,217,36.167,0.25,0.684,890,214,negative
6,184,30.667,0.272,0.697,770,195,negative
7,243,34.714,0.219,0.528,898,230,negative
7,219,31.286,0.195,0.617,946,207,negative
7,110,15.714,0.21,0.627,483,117,negative
7,128,18.286,0.265,0.72,645,140,negative
17,21,1.235,0.373,0.613,219,8,negative
17,23,1.353,0.419,0.808,316,25,negative
17,171,10.059,0.208,0.422,1226,250,negative
9,166,18.444,0.274,0.606,905,217,negative
9,73,8.111,0.298,0.627,412,77,negative
9,125,13.889,0.21,0.601,676,140,negative
8,109,13.625,0.219,0.595,519,119,negative
5,27,5.4,0.296,0.496,67,13,negative
8,76,9.5,0.232,0.51,310,75,negative
4,18,4.5,0.181,0.778,56,2,negative
7,240,34.286,0.215,0.538,904,221,negative
5,51,10.2,0.314,0.831,212,49,negative
8,231,28.875,0.228,0.569,1052,257,negative
7,231,33,0.26,0.64,1035,246,negative
4,19,4.75,0.421,0.921,70,18,negative
5,70,14,0.18,0.417,146,45,negative
5,203,40.6,0.239,0.859,872,187,negative
18,22,1.222,0.366,0.513,203,10,negative
9,161,17.889,0.273,0.521,755,164,negative
17,24,1.412,0.426,0.792,323,39,negative
18,158,8.778,0.198,0.418,1190,229,negative
9,92,10.222,0.287,0.694,575,123,negative
6,48,8,0.316,0.965,278,58,negative
8,95,11.875,0.187,0.645,490,106,negative
7,227,32.429,0.217,0.509,809,215,negative
7,243,34.714,0.198,0.48,817,227,negative
8,242,30.25,0.171,0.409,792,228,negative
8,192,24,0.207,0.579,889,203,negative
7,98,14,0.207,0.491,337,100,negative
17,22,1.294,0.425,0.765,286,34,negative
8,152,19,0.27,0.623,757,164,negative
17,11,0.647,0.326,0.433,81,6,negative
17,11,0.647,0.417,0.647,121,8,negative
10,141,14.1,0.236,0.645,910,148,negative
6,46,7.667,0.322,0.877,242,60,negative
8,229,28.625,0.168,0.484,887,196,negative
8,113,14.125,0.21,0.759,686,135,negative
5,69,13.8,0.249,0.632,218,57,negative
5,34,6.8,0.141,0.594,101,19,negative
5,58,11.6,0.2,0.745,216,41,negative
5,36,7.2,0.211,0.789,142,25,negative
5,46,9.2,0.174,0.804,185,28,negative
7,135,19.286,0.156,0.753,712,120,negative
5,118,23.6,0.154,0.497,293,63,negative
3,5,1.667,0.533,0.8,12,2,negative
7,145,20.714,0.207,0.658,668,140,negative
7,91,13,0.163,0.535,341,71,negative
5,177,35.4,0.226,0.498,441,117,negative
17,22,1.294,0.321,0.406,152,14,negative
9,150,16.667,0.237,0.579,782,183,negative
17,24,1.412,0.4,0.838,342,34,negative
8,117,14.625,0.173,0.642,601,125,negative
19,130,6.842,0.208,0.65,1606,267,negative
7,239,34.143,0.16,0.476,797,177,negative
7,110,15.714,0.174,0.447,344,107,negative
6,21,3.5,0.198,0.444,56,15,positive
6,47,7.833,0.177,0.45,127,31,negative
4,25,6.25,0.28,0.71,71,21,negative
6,104,17.333,0.234,0.862,538,111,negative
4,31,7.75,0.419,0.944,117,33,negative
7,192,27.429,0.136,0.385,518,135,negative
7,162,23.143,0.096,0.235,266,73,negative
8,208,26,0.194,0.491,817,196,negative
17,22,1.294,0.409,0.757,283,34,negative
10,189,18.9,0.263,0.515,973,213,negative
5,92,18.4,0.287,0.604,278,96,negative
7,111,15.857,0.254,0.883,686,131,negative
18,24,1.333,0.454,0.75,324,34,negative
8,231,28.875,0.21,0.543,1003,236,negative
18,185,10.278,0.163,0.358,1193,228,negative
8,242,30.25,0.232,0.611,1183,262,negative
7,48,6.857,0.298,0.613,206,60,negative
6,60,10,0.292,0.822,296,67,negative
7,211,30.143,0.257,0.653,965,223,negative
5,17,3.4,0.376,0.741,63,11,negative
197,198,1.005,0.273,0.332,12964,227,positive
7,223,31.857,0.205,0.664,1036,229,negative
7,67,9.571,0.258,0.548,257,71,negative
23,249,10.826,0.77,0.958,5488,270,negative
17,23,1.353,0.373,0.621,243,14,negative
9,169,18.778,0.26,0.619,942,217,negative
9,100,11.111,0.247,0.637,573,121,negative
6,71,11.833,0.329,0.958,408,89,negative
8,210,26.25,0.178,0.483,811,208,negative
4,44,11,0.267,0.614,108,26,negative
7,97,13.857,0.196,0.461,313,79,negative
5,107,21.4,0.247,0.91,487,92,negative
17,34,2,0.123,0.156,90,4,negative
19,201,10.579,0.238,0.567,2164,439,negative
7,213,30.429,0.235,0.746,1112,234,negative
6,28,4.667,0.327,0.589,99,26,negative
7,98,14,0.254,0.608,417,114,negative
7,133,19,0.211,0.559,520,112,negative
7,72,10.286,0.236,0.651,328,70,negative
79,159,2.013,0.319,0.368,4623,78,negative
77,245,3.182,0.445,0.523,9871,257,negative
74,183,2.473,0.544,0.612,8289,58,negative
3,541,180.33,0.71,0.747,1213,13,positive
9,153,17,0.304,0.848,1168,203,negative
10,58,5.8,0.402,0.893,518,83,negative
84,1,0.012,1,1,84,1,positive
14,192,13.714,0.234,0.589,1584,275,negative
16,12,0.75,0.526,0.833,160,14,negative
14,284,20.286,0.236,0.698,2777,419,negative
9,225,25,0.198,0.741,1501,283,negative
10,325,32.5,0.215,0.692,2248,463,negative
9,333,37,0.237,0.671,2011,452,negative
9,197,21.889,0.274,0.699,1240,278,negative
9,58,6.444,0.351,0.669,349,80,negative
13,323,24.846,0.256,0.557,2340,449,negative
17,24,1.412,0.36,0.708,289,25,negative
7,37,5.286,0.521,0.954,247,43,negative
9,184,20.444,0.214,0.798,1322,242,negative
9,44,4.889,0.341,0.677,268,53,negative
10,330,33,0.207,0.671,2215,425,negative
9,33,3.667,0.34,0.677,201,40,negative
10,292,29.2,0.203,0.649,1896,397,negative
7,50,7.143,0.266,0.74,259,64,negative
117,1,0.009,1,1,117,1,positive
4,93,23.25,0.312,0.763,284,70,negative
6,94,15.667,0.184,0.934,527,79,negative
13,284,21.846,0.205,0.553,2040,405,negative
6,94,15.667,0.188,0.874,493,65,negative
16,24,1.5,0.393,0.935,359,32,negative
5,94,18.8,0.234,0.845,397,79,negative
