Lenght,P_black,P_and,Class
12,0.385,0.698,negative
50,0.36,0.728,negative
9,0.365,0.698,negative
27,0.3,0.644,negative
41,0.422,1,negative
18,0.327,0.765,negative
7,0.686,1,negative
14,0.543,0.929,negative
27,0.548,1,negative
7,0.6,1,negative
15,0.547,0.947,negative
32,0.375,0.98,negative
5,0.525,1,negative
26,0.37,0.822,negative
25,0.38,0.795,negative
52,0.38,0.88,negative
15,0.425,0.925,negative
24,0.375,0.964,negative
22,0.426,1,negative
119,0.275,0.665,negative
34,0.303,0.8,negative
7,0.518,1,negative
63,0.333,0.734,negative
8,0.5,1,negative
7,0.5,1,negative
261,0.231,0.596,negative
15,0.458,0.95,negative
157,0.233,0.565,negative
171,0.126,0.452,negative
16,0.563,0.925,negative
108,0.348,0.868,negative
44,0.35,0.957,negative
24,0.385,0.969,negative
26,0.24,0.563,negative
52,0.269,0.85,negative
43,0.34,0.892,negative
5,0.475,1,negative
6,0.417,0.917,negative
9,0.389,0.792,negative
12,0.396,0.844,negative
20,0.429,1,negative
16,0.438,0.857,negative
36,0.264,0.711,negative
56,0.327,0.688,negative
7,0.452,0.833,negative
97,0.266,0.635,negative
9,0.344,0.856,negative
37,0.33,0.897,negative
14,0.314,0.9,negative
40,0.295,0.683,negative
41,0.266,0.539,negative
212,0.24,0.61,negative
45,0.282,0.718,negative
18,0.403,1,negative
38,0.339,0.766,negative
45,0.381,0.771,negative
16,0.49,0.844,negative
40,0.275,0.875,negative
20,0.375,0.855,negative
16,0.406,0.93,negative
21,0.417,0.958,negative
7,0.357,0.964,negative
4,0.406,0.781,negative
32,0.387,0.895,negative
23,0.343,0.791,negative
9,0.397,0.841,negative
33,0.36,0.818,negative
4,0.5,0.75,negative
262,0.251,0.677,negative
132,0.189,0.44,negative
168,0.32,0.909,negative
9,0.278,0.5,negative
31,0.347,0.734,negative
72,0.405,0.845,negative
14,0.42,0.786,negative
39,0.308,0.709,negative
23,0.37,0.83,negative
31,0.396,0.862,negative
14,0.408,0.939,negative
9,0.429,0.667,negative
33,0.375,0.83,negative
18,0.413,0.952,negative
3,0.571,1,negative
28,0.397,0.996,negative
16,0.367,0.969,negative
6,0.313,0.792,negative
39,0.31,0.779,negative
22,0.332,0.714,negative
262,0.238,0.57,negative
29,0.341,0.78,negative
45,0.296,0.584,negative
6,0.548,0.952,negative
31,0.461,0.922,negative
15,0.56,0.92,negative
261,0.264,0.679,negative
100,0.267,0.724,negative
93,0.268,0.784,negative
59,0.251,0.763,negative
78,0.255,0.751,negative
25,0.3,0.59,negative
43,0.256,0.707,negative
10,0.389,0.889,negative
3,0.5,1,negative
36,0.323,0.781,negative
18,0.174,0.458,negative
7,0.339,0.964,negative
14,0.402,1,negative
46,0.356,0.957,negative
22,0.396,1,negative
20,0.464,0.986,negative
48,0.354,0.865,negative
9,0.46,0.889,negative
35,0.404,0.939,negative
8,0.411,0.714,negative
11,0.455,0.974,negative
25,0.349,0.737,negative
119,0.337,0.92,negative
39,0.304,0.756,negative
20,0.336,0.707,negative
4,0.393,1,negative
6,0.357,1,negative
35,0.091,0.157,negative
49,0.318,0.612,negative
3,0.571,1,negative
23,0.348,1,negative
23,0.452,0.913,negative
112,0.217,0.469,negative
23,0.321,0.897,negative
116,0.246,0.759,negative
25,0.332,0.772,negative
40,0.347,0.913,negative
48,0.3,0.556,negative
12,0.427,0.75,negative
18,0.354,0.757,negative
24,0.328,0.625,negative
16,0.383,0.781,negative
33,0.371,0.678,negative
53,0.38,0.915,negative
22,0.318,0.777,negative
176,0.257,0.583,negative
12,0.405,0.988,negative
25,0.355,0.88,negative
36,0.409,0.861,negative
43,0.326,0.75,negative
12,0.452,0.952,negative
16,0.42,0.768,negative
22,0.277,0.595,negative
41,0.323,0.643,negative
8,0.458,0.729,negative
67,0.221,0.919,negative
67,0.164,0.935,positive
67,0.293,0.607,negative
69,0.407,0.833,negative
106,0.261,0.478,negative
225,0.253,0.893,negative
38,0.314,0.957,negative
177,0.508,0.927,negative
280,0.449,0.904,negative
185,0.479,0.95,negative
291,0.466,0.957,negative
73,0.376,0.846,negative
98,0.221,0.874,negative
111,0.188,0.769,negative
63,0.317,0.991,negative
99,0.14,0.778,positive
32,0.459,0.73,negative
214,0.449,0.899,negative
82,0.396,0.713,negative
179,0.341,0.745,negative
106,0.358,0.698,negative
103,0.369,0.877,negative
123,0.346,0.74,negative
184,0.325,0.626,negative
165,0.337,0.713,negative
536,0.505,0.512,positive
353,0.07,0.292,negative
144,0.092,0.384,negative
11,0.234,0.545,negative
536,0.538,0.737,positive
233,0.262,0.838,negative
32,0.286,0.891,negative
509,0.097,0.388,negative
9,0.296,0.667,negative
13,0.769,1,negative
304,0.202,0.749,negative
51,0.207,0.969,negative
13,0.286,0.934,negative
88,0.193,1,negative
132,0.168,0.693,negative
13,0.242,0.912,negative
268,0.183,0.686,negative
509,0.123,0.501,negative
13,0.264,0.879,negative
535,0.564,0.614,positive
81,0.311,0.968,negative
347,0.111,0.433,negative
150,0.158,0.594,negative
12,0.278,1,negative
536,0.537,0.622,positive
91,0.334,0.975,negative
31,0.361,0.974,negative
510,0.149,0.541,negative
12,0.226,0.786,negative
465,0.157,0.644,negative
135,0.131,0.671,negative
11,0.234,0.935,negative
19,0.184,0.789,negative
35,0.2,1,negative
89,0.191,1,negative
40,0.175,1,negative
536,0.498,0.533,positive
7,0.286,0.571,negative
82,0.274,0.925,negative
280,0.191,0.709,negative
69,0.098,0.344,negative
12,0.292,0.778,negative
343,0.162,0.677,negative
80,0.102,0.468,negative
13,0.308,0.978,negative
60,0.217,1,negative
344,0.216,0.838,negative
103,0.142,0.62,negative
13,0.282,0.808,negative
331,0.126,0.527,negative
109,0.109,0.508,negative
13,0.198,0.846,negative
532,0.154,0.642,negative
13,0.154,0.662,negative
510,0.137,0.636,negative
13,0.256,0.974,negative
508,0.164,0.69,negative
518,0.096,0.429,negative
12,0.25,0.792,negative
145,0.156,0.773,negative
283,0.186,0.727,negative
453,0.08,0.363,negative
66,0.171,0.903,negative
535,0.648,0.92,positive
57,0.745,1,negative
226,0.258,0.971,negative
38,0.33,0.98,negative
60,0.154,0.457,positive
98,0.341,0.639,negative
4,0.4,0.7,negative
176,0.496,0.969,negative
280,0.456,0.913,negative
4,0.4,0.4,negative
5,0.36,0.56,negative
186,0.478,0.953,negative
291,0.456,0.934,negative
73,0.433,0.875,negative
100,0.283,0.987,negative
63,0.288,0.991,negative
110,0.23,0.872,negative
31,0.492,0.745,positive
214,0.461,0.865,negative
4,0.417,0.583,negative
4,0.5,0.5,negative
82,0.418,0.753,negative
4,0.35,0.6,negative
180,0.374,0.759,negative
107,0.357,0.693,negative
102,0.403,0.929,negative
123,0.402,0.75,negative
4,0.438,0.438,negative
185,0.398,0.783,negative
166,0.392,0.75,negative
4,0.45,0.45,negative
536,0.532,0.558,positive
31,0.355,0.974,negative
84,0.229,0.689,negative
240,0.179,0.605,negative
272,0.137,0.532,negative
148,0.194,0.685,negative
535,0.126,0.444,negative
508,0.188,0.597,negative
519,0.073,0.394,negative
535,0.088,0.318,negative
508,0.1,0.343,negative
163,0.212,0.831,negative
101,0.211,0.816,negative
508,0.16,0.52,negative
520,0.081,0.308,negative
535,0.545,0.629,positive
81,0.282,0.957,negative
148,0.208,0.725,negative
534,0.134,0.503,negative
306,0.192,0.751,negative
174,0.161,0.72,negative
534,0.131,0.516,negative
534,0.132,0.519,negative
267,0.131,0.517,negative
196,0.142,0.644,negative
534,0.184,0.733,negative
534,0.102,0.417,negative
101,0.222,0.834,negative
275,0.202,0.717,negative
197,0.072,0.326,negative
536,0.341,0.353,positive
106,0.198,0.395,positive
298,0.207,0.71,negative
38,0.332,0.935,negative
468,0.472,0.922,negative
491,0.454,0.937,negative
75,0.423,0.87,negative
95,0.296,0.982,negative
61,0.319,0.988,negative
108,0.222,0.778,negative
32,0.481,0.742,positive
214,0.421,0.807,negative
83,0.404,0.741,negative
107,0.381,0.77,negative
180,0.343,0.738,negative
248,0.33,0.727,negative
103,0.383,0.825,negative
169,0.353,0.742,negative
185,0.36,0.688,negative
470,0.352,0.387,positive
64,0.43,0.602,positive
29,0.368,0.954,negative
150,0.205,0.628,negative
275,0.209,0.737,negative
245,0.16,0.607,negative
508,0.184,0.705,negative
256,0.135,0.603,negative
249,0.173,1,negative
534,0.163,0.633,negative
508,0.131,0.51,negative
508,0.092,0.393,negative
69,0.209,0.808,negative
532,0.192,0.72,negative
103,0.248,0.909,negative
274,0.15,0.583,negative
150,0.178,0.774,negative
34,0.282,0.782,negative
533,0.167,0.592,negative
62,0.234,0.852,negative
274,0.158,0.58,negative
193,0.206,0.813,negative
107,0.191,0.739,negative
464,0.158,0.55,negative
256,0.124,0.563,negative
263,0.152,1,negative
499,0.147,0.631,negative
305,0.109,0.501,negative
200,0.13,1,negative
277,1,1,positive
257,1,1,positive
147,0.215,0.956,negative
350,0.142,0.402,positive
37,0.322,0.992,negative
471,0.449,0.886,negative
495,0.464,0.952,negative
59,0.381,0.873,negative
96,0.314,0.988,negative
62,0.296,0.869,negative
109,0.219,0.779,negative
31,0.463,0.726,positive
216,0.458,0.856,negative
83,0.437,0.866,negative
182,0.378,0.789,negative
108,0.329,0.691,negative
249,0.294,0.636,negative
103,0.425,0.933,negative
187,0.42,0.786,negative
170,0.371,0.766,negative
537,0.507,0.528,positive
29,0.42,0.937,negative
152,0.199,0.677,negative
535,0.164,0.6,negative
535,0.173,0.667,negative
535,0.191,0.788,negative
535,0.146,0.634,negative
534,0.14,0.518,negative
69,0.234,0.683,negative
138,0.155,0.717,negative
218,0.148,0.582,negative
537,0.594,0.655,positive
76,0.353,0.961,negative
152,0.214,0.73,negative
284,0.141,0.601,negative
228,0.154,0.548,negative
535,0.118,0.482,negative
535,0.113,0.458,negative
535,0.166,0.681,negative
536,0.154,0.602,negative
533,0.166,0.803,negative
537,0.345,0.405,positive
349,0.125,0.453,negative
537,0.51,0.534,positive
105,0.242,0.456,positive
38,0.227,0.844,negative
228,0.264,0.942,negative
471,0.474,0.921,negative
494,0.462,0.93,negative
62,0.361,0.877,negative
96,0.276,0.883,negative
62,0.308,0.948,negative
109,0.219,0.774,negative
32,0.488,0.743,positive
215,0.548,0.997,negative
83,0.376,0.687,negative
181,0.361,0.74,negative
107,0.363,0.734,negative
102,0.386,0.895,negative
250,0.347,0.737,negative
185,0.386,0.686,negative
169,0.343,0.696,negative
98,0.48,0.653,positive
415,0.505,0.578,positive
63,0.341,0.508,positive
29,0.4,0.966,negative
151,0.184,0.5,negative
535,0.163,0.6,negative
535,0.184,0.676,negative
279,0.097,0.339,negative
233,0.151,0.665,negative
510,0.148,0.537,negative
525,0.095,0.444,negative
536,0.189,0.813,negative
536,0.091,0.358,negative
299,0.133,0.574,negative
217,0.168,0.686,negative
102,0.183,0.804,negative
535,0.136,0.498,negative
86,0.244,0.831,negative
505,0.189,0.626,negative
475,0.504,0.544,positive
99,0.253,0.616,positive
75,0.356,0.973,negative
61,0.207,0.803,negative
336,0.163,0.623,negative
155,0.178,0.614,negative
535,0.165,0.636,negative
298,0.138,0.592,negative
219,0.182,0.798,negative
299,0.186,0.687,negative
219,0.109,0.538,negative
537,0.52,0.621,positive
198,0.215,0.832,negative
13,0.338,0.723,negative
537,1,1,positive
105,0.224,0.417,positive
228,0.24,0.933,negative
37,0.306,0.933,negative
178,0.483,0.933,negative
282,0.443,0.878,negative
294,0.453,0.917,negative
186,0.505,0.989,negative
101,0.501,0.973,negative
96,0.274,0.982,negative
61,0.321,0.965,negative
109,0.2,0.854,negative
32,0.462,0.722,positive
215,0.404,0.789,negative
83,0.393,0.7,negative
181,0.35,0.773,negative
108,0.345,0.645,negative
103,0.357,0.864,negative
250,0.305,0.711,negative
186,0.399,0.812,negative
169,0.333,0.726,negative
63,1,1,positive
186,0.828,1,positive
214,1,1,positive
29,0.317,0.952,negative
151,0.174,0.627,negative
251,0.151,0.567,negative
262,0.152,0.684,negative
207,0.177,0.632,negative
262,0.089,0.43,negative
280,0.165,0.684,negative
209,0.173,0.828,negative
103,0.164,0.771,negative
270,0.111,0.495,negative
198,0.17,0.713,negative
343,0.129,0.605,negative
175,0.186,0.906,negative
492,0.132,0.541,negative
174,0.15,0.738,negative
143,0.133,1,negative
109,0.183,1,negative
535,0.106,0.47,negative
86,0.145,0.637,negative
219,0.153,0.601,negative
59,0.15,0.576,negative
123,0.163,1,negative
62,0.189,0.756,negative
314,0.156,0.587,negative
80,0.155,0.698,negative
62,0.984,1,positive
148,0.986,1,positive
278,0.946,1,positive
75,0.269,0.979,negative
151,0.139,0.549,negative
251,0.141,0.621,negative
141,0.163,0.787,negative
60,0.2,1,negative
127,0.174,0.718,negative
199,0.115,0.575,negative
89,0.169,1,negative
175,0.156,0.882,negative
203,0.149,0.767,negative
36,0.222,1,negative
69,0.159,0.772,negative
318,0.128,0.511,negative
141,0.16,0.757,negative
250,0.12,0.603,negative
198,0.055,0.359,negative
26,1,1,positive
13,1,1,positive
145,0.972,1,positive
36,0.306,1,positive
81,0.901,1,positive
187,0.963,1,positive
148,0.184,0.816,negative
37,0.189,0.555,positive
57,0.714,0.94,negative
138,0.232,0.697,negative
104,0.246,0.699,negative
38,0.285,0.907,negative
178,0.49,0.896,negative
187,0.485,0.918,negative
84,0.474,0.872,negative
187,0.486,0.939,negative
294,0.471,0.907,negative
86,0.494,0.945,negative
101,0.29,0.978,negative
63,0.321,0.954,negative
108,0.247,0.855,negative
32,0.501,0.744,negative
215,0.416,0.808,negative
84,0.329,0.632,negative
183,0.327,0.744,negative
110,0.311,0.627,negative
105,0.334,0.869,negative
249,0.301,0.739,negative
191,0.328,0.747,negative
168,0.315,0.697,negative
538,0.519,0.684,positive
511,0.084,0.338,negative
14,0.296,0.786,negative
538,0.637,0.703,positive
32,0.365,0.958,negative
176,0.181,0.552,negative
510,0.075,0.288,negative
15,0.25,0.808,negative
309,0.2,0.73,negative
187,0.155,0.747,negative
14,0.286,0.884,negative
511,0.161,0.634,negative
14,0.25,0.786,negative
40,0.281,0.872,negative
511,0.17,0.538,negative
15,0.325,0.833,negative
511,0.115,0.414,negative
15,0.267,0.767,negative
83,0.208,0.667,negative
474,0.187,0.578,negative
45,0.254,0.813,negative
14,0.316,0.776,negative
137,0.191,0.693,negative
375,0.154,0.519,negative
38,0.128,0.444,negative
129,0.169,0.647,negative
15,0.317,0.742,negative
73,0.235,0.803,negative
510,0.162,0.537,negative
15,0.4,0.924,negative
107,0.209,0.778,negative
511,0.141,0.542,negative
15,0.292,0.808,negative
537,0.538,0.555,positive
83,0.329,0.823,negative
175,0.177,0.624,negative
511,0.158,0.625,negative
15,0.283,0.65,negative
508,0.16,0.628,negative
490,0.067,0.323,negative
14,0.295,0.857,negative
41,0.254,0.697,negative
510,0.163,0.542,negative
195,0.126,0.383,negative
195,0.175,0.965,negative
13,0.374,1,negative
69,0.087,0.507,negative
538,0.37,0.424,positive
114,0.116,0.408,negative
14,0.316,0.908,negative
537,0.353,0.364,positive
57,0.742,0.97,negative
227,0.237,0.839,negative
38,0.324,0.935,negative
61,0.172,0.509,positive
98,0.523,0.98,negative
177,0.514,0.961,negative
281,0.468,0.903,negative
186,0.485,0.942,negative
292,0.479,0.954,negative
57,0.434,0.958,negative
111,0.218,0.81,negative
100,0.279,0.98,negative
63,0.338,0.998,negative
31,0.508,0.767,positive
215,0.538,0.993,negative
82,0.383,0.641,negative
181,0.375,0.738,negative
106,0.373,0.649,negative
102,0.404,0.893,negative
124,0.427,0.847,negative
185,0.417,0.786,negative
166,0.386,0.75,negative
537,0.621,0.747,positive
31,0.419,0.948,negative
34,0.265,0.748,negative
511,0.164,0.509,negative
173,0.207,0.86,negative
167,0.192,1,negative
21,0.167,0.643,negative
148,0.198,0.77,negative
535,0.192,0.658,negative
506,0.15,0.589,negative
521,0.091,0.386,negative
536,0.126,0.493,negative
53,0.267,0.679,negative
352,0.205,0.692,negative
171,0.121,0.574,negative
102,0.193,0.768,negative
194,0.191,0.691,negative
256,0.099,0.446,negative
60,0.2,1,negative
537,0.538,0.594,positive
80,0.352,0.96,negative
148,0.196,0.718,negative
510,0.161,0.595,negative
218,0.144,0.574,negative
279,0.075,0.545,negative
301,0.178,0.694,negative
218,0.142,0.623,negative
534,0.169,0.667,negative
213,0.203,0.784,negative
143,0.113,0.528,negative
317,0.124,0.484,negative
205,0.109,0.573,negative
194,0.169,0.597,negative
245,0.143,0.608,negative
65,0.2,1,negative
180,0.16,0.523,negative
172,0.171,0.731,negative
72,0.198,0.736,negative
158,0.102,0.346,negative
92,0.143,0.713,negative
45,0.2,1,negative
102,0.212,0.884,negative
535,0.156,0.688,negative
151,0.077,0.434,negative
363,0.128,0.532,negative
537,0.556,0.655,positive
57,0.727,0.951,negative
150,0.225,0.681,negative
104,0.198,0.639,negative
38,0.334,0.937,negative
61,0.157,0.483,positive
99,0.503,0.942,negative
178,0.475,0.873,negative
186,0.456,0.868,negative
84,0.443,0.82,negative
186,0.514,0.988,negative
292,0.472,0.915,negative
112,0.213,0.835,negative
60,0.433,0.842,negative
100,0.245,0.863,negative
63,0.338,0.941,negative
32,0.476,0.72,positive
216,0.408,0.747,negative
82,0.434,0.75,negative
181,0.369,0.737,negative
107,0.371,0.65,negative
103,0.399,0.831,negative
124,0.367,0.705,negative
186,0.425,0.786,negative
167,0.378,0.727,negative
537,0.537,0.609,positive
105,0.127,0.41,negative
315,0.056,0.248,negative
13,0.33,0.923,negative
538,0.518,0.596,positive
32,0.286,0.76,negative
62,0.214,0.645,negative
278,0.176,0.594,negative
216,0.156,0.511,negative
13,0.363,0.835,negative
492,0.209,0.781,negative
341,0.072,0.305,negative
14,0.393,0.905,negative
104,0.063,0.529,negative
99,0.189,0.745,negative
376,0.225,0.875,negative
120,0.176,0.752,negative
13,0.372,0.987,negative
511,0.225,0.798,negative
284,0.137,0.456,negative
172,0.167,0.678,negative
14,0.347,0.949,negative
259,0.189,0.697,negative
143,0.105,0.526,negative
13,0.346,0.846,negative
510,0.144,0.531,negative
14,0.327,0.939,negative
177,0.196,0.75,negative
353,0.187,0.634,negative
144,0.123,0.612,negative
14,0.321,0.881,negative
511,0.141,0.529,negative
14,0.257,0.814,negative
510,0.171,0.695,negative
488,0.074,0.343,negative
13,0.359,1,negative
99,0.21,0.778,negative
306,0.213,0.807,negative
163,0.148,0.667,negative
13,0.295,1,negative
537,0.523,0.567,positive
81,0.282,0.852,negative
66,0.241,0.707,negative
164,0.189,0.65,negative
71,0.193,0.672,negative
14,0.245,0.867,negative
177,0.203,1,negative
61,0.213,0.683,negative
268,0.198,0.637,negative
186,0.16,0.814,negative
13,0.179,0.923,negative
511,0.134,0.557,negative
13,0.242,0.857,negative
510,0.149,0.592,negative
13,0.286,0.923,negative
102,0.214,0.708,negative
273,0.215,0.808,negative
223,0.121,0.527,negative
14,0.316,0.827,negative
259,0.22,0.749,negative
50,0.214,0.96,negative
13,0.262,0.769,negative
31,0.226,1,negative
535,0.55,0.586,positive
58,0.683,0.927,negative
227,0.226,0.837,negative
38,0.312,0.955,negative
61,0.121,0.431,positive
98,0.316,0.704,negative
178,0.491,0.969,negative
280,0.452,0.899,negative
187,0.472,0.943,negative
292,0.45,0.914,negative
111,0.184,0.771,negative
99,0.211,0.886,negative
64,0.252,0.865,negative
100,0.485,0.879,negative
32,0.432,0.689,positive
215,0.367,0.746,negative
82,0.393,0.764,negative
180,0.371,0.832,negative
107,0.328,0.656,negative
102,0.357,0.867,negative
123,0.331,0.65,negative
186,0.372,0.778,negative
166,0.336,0.723,negative
500,0.373,0.421,positive
32,0.516,0.531,positive
31,0.301,0.844,negative
148,0.182,0.625,negative
457,0.173,0.63,negative
40,0.2,1,negative
523,0.06,0.305,negative
509,0.096,0.379,negative
140,0.131,0.666,negative
331,0.195,0.78,negative
168,0.081,0.369,negative
13,0.209,0.846,negative
69,0.205,0.826,negative
326,0.171,0.641,negative
171,0.16,0.605,negative
13,0.275,0.758,negative
101,0.196,0.771,negative
267,0.164,0.73,negative
136,0.18,0.775,negative
99,0.192,1,negative
535,0.171,0.697,negative
536,0.568,0.688,positive
81,0.282,0.932,negative
148,0.146,0.558,negative
264,0.197,0.656,negative
131,0.106,0.471,negative
70,0.2,1,negative
332,0.159,0.712,negative
190,0.118,0.62,negative
71,0.231,0.757,negative
310,0.17,0.792,negative
169,0.167,0.785,negative
241,0.119,0.498,negative
68,0.172,0.931,negative
104,0.192,1,negative
102,0.18,0.759,negative
233,0.165,0.687,negative
117,0.186,0.847,negative
508,0.128,0.53,negative
242,0.128,0.574,negative
74,0.189,1,negative
40,0.232,0.707,negative
535,0.157,0.594,negative
71,0.131,0.784,negative
504,0.139,0.665,negative
375,0.092,0.428,negative
45,0.078,0.944,negative
69,0.188,0.754,negative
112,0.168,0.667,negative
118,0.186,1,negative
50,0.2,1,negative
536,0.586,0.686,positive
14,0.393,0.536,negative
39,0.192,0.197,positive
278,0.11,0.144,positive
22,0.955,1,positive
54,0.944,1,positive
16,1,1,positive
10,0.28,0.74,negative
75,0.661,0.907,negative
158,0.587,0.641,positive
277,0.18,0.365,positive
149,0.388,0.472,positive
1,1,1,positive
1,1,1,positive
40,0.278,0.615,negative
38,0.313,0.62,negative
155,0.257,0.584,negative
1,1,1,positive
20,0.223,0.373,negative
17,0.318,0.529,negative
53,0.225,0.485,negative
25,1,1,positive
413,0.998,1,positive
15,0.867,1,positive
93,0.675,0.902,positive
12,0.661,0.851,negative
55,0.678,0.827,negative
27,0.63,0.833,negative
3,0.339,0.345,positive
118,0.408,0.616,negative
162,0.454,0.573,negative
9,0.728,0.889,negative
84,0.42,0.565,negative
67,0.468,0.823,negative
79,0.306,0.818,negative
190,0.239,0.457,negative
3,0.778,0.778,negative
180,0.983,1,positive
22,0.818,1,positive
11,1,1,positive
7,1,1,positive
10,0.8,1,positive
1,1,1,positive
5,0.443,0.514,negative
11,0.526,0.708,negative
37,0.592,0.722,negative
48,0.579,0.706,negative
80,0.553,0.719,negative
22,0.591,0.855,negative
71,0.461,0.659,negative
80,0.434,0.536,negative
36,0.654,0.92,negative
14,0.706,0.865,negative
15,0.705,0.971,negative
41,0.337,0.634,negative
1,1,1,positive
288,0.248,0.5,negative
27,0.479,0.709,negative
123,0.48,0.656,negative
67,0.432,0.517,negative
31,0.645,0.774,negative
18,0.55,0.656,negative
40,0.46,0.592,negative
10,0.56,0.69,negative
71,0.481,0.757,negative
85,0.476,0.614,negative
104,0.451,0.611,positive
185,0.356,0.772,negative
1,1,1,positive
331,0.237,0.535,negative
11,0.503,0.685,negative
12,0.429,0.732,negative
1,1,1,positive
340,0.383,0.521,negative
257,0.283,0.615,negative
342,0.231,0.548,negative
17,0.321,0.652,negative
13,0.346,0.577,negative
4,0.75,0.75,negative
7,1,1,negative
1,1,1,positive
379,0.963,1,positive
9,0.402,0.684,negative
6,0.436,0.449,negative
53,0.509,0.624,negative
45,0.429,0.566,negative
57,0.556,0.719,negative
50,0.602,0.746,negative
12,0.648,0.741,negative
1,1,1,positive
7,0.918,0.959,negative
8,0.583,0.972,negative
67,0.441,0.83,negative
45,0.467,0.694,negative
228,0.282,0.621,negative
80,0.275,0.435,negative
275,0.287,0.637,negative
89,0.252,0.496,negative
179,0.33,0.733,negative
320,0.231,0.514,negative
1,1,1,positive
14,0.643,1,positive
16,0.25,0.531,positive
19,0.579,1,positive
136,0.963,1,positive
11,0.909,1,positive
36,0.567,0.929,negative
12,0.75,1,positive
14,0.643,1,positive
15,0.733,1,positive
14,1,1,positive
104,0.971,1,positive
29,0.931,1,positive
78,0.949,1,positive
9,0.611,0.611,positive
145,0.798,0.963,positive
70,0.535,0.971,negative
314,0.298,0.671,positive
83,0.371,0.727,negative
155,0.326,0.642,negative
139,0.16,0.692,negative
137,0.173,0.622,negative
71,0.631,0.904,negative
36,0.583,1,positive
18,0.5,1,positive
99,0.912,0.96,negative
1,1,1,positive
90,0.47,0.718,negative
10,0.5,0.53,negative
43,0.445,0.86,negative
337,0.945,1,negative
402,0.399,0.631,negative
20,0.61,0.845,negative
1,1,1,positive
259,0.351,0.779,negative
125,0.915,0.959,negative
441,0.374,0.625,negative
18,0.519,0.796,negative
314,0.379,0.721,negative
159,0.377,0.763,negative
421,0.379,0.581,negative
3,0.778,0.778,negative
18,0.539,0.811,negative
91,0.389,0.628,negative
161,0.329,0.605,negative
371,0.38,0.59,negative
19,0.605,0.816,negative
322,0.375,0.714,negative
62,0.403,0.665,negative
385,0.369,0.561,negative
18,0.656,0.9,negative
80,0.492,0.882,negative
258,0.337,0.648,negative
133,0.907,0.966,negative
297,0.409,0.6,negative
20,0.54,0.78,negative
154,0.424,0.87,negative
137,0.899,0.991,positive
68,0.54,0.974,negative
357,0.299,0.655,positive
117,0.974,1,positive
47,0.532,1,positive
170,0.188,0.909,negative
82,0.335,0.73,negative
154,0.342,0.664,negative
72,0.623,0.86,negative
157,0.905,0.958,negative
183,0.481,0.747,negative
9,0.644,0.689,negative
141,0.447,0.932,negative
407,0.353,0.574,negative
10,0.46,0.46,negative
82,0.362,0.69,negative
435,0.355,0.571,negative
17,0.523,0.869,negative
430,0.351,0.772,negative
372,0.378,0.586,negative
18,0.522,0.772,negative
143,0.355,0.775,negative
336,0.898,0.958,negative
321,0.361,0.595,negative
18,0.6,0.844,negative
156,0.473,0.991,negative
124,0.941,1,negative
397,0.342,0.536,negative
20,0.55,0.733,negative
155,0.452,0.882,negative
364,0.366,0.562,negative
19,0.584,0.842,negative
186,0.347,0.771,negative
265,0.354,0.565,negative
3,0.889,0.889,negative
3,0.778,0.778,negative
19,0.563,0.837,negative
64,0.498,0.911,negative
350,0.381,0.589,negative
18,0.63,0.944,negative
273,0.373,0.701,negative
63,0.435,0.843,negative
1,1,1,positive
1,1,1,positive
547,0.37,0.483,positive
74,0.568,0.983,negative
40,0.9,1,negative
52,0.962,1,positive
32,0.438,1,negative
169,0.215,0.947,positive
82,0.364,0.839,negative
155,0.314,0.631,negative
71,0.608,0.866,negative
27,0.259,1,positive
39,0.308,1,positive
34,0.353,1,positive
107,0.908,0.982,negative
184,0.455,0.76,negative
9,0.519,0.531,negative
52,0.45,0.921,negative
399,0.383,0.593,negative
9,0.689,0.789,negative
126,0.469,0.961,negative
359,0.368,0.615,negative
18,0.467,0.778,negative
245,0.353,0.765,negative
124,0.902,0.961,negative
367,0.349,0.576,negative
19,0.568,0.774,negative
141,0.366,0.79,negative
344,0.446,0.712,negative
18,0.572,0.867,negative
153,0.38,0.643,negative
167,0.371,0.8,negative
419,0.345,0.526,negative
4,0.667,0.667,negative
17,0.506,0.771,negative
292,0.341,0.761,negative
326,0.363,0.589,negative
18,0.66,0.883,negative
253,0.372,0.826,negative
251,0.355,0.743,negative
269,0.337,0.625,negative
3,0.889,0.889,negative
18,0.623,0.864,negative
201,0.4,0.722,negative
246,0.349,0.765,negative
106,0.258,0.34,positive
28,0.536,1,positive
255,0.686,1,positive
10,1,1,positive
9,0.889,1,positive
1,1,1,positive
140,0.574,0.649,positive
54,0.537,0.951,negative
357,0.324,0.644,positive
171,0.258,0.912,negative
1,1,1,positive
83,0.391,0.795,negative
155,0.329,0.601,negative
72,0.63,0.885,negative
1,1,1,positive
19,0.632,1,positive
44,0.727,1,positive
14,1,1,positive
203,0.925,0.999,negative
8,0.681,0.764,negative
170,0.499,0.928,negative
121,0.431,0.98,negative
400,0.364,0.609,negative
8,0.722,0.792,negative
59,0.464,0.985,negative
354,0.38,0.598,negative
14,0.587,0.944,negative
130,0.392,0.697,negative
58,0.442,0.903,negative
1,1,1,positive
18,0.58,0.852,negative
335,0.4,0.677,negative
1,1,1,positive
222,0.377,0.692,negative
280,0.356,0.77,negative
106,0.927,1,negative
159,0.412,0.627,negative
17,0.608,0.856,negative
