Height,Lenght,Eccen,P_black,P_and,Blackpix,Blackand,Wb_trans,Class
10,159,15.9,0.377,0.763,600,1213,192,negative
14,421,30.071,0.379,0.581,2236,3424,466,negative
3,3,1,0.778,0.778,7,7,1,negative
10,18,1.8,0.539,0.811,97,146,11,negative
14,91,6.5,0.389,0.628,495,800,98,negative
11,161,14.636,0.329,0.605,582,1071,191,negative
14,371,26.5,0.38,0.59,1975,3066,407,negative
10,19,1.9,0.605,0.816,115,155,13,negative
13,322,24.769,0.375,0.714,1571,2990,340,negative
9,62,6.889,0.403,0.665,225,371,69,negative
14,385,27.5,0.369,0.561,1990,3022,412,negative
10,18,1.8,0.656,0.9,118,162,17,negative
11,80,7.273,0.492,0.882,433,776,87,negative
10,258,25.8,0.337,0.648,869,1672,325,negative
24,133,5.542,0.907,0.966,2894,3085,155,negative
13,297,22.846,0.409,0.6,1579,2318,318,negative
10,20,2,0.54,0.78,108,156,12,negative
8,154,19.25,0.424,0.87,522,1072,190,negative
187,137,0.733,0.899,0.991,23025,25400,786,positive
8,68,8.5,0.54,0.974,294,530,97,negative
54,357,6.611,0.299,0.655,5766,12626,901,positive
1,117,117,0.974,1,114,117,3,positive
1,47,47,0.532,1,25,47,1,positive
26,170,6.538,0.188,0.909,833,4017,542,negative
9,82,9.111,0.335,0.73,247,539,100,negative
10,154,15.4,0.342,0.664,527,1022,207,negative
12,72,6,0.623,0.86,538,743,80,negative
24,157,6.542,0.905,0.958,3411,3609,186,negative
11,183,16.636,0.481,0.747,969,1503,208,negative
10,9,0.9,0.644,0.689,58,62,1,negative
8,141,17.625,0.447,0.932,504,1051,206,negative
14,407,29.071,0.353,0.574,2010,3273,443,negative
10,10,1,0.46,0.46,46,46,1,negative
10,82,8.2,0.362,0.69,297,566,108,negative
14,435,31.071,0.355,0.571,2164,3478,472,negative
9,17,1.889,0.523,0.869,80,133,11,negative
10,430,43,0.351,0.772,1508,3318,559,negative
14,372,26.571,0.378,0.586,1971,3050,395,negative
10,18,1.8,0.522,0.772,94,139,11,negative
10,143,14.3,0.355,0.775,508,1108,218,negative
24,336,14,0.898,0.958,7238,7729,455,negative
14,321,22.929,0.361,0.595,1624,2675,345,negative
10,18,1.8,0.6,0.844,108,152,15,negative
7,156,22.286,0.473,0.991,517,1082,218,negative
23,124,5.391,0.941,1,2684,2852,156,negative
14,397,28.357,0.342,0.536,1902,2979,420,negative
9,20,2.222,0.55,0.733,99,132,10,negative
8,155,19.375,0.452,0.882,561,1094,202,negative
14,364,26,0.366,0.562,1865,2865,396,negative
10,19,1.9,0.584,0.842,111,160,16,negative
10,186,18.6,0.347,0.771,645,1434,267,negative
14,265,18.929,0.354,0.565,1315,2097,294,negative
3,3,1,0.889,0.889,8,8,1,negative
3,3,1,0.778,0.778,7,7,1,negative
10,19,1.9,0.563,0.837,107,159,13,negative
7,64,9.143,0.498,0.911,223,408,76,negative
13,350,26.923,0.381,0.589,1732,2682,386,negative
9,18,2,0.63,0.944,102,153,14,negative
14,273,19.5,0.373,0.701,1424,2681,310,negative
8,63,7.875,0.435,0.843,219,425,91,negative
7,1,0.143,1,1,7,7,1,positive
11,1,0.091,1,1,11,11,1,positive
132,547,4.144,0.37,0.483,26693,34874,1292,positive
8,74,9.25,0.568,0.983,336,582,108,negative
1,40,40,0.9,1,36,40,3,negative
1,52,52,0.962,1,50,52,2,positive
1,32,32,0.438,1,14,32,7,negative
25,169,6.76,0.215,0.947,907,4000,579,positive
9,82,9.111,0.364,0.839,269,619,96,negative
10,155,15.5,0.314,0.631,486,978,184,negative
12,71,5.917,0.608,0.866,518,738,87,negative
1,27,27,0.259,1,7,27,5,positive
1,39,39,0.308,1,12,39,7,positive
1,34,34,0.353,1,12,34,7,positive
24,107,4.458,0.908,0.982,2333,2523,138,negative
11,184,16.727,0.455,0.76,920,1539,195,negative
9,9,1,0.519,0.531,42,43,1,negative
8,52,6.5,0.45,0.921,187,383,65,negative
14,399,28.5,0.383,0.593,2142,3315,425,negative
10,9,0.9,0.689,0.789,62,71,6,negative
8,126,15.75,0.469,0.961,473,969,165,negative
14,359,25.643,0.368,0.615,1848,3093,405,negative
10,18,1.8,0.467,0.778,84,140,10,negative
11,245,22.273,0.353,0.765,952,2063,344,negative
24,124,5.167,0.902,0.961,2683,2859,161,negative
14,367,26.214,0.349,0.576,1791,2962,398,negative
10,19,1.9,0.568,0.774,108,147,11,negative
11,141,12.818,0.366,0.79,567,1225,199,negative
11,344,31.273,0.446,0.712,1686,2694,358,negative
10,18,1.8,0.572,0.867,103,156,16,negative
14,153,10.929,0.38,0.643,813,1378,183,negative
11,167,15.182,0.371,0.8,681,1470,238,negative
15,419,27.933,0.345,0.526,2170,3309,482,negative
3,4,1.333,0.667,0.667,8,8,1,negative
10,17,1.7,0.506,0.771,86,131,11,negative
11,292,26.545,0.341,0.761,1096,2445,371,negative
14,326,23.286,0.363,0.589,1657,2689,377,negative
9,18,2,0.66,0.883,107,143,15,negative
14,253,18.071,0.372,0.826,1317,2924,302,negative
11,251,22.818,0.355,0.743,979,2052,334,negative
14,269,19.214,0.337,0.625,1271,2353,276,negative
3,3,1,0.889,0.889,8,8,1,negative
9,18,2,0.623,0.864,101,140,13,negative
13,201,15.462,0.4,0.722,1046,1887,235,negative
11,246,22.364,0.349,0.765,944,2071,331,negative
3,106,35.333,0.258,0.34,82,108,13,positive
1,28,28,0.536,1,15,28,5,positive
1,255,255,0.686,1,175,255,36,positive
1,10,10,1,1,10,10,1,positive
1,9,9,0.889,1,8,9,1,positive
9,1,0.111,1,1,9,9,1,positive
178,140,0.787,0.574,0.649,14292,16177,664,positive
8,54,6.75,0.537,0.951,232,411,69,negative
54,357,6.611,0.324,0.644,6238,12422,1003,positive
28,171,6.107,0.258,0.912,1235,4369,621,negative
20,1,0.05,1,1,20,20,1,positive
9,83,9.222,0.391,0.795,292,594,91,negative
10,155,15.5,0.329,0.601,510,931,177,negative
12,72,6,0.63,0.885,544,765,89,negative
25,1,0.04,1,1,25,25,1,positive
1,19,19,0.632,1,12,19,3,positive
1,44,44,0.727,1,32,44,6,positive
1,14,14,1,1,14,14,1,positive
17,203,11.941,0.925,0.999,3192,3448,225,negative
9,8,0.889,0.681,0.764,49,55,4,negative
10,170,17,0.499,0.928,849,1577,195,negative
8,121,15.125,0.431,0.98,417,949,134,negative
13,400,30.769,0.364,0.609,1891,3168,418,negative
9,8,0.889,0.722,0.792,52,57,4,negative
8,59,7.375,0.464,0.985,219,465,80,negative
13,354,27.231,0.38,0.598,1749,2750,398,negative
9,14,1.556,0.587,0.944,74,119,12,negative
13,130,10,0.392,0.697,663,1178,139,negative
8,58,7.25,0.442,0.903,205,419,65,negative
10,1,0.1,1,1,10,10,1,positive
9,18,2,0.58,0.852,94,138,12,negative
12,335,27.917,0.4,0.677,1606,2722,348,negative
18,1,0.056,1,1,18,18,1,positive
13,222,17.077,0.377,0.692,1087,1997,221,negative
10,280,28,0.356,0.77,998,2157,380,negative
17,106,6.235,0.927,1,1671,1802,115,negative
13,159,12.231,0.412,0.627,852,1296,177,negative
9,17,1.889,0.608,0.856,93,131,13,negative
9,86,9.556,0.394,0.705,305,546,107,negative
17,266,15.647,0.921,1,4167,4522,325,negative
8,1,0.125,1,1,8,8,1,positive
13,349,26.846,0.38,0.668,1724,3029,395,negative
9,18,2,0.605,0.895,98,145,14,negative
27,1,0.037,1,1,27,27,1,positive
8,162,20.25,0.435,0.936,564,1213,188,negative
10,18,1.8,0.522,0.694,94,125,10,negative
12,285,23.75,0.411,0.708,1404,2421,324,negative
10,159,15.9,0.355,0.719,564,1144,184,negative
17,245,14.412,0.913,0.997,3801,4152,293,negative
12,332,27.667,0.402,0.659,1602,2626,356,negative
9,17,1.889,0.627,0.922,96,141,15,negative
31,1,0.032,1,1,31,31,1,positive
12,175,14.583,0.403,0.774,847,1625,198,negative
10,205,20.5,0.381,0.708,781,1451,257,negative
17,98,5.765,0.929,1,1548,1666,104,negative
10,17,1.7,0.482,0.759,82,129,12,negative
12,252,21,0.416,0.682,1259,2062,265,negative
10,151,15.1,0.381,0.785,575,1186,165,negative
13,433,33.308,0.375,0.605,2109,3404,438,negative
9,17,1.889,0.601,0.889,92,136,11,negative
8,1,0.125,1,1,8,8,1,positive
10,252,25.2,0.377,0.775,950,1953,330,negative
1,30,30,0.4,1,12,30,5,positive
1,94,94,0.564,1,53,94,16,positive
1,193,193,0.57,1,110,193,37,positive
128,347,2.711,0.399,0.567,17721,25163,1356,positive
8,50,6.25,0.528,0.955,211,382,70,negative
26,378,14.538,0.229,0.584,2252,5737,650,negative
1,159,159,0.975,1,155,159,2,positive
25,169,6.76,0.218,0.971,923,4101,586,negative
9,82,9.111,0.352,0.798,260,589,99,negative
10,154,15.4,0.315,0.639,485,984,192,negative
12,71,5.917,0.628,0.872,535,743,79,negative
24,166,6.917,0.905,0.98,3604,3905,211,negative
12,1,0.083,1,1,12,12,1,positive
11,183,16.636,0.465,0.841,937,1693,207,negative
10,16,1.6,0.544,0.875,87,140,12,negative
10,240,24,0.383,0.821,919,1971,334,negative
14,419,29.929,0.373,0.603,2188,3535,485,negative
3,3,1,0.889,0.889,8,8,1,negative
9,16,1.778,0.556,0.958,80,138,12,negative
13,136,10.462,0.415,0.778,733,1375,160,negative
9,161,17.889,0.432,0.93,626,1347,218,negative
10,19,1.9,0.6,0.858,114,163,15,negative
14,203,14.5,0.362,0.67,1028,1904,236,negative
11,62,5.636,0.353,0.78,241,532,75,negative
10,19,1.9,0.542,0.768,103,146,14,negative
14,390,27.857,0.358,0.59,1956,3224,441,negative
3,3,1,0.889,0.889,8,8,1,negative
13,123,9.462,0.428,0.798,684,1276,156,negative
10,327,32.7,0.379,0.767,1239,2508,450,negative
23,371,16.13,0.941,1,8027,8533,477,negative
11,184,16.727,0.484,0.884,979,1789,213,negative
10,19,1.9,0.621,0.858,118,163,14,negative
8,95,11.875,0.466,0.904,354,687,120,negative
14,201,14.357,0.373,0.641,1050,1804,217,negative
10,20,2,0.605,0.795,121,159,15,negative
11,165,15,0.354,0.706,643,1282,190,negative
14,417,29.786,0.359,0.559,2094,3262,467,negative
9,19,2.111,0.62,0.836,106,143,14,negative
12,272,22.667,0.329,0.75,1075,2448,393,negative
14,319,22.786,0.37,0.577,1654,2577,364,negative
10,19,1.9,0.611,0.9,116,171,14,negative
11,98,8.909,0.378,0.724,408,781,134,negative
14,433,30.929,0.355,0.572,2152,3467,485,negative
9,20,2.222,0.628,0.856,113,154,14,negative
11,152,13.818,0.365,0.764,610,1278,212,negative
14,340,24.286,0.344,0.563,1636,2682,356,negative
10,19,1.9,0.553,0.805,105,153,14,negative
14,183,13.071,0.39,0.681,998,1745,205,negative
12,383,31.917,0.307,0.603,1409,2771,485,negative
12,1,0.083,1,1,12,12,1,positive
168,135,0.804,0.82,0.904,18591,20513,296,positive
9,1,0.111,1,1,9,9,1,positive
6,54,9,0.549,0.96,178,311,53,negative
83,315,3.795,0.295,0.594,7725,15523,839,positive
9,1,0.111,1,1,9,9,1,positive
9,83,9.222,0.351,0.726,262,542,89,negative
10,155,15.5,0.35,0.678,542,1051,195,negative
12,72,6,0.615,0.862,531,745,83,negative
1,32,32,0.469,1,15,32,8,positive
25,261,10.44,0.887,0.945,5785,6164,326,negative
11,185,16.818,0.487,0.883,991,1796,220,negative
10,10,1,0.52,0.53,52,53,1,negative
7,45,6.429,0.483,0.984,152,310,62,negative
14,284,20.286,0.365,0.54,1453,2147,285,negative
9,17,1.889,0.536,0.915,82,140,13,negative
9,160,17.778,0.36,0.763,518,1098,197,negative
11,118,10.727,0.459,0.742,596,963,124,negative
10,16,1.6,0.619,0.963,99,154,16,negative
13,369,28.385,0.397,0.662,1906,3176,398,negative
7,123,17.571,0.419,0.962,361,828,138,negative
28,333,11.893,0.351,0.65,3270,6057,718,negative
10,19,1.9,0.584,0.816,111,155,16,negative
8,272,34,0.359,0.848,781,1846,289,negative
28,281,10.036,0.318,0.551,2502,4339,530,negative
9,18,2,0.543,0.815,88,132,10,negative
9,152,16.889,0.379,0.765,518,1047,187,negative
14,254,18.143,0.377,0.569,1341,2022,284,negative
10,20,2,0.485,0.68,97,136,11,negative
14,395,28.214,0.359,0.658,1988,3636,423,negative
7,157,22.429,0.439,0.874,482,961,174,negative
11,433,39.364,0.449,0.706,2137,3365,460,negative
9,19,2.111,0.655,0.871,112,149,13,negative
7,153,21.857,0.467,0.97,500,1039,182,negative
13,267,20.538,0.401,0.662,1392,2299,286,negative
10,19,1.9,0.6,0.768,114,146,12,negative
8,193,24.125,0.4,0.829,617,1280,246,negative
25,340,13.6,0.866,0.926,7358,7872,444,negative
11,184,16.727,0.471,0.885,954,1791,213,negative
10,19,1.9,0.6,0.895,114,170,14,negative
8,215,26.875,0.366,0.792,629,1362,220,negative
14,420,30,0.376,0.571,2209,3356,449,negative
3,3,1,0.889,1,8,9,1,negative
9,20,2.222,0.55,0.783,99,141,12,negative
9,140,15.556,0.38,0.756,479,953,177,negative
13,191,14.692,0.406,0.617,1007,1532,214,negative
9,19,2.111,0.55,0.86,94,147,13,negative
9,369,41,0.329,0.639,1094,2122,409,negative
7,14,2,0.102,0.204,10,20,1,positive
166,472,2.843,0.359,0.547,28093,42821,1641,positive
12,72,6,0.635,0.94,549,812,92,negative
1,15,15,0.533,1,8,15,4,positive
23,132,5.739,0.95,1,2885,3036,139,negative
14,416,29.714,0.384,0.617,2234,3594,481,negative
10,9,0.9,0.667,0.689,60,62,2,negative
7,43,6.143,0.545,0.973,164,293,64,negative
24,198,8.25,0.911,0.983,4329,4670,274,negative
13,213,16.385,0.359,0.658,995,1821,214,negative
3,4,1.333,0.75,0.75,9,9,1,negative
10,16,1.6,0.425,0.794,68,127,9,negative
9,82,9.111,0.312,0.669,230,494,84,negative
10,17,1.7,0.571,0.918,97,156,15,negative
13,266,20.462,0.398,0.579,1375,2003,286,negative
9,124,13.778,0.348,0.722,388,806,151,negative
14,320,22.857,0.354,0.585,1584,2621,355,negative
10,17,1.7,0.535,0.853,91,145,12,negative
13,133,10.231,0.36,0.721,622,1247,127,negative
9,250,27.778,0.36,0.733,810,1649,316,negative
27,320,11.852,0.321,0.561,2774,4845,613,negative
9,19,2.111,0.667,0.895,114,153,15,negative
9,250,27.778,0.366,0.768,823,1727,317,negative
24,170,7.083,0.931,0.999,3799,4075,223,negative
11,184,16.727,0.46,0.796,931,1611,211,negative
10,18,1.8,0.583,0.894,105,161,14,negative
9,249,27.667,0.346,0.77,776,1725,306,negative
27,267,9.889,0.362,0.674,2610,4860,599,negative
10,19,1.9,0.611,0.874,116,166,13,negative
7,57,8.143,0.414,0.797,165,318,61,negative
13,1,0.077,1,1,13,13,1,positive
174,471,2.707,0.339,0.433,27820,35499,1756,positive
6,72,12,0.604,0.991,261,428,64,negative
1,7,7,1,1,7,7,1,negative
9,83,9.222,0.333,0.742,249,554,85,negative
9,154,17.111,0.406,0.727,563,1008,192,negative
11,71,6.455,0.69,0.95,539,742,77,negative
1,63,63,0.587,1,37,63,16,positive
24,209,8.708,0.926,0.992,4645,4976,269,negative
16,344,21.5,0.373,0.572,2053,3146,358,negative
11,20,1.818,0.564,0.909,124,200,15,negative
11,154,14,0.36,0.731,609,1238,206,negative
25,198,7.92,0.869,0.932,4304,4611,270,negative
16,427,26.688,0.4,0.632,2736,4316,492,negative
12,23,1.917,0.576,0.826,159,228,21,negative
16,121,7.563,0.396,0.611,767,1182,137,negative
12,409,34.083,0.302,0.604,1482,2966,515,negative
26,184,7.077,0.773,0.886,3696,4241,219,negative
17,350,20.588,0.363,0.577,2162,3433,414,negative
12,23,1.917,0.576,0.79,159,218,16,negative
15,121,8.067,0.428,0.761,776,1381,145,negative
11,205,18.636,0.371,0.717,837,1616,278,negative
16,367,22.938,0.385,0.575,2258,3377,427,negative
11,24,2.182,0.53,0.727,140,192,14,negative
15,138,9.2,0.431,0.75,893,1552,164,negative
12,266,22.167,0.338,0.667,1079,2130,397,negative
17,382,22.471,0.363,0.567,2355,3680,431,negative
11,20,1.818,0.568,0.895,125,197,14,negative
16,181,11.313,0.4,0.759,1157,2198,227,negative
11,198,18,0.383,0.773,834,1683,288,negative
1,42,42,0.19,1,8,42,5,positive
47,1,0.021,1,1,47,47,1,positive
7,79,11.286,0.566,0.967,313,535,88,negative
83,326,3.928,0.286,0.671,7741,18149,1025,positive
72,96,1.333,0.488,0.582,3374,4025,215,positive
8,82,10.25,0.412,0.803,270,527,97,negative
10,155,15.5,0.332,0.687,514,1065,208,negative
1,28,28,0.464,1,13,28,6,positive
11,72,6.545,0.665,0.938,527,743,83,negative
24,120,5,0.927,0.972,2670,2800,125,negative
16,344,21.5,0.385,0.662,2121,3643,408,negative
12,11,0.917,0.652,0.735,86,97,7,negative
13,135,10.385,0.492,0.833,864,1462,157,negative
9,78,8.667,0.464,0.89,326,625,98,negative
31,322,10.387,0.689,0.753,6881,7519,408,negative
16,391,24.438,0.401,0.674,2508,4219,477,negative
3,4,1.333,0.917,0.917,11,11,1,negative
11,20,1.818,0.564,0.918,124,202,14,negative
11,70,6.364,0.381,0.639,293,492,83,negative
16,1,0.063,1,1,16,16,1,positive
39,353,9.051,0.557,0.608,7667,8370,454,negative
16,415,25.938,0.389,0.675,2582,4480,499,negative
12,20,1.667,0.546,0.838,131,201,16,negative
16,205,12.813,0.401,0.799,1314,2622,245,negative
11,195,17.727,0.358,0.781,768,1676,256,negative
24,170,7.083,0.924,0.997,3768,4068,237,negative
16,359,22.438,0.376,0.652,2158,3747,399,negative
12,22,1.833,0.553,0.841,146,222,19,negative
16,341,21.313,0.378,0.724,2060,3949,394,negative
9,70,7.778,0.433,0.851,273,536,98,negative
25,203,8.12,0.837,0.929,4246,4713,279,negative
16,408,25.5,0.39,0.644,2546,4204,482,negative
11,22,2,0.649,0.847,157,205,18,negative
15,222,14.8,0.414,0.728,1378,2425,258,negative
10,59,5.9,0.403,0.792,238,467,80,negative
163,161,0.988,0.523,0.897,13725,23547,1634,positive
7,80,11.429,0.5,0.848,280,475,79,negative
83,314,3.783,0.282,0.619,7353,16139,838,positive
9,82,9.111,0.337,0.821,249,606,100,negative
9,155,17.222,0.366,0.723,511,1008,201,negative
12,71,5.917,0.608,0.863,518,735,81,negative
24,309,12.875,0.921,0.984,6828,7295,390,negative
15,356,23.733,0.406,0.626,2167,3342,410,negative
11,19,1.727,0.579,0.957,121,200,16,negative
17,389,22.882,0.344,0.678,2273,4481,455,negative
11,56,5.091,0.386,0.7,238,431,77,negative
12,22,1.833,0.621,0.788,164,208,17,negative
16,424,26.5,0.371,0.563,2514,3820,471,negative
3,4,1.333,0.917,0.917,11,11,1,negative
17,96,5.647,0.366,0.675,597,1101,116,negative
9,87,9.667,0.444,0.962,348,753,147,negative
23,120,5.217,0.942,1,2599,2760,149,negative
16,389,24.313,0.364,0.569,2268,3544,424,negative
12,22,1.833,0.58,0.814,153,215,20,negative
14,62,4.429,0.433,0.646,376,561,63,negative
11,161,14.636,0.333,0.65,589,1152,217,negative
23,198,8.609,0.924,0.999,4210,4548,282,negative
16,337,21.063,0.363,0.598,1956,3225,377,negative
11,23,2.091,0.585,0.834,148,211,18,negative
16,393,24.563,0.341,0.653,2145,4103,418,negative
10,256,25.6,0.363,0.765,928,1959,327,negative
16,337,21.063,0.369,0.608,1992,3276,387,negative
12,22,1.833,0.538,0.852,142,225,17,negative
17,398,23.412,0.32,0.608,2162,4117,408,negative
16,212,13.25,0.376,0.693,1276,2349,222,negative
10,256,25.6,0.371,0.779,951,1995,322,negative
3,424,141.33,0.537,0.557,683,709,5,negative
186,469,2.522,0.378,0.529,33017,46133,1481,positive
9,83,9.222,0.356,0.914,266,683,96,negative
9,155,17.222,0.346,0.731,483,1020,198,negative
11,71,6.455,0.666,0.937,520,732,84,negative
23,137,5.957,0.855,0.934,2695,2943,162,negative
12,20,1.667,0.525,0.854,126,205,14,negative
16,399,24.938,0.369,0.577,2357,3685,441,negative
16,227,14.188,0.41,0.731,1490,2654,300,negative
12,69,5.75,0.332,0.626,275,518,98,negative
16,382,23.875,0.375,0.6,2292,3670,444,negative
11,20,1.818,0.577,0.882,127,194,15,negative
11,87,7.909,0.319,0.628,305,601,115,negative
16,309,19.313,0.382,0.549,1890,2713,351,negative
11,22,2,0.603,0.81,146,196,17,negative
15,356,23.733,0.398,0.738,2127,3940,400,negative
12,284,23.667,0.325,0.725,1109,2471,386,negative
15,294,19.6,0.395,0.651,1743,2872,330,negative
11,22,2,0.579,0.806,140,195,18,negative
16,183,11.438,0.413,0.787,1208,2305,251,negative
11,81,7.364,0.339,0.695,302,619,109,negative
24,334,13.917,0.894,0.966,7164,7740,501,negative
12,22,1.833,0.542,0.784,143,207,16,negative
16,405,25.313,0.382,0.596,2476,3863,467,negative
3,4,1.333,0.833,0.917,10,11,1,negative
16,424,26.5,0.371,0.719,2518,4879,488,negative
11,302,27.455,0.379,0.804,1260,2670,448,negative
187,141,0.754,0.415,0.884,10947,23301,2333,positive
7,54,7.714,0.497,0.849,188,321,55,negative
82,314,3.829,0.296,0.502,7618,12923,703,negative
1,9,9,1,1,9,9,1,negative
9,82,9.111,0.306,0.695,226,513,79,negative
9,155,17.222,0.376,0.722,524,1007,207,negative
12,72,6,0.638,0.918,551,793,90,negative
1,23,23,0.348,1,8,23,5,positive
1,14,14,0.5,1,7,14,3,positive
1,45,45,0.244,1,11,45,8,positive
23,125,5.435,0.953,1,2739,2875,132,negative
16,376,23.5,0.371,0.58,2232,3490,401,negative
12,10,0.833,0.675,0.783,81,94,7,negative
16,352,22,0.39,0.738,2196,4157,418,negative
11,236,21.455,0.354,0.803,920,2084,316,negative
3,4,1.333,1,1,12,12,1,negative
11,19,1.727,0.598,0.947,125,198,17,negative
15,154,10.267,0.423,0.704,976,1626,167,negative
16,417,26.063,0.381,0.652,2543,4349,481,negative
12,404,33.667,0.334,0.674,1617,3267,573,negative
5,2,0.4,0.9,0.9,9,9,1,positive
14,2,0.143,0.536,0.536,15,15,1,positive
24,135,5.625,0.911,0.966,2953,3131,158,negative
11,2,0.182,0.636,0.636,14,14,1,positive
12,216,18,0.507,0.764,1315,1981,248,negative
11,22,2,0.632,0.864,153,209,19,negative
15,268,17.867,0.413,0.731,1661,2940,326,negative
3,4,1.333,0.917,0.917,11,11,1,negative
11,94,8.545,0.38,0.677,393,700,126,negative
4,2,0.5,1,1,8,8,1,positive
17,403,23.706,0.349,0.521,2388,3568,440,negative
11,22,2,0.624,0.88,151,213,16,negative
10,57,5.7,0.407,0.739,232,421,79,negative
16,356,22.25,0.377,0.576,2150,3279,371,negative
12,22,1.833,0.568,0.837,150,221,20,negative
16,439,27.438,0.384,0.724,2696,5084,530,negative
11,436,39.636,0.336,0.755,1612,3623,564,negative
8,94,11.75,0.485,0.922,365,693,119,negative
16,410,25.625,0.381,0.569,2497,3731,450,negative
11,22,2,0.603,0.888,146,215,17,negative
16,243,15.188,0.394,0.709,1530,2756,278,negative
11,378,34.364,0.33,0.684,1371,2846,465,negative
9,1,0.111,1,1,9,9,1,positive
6,57,9.5,0.453,0.906,155,310,63,negative
8,104,13,0.575,0.87,478,724,129,negative
8,64,8,0.541,0.947,277,485,72,negative
77,271,3.519,0.478,0.744,9981,15523,885,negative
9,268,29.778,0.465,0.694,1122,1675,178,negative
9,230,25.556,0.399,0.87,826,1800,314,negative
9,150,16.667,0.284,0.756,384,1020,218,negative
8,13,1.625,0.663,0.817,69,85,10,negative
8,157,19.625,0.446,0.987,560,1240,220,negative
9,232,25.778,0.274,0.782,573,1633,326,negative
8,13,1.625,0.635,0.788,66,82,8,negative
10,248,24.8,0.356,0.729,883,1807,340,negative
10,177,17.7,0.26,0.693,461,1226,261,negative
8,13,1.625,0.683,0.817,71,85,10,negative
9,171,19,0.4,0.778,615,1198,214,negative
8,48,6,0.354,0.901,136,346,81,negative
7,13,1.857,0.78,0.989,71,90,9,negative
10,316,31.6,0.366,0.673,1158,2126,422,negative
9,281,31.222,0.272,0.856,687,2164,398,negative
7,13,1.857,0.791,0.978,72,89,12,negative
10,268,26.8,0.494,0.754,1325,2022,220,negative
9,276,30.667,0.388,0.846,964,2102,373,negative
9,278,30.889,0.258,0.798,645,1997,398,negative
8,13,1.625,0.625,0.817,65,85,11,negative
9,358,39.778,0.385,0.863,1240,2782,525,negative
8,170,21.25,0.277,0.89,377,1210,236,negative
7,19,2.714,0.662,0.925,88,123,18,negative
10,269,26.9,0.306,0.496,824,1335,160,negative
10,398,39.8,0.342,0.745,1361,2965,557,negative
7,80,11.429,0.361,0.961,202,538,124,negative
8,12,1.5,0.583,0.813,56,78,9,negative
10,238,23.8,0.353,0.727,840,1730,295,negative
10,88,8.8,0.257,0.668,226,588,124,negative
7,13,1.857,0.67,0.89,61,81,8,negative
10,279,27.9,0.377,0.687,1052,1916,389,negative
9,80,8.889,0.304,0.838,219,603,122,negative
7,19,2.714,0.662,0.91,88,121,17,negative
10,268,26.8,0.395,0.59,1058,1581,180,negative
9,162,18,0.254,0.527,371,769,138,negative
8,162,20.25,0.204,0.412,265,534,85,negative
8,109,13.625,0.447,0.959,390,836,158,negative
9,163,18.111,0.264,0.51,387,748,130,negative
8,162,20.25,0.327,0.79,424,1024,149,negative
9,163,18.111,0.263,0.549,386,805,137,negative
8,163,20.375,0.383,0.982,500,1280,179,negative
10,162,16.2,0.294,0.73,477,1183,176,negative
3,104,34.667,0.606,0.683,189,213,19,negative
8,184,23,0.237,0.777,349,1144,213,negative
7,5,0.714,0.829,0.829,29,29,1,negative
6,130,21.667,0.253,0.528,197,412,96,negative
4,17,4.25,0.191,0.647,13,44,7,negative
8,1,0.125,1,1,8,8,1,negative
87,116,1.333,0.406,0.416,4093,4194,39,negative
15,29,1.933,0.524,0.97,228,422,55,negative
77,257,3.338,0.465,0.49,9204,9689,127,negative
59,84,1.424,0.659,0.71,3264,3517,22,negative
11,63,5.727,0.413,0.804,286,557,93,negative
11,30,2.727,0.467,0.824,154,272,37,negative
24,510,21.25,0.846,0.927,10359,11341,268,positive
17,19,1.118,0.362,0.381,117,123,2,negative
17,24,1.412,0.426,0.735,174,300,37,negative
9,159,17.667,0.249,0.605,356,866,184,negative
9,168,18.667,0.268,0.661,405,1000,214,negative
8,131,16.375,0.246,0.796,258,834,177,negative
8,206,25.75,0.236,0.793,389,1307,237,negative
6,217,36.167,0.25,0.684,326,890,214,negative
6,184,30.667,0.272,0.697,300,770,195,negative
7,243,34.714,0.219,0.528,372,898,230,negative
7,219,31.286,0.195,0.617,299,946,207,negative
7,110,15.714,0.21,0.627,162,483,117,negative
7,128,18.286,0.265,0.72,237,645,140,negative
17,21,1.235,0.373,0.613,133,219,8,negative
17,23,1.353,0.419,0.808,164,316,25,negative
17,171,10.059,0.208,0.422,606,1226,250,negative
9,166,18.444,0.274,0.606,409,905,217,negative
9,73,8.111,0.298,0.627,196,412,77,negative
9,125,13.889,0.21,0.601,236,676,140,negative
8,109,13.625,0.219,0.595,191,519,119,negative
5,27,5.4,0.296,0.496,40,67,13,negative
8,76,9.5,0.232,0.51,141,310,75,negative
4,18,4.5,0.181,0.778,13,56,2,negative
7,240,34.286,0.215,0.538,362,904,221,negative
5,51,10.2,0.314,0.831,80,212,49,negative
8,231,28.875,0.228,0.569,421,1052,257,negative
7,231,33,0.26,0.64,420,1035,246,negative
4,19,4.75,0.421,0.921,32,70,18,negative
5,70,14,0.18,0.417,63,146,45,negative
5,203,40.6,0.239,0.859,243,872,187,negative
18,22,1.222,0.366,0.513,145,203,10,negative
9,161,17.889,0.273,0.521,396,755,164,negative
17,24,1.412,0.426,0.792,174,323,39,negative
18,158,8.778,0.198,0.418,563,1190,229,negative
9,92,10.222,0.287,0.694,238,575,123,negative
6,48,8,0.316,0.965,91,278,58,negative
