Diameter,Whole_weight,Shell_weight,Class
0.47,1.108,0.3345,negative
0.46,0.852,0.227,negative
0.49,1.9875,0.491,negative
0.475,1.055,0.2345,negative
0.48,1.079,0.293,negative
0.45,1.198,0.2505,negative
0.47,1.084,0.246,negative
0.48,1.1015,0.305,negative
0.49,1.1,0.31,negative
0.475,1.103,0.2725,negative
0.495,1.3835,0.345,negative
0.49,1.115,0.3095,negative
0.48,1.085,0.327,negative
0.465,1.027,0.176,negative
0.505,1.3165,0.37,negative
0.51,1.3415,0.375,negative
0.515,1.1845,0.335,negative
0.48,1.192,0.285,negative
0.52,1.285,0.317,negative
0.52,1.2655,0.336,negative
0.515,1.1805,0.3275,negative
0.535,1.2895,0.344,negative
0.49,1.122,0.3055,negative
0.51,1.407,0.335,negative
0.515,1.4465,0.3755,negative
0.505,1.349,0.36,negative
0.51,1.68,0.3935,negative
0.5,1.269,0.351,negative
0.55,1.551,0.412,negative
0.52,1.4775,0.406,negative
0.53,1.529,0.4025,negative
0.55,1.523,0.4405,negative
0.525,1.7585,0.47,negative
0.53,1.7315,0.405,negative
0.57,1.88,0.488,negative
0.55,1.51,0.5085,negative
0.575,2.012,0.471,negative
0.555,2.201,0.5285,negative
0.15,0.04,0.0105,negative
0.14,0.0315,0.0105,negative
0.175,0.0635,0.02,negative
0.215,0.0985,0.031,negative
0.25,0.167,0.0575,negative
0.245,0.2015,0.053,negative
0.255,0.183,0.06,negative
0.255,0.187,0.058,negative
0.26,0.1795,0.06,negative
0.29,0.3,0.0825,negative
0.275,0.2065,0.058,negative
0.275,0.2295,0.066,negative
0.3,0.343,0.081,negative
0.285,0.244,0.068,negative
0.32,0.3075,0.09,negative
0.305,0.3415,0.0865,negative
0.305,0.271,0.091,negative
0.31,0.91,0.0995,negative
0.305,0.268,0.085,negative
0.3,0.2885,0.0765,negative
0.315,0.3,0.1,negative
0.325,0.326,0.101,negative
0.335,0.358,0.105,negative
0.325,0.314,0.1,negative
0.315,0.4025,0.1015,negative
0.34,0.3645,0.105,negative
0.36,0.4235,0.14,negative
0.325,0.4305,0.1155,negative
0.34,0.486,0.1315,negative
0.335,0.3505,0.1185,negative
0.35,0.471,0.123,negative
0.345,0.415,0.11,negative
0.355,0.5195,0.1325,negative
0.375,0.5895,0.172,negative
0.38,0.5215,0.16,negative
0.365,0.4475,0.2305,negative
0.365,0.5585,0.1615,negative
0.385,0.596,0.21,negative
0.38,0.5385,0.165,negative
0.385,0.7665,0.1805,negative
0.41,0.7355,0.2,negative
0.395,0.516,0.162,negative
0.39,0.531,0.1615,negative
0.385,0.607,0.195,negative
0.415,0.7055,0.199,negative
0.4,0.6445,0.2,negative
0.375,0.6315,0.19,negative
0.43,0.7845,0.245,negative
0.44,0.9475,0.275,negative
0.43,0.712,0.225,negative
0.425,0.89,0.236,negative
0.42,0.912,0.205,negative
0.425,0.656,0.203,negative
0.465,0.936,0.2435,negative
0.435,0.6975,0.24,negative
0.445,1.1465,0.2785,negative
0.44,0.825,0.245,negative
0.435,0.72,0.251,negative
0.43,0.8215,0.29,negative
0.445,1.017,0.265,negative
0.44,1.2255,0.3265,negative
0.435,0.8975,0.23,negative
0.465,0.9865,0.25,negative
0.425,0.844,0.2705,negative
0.46,0.8465,0.295,negative
0.42,0.6735,0.22,negative
0.465,0.885,0.274,negative
0.47,0.9235,0.254,negative
0.455,0.8755,0.225,negative
0.475,0.977,0.275,negative
0.475,1.0305,0.278,negative
0.48,1.05,0.28,negative
0.495,1.1145,0.367,negative
0.45,0.877,0.24,negative
0.48,1.3065,0.29,negative
0.51,1.285,0.315,negative
0.45,0.8725,0.272,negative
0.46,1.0265,0.2745,negative
0.465,1.1605,0.307,negative
0.48,1.0125,0.324,negative
0.5,1.096,0.295,negative
0.49,1.205,0.3465,negative
0.505,1.221,0.34,negative
0.475,1.0005,0.265,negative
0.525,1.3135,0.465,negative
0.505,1.1955,0.346,negative
0.47,1.1355,0.3115,negative
0.495,1.139,0.285,negative
0.485,1.098,0.3175,negative
0.52,1.368,0.365,negative
0.495,1.2265,0.2875,negative
0.515,1.042,0.175,negative
0.51,1.446,0.45,negative
0.505,1.4045,0.3745,negative
0.525,1.463,0.422,negative
0.525,1.711,0.475,negative
0.54,1.74,0.4865,negative
0.54,1.757,0.461,negative
0.565,1.601,0.45,negative
0.55,2.165,0.404,negative
0.57,2.3305,0.52,negative
0.17,0.0545,0.0155,negative
0.195,0.0725,0.021,negative
0.2,0.0925,0.026,negative
0.24,0.1525,0.043,negative
0.235,0.183,0.042,negative
0.225,0.187,0.0425,negative
0.27,0.232,0.056,negative
0.265,0.196,0.0585,negative
0.285,0.2545,0.0675,negative
0.29,0.2625,0.077,negative
0.335,0.362,0.1095,negative
0.35,0.4445,0.1115,negative
0.365,0.511,0.123,negative
0.375,0.589,0.1405,negative
0.365,0.5945,0.1535,negative
0.4,0.872,0.1985,negative
0.375,0.529,0.16,negative
0.395,0.77,0.1895,negative
0.43,0.8435,0.1815,negative
0.405,0.818,0.189,negative
0.42,0.8035,0.21,negative
0.415,0.8115,0.2035,negative
0.425,0.782,0.1965,negative
0.42,0.8745,0.25,negative
0.445,0.984,0.27,negative
0.445,0.95,0.2325,negative
0.485,1.0785,0.31,negative
0.47,1.1735,0.2595,negative
0.435,1.057,0.31,negative
0.455,0.976,0.2765,negative
0.475,1.11,0.285,negative
0.475,1.1255,0.26,negative
0.45,1.142,0.307,negative
0.48,1.1045,0.287,negative
0.475,1.3405,0.337,negative
0.5,1.082,0.25,negative
0.485,1.254,0.3485,negative
0.49,1.2005,0.294,negative
0.485,1.243,0.3,negative
0.49,1.1665,0.299,negative
0.51,1.286,0.4105,negative
0.49,1.144,0.319,negative
0.525,1.385,0.405,negative
0.515,1.309,0.385,negative
0.515,1.527,0.331,negative
0.515,1.6385,0.371,negative
0.565,1.719,0.3875,negative
0.54,1.691,0.4755,negative
0.57,2.2355,0.5315,negative
0.55,1.52,0.435,negative
0.565,1.613,0.4945,negative
0.23,0.1245,0.038,negative
0.595,2.3235,0.505,negative
0.235,0.1285,0.0405,negative
0.205,0.181,0.0495,negative
0.25,0.1585,0.0455,negative
0.26,0.1965,0.056,negative
0.28,0.198,0.058,negative
0.27,0.1855,0.065,negative
0.28,0.2145,0.072,negative
0.315,0.3245,0.088,negative
0.34,0.371,0.115,negative
0.305,0.2625,0.09,negative
0.335,0.298,0.115,negative
0.31,0.336,0.0855,negative
0.35,0.4085,0.131,negative
0.36,0.447,0.16,negative
0.385,0.587,0.174,negative
0.375,0.494,0.1545,negative
0.375,0.614,0.161,negative
0.425,0.6115,0.2,negative
0.37,0.5445,0.152,negative
0.365,0.521,0.15,negative
0.4,0.5775,0.177,negative
0.4,0.5935,0.204,negative
0.4,0.597,0.16,negative
0.465,0.9505,0.255,negative
0.39,0.5075,0.1755,negative
0.4,0.5605,0.17,negative
0.38,0.616,0.185,negative
0.405,0.8315,0.2525,negative
0.445,0.8725,0.24,negative
0.425,0.8155,0.246,negative
0.415,0.619,0.1765,negative
0.43,0.7595,0.2055,negative
0.435,0.804,0.244,negative
0.43,0.742,0.208,negative
0.425,0.664,0.21,negative
0.43,0.728,0.2175,negative
0.435,0.745,0.2265,negative
0.435,0.777,0.222,negative
0.425,0.8765,0.228,negative
0.455,0.9895,0.246,negative
0.45,0.9655,0.23,negative
0.465,0.9065,0.29,negative
0.46,1.049,0.305,negative
0.45,0.9705,0.248,negative
0.45,0.92,0.2895,negative
0.445,0.9525,0.287,negative
0.44,0.7855,0.195,negative
0.45,0.855,0.26,negative
0.5,1.142,0.345,negative
0.46,0.755,0.238,negative
0.475,0.9745,0.259,negative
0.445,0.9205,0.253,negative
0.48,1.056,0.3135,negative
0.47,1.2015,0.265,negative
0.46,1.1295,0.265,negative
0.45,1.34,0.3605,negative
0.465,1.0475,0.315,negative
0.45,0.9625,0.2775,negative
0.495,1.0915,0.335,negative
0.49,1.167,0.3745,negative
0.48,0.9995,0.3,negative
0.425,1.0485,0.274,negative
0.47,1.2735,0.398,negative
0.48,1.0625,0.2915,negative
0.49,1.1545,0.2915,negative
0.475,1.194,0.3165,negative
0.515,1.1215,0.29,negative
0.455,0.9335,0.2615,negative
0.495,1.198,0.3185,negative
0.475,0.9545,0.277,negative
0.475,1.3585,0.3745,negative
0.495,1.2075,0.3525,negative
0.515,1.217,0.3115,negative
0.5,1.217,0.355,negative
0.49,0.8765,0.233,negative
0.49,0.92,0.28,negative
0.51,1.1885,0.348,negative
0.485,1.167,0.34,negative
0.48,1.2615,0.3885,negative
0.485,1.3765,0.406,negative
0.53,1.2795,0.315,negative
0.52,1.292,0.367,negative
0.485,1.1795,0.355,negative
0.505,1.297,0.363,negative
0.575,1.4585,0.4395,negative
0.515,1.2075,0.345,negative
0.5,1.29,0.352,negative
0.485,1.151,0.293,negative
0.495,1.539,0.445,negative
0.5,1.528,0.4535,negative
0.52,1.197,0.317,negative
0.565,1.6645,0.43,negative
0.525,1.5965,0.3605,negative
0.52,1.676,0.47,negative
0.51,1.3805,0.325,negative
0.515,1.494,0.405,negative
0.525,1.277,0.394,negative
0.485,1.2565,0.386,negative
0.525,1.527,0.44,negative
0.525,1.4005,0.387,negative
0.525,1.4405,0.425,negative
0.54,1.482,0.365,negative
0.515,1.2345,0.325,negative
0.505,1.3435,0.355,negative
0.515,1.8445,0.341,negative
0.55,1.825,0.44,negative
0.505,1.533,0.41,negative
0.58,2.0885,0.5305,negative
0.59,2.087,0.625,negative
0.575,1.884,0.495,negative
0.215,0.305,0.0885,negative
0.345,0.4295,0.109,negative
0.33,0.449,0.097,negative
0.355,0.981,0.2505,negative
0.365,1.029,0.313,negative
0.37,0.5745,0.141,negative
0.38,0.693,0.1515,negative
0.37,1.183,0.343,negative
0.41,0.7905,0.177,negative
0.4,1.224,0.2875,negative
0.4,0.775,0.2055,negative
0.405,1.2705,0.337,negative
0.405,1.406,0.389,negative
0.425,0.873,0.1965,negative
0.425,0.9415,0.1975,negative
0.44,1.007,0.2925,negative
0.485,1.0835,0.276,negative
0.43,0.9845,0.2725,negative
0.43,1.5245,0.41,negative
0.475,1.024,0.322,negative
0.485,1.281,0.33,negative
0.49,1.136,0.2925,negative
0.5,1.148,0.3315,negative
0.51,1.2235,0.354,negative
0.525,1.3695,0.363,negative
0.485,1.006,0.2835,negative
0.495,1.307,0.266,negative
0.505,1.463,0.416,negative
0.505,1.2905,0.326,negative
0.515,1.4265,0.37,negative
0.54,1.7885,0.437,negative
0.545,1.6135,0.3685,negative
0.585,2.2305,0.563,negative
0.615,2.2635,0.726,negative
0.185,0.074,0.02,negative
0.26,0.2075,0.07,negative
0.285,0.237,0.08,negative
0.3,0.2665,0.084,negative
0.28,0.215,0.079,negative
0.3,0.253,0.075,negative
0.32,0.309,0.0945,negative
0.335,0.3535,0.1135,negative
0.325,0.335,0.115,negative
0.32,0.3875,0.12,negative
0.33,0.365,0.1245,negative
0.34,0.4045,0.1345,negative
0.355,0.372,0.135,negative
0.37,0.3965,0.1455,negative
0.375,0.5225,0.162,negative
0.375,0.456,0.16,negative
0.33,0.44,0.15,negative
0.375,0.507,0.15,negative
0.38,0.5285,0.209,negative
0.385,0.572,0.165,negative
0.41,0.6625,0.196,negative
0.395,0.6445,0.186,negative
0.4,0.6275,0.18,negative
0.42,0.6885,0.237,negative
0.41,0.6835,0.159,negative
0.42,0.6855,0.38,negative
0.405,0.6755,0.21,negative
0.445,0.783,0.265,negative
0.45,0.894,0.264,negative
0.44,0.768,0.2475,negative
0.45,0.95,0.2845,negative
0.47,0.871,0.2315,negative
0.47,0.9785,0.276,negative
0.43,0.7425,0.22,negative
0.445,0.737,0.237,negative
0.445,0.9175,0.24,negative
0.435,0.8785,0.2425,negative
0.45,1.1275,0.335,negative
0.435,0.9765,0.235,negative
0.47,0.974,0.289,negative
0.405,0.853,0.245,negative
0.47,0.991,0.5,negative
0.48,0.9125,0.289,negative
0.46,0.921,0.2875,negative
0.45,0.869,0.291,negative
0.45,0.8665,0.255,negative
0.495,1.089,0.384,negative
0.485,0.9615,0.29,negative
0.49,1.145,0.343,negative
0.475,0.907,0.3075,negative
0.515,1.1635,0.355,negative
0.515,1.1955,0.37,negative
0.495,1.31,0.4695,negative
0.505,1.251,0.3825,negative
0.49,1.145,0.3155,negative
0.5,1.154,0.387,negative
0.485,1.1335,0.3015,negative
0.5,1.2015,0.3355,negative
0.505,1.5595,0.395,negative
0.51,1.3165,0.364,negative
0.54,1.403,0.42,negative
0.49,1.204,0.3225,negative
0.455,1.2895,0.3415,negative
0.53,1.5175,0.401,negative
0.52,1.494,0.406,negative
0.525,1.3575,0.4485,negative
0.52,1.3645,0.385,negative
0.56,1.664,0.545,negative
0.51,1.545,0.4055,negative
0.535,1.5855,0.471,negative
0.55,1.908,0.5965,negative
0.56,1.724,0.4625,negative
0.575,2.073,0.48,negative
0.185,0.0925,0.025,negative
0.27,0.204,0.0595,negative
0.31,0.3075,0.093,negative
0.555,1.666,0.455,negative
0.17,0.0515,0.017,negative
0.355,0.491,0.174,negative
0.38,0.474,0.1545,negative
0.395,0.5805,0.188,negative
0.32,0.262,0.0725,negative
0.35,0.458,0.1305,negative
0.17,0.057,0.016,negative
0.43,0.728,0.235,negative
0.415,0.706,0.1345,negative
0.43,0.655,0.221,negative
0.48,0.9465,0.2505,negative
0.43,0.9115,0.121,negative
0.455,0.942,0.277,negative
0.465,1.193,0.3055,negative
0.5,1.461,0.439,negative
0.4,0.622,0.184,negative
0.525,1.489,0.421,negative
0.215,0.1115,0.032,negative
0.22,0.1235,0.0315,negative
0.275,0.2815,0.068,negative
0.285,0.226,0.0725,negative
0.29,0.2285,0.075,negative
0.395,0.5685,0.161,negative
0.435,0.9385,0.345,negative
0.325,0.361,0.103,negative
0.34,0.379,0.101,negative
0.34,0.4995,0.1185,negative
0.405,0.7775,0.1455,negative
0.36,0.4705,0.1385,negative
0.415,0.751,0.203,negative
0.4,0.714,0.208,negative
0.3,0.2995,0.0895,negative
0.32,0.3045,0.094,negative
0.42,0.8755,0.2315,negative
0.45,0.9215,0.2365,negative
0.45,0.8285,0.236,negative
0.46,1.206,0.323,negative
0.495,1.2865,0.3245,negative
0.485,1.1945,0.352,negative
0.495,1.1655,0.1625,negative
0.49,1.2155,0.3105,negative
0.515,1.1735,0.316,negative
0.505,1.532,0.3815,negative
0.53,1.5105,0.3725,negative
0.39,0.5565,0.185,negative
0.325,0.3975,0.1175,negative
0.4,0.6995,0.223,negative
0.36,0.547,0.19,negative
0.35,0.5165,0.185,negative
0.42,0.764,0.265,negative
0.36,0.488,0.19,negative
0.4,0.6905,0.23,negative
0.26,0.1835,0.065,negative
0.425,0.952,0.2185,negative
0.425,0.97,0.48,negative
0.135,0.033,0.01,negative
0.165,0.059,0.0185,negative
0.42,0.8465,0.245,negative
0.45,1.047,0.315,negative
0.5,1.2785,0.345,negative
0.15,0.046,0.0065,negative
0.54,1.978,0.71,negative
0.48,1.3235,0.355,negative
0.5,1.742,0.725,negative
0.53,1.8745,0.6855,negative
0.505,1.367,0.396,negative
0.375,0.513,0.13,negative
0.335,0.4085,0.135,negative
0.41,0.56,0.175,negative
0.395,0.635,0.175,negative
0.35,0.397,0.12,negative
0.44,0.875,0.3,negative
0.435,0.806,0.215,negative
0.255,0.204,0.05,negative
0.2,0.1165,0.035,negative
0.22,0.17,0.05,negative
0.49,1.194,0.375,negative
0.44,0.765,0.245,negative
0.41,0.6765,0.22,negative
0.475,1.151,0.3805,negative
0.54,1.571,0.475,negative
0.49,1.153,0.295,negative
0.47,1.114,0.31,negative
0.45,0.9125,0.35,negative
0.465,0.872,0.285,negative
0.405,0.792,0.28,negative
0.405,0.606,0.18,negative
0.265,0.2265,0.065,negative
0.355,0.3955,0.145,negative
0.405,0.61,0.235,negative
0.38,0.539,0.165,negative
0.41,0.657,0.195,negative
0.3,0.2505,0.0775,negative
0.195,0.102,0.034,negative
0.295,0.2685,0.0835,negative
0.385,0.551,0.206,negative
0.505,1.307,0.52,negative
0.44,0.9185,0.29,negative
0.545,1.707,0.575,negative
0.415,0.8805,0.235,negative
0.36,0.4965,0.13,negative
0.385,0.632,0.17,negative
0.575,2.2695,0.665,negative
0.405,0.9235,0.24,negative
0.145,0.0345,0.01,negative
0.515,1.3315,0.405,negative
0.405,0.72,0.2,negative
0.435,1.032,0.31,negative
0.47,1.017,0.32,negative
0.245,0.1495,0.045,negative
0.405,0.98,0.38,negative
0.235,0.1515,0.05,negative
0.335,0.478,0.16,negative
0.38,0.578,0.18,negative
0.405,0.6835,0.215,negative
0.3,0.2725,0.08,negative
0.505,1.3035,0.41,negative
0.53,1.3955,0.49,negative
0.215,0.116,0.04,negative
0.38,0.523,0.175,negative
0.25,0.1565,0.06,negative
0.34,0.384,0.146,negative
0.45,1.0055,0.265,negative
0.485,1.511,0.51,negative
0.265,0.1975,0.07,negative
0.48,1.1345,0.335,negative
0.46,1.0835,0.325,negative
0.42,0.868,0.21,negative
0.495,1.0915,0.315,negative
0.485,1.271,0.37,negative
0.51,1.4985,0.545,negative
0.34,0.388,0.125,negative
0.505,1.2355,0.365,negative
0.525,1.402,0.465,negative
0.4,0.6025,0.21,negative
0.305,0.2775,0.1,negative
0.435,0.973,0.355,negative
0.415,0.753,0.255,negative
0.525,1.3765,0.47,negative
0.35,0.375,0.115,negative
0.32,0.4135,0.119,negative
0.35,0.56,0.145,negative
0.325,0.3915,0.115,negative
0.505,1.2765,0.4,negative
0.455,0.96,0.275,negative
0.325,0.3745,0.125,negative
0.41,0.696,0.265,negative
0.48,1.2955,0.365,negative
0.535,1.383,0.485,negative
0.485,1.2315,0.42,negative
0.285,0.2225,0.075,negative
0.51,1.156,0.315,negative
0.53,1.477,0.43,negative
0.54,1.5715,0.47,negative
0.435,0.858,0.29,negative
0.525,1.4995,0.395,negative
0.48,1.467,0.42,negative
0.51,1.092,0.37,negative
0.555,1.8165,0.515,positive
0.55,1.6365,0.44,negative
0.435,0.906,0.295,negative
0.495,1.213,0.365,negative
0.5,1.06,0.275,negative
0.24,0.161,0.05,negative
0.375,0.533,0.185,negative
0.35,0.459,0.145,negative
0.38,0.6175,0.175,negative
0.35,0.366,0.11,negative
0.35,0.4195,0.13,negative
0.23,0.15,0.045,negative
0.48,0.8745,0.29,negative
0.385,0.655,0.185,negative
0.375,0.484,0.165,negative
0.505,1.4435,0.39,negative
0.435,0.8775,0.29,negative
0.52,1.3105,0.37,negative
0.485,1.2515,0.33,negative
0.45,0.9085,0.29,negative
0.5,1.1705,0.285,negative
0.38,0.528,0.16,negative
0.385,0.6625,0.185,negative
0.335,0.4335,0.12,negative
0.31,0.3595,0.115,negative
0.465,1.107,0.31,negative
0.475,0.8595,0.24,negative
0.36,0.4365,0.145,negative
0.425,0.7735,0.255,negative
0.405,0.6735,0.25,negative
0.375,0.501,0.175,negative
0.355,0.415,0.13,negative
0.385,0.4775,0.17,negative
0.39,0.5555,0.215,negative
0.415,0.6445,0.22,negative
0.53,1.428,0.565,negative
0.54,1.6195,0.555,negative
0.45,0.81,0.22,negative
0.475,1.0385,0.305,negative
0.475,0.9715,0.28,negative
0.44,0.868,0.26,negative
0.57,1.522,0.405,negative
0.51,1.1255,0.315,negative
0.46,0.7085,0.205,negative
0.475,1.0185,0.27,negative
0.42,0.72,0.225,negative
0.395,0.6175,0.193,negative
0.405,0.738,0.193,negative
0.375,0.597,0.178,negative
0.455,1.156,0.295,negative
0.5,1.22,0.345,negative
0.45,0.7485,0.22,negative
0.485,1.0735,0.33,negative
0.485,1.145,0.405,negative
0.5,1.1055,0.39,negative
0.525,1.67,0.49,negative
0.5,1.229,0.395,negative
0.5,1.146,0.39,negative
0.575,1.555,0.52,negative
0.45,0.9285,0.265,negative
0.435,0.8085,0.22,negative
0.445,1.057,0.355,negative
0.3,0.2595,0.08,negative
0.325,0.438,0.11,negative
0.2,0.099,0.03,negative
0.355,0.5085,0.135,negative
0.485,1.166,0.355,negative
0.38,0.507,0.155,negative
0.41,0.6345,0.215,negative
0.31,0.314,0.1,negative
0.26,0.195,0.0655,negative
0.355,0.4385,0.1125,negative
0.35,0.451,0.184,negative
0.2,0.084,0.03,negative
0.125,0.0245,0.008,negative
0.425,0.7765,0.25,negative
0.555,1.4685,0.52,positive
0.385,0.5425,0.175,negative
0.37,0.5885,0.1595,negative
0.3,0.3375,0.098,negative
0.28,0.2565,0.0725,negative
0.265,0.163,0.0485,negative
0.415,0.8095,0.28,negative
0.48,1.3655,0.425,negative
0.475,0.967,0.275,negative
0.435,0.6855,0.225,negative
0.305,0.314,0.08,negative
0.34,0.7005,0.2,negative
0.36,0.45,0.145,negative
0.34,0.4895,0.2,negative
0.3,0.259,0.085,negative
0.325,0.382,0.14,negative
0.35,0.4435,0.145,negative
0.525,1.6935,0.42,negative
0.525,1.71,0.58,negative
0.475,0.8575,0.275,negative
0.435,0.97,0.264,negative
0.39,0.59,0.1845,negative
0.33,0.34,0.112,negative
0.365,0.385,0.1345,negative
0.38,0.515,0.212,negative
0.38,0.59,0.23,negative
0.4,0.51,0.198,negative
0.32,0.3005,0.104,negative
0.385,0.683,0.165,negative
0.375,0.468,0.17,negative
0.345,0.4075,0.18,negative
0.38,0.584,0.185,negative
0.405,0.829,0.205,negative
0.365,0.4545,0.158,negative
0.36,0.4385,0.125,negative
0.34,0.407,0.13,negative
0.3,0.3085,0.085,negative
0.285,0.239,0.07,negative
0.215,0.106,0.035,negative
0.445,1.178,0.315,negative
0.44,1.073,0.335,positive
0.315,0.306,0.09,negative
0.3,0.301,0.09,negative
0.405,0.7585,0.19,negative
0.245,0.171,0.055,negative
0.21,0.0905,0.03,negative
0.31,0.3625,0.12,negative
0.465,1.0885,0.375,negative
0.48,1.097,0.335,negative
0.46,1.278,0.37,negative
0.345,0.44,0.135,negative
0.235,0.163,0.055,negative
0.33,0.522,0.195,negative
0.375,0.588,0.155,negative
0.405,0.9715,0.29,positive
0.33,0.5325,0.125,negative
0.235,0.127,0.04,negative
0.255,0.1635,0.057,negative
0.19,0.0815,0.031,negative
0.21,0.1,0.031,negative
0.13,0.0265,0.009,negative
0.435,0.9955,0.325,positive
0.4,0.6605,0.19,negative
0.375,0.721,0.22,negative
0.225,0.1485,0.045,negative
0.35,0.487,0.125,negative
0.4,0.955,0.26,negative
0.41,0.873,0.31,negative
0.535,1.65,0.335,negative
0.465,1.1285,0.33,negative
0.44,1.1115,0.26,negative
0.515,1.4605,0.41,positive
0.42,0.9745,0.305,negative
0.48,1.0765,0.3,negative
0.435,1.0105,0.32,negative
0.45,1.2225,0.385,negative
0.475,1.616,0.34,negative
0.375,0.559,0.1945,negative
0.285,0.2205,0.07,negative
0.35,0.44,0.13,negative
0.43,0.879,0.25,negative
0.395,0.6815,0.2495,negative
0.345,0.5795,0.215,negative
0.265,0.209,0.075,negative
0.28,0.224,0.075,negative
0.25,0.1765,0.05,negative
0.28,0.196,0.064,negative
0.265,0.192,0.053,negative
0.315,0.3095,0.09,negative
0.31,0.313,0.093,negative
0.31,0.3595,0.0915,negative
0.32,0.3855,0.1,negative
0.355,0.5785,0.184,negative
0.395,0.674,0.185,negative
0.37,0.5265,0.148,negative
0.465,1.0315,0.337,negative
0.45,0.9,0.218,negative
0.46,1.0165,0.265,negative
0.48,1.2495,0.371,negative
0.47,1.1685,0.28,negative
0.475,1.148,0.37,negative
0.475,1.089,0.292,negative
0.47,1.0325,0.2785,negative
0.475,1.172,0.316,negative
0.51,1.3715,0.409,negative
0.545,1.5055,0.43,negative
0.55,1.9045,0.5,negative
0.605,2.4925,0.5235,negative
0.18,0.0805,0.0215,negative
0.21,0.111,0.03,negative
0.24,0.152,0.045,negative
0.265,0.199,0.06,negative
0.27,0.219,0.065,negative
0.27,0.2155,0.063,negative
0.28,0.2565,0.0645,negative
0.285,0.257,0.075,negative
0.275,0.2505,0.075,negative
0.3,0.279,0.075,negative
0.335,0.378,0.09,negative
0.35,0.456,0.131,negative
0.37,0.5055,0.14,negative
0.355,0.4705,0.126,negative
0.37,0.643,0.135,negative
0.37,0.513,0.13,negative
0.4,0.569,0.145,negative
0.4,0.578,0.1645,negative
0.385,0.596,0.151,negative
0.39,0.5725,0.146,negative
0.39,0.6435,0.161,negative
0.395,0.8115,0.2,negative
0.44,0.7115,0.1915,negative
0.44,0.9155,0.25,negative
0.44,0.8815,0.2155,negative
0.42,0.931,0.225,negative
0.46,1.065,0.2815,negative
0.475,1.1385,0.31,negative
0.48,1.234,0.315,negative
0.495,1.2635,0.3455,negative
0.47,1.0745,0.29,negative
0.505,1.403,0.365,negative
0.485,1.1325,0.2825,negative
0.495,1.1115,0.345,negative
0.47,1.255,0.405,negative
0.485,1.437,0.475,negative
0.495,1.3635,0.295,negative
0.48,1.1435,0.353,negative
0.5,1.4545,0.354,negative
0.525,1.478,0.372,negative
0.52,1.6885,0.4265,negative
0.585,2.0725,0.565,negative
0.565,1.787,0.529,negative
0.58,1.523,0.4375,negative
0.12,0.021,0.014,negative
0.15,0.0455,0.013,negative
0.265,0.2435,0.06,negative
0.315,0.2675,0.0765,negative
0.29,0.258,0.0815,negative
0.3,0.2985,0.075,negative
0.335,0.411,0.1,negative
0.34,0.4385,0.12,negative
0.33,0.38,0.09,negative
0.345,0.4015,0.109,negative
0.355,0.4485,0.123,negative
0.355,0.4155,0.139,negative
0.42,0.7095,0.1845,negative
0.37,0.637,0.128,negative
0.475,1.1155,0.3065,negative
0.38,0.5345,0.1535,negative
0.405,0.599,0.1485,negative
0.42,0.627,0.183,negative
0.42,0.7465,0.2185,negative
0.44,0.985,0.27,negative
0.44,0.85,0.23,negative
0.44,0.838,0.23,negative
0.43,0.812,0.2215,negative
0.415,0.7615,0.1955,negative
0.44,0.87,0.225,negative
0.45,0.9835,0.22,negative
0.46,0.929,0.255,negative
0.47,1.0155,0.289,negative
0.41,0.939,0.268,negative
0.475,1.164,0.335,negative
0.47,1.214,0.325,negative
0.49,1.1345,0.348,negative
0.51,1.233,0.322,negative
0.495,1.0815,0.3135,negative
0.47,1.179,0.271,negative
0.5,1.1635,0.32,negative
0.475,1.1545,0.288,negative
0.52,1.3345,0.355,negative
0.505,1.469,0.38,negative
0.52,1.492,0.355,negative
0.5,1.3275,0.4085,negative
0.54,1.5585,0.385,negative
0.525,1.6615,0.43,negative
0.525,1.492,0.42,negative
0.575,1.7365,0.461,negative
0.56,1.6605,0.398,negative
0.57,1.348,0.4535,negative
0.545,1.7405,0.449,negative
0.205,0.097,0.0305,negative
0.24,0.131,0.038,negative
0.23,0.1695,0.0505,negative
0.545,1.7185,0.468,negative
0.15,0.041,0.0125,negative
0.185,0.0655,0.02,negative
0.26,0.192,0.054,negative
0.26,0.1765,0.0575,negative
0.265,0.1735,0.056,negative
0.265,0.1785,0.054,negative
0.265,0.2055,0.0585,negative
0.275,0.2345,0.0625,negative
0.285,0.2305,0.0775,negative
0.31,0.314,0.087,negative
0.315,0.33,0.08,negative
0.265,0.2775,0.08,negative
0.325,0.405,0.1065,negative
0.325,0.309,0.098,negative
0.335,0.4385,0.1315,negative
0.34,0.396,0.125,negative
0.355,0.3615,0.12,negative
0.435,0.4265,0.1205,negative
0.35,0.514,0.14,negative
0.34,0.384,0.11,negative
0.355,0.4865,0.142,negative
0.35,0.498,0.14,negative
0.36,0.4355,0.125,negative
0.355,0.494,0.15,negative
0.37,0.594,0.1375,negative
0.365,0.528,0.1645,negative
0.4,0.636,0.1855,negative
0.39,0.567,0.16,negative
0.42,0.658,0.198,negative
0.39,0.5585,0.1535,negative
0.405,0.6615,0.19,negative
0.415,0.78,0.2365,negative
0.41,0.6075,0.1975,negative
0.41,0.7025,0.2,negative
0.425,0.8725,0.2425,negative
0.45,1.2365,0.308,negative
0.47,1.186,0.277,negative
