age,job,marital,education,contact,day,month,duration,Class
49,services,single,secondary,cellular,8,may,43,negative
42,management,married,tertiary,cellular,8,may,88,negative
52,blue-collar,married,unknown,telephone,8,may,301,negative
33,blue-collar,single,secondary,cellular,8,may,87,negative
29,technician,married,secondary,cellular,8,may,36,negative
40,self-employed,divorced,tertiary,telephone,8,may,330,negative
38,blue-collar,single,secondary,cellular,8,may,86,negative
58,management,married,tertiary,cellular,8,may,98,negative
36,services,married,secondary,cellular,8,may,39,negative
32,blue-collar,married,secondary,cellular,8,may,80,negative
28,admin.,single,secondary,cellular,8,may,144,negative
36,blue-collar,married,secondary,telephone,8,may,91,negative
37,blue-collar,married,secondary,cellular,8,may,525,negative
46,management,married,secondary,cellular,8,may,99,negative
39,blue-collar,married,secondary,cellular,8,may,127,negative
44,admin.,married,secondary,cellular,8,may,105,negative
44,blue-collar,married,secondary,cellular,8,may,414,negative
46,blue-collar,single,secondary,cellular,8,may,445,negative
37,blue-collar,married,primary,cellular,8,may,318,negative
28,blue-collar,single,secondary,cellular,8,may,191,negative
39,admin.,married,primary,cellular,8,may,374,negative
47,technician,married,primary,cellular,8,may,51,negative
29,blue-collar,single,secondary,cellular,8,may,139,negative
35,blue-collar,single,secondary,cellular,8,may,237,negative
33,management,married,tertiary,cellular,8,may,145,negative
34,technician,divorced,secondary,cellular,8,may,136,negative
40,housemaid,single,primary,cellular,8,may,308,negative
37,management,married,tertiary,cellular,8,may,92,negative
36,management,single,secondary,cellular,8,may,1243,negative
36,services,married,tertiary,cellular,8,may,52,negative
35,services,married,secondary,cellular,8,may,197,negative
28,student,single,secondary,cellular,8,may,55,negative
41,services,divorced,secondary,cellular,8,may,125,negative
49,technician,divorced,secondary,cellular,8,may,90,negative
43,self-employed,married,secondary,cellular,8,may,131,negative
41,blue-collar,married,primary,cellular,8,may,171,negative
52,blue-collar,married,secondary,cellular,8,may,478,negative
47,services,married,secondary,telephone,8,may,75,negative
46,blue-collar,single,secondary,cellular,8,may,120,negative
37,blue-collar,divorced,secondary,cellular,8,may,326,negative
30,technician,divorced,tertiary,cellular,8,may,87,negative
41,entrepreneur,married,tertiary,cellular,8,may,196,negative
45,technician,married,secondary,cellular,8,may,166,negative
52,services,married,secondary,cellular,8,may,159,negative
37,management,single,tertiary,cellular,8,may,94,negative
43,services,married,primary,cellular,8,may,140,negative
26,management,single,tertiary,cellular,8,may,132,negative
42,admin.,married,secondary,cellular,8,may,261,negative
37,technician,married,unknown,cellular,8,may,66,negative
33,admin.,single,tertiary,cellular,8,may,56,negative
41,technician,divorced,secondary,cellular,8,may,197,negative
37,retired,married,secondary,cellular,8,may,254,negative
45,blue-collar,married,secondary,cellular,8,may,157,negative
41,services,married,secondary,cellular,8,may,520,negative
32,blue-collar,married,secondary,cellular,8,may,451,negative
43,technician,married,secondary,cellular,8,may,9,negative
52,blue-collar,married,secondary,cellular,8,may,191,negative
49,services,married,unknown,cellular,8,may,87,negative
50,blue-collar,married,secondary,cellular,8,may,301,negative
49,blue-collar,married,secondary,telephone,8,may,101,negative
34,technician,single,secondary,cellular,8,may,248,negative
46,entrepreneur,married,secondary,cellular,8,may,78,negative
42,blue-collar,married,primary,cellular,8,may,18,negative
53,blue-collar,married,secondary,cellular,8,may,273,negative
32,blue-collar,married,primary,cellular,8,may,82,negative
50,management,single,tertiary,cellular,8,may,207,negative
54,retired,divorced,secondary,cellular,8,may,53,negative
34,management,single,tertiary,cellular,8,may,67,negative
48,services,married,secondary,cellular,8,may,255,negative
39,blue-collar,married,secondary,cellular,8,may,212,negative
46,technician,divorced,secondary,cellular,8,may,306,negative
43,services,single,secondary,cellular,8,may,198,negative
40,admin.,single,primary,cellular,8,may,579,negative
42,management,married,tertiary,telephone,8,may,185,negative
53,services,married,secondary,cellular,8,may,176,negative
50,entrepreneur,married,primary,cellular,8,may,99,negative
40,technician,single,secondary,cellular,8,may,69,negative
43,services,divorced,secondary,cellular,8,may,155,negative
34,technician,divorced,secondary,cellular,8,may,142,negative
33,management,single,tertiary,cellular,8,may,428,negative
56,management,married,tertiary,cellular,8,may,209,negative
36,blue-collar,married,secondary,cellular,8,may,171,negative
36,management,single,tertiary,cellular,8,may,81,negative
40,management,single,tertiary,cellular,8,may,291,negative
40,blue-collar,married,secondary,cellular,8,may,435,negative
40,services,married,unknown,cellular,8,may,272,negative
36,blue-collar,married,secondary,cellular,8,may,121,negative
44,admin.,single,secondary,cellular,8,may,164,negative
42,self-employed,divorced,tertiary,cellular,8,may,144,negative
26,admin.,single,secondary,cellular,8,may,339,negative
45,admin.,married,unknown,cellular,8,may,154,negative
39,technician,single,secondary,cellular,8,may,319,negative
49,blue-collar,married,secondary,cellular,8,may,608,negative
46,admin.,divorced,secondary,cellular,8,may,218,negative
38,self-employed,married,primary,cellular,8,may,124,negative
43,blue-collar,married,primary,cellular,8,may,87,negative
37,services,married,secondary,cellular,8,may,151,negative
43,blue-collar,married,secondary,cellular,8,may,87,negative
39,management,single,tertiary,cellular,8,may,89,negative
40,admin.,married,secondary,cellular,8,may,183,negative
35,services,married,secondary,cellular,8,may,270,negative
52,technician,married,secondary,cellular,8,may,247,negative
59,admin.,married,secondary,cellular,8,may,206,negative
48,admin.,married,unknown,cellular,8,may,85,negative
34,blue-collar,married,secondary,cellular,8,may,325,negative
37,admin.,married,secondary,cellular,8,may,682,negative
46,management,married,tertiary,cellular,8,may,462,negative
32,blue-collar,single,secondary,cellular,8,may,238,negative
34,housemaid,married,secondary,cellular,8,may,81,negative
56,blue-collar,married,secondary,cellular,8,may,68,negative
30,admin.,married,secondary,cellular,8,may,127,negative
28,services,single,secondary,cellular,8,may,158,negative
46,blue-collar,married,secondary,cellular,8,may,264,negative
44,technician,single,secondary,cellular,8,may,345,negative
36,blue-collar,married,secondary,cellular,8,may,254,negative
33,technician,married,tertiary,cellular,8,may,77,negative
46,blue-collar,married,secondary,cellular,8,may,219,negative
34,technician,single,secondary,cellular,8,may,134,negative
38,admin.,married,secondary,cellular,8,may,175,negative
39,services,married,secondary,cellular,8,may,241,negative
41,services,divorced,secondary,cellular,8,may,297,negative
41,unemployed,single,secondary,cellular,8,may,103,negative
50,management,divorced,tertiary,cellular,8,may,198,negative
39,blue-collar,married,primary,cellular,8,may,182,negative
30,services,single,secondary,cellular,8,may,226,negative
39,technician,divorced,tertiary,cellular,8,may,133,negative
55,technician,single,tertiary,cellular,8,may,123,negative
37,management,single,tertiary,cellular,8,may,137,negative
46,services,divorced,secondary,cellular,8,may,122,negative
41,management,married,tertiary,cellular,8,may,233,negative
31,student,single,tertiary,cellular,8,may,85,negative
38,management,divorced,unknown,cellular,8,may,238,negative
39,admin.,married,secondary,cellular,8,may,408,negative
44,admin.,married,secondary,cellular,8,may,428,negative
35,blue-collar,single,secondary,cellular,8,may,422,negative
34,self-employed,single,tertiary,telephone,8,may,44,negative
36,technician,single,tertiary,cellular,8,may,91,negative
58,retired,divorced,secondary,cellular,8,may,75,negative
31,blue-collar,divorced,primary,cellular,8,may,36,negative
44,management,married,secondary,telephone,8,may,37,negative
41,admin.,married,secondary,cellular,8,may,326,negative
36,housemaid,married,secondary,cellular,8,may,104,negative
38,technician,divorced,secondary,cellular,8,may,44,negative
35,admin.,single,secondary,cellular,8,may,376,negative
57,technician,divorced,primary,cellular,8,may,323,negative
34,services,divorced,tertiary,cellular,8,may,309,negative
34,blue-collar,single,secondary,cellular,8,may,347,negative
59,management,married,primary,cellular,8,may,130,negative
39,management,divorced,primary,cellular,8,may,207,negative
27,admin.,single,secondary,cellular,8,may,346,negative
31,blue-collar,divorced,secondary,cellular,8,may,154,negative
32,blue-collar,single,secondary,cellular,8,may,202,negative
55,management,divorced,tertiary,telephone,8,may,147,negative
41,admin.,married,secondary,cellular,8,may,86,negative
39,services,married,secondary,cellular,8,may,503,negative
41,management,married,secondary,cellular,8,may,177,negative
48,admin.,married,secondary,telephone,8,may,186,negative
52,blue-collar,married,primary,cellular,8,may,334,negative
31,services,married,secondary,cellular,8,may,274,negative
53,admin.,married,secondary,cellular,8,may,286,negative
38,admin.,married,secondary,cellular,8,may,134,negative
36,technician,divorced,secondary,cellular,8,may,104,negative
39,services,married,secondary,cellular,8,may,40,negative
43,self-employed,married,secondary,cellular,8,may,612,negative
50,management,married,tertiary,cellular,8,may,506,negative
56,blue-collar,single,primary,telephone,8,may,191,negative
31,housemaid,single,secondary,cellular,8,may,187,negative
41,technician,married,secondary,cellular,8,may,296,negative
31,services,married,primary,cellular,8,may,174,negative
52,blue-collar,married,primary,cellular,8,may,224,negative
48,technician,married,tertiary,cellular,8,may,235,negative
45,management,divorced,tertiary,cellular,8,may,128,negative
42,admin.,married,secondary,cellular,8,may,144,negative
40,blue-collar,married,secondary,cellular,8,may,55,negative
34,technician,married,tertiary,cellular,8,may,413,negative
24,services,single,secondary,cellular,8,may,211,negative
51,management,married,tertiary,cellular,8,may,129,negative
38,management,divorced,tertiary,cellular,8,may,295,negative
28,blue-collar,single,primary,cellular,8,may,217,negative
43,blue-collar,married,secondary,cellular,8,may,216,negative
36,technician,married,secondary,cellular,8,may,152,negative
34,blue-collar,married,primary,cellular,8,may,405,negative
30,blue-collar,married,secondary,cellular,8,may,129,negative
40,services,married,primary,cellular,8,may,361,negative
51,blue-collar,married,secondary,cellular,8,may,311,negative
50,services,divorced,secondary,cellular,8,may,746,negative
37,services,single,secondary,cellular,8,may,348,negative
39,admin.,married,secondary,telephone,8,may,283,negative
36,blue-collar,married,primary,cellular,8,may,108,negative
38,blue-collar,married,primary,cellular,8,may,583,negative
32,blue-collar,married,secondary,telephone,8,may,265,negative
34,admin.,married,secondary,cellular,8,may,146,negative
43,blue-collar,married,primary,cellular,8,may,487,negative
40,self-employed,married,secondary,cellular,8,may,1049,negative
52,management,single,tertiary,cellular,8,may,466,negative
34,self-employed,single,tertiary,cellular,8,may,348,negative
36,blue-collar,married,secondary,cellular,8,may,263,negative
38,blue-collar,married,secondary,cellular,8,may,83,negative
44,technician,single,secondary,cellular,8,may,324,negative
48,blue-collar,married,primary,telephone,8,may,267,negative
39,services,married,primary,cellular,8,may,340,negative
41,blue-collar,married,secondary,telephone,8,may,546,negative
44,technician,divorced,secondary,cellular,8,may,364,negative
55,blue-collar,married,secondary,cellular,8,may,156,negative
42,management,married,secondary,cellular,8,may,288,negative
34,services,married,secondary,cellular,8,may,129,negative
26,admin.,married,secondary,cellular,8,may,282,negative
36,technician,married,secondary,cellular,8,may,89,negative
36,unemployed,married,primary,cellular,8,may,152,negative
36,blue-collar,married,secondary,cellular,8,may,323,negative
54,blue-collar,married,primary,cellular,8,may,311,negative
50,blue-collar,single,primary,cellular,8,may,108,negative
49,retired,married,secondary,cellular,8,may,199,negative
33,blue-collar,married,primary,cellular,8,may,548,negative
39,blue-collar,married,secondary,cellular,8,may,177,negative
29,management,single,tertiary,telephone,8,may,72,negative
34,blue-collar,married,primary,telephone,8,may,26,negative
51,services,married,primary,telephone,8,may,713,negative
38,blue-collar,married,primary,telephone,8,may,15,negative
34,admin.,divorced,secondary,cellular,8,may,81,negative
42,services,married,secondary,cellular,8,may,211,negative
42,admin.,divorced,secondary,cellular,8,may,322,negative
37,management,single,tertiary,cellular,8,may,349,negative
30,blue-collar,married,secondary,cellular,11,may,102,negative
45,retired,divorced,secondary,cellular,11,may,82,negative
43,self-employed,married,tertiary,cellular,11,may,84,negative
56,management,married,primary,telephone,11,may,9,negative
57,management,married,secondary,telephone,11,may,20,negative
38,technician,married,secondary,telephone,11,may,21,negative
46,admin.,divorced,primary,cellular,11,may,62,negative
29,blue-collar,married,secondary,cellular,11,may,138,negative
36,technician,married,secondary,cellular,11,may,61,negative
46,blue-collar,married,primary,telephone,11,may,30,negative
34,technician,single,secondary,cellular,11,may,88,negative
45,technician,married,secondary,cellular,11,may,764,negative
36,blue-collar,single,secondary,cellular,11,may,14,negative
43,entrepreneur,married,primary,telephone,11,may,10,negative
55,management,married,tertiary,cellular,11,may,125,negative
27,blue-collar,single,primary,cellular,11,may,50,negative
43,blue-collar,married,secondary,telephone,11,may,28,negative
34,management,married,tertiary,cellular,11,may,15,negative
36,services,divorced,secondary,cellular,11,may,80,negative
57,self-employed,married,primary,cellular,11,may,108,negative
30,services,married,secondary,cellular,11,may,295,negative
37,blue-collar,married,primary,cellular,11,may,259,negative
40,blue-collar,married,secondary,cellular,11,may,54,negative
41,self-employed,married,tertiary,cellular,11,may,573,negative
57,entrepreneur,divorced,secondary,cellular,11,may,652,negative
53,management,married,primary,telephone,11,may,22,negative
60,admin.,married,secondary,cellular,11,may,443,negative
44,admin.,divorced,secondary,cellular,11,may,55,negative
50,retired,married,tertiary,cellular,11,may,67,negative
34,blue-collar,married,secondary,cellular,11,may,206,negative
45,blue-collar,married,primary,telephone,11,may,64,negative
39,admin.,divorced,secondary,cellular,11,may,249,negative
57,admin.,single,secondary,cellular,11,may,485,negative
33,blue-collar,married,primary,telephone,11,may,26,negative
36,admin.,married,secondary,cellular,11,may,94,negative
54,entrepreneur,married,primary,telephone,11,may,194,negative
50,blue-collar,married,secondary,cellular,11,may,309,negative
41,blue-collar,married,secondary,cellular,11,may,313,negative
47,blue-collar,married,secondary,cellular,11,may,577,negative
45,blue-collar,married,secondary,cellular,11,may,33,negative
49,services,divorced,secondary,cellular,11,may,158,negative
43,blue-collar,married,primary,cellular,11,may,457,negative
38,services,married,secondary,cellular,11,may,363,negative
34,entrepreneur,married,primary,cellular,11,may,547,negative
40,blue-collar,married,secondary,cellular,11,may,431,negative
38,blue-collar,married,secondary,cellular,11,may,210,negative
47,technician,married,secondary,cellular,11,may,502,negative
42,technician,married,secondary,cellular,11,may,139,negative
43,services,married,secondary,cellular,11,may,57,negative
34,services,divorced,secondary,cellular,11,may,212,negative
35,management,single,secondary,cellular,11,may,7,negative
44,blue-collar,married,secondary,cellular,11,may,528,negative
32,management,married,tertiary,cellular,11,may,195,negative
38,blue-collar,married,secondary,cellular,11,may,169,negative
36,self-employed,married,secondary,cellular,11,may,210,negative
36,technician,married,secondary,cellular,11,may,179,negative
50,admin.,married,secondary,cellular,11,may,106,negative
44,admin.,single,secondary,cellular,11,may,9,negative
49,management,single,tertiary,cellular,11,may,716,negative
40,services,married,secondary,cellular,11,may,94,negative
31,blue-collar,single,secondary,cellular,11,may,73,negative
43,management,divorced,tertiary,cellular,11,may,313,negative
35,technician,divorced,tertiary,cellular,11,may,66,negative
36,management,divorced,tertiary,cellular,11,may,143,negative
45,blue-collar,married,secondary,cellular,11,may,261,negative
37,blue-collar,single,secondary,cellular,11,may,603,negative
36,services,single,secondary,cellular,11,may,496,negative
52,housemaid,divorced,secondary,cellular,11,may,87,negative
37,blue-collar,married,primary,telephone,11,may,108,negative
36,blue-collar,divorced,primary,cellular,11,may,285,negative
38,blue-collar,divorced,secondary,cellular,11,may,580,negative
32,technician,single,tertiary,cellular,11,may,207,negative
39,entrepreneur,single,tertiary,cellular,11,may,128,negative
40,technician,single,secondary,cellular,11,may,7,negative
35,management,divorced,tertiary,cellular,11,may,277,negative
45,blue-collar,married,primary,cellular,11,may,40,negative
41,admin.,single,secondary,cellular,11,may,1038,positive
38,retired,married,unknown,cellular,11,may,94,negative
54,management,married,tertiary,cellular,11,may,346,negative
39,admin.,single,unknown,cellular,11,may,62,negative
41,blue-collar,married,primary,telephone,11,may,65,negative
54,entrepreneur,married,secondary,cellular,11,may,341,negative
29,blue-collar,married,secondary,cellular,11,may,12,negative
33,blue-collar,married,secondary,telephone,11,may,32,negative
39,services,married,secondary,cellular,11,may,344,negative
29,admin.,single,tertiary,cellular,11,may,195,negative
49,admin.,divorced,secondary,cellular,11,may,469,negative
29,technician,divorced,secondary,cellular,11,may,58,negative
36,management,married,tertiary,cellular,11,may,155,negative
31,technician,single,secondary,telephone,11,may,243,negative
31,self-employed,married,tertiary,cellular,11,may,12,negative
37,blue-collar,divorced,primary,telephone,11,may,42,negative
34,technician,married,secondary,cellular,11,may,460,negative
47,admin.,married,secondary,cellular,11,may,183,negative
38,blue-collar,divorced,secondary,cellular,11,may,242,negative
39,management,married,tertiary,cellular,11,may,112,negative
35,student,single,tertiary,cellular,11,may,197,negative
30,student,single,secondary,cellular,11,may,150,negative
28,technician,single,secondary,cellular,11,may,15,negative
38,admin.,married,secondary,cellular,11,may,63,negative
46,blue-collar,married,primary,cellular,11,may,422,negative
32,technician,married,secondary,cellular,11,may,214,negative
46,blue-collar,married,primary,cellular,11,may,182,negative
37,services,married,secondary,cellular,11,may,152,negative
40,housemaid,married,primary,cellular,11,may,248,negative
42,services,married,secondary,cellular,11,may,67,negative
39,admin.,married,secondary,cellular,11,may,279,negative
55,management,married,tertiary,telephone,11,may,221,negative
41,services,married,secondary,cellular,11,may,188,negative
36,blue-collar,married,secondary,cellular,11,may,254,negative
42,blue-collar,married,secondary,telephone,11,may,231,negative
36,services,married,secondary,cellular,11,may,135,negative
36,management,single,tertiary,cellular,11,may,212,negative
31,services,single,secondary,cellular,11,may,227,negative
47,technician,divorced,unknown,cellular,11,may,85,negative
33,services,married,secondary,cellular,11,may,220,negative
42,admin.,married,secondary,cellular,11,may,80,negative
45,management,divorced,tertiary,cellular,11,may,340,negative
37,admin.,divorced,secondary,cellular,11,may,202,negative
49,blue-collar,married,primary,cellular,11,may,549,negative
44,management,married,tertiary,cellular,11,may,472,negative
51,admin.,single,secondary,cellular,11,may,409,negative
31,blue-collar,married,secondary,cellular,11,may,236,negative
32,blue-collar,married,primary,cellular,11,may,308,negative
42,blue-collar,married,primary,cellular,11,may,91,negative
41,technician,married,secondary,cellular,11,may,90,negative
60,services,divorced,secondary,cellular,11,may,186,negative
59,services,married,secondary,cellular,11,may,138,negative
41,admin.,single,unknown,cellular,11,may,442,negative
43,services,divorced,unknown,cellular,11,may,277,negative
57,blue-collar,divorced,secondary,cellular,11,may,200,negative
35,services,married,secondary,cellular,11,may,161,negative
55,admin.,married,tertiary,cellular,11,may,51,negative
29,blue-collar,single,secondary,cellular,11,may,262,negative
30,blue-collar,divorced,primary,cellular,11,may,49,negative
39,technician,single,secondary,cellular,11,may,369,negative
44,management,married,secondary,cellular,11,may,471,negative
36,self-employed,married,secondary,cellular,11,may,198,negative
49,blue-collar,married,primary,cellular,11,may,568,negative
29,blue-collar,married,secondary,cellular,11,may,116,negative
31,technician,single,secondary,cellular,11,may,163,negative
33,admin.,married,secondary,cellular,11,may,100,negative
51,blue-collar,married,secondary,cellular,11,may,59,negative
30,management,divorced,tertiary,cellular,11,may,686,negative
55,services,married,secondary,telephone,11,may,28,negative
33,housemaid,married,secondary,cellular,11,may,256,negative
43,services,single,secondary,cellular,11,may,295,negative
40,blue-collar,single,primary,cellular,11,may,114,negative
47,blue-collar,married,secondary,cellular,11,may,170,negative
30,self-employed,single,tertiary,cellular,11,may,214,negative
54,technician,divorced,secondary,cellular,11,may,101,negative
40,management,married,tertiary,cellular,11,may,474,positive
45,blue-collar,married,unknown,cellular,11,may,306,negative
41,self-employed,single,tertiary,cellular,11,may,106,negative
35,blue-collar,single,secondary,cellular,11,may,14,negative
40,blue-collar,married,secondary,cellular,11,may,231,negative
40,blue-collar,married,primary,cellular,11,may,240,negative
33,blue-collar,married,secondary,cellular,11,may,231,negative
31,student,married,tertiary,cellular,11,may,247,negative
23,student,single,secondary,cellular,11,may,239,negative
41,unemployed,single,secondary,cellular,11,may,712,negative
35,services,married,secondary,cellular,11,may,219,negative
48,services,divorced,secondary,cellular,11,may,199,negative
31,services,married,secondary,cellular,11,may,88,negative
56,technician,married,secondary,cellular,11,may,102,negative
34,blue-collar,married,secondary,cellular,11,may,216,negative
55,retired,divorced,secondary,cellular,11,may,190,negative
46,entrepreneur,married,primary,cellular,11,may,181,negative
44,blue-collar,single,secondary,cellular,11,may,73,negative
43,blue-collar,divorced,secondary,cellular,11,may,405,negative
40,admin.,single,secondary,cellular,11,may,204,negative
40,technician,single,secondary,cellular,11,may,274,negative
39,services,divorced,secondary,cellular,11,may,227,negative
31,admin.,single,secondary,cellular,11,may,360,negative
34,technician,married,tertiary,cellular,11,may,490,negative
41,services,married,unknown,cellular,11,may,105,negative
42,technician,single,secondary,cellular,11,may,189,negative
49,blue-collar,married,unknown,cellular,11,may,143,negative
32,unemployed,married,secondary,cellular,11,may,18,negative
55,blue-collar,married,secondary,cellular,11,may,149,negative
37,services,married,secondary,cellular,11,may,222,negative
52,services,divorced,secondary,cellular,11,may,131,negative
38,admin.,single,secondary,cellular,11,may,225,negative
50,blue-collar,married,secondary,telephone,11,may,21,negative
44,services,divorced,secondary,cellular,11,may,151,negative
27,services,single,tertiary,cellular,11,may,105,negative
45,admin.,married,primary,cellular,11,may,8,negative
58,admin.,divorced,secondary,telephone,11,may,114,negative
40,technician,single,secondary,cellular,11,may,154,negative
51,blue-collar,divorced,primary,cellular,11,may,347,negative
51,management,single,tertiary,cellular,11,may,281,negative
37,blue-collar,single,primary,cellular,11,may,103,negative
35,admin.,married,primary,cellular,11,may,95,negative
39,blue-collar,married,secondary,cellular,11,may,214,negative
43,services,single,tertiary,cellular,11,may,323,negative
48,blue-collar,married,primary,cellular,11,may,197,negative
42,management,married,secondary,cellular,11,may,465,negative
41,blue-collar,married,secondary,cellular,11,may,628,negative
28,services,single,secondary,cellular,11,may,133,negative
38,management,single,tertiary,cellular,11,may,553,negative
29,technician,single,tertiary,cellular,11,may,59,negative
41,self-employed,married,secondary,cellular,11,may,49,negative
37,management,married,tertiary,cellular,11,may,721,negative
41,blue-collar,married,secondary,telephone,11,may,86,negative
29,management,married,tertiary,cellular,11,may,21,negative
34,blue-collar,married,primary,cellular,11,may,58,negative
48,admin.,divorced,secondary,cellular,11,may,123,negative
43,services,married,secondary,cellular,11,may,114,negative
41,blue-collar,married,primary,cellular,11,may,54,negative
40,management,married,tertiary,cellular,11,may,41,negative
39,services,single,secondary,cellular,11,may,35,negative
33,housemaid,married,primary,cellular,11,may,327,negative
42,blue-collar,married,secondary,cellular,11,may,177,negative
48,unemployed,divorced,secondary,cellular,11,may,68,negative
37,unemployed,single,secondary,cellular,11,may,125,negative
32,management,divorced,tertiary,cellular,11,may,580,negative
24,blue-collar,single,secondary,cellular,11,may,79,negative
41,admin.,married,secondary,cellular,11,may,85,negative
29,services,single,secondary,cellular,11,may,82,negative
36,entrepreneur,married,secondary,cellular,11,may,187,negative
55,management,divorced,unknown,cellular,11,may,29,negative
45,blue-collar,divorced,primary,cellular,11,may,282,negative
44,management,married,tertiary,cellular,11,may,257,negative
29,blue-collar,married,secondary,cellular,11,may,128,negative
36,technician,single,secondary,cellular,11,may,622,negative
42,admin.,married,secondary,cellular,11,may,489,negative
47,entrepreneur,married,unknown,cellular,11,may,70,negative
37,management,married,tertiary,cellular,11,may,304,negative
39,self-employed,married,secondary,cellular,11,may,102,negative
29,technician,single,tertiary,cellular,11,may,278,negative
34,admin.,single,secondary,cellular,11,may,66,negative
44,management,married,tertiary,cellular,11,may,78,negative
42,technician,married,secondary,cellular,11,may,432,negative
41,unemployed,married,primary,cellular,11,may,275,negative
42,technician,married,secondary,cellular,11,may,146,negative
35,blue-collar,married,unknown,cellular,11,may,134,negative
45,blue-collar,married,primary,cellular,11,may,313,negative
46,technician,married,secondary,cellular,11,may,333,negative
39,housemaid,married,primary,cellular,11,may,1114,negative
40,services,married,secondary,cellular,11,may,50,negative
37,admin.,single,secondary,cellular,11,may,207,negative
32,services,single,secondary,cellular,11,may,185,negative
38,entrepreneur,single,primary,cellular,11,may,197,negative
37,blue-collar,married,secondary,cellular,11,may,552,negative
33,blue-collar,married,secondary,cellular,11,may,249,negative
57,services,married,secondary,cellular,11,may,86,negative
52,blue-collar,single,secondary,cellular,11,may,412,negative
39,services,married,secondary,cellular,11,may,72,negative
39,blue-collar,married,primary,cellular,11,may,299,negative
50,admin.,married,secondary,cellular,11,may,124,negative
26,management,married,tertiary,cellular,11,may,251,negative
37,admin.,single,secondary,cellular,11,may,400,negative
33,management,divorced,tertiary,cellular,11,may,82,negative
37,blue-collar,married,secondary,cellular,11,may,262,negative
27,blue-collar,single,secondary,cellular,11,may,177,negative
52,services,married,secondary,cellular,11,may,124,negative
31,self-employed,married,secondary,cellular,11,may,239,negative
59,self-employed,married,tertiary,cellular,11,may,89,negative
44,management,married,secondary,cellular,11,may,40,negative
53,blue-collar,married,secondary,cellular,11,may,52,negative
58,unemployed,married,secondary,telephone,11,may,159,negative
50,admin.,divorced,secondary,cellular,11,may,294,negative
55,management,divorced,tertiary,cellular,11,may,175,negative
32,blue-collar,divorced,secondary,cellular,11,may,132,negative
51,blue-collar,married,primary,cellular,11,may,282,negative
21,student,single,secondary,cellular,11,may,295,negative
56,self-employed,divorced,tertiary,cellular,11,may,505,negative
58,services,married,secondary,cellular,11,may,261,negative
52,services,married,secondary,cellular,11,may,154,negative
35,services,married,secondary,cellular,11,may,330,negative
38,management,married,tertiary,cellular,11,may,148,negative
43,admin.,single,secondary,cellular,11,may,76,negative
45,blue-collar,married,primary,cellular,11,may,255,negative
41,housemaid,married,secondary,cellular,11,may,193,negative
46,admin.,married,secondary,cellular,11,may,643,negative
32,self-employed,single,secondary,cellular,11,may,74,negative
33,blue-collar,divorced,primary,telephone,11,may,41,negative
58,management,single,tertiary,telephone,11,may,168,negative
28,entrepreneur,married,tertiary,cellular,11,may,93,negative
44,blue-collar,married,primary,cellular,11,may,164,negative
50,entrepreneur,married,primary,cellular,11,may,228,negative
30,admin.,married,secondary,cellular,11,may,157,negative
44,services,married,secondary,cellular,11,may,161,negative
36,blue-collar,single,secondary,cellular,11,may,327,negative
39,technician,married,secondary,cellular,11,may,758,negative
49,blue-collar,married,secondary,telephone,11,may,52,negative
35,blue-collar,single,secondary,cellular,11,may,371,negative
32,blue-collar,single,secondary,cellular,11,may,426,negative
32,services,single,secondary,cellular,11,may,369,negative
43,services,married,secondary,cellular,11,may,129,negative
42,admin.,single,secondary,cellular,11,may,264,negative
41,services,divorced,secondary,cellular,11,may,246,negative
44,management,married,tertiary,cellular,11,may,145,negative
52,services,single,secondary,cellular,11,may,329,negative
30,management,married,tertiary,cellular,11,may,242,negative
35,blue-collar,married,primary,cellular,11,may,77,negative
56,retired,married,secondary,telephone,11,may,267,negative
40,admin.,married,secondary,cellular,11,may,160,negative
37,services,married,secondary,cellular,11,may,184,negative
46,admin.,single,unknown,cellular,11,may,289,negative
44,blue-collar,married,secondary,cellular,11,may,143,negative
37,admin.,divorced,secondary,cellular,11,may,288,negative
41,services,married,secondary,cellular,11,may,305,negative
33,admin.,divorced,secondary,cellular,11,may,186,negative
38,management,divorced,primary,cellular,11,may,296,negative
42,blue-collar,married,secondary,cellular,11,may,79,negative
47,technician,married,secondary,cellular,11,may,261,negative
36,blue-collar,married,secondary,cellular,11,may,240,negative
40,services,married,secondary,cellular,11,may,270,negative
34,blue-collar,single,secondary,cellular,11,may,47,negative
34,blue-collar,married,primary,cellular,11,may,63,negative
38,blue-collar,married,primary,cellular,11,may,57,negative
43,blue-collar,married,primary,telephone,11,may,176,negative
36,blue-collar,divorced,secondary,cellular,11,may,193,negative
53,blue-collar,divorced,secondary,cellular,11,may,321,negative
34,blue-collar,married,secondary,cellular,11,may,200,negative
37,blue-collar,married,unknown,cellular,11,may,161,negative
39,services,married,secondary,cellular,11,may,204,negative
28,technician,married,secondary,cellular,11,may,188,negative
30,admin.,married,secondary,cellular,11,may,290,negative
46,blue-collar,married,secondary,cellular,11,may,254,negative
48,blue-collar,married,secondary,cellular,11,may,232,negative
36,blue-collar,divorced,primary,cellular,11,may,97,negative
57,technician,married,secondary,telephone,11,may,296,negative
25,self-employed,single,tertiary,cellular,11,may,263,negative
34,admin.,married,secondary,cellular,11,may,228,negative
41,blue-collar,married,secondary,cellular,11,may,306,negative
