age,job,marital,education,housing,loan,contact,day,month,duration,pdays,poutcome,Class
46,management,married,tertiary,no,no,cellular,2,feb,215,-1,unknown,negative
35,services,divorced,secondary,no,no,cellular,2,feb,111,-1,unknown,negative
26,student,single,secondary,no,no,cellular,2,feb,406,-1,unknown,negative
49,self-employed,married,tertiary,no,yes,cellular,2,feb,559,189,failure,negative
40,management,married,tertiary,yes,no,cellular,2,feb,279,-1,unknown,negative
53,technician,single,tertiary,yes,yes,cellular,2,feb,289,-1,unknown,negative
61,housemaid,single,unknown,no,no,telephone,2,feb,324,-1,unknown,negative
36,unemployed,married,secondary,yes,no,cellular,2,feb,114,263,other,negative
32,management,married,tertiary,no,no,cellular,2,feb,64,-1,unknown,negative
42,management,married,secondary,yes,yes,cellular,2,feb,854,-1,unknown,negative
31,management,single,tertiary,no,no,cellular,2,feb,70,-1,unknown,negative
28,student,single,secondary,no,no,cellular,2,feb,36,-1,unknown,negative
35,services,married,secondary,yes,no,cellular,2,feb,134,271,failure,negative
28,unemployed,single,tertiary,no,no,telephone,2,feb,39,-1,unknown,negative
57,admin.,married,secondary,yes,no,cellular,2,feb,87,265,other,negative
33,entrepreneur,married,tertiary,yes,no,cellular,2,feb,194,-1,unknown,negative
58,retired,married,secondary,no,no,cellular,2,feb,277,-1,unknown,negative
26,student,single,secondary,no,no,cellular,2,feb,236,-1,unknown,negative
41,management,married,secondary,yes,no,cellular,2,feb,154,264,other,negative
45,management,married,tertiary,yes,no,cellular,2,feb,195,-1,unknown,negative
43,blue-collar,married,secondary,yes,no,cellular,2,feb,115,264,failure,negative
60,blue-collar,married,secondary,no,no,cellular,2,feb,421,-1,unknown,negative
33,management,married,tertiary,yes,no,cellular,2,feb,214,-1,unknown,negative
58,retired,married,secondary,yes,yes,cellular,2,feb,156,-1,unknown,negative
45,unemployed,married,primary,yes,no,cellular,2,feb,570,-1,unknown,negative
38,admin.,divorced,secondary,yes,no,cellular,2,feb,252,-1,unknown,negative
29,management,single,tertiary,no,no,cellular,2,feb,156,-1,unknown,negative
32,blue-collar,single,secondary,no,no,cellular,2,feb,406,-1,unknown,negative
27,blue-collar,married,primary,no,no,telephone,2,feb,45,-1,unknown,negative
29,blue-collar,married,secondary,no,no,cellular,2,feb,153,-1,unknown,negative
48,blue-collar,divorced,secondary,yes,no,cellular,2,feb,115,187,failure,negative
39,management,married,unknown,no,no,cellular,2,feb,337,-1,unknown,negative
27,admin.,single,tertiary,no,no,cellular,2,feb,95,-1,unknown,negative
48,services,married,secondary,no,no,cellular,2,feb,429,-1,unknown,negative
40,services,married,secondary,no,no,cellular,2,feb,114,-1,unknown,negative
31,unemployed,single,primary,no,no,cellular,2,feb,19,-1,unknown,negative
52,services,married,secondary,yes,no,cellular,2,feb,198,-1,unknown,negative
43,blue-collar,married,secondary,yes,no,cellular,2,feb,87,263,failure,negative
38,technician,single,secondary,yes,no,cellular,2,feb,159,187,failure,negative
31,services,divorced,secondary,no,no,cellular,2,feb,178,-1,unknown,negative
31,management,single,secondary,yes,no,cellular,2,feb,221,272,failure,negative
53,technician,married,secondary,no,yes,cellular,2,feb,228,-1,unknown,negative
32,management,single,secondary,yes,no,cellular,2,feb,544,269,failure,negative
75,retired,divorced,primary,no,no,cellular,2,feb,294,-1,unknown,negative
37,technician,married,secondary,yes,no,cellular,2,feb,247,269,failure,negative
75,retired,married,primary,no,no,cellular,2,feb,149,-1,unknown,negative
60,services,married,secondary,no,yes,cellular,2,feb,260,195,failure,negative
30,technician,single,secondary,no,no,cellular,2,feb,465,-1,unknown,negative
32,admin.,single,tertiary,no,no,cellular,2,feb,141,75,failure,negative
26,blue-collar,single,secondary,no,no,cellular,2,feb,237,-1,unknown,negative
38,management,married,tertiary,yes,yes,cellular,2,feb,157,-1,unknown,negative
29,blue-collar,married,secondary,yes,yes,cellular,2,feb,102,-1,unknown,negative
42,unemployed,single,secondary,yes,no,cellular,2,feb,736,-1,unknown,negative
57,management,married,secondary,no,no,cellular,2,feb,154,-1,unknown,negative
37,management,single,tertiary,yes,yes,cellular,2,feb,120,272,failure,negative
45,admin.,married,secondary,yes,no,cellular,2,feb,150,189,failure,negative
26,services,single,secondary,no,yes,cellular,2,feb,219,-1,unknown,negative
35,technician,married,tertiary,yes,no,cellular,2,feb,236,217,failure,negative
41,services,divorced,secondary,yes,no,cellular,2,feb,421,238,other,negative
33,admin.,married,secondary,yes,no,cellular,2,feb,249,-1,unknown,negative
31,management,married,tertiary,yes,no,cellular,2,feb,95,241,other,negative
31,management,single,tertiary,no,no,cellular,2,feb,83,-1,unknown,negative
38,unemployed,single,secondary,no,no,cellular,2,feb,245,-1,unknown,negative
39,admin.,divorced,secondary,yes,no,cellular,2,feb,204,257,other,negative
56,entrepreneur,married,secondary,no,no,cellular,2,feb,116,230,failure,negative
35,admin.,married,tertiary,yes,no,cellular,2,feb,82,-1,unknown,negative
33,blue-collar,single,secondary,no,no,cellular,2,feb,175,-1,unknown,negative
31,management,single,tertiary,no,no,cellular,2,feb,258,73,failure,positive
46,management,divorced,tertiary,yes,no,cellular,2,feb,158,207,other,negative
31,technician,married,secondary,no,no,cellular,2,feb,119,175,failure,negative
57,technician,married,secondary,yes,no,cellular,2,feb,223,76,failure,negative
32,admin.,single,secondary,yes,no,cellular,2,feb,88,-1,unknown,negative
54,management,divorced,tertiary,no,no,cellular,2,feb,96,-1,unknown,negative
55,retired,married,secondary,no,yes,telephone,2,feb,463,-1,unknown,negative
67,retired,married,tertiary,no,no,cellular,2,feb,62,-1,unknown,negative
53,management,married,tertiary,no,no,cellular,2,feb,220,-1,unknown,negative
30,admin.,single,secondary,no,no,cellular,2,feb,170,-1,unknown,negative
29,admin.,single,secondary,yes,no,cellular,2,feb,99,227,failure,negative
46,technician,married,unknown,no,no,cellular,2,feb,202,-1,unknown,negative
26,self-employed,single,tertiary,yes,yes,cellular,2,feb,117,-1,unknown,negative
37,technician,single,tertiary,yes,no,cellular,2,feb,223,200,other,negative
38,admin.,single,secondary,yes,yes,cellular,2,feb,164,272,failure,negative
28,management,single,tertiary,no,no,telephone,2,feb,51,-1,unknown,negative
41,management,single,tertiary,yes,yes,cellular,2,feb,457,-1,unknown,negative
49,unemployed,married,primary,yes,no,cellular,2,feb,131,-1,unknown,negative
36,management,single,unknown,no,no,cellular,2,feb,237,-1,unknown,negative
40,entrepreneur,divorced,secondary,yes,no,cellular,2,feb,445,-1,unknown,negative
34,technician,married,secondary,yes,no,cellular,2,feb,105,263,failure,negative
42,management,married,tertiary,yes,no,cellular,2,feb,413,242,failure,negative
33,unemployed,single,tertiary,no,no,cellular,2,feb,620,-1,unknown,negative
53,technician,married,secondary,no,no,cellular,2,feb,340,264,failure,negative
27,technician,single,unknown,yes,no,cellular,2,feb,168,-1,unknown,negative
39,entrepreneur,married,tertiary,yes,yes,cellular,2,feb,871,-1,unknown,negative
55,unemployed,married,secondary,no,no,cellular,2,feb,299,-1,unknown,negative
49,blue-collar,married,primary,yes,yes,cellular,2,feb,161,-1,unknown,negative
47,technician,married,secondary,yes,no,cellular,2,feb,139,73,success,negative
57,retired,married,secondary,no,no,cellular,2,feb,79,187,failure,negative
83,retired,married,tertiary,no,no,cellular,2,feb,283,-1,unknown,negative
39,blue-collar,married,primary,yes,no,cellular,2,feb,361,258,other,negative
70,management,married,tertiary,no,no,cellular,2,feb,579,-1,unknown,negative
35,blue-collar,married,primary,yes,no,cellular,2,feb,914,-1,unknown,negative
29,management,married,secondary,yes,no,cellular,2,feb,77,-1,unknown,negative
32,management,single,tertiary,yes,no,cellular,2,feb,266,-1,unknown,negative
31,management,divorced,tertiary,no,no,cellular,2,feb,269,-1,unknown,negative
21,student,single,secondary,no,no,telephone,2,feb,77,-1,unknown,negative
28,technician,single,tertiary,yes,yes,cellular,2,feb,194,-1,unknown,negative
41,blue-collar,divorced,primary,yes,no,cellular,2,feb,844,252,failure,negative
52,admin.,married,secondary,no,yes,telephone,2,feb,35,-1,unknown,negative
28,management,single,tertiary,yes,no,telephone,2,feb,318,-1,unknown,negative
43,management,married,primary,no,no,cellular,2,feb,182,-1,unknown,negative
45,admin.,divorced,secondary,no,no,cellular,2,feb,83,-1,unknown,negative
36,admin.,married,secondary,yes,no,cellular,2,feb,249,-1,unknown,negative
51,services,married,secondary,no,no,cellular,2,feb,1110,-1,unknown,negative
45,admin.,married,secondary,no,no,telephone,2,feb,1028,207,other,negative
39,management,married,tertiary,yes,yes,cellular,2,feb,2256,-1,unknown,negative
40,blue-collar,married,secondary,yes,no,cellular,2,feb,69,-1,unknown,negative
28,admin.,married,secondary,no,no,cellular,2,feb,160,-1,unknown,negative
38,technician,married,secondary,yes,no,cellular,2,feb,223,272,failure,negative
30,services,single,secondary,no,no,cellular,2,feb,142,-1,unknown,negative
34,unemployed,single,secondary,no,no,cellular,2,feb,684,-1,unknown,negative
32,technician,single,tertiary,no,no,cellular,2,feb,199,-1,unknown,negative
47,entrepreneur,divorced,secondary,no,no,cellular,2,feb,112,-1,unknown,negative
37,self-employed,divorced,secondary,no,no,cellular,2,feb,127,5,other,negative
46,blue-collar,married,secondary,yes,yes,cellular,2,feb,219,244,failure,negative
55,blue-collar,married,primary,no,no,telephone,2,feb,59,5,other,negative
53,blue-collar,divorced,primary,yes,no,cellular,2,feb,138,5,other,negative
29,technician,divorced,secondary,yes,no,cellular,2,feb,42,228,other,negative
35,management,single,unknown,no,yes,cellular,2,feb,427,-1,unknown,negative
51,blue-collar,married,primary,yes,yes,cellular,2,feb,438,-1,unknown,negative
27,student,single,tertiary,yes,no,cellular,2,feb,344,-1,unknown,negative
49,management,married,secondary,no,no,cellular,2,feb,21,-1,unknown,negative
33,services,married,secondary,yes,no,cellular,2,feb,141,201,other,negative
29,student,single,tertiary,no,no,cellular,2,feb,485,-1,unknown,negative
50,technician,divorced,secondary,no,no,cellular,2,feb,171,5,other,negative
31,management,married,tertiary,no,no,cellular,2,feb,118,-1,unknown,negative
44,technician,divorced,tertiary,yes,no,cellular,2,feb,347,-1,unknown,negative
46,technician,married,secondary,yes,yes,cellular,2,feb,24,250,failure,negative
37,technician,married,tertiary,yes,no,cellular,2,feb,440,-1,unknown,negative
48,management,married,tertiary,yes,no,cellular,2,feb,316,-1,unknown,negative
65,retired,married,tertiary,no,no,cellular,2,feb,102,-1,unknown,negative
37,management,married,unknown,no,no,cellular,2,feb,192,208,failure,negative
27,student,single,unknown,no,no,cellular,2,feb,248,-1,unknown,negative
36,admin.,married,secondary,yes,no,cellular,2,feb,102,-1,unknown,negative
35,admin.,married,secondary,yes,no,cellular,2,feb,115,245,failure,negative
58,retired,divorced,secondary,yes,no,cellular,2,feb,98,271,failure,negative
46,technician,married,secondary,yes,no,cellular,2,feb,96,208,failure,negative
55,admin.,single,secondary,no,yes,cellular,2,feb,12,-1,unknown,negative
40,technician,divorced,secondary,no,no,cellular,2,feb,123,-1,unknown,negative
35,management,married,tertiary,no,no,cellular,2,feb,56,-1,unknown,negative
37,admin.,married,secondary,no,no,telephone,2,feb,233,-1,unknown,negative
59,entrepreneur,divorced,secondary,no,yes,cellular,2,feb,69,-1,unknown,negative
50,technician,divorced,secondary,no,no,cellular,2,feb,91,-1,unknown,negative
65,retired,married,primary,no,no,telephone,2,feb,468,-1,unknown,negative
55,blue-collar,married,secondary,no,no,cellular,2,feb,218,-1,unknown,negative
49,technician,married,secondary,yes,yes,cellular,2,feb,168,245,other,negative
65,retired,married,tertiary,no,no,cellular,2,feb,141,-1,unknown,negative
52,services,married,secondary,yes,no,cellular,2,feb,135,-1,unknown,negative
35,blue-collar,married,primary,yes,yes,cellular,2,feb,698,271,other,negative
35,admin.,married,secondary,yes,no,cellular,2,feb,153,244,failure,negative
33,management,single,tertiary,yes,no,cellular,2,feb,116,-1,unknown,negative
39,technician,single,tertiary,no,no,cellular,2,feb,83,-1,unknown,negative
29,management,single,tertiary,no,no,cellular,2,feb,263,-1,unknown,negative
37,management,married,tertiary,yes,no,cellular,2,feb,186,-1,unknown,negative
42,management,married,tertiary,no,no,cellular,2,feb,156,-1,unknown,negative
37,technician,married,secondary,no,no,cellular,2,feb,167,187,failure,negative
31,management,single,tertiary,yes,no,cellular,2,feb,159,271,failure,negative
31,management,single,tertiary,no,no,cellular,2,feb,845,-1,unknown,negative
37,blue-collar,married,primary,yes,yes,cellular,2,feb,81,269,other,negative
42,blue-collar,married,primary,no,no,cellular,2,feb,556,-1,unknown,negative
45,technician,married,secondary,yes,yes,telephone,2,feb,111,208,failure,negative
54,management,married,tertiary,yes,no,cellular,2,feb,161,73,other,negative
35,technician,married,tertiary,yes,yes,cellular,2,feb,76,5,other,negative
31,services,single,tertiary,no,no,cellular,2,feb,189,-1,unknown,negative
39,blue-collar,single,secondary,yes,yes,cellular,2,feb,147,252,other,negative
42,services,married,primary,yes,no,cellular,2,feb,164,262,failure,negative
29,technician,single,secondary,no,no,telephone,2,feb,70,-1,unknown,negative
33,services,divorced,secondary,yes,no,cellular,2,feb,300,-1,unknown,negative
33,management,single,tertiary,yes,no,cellular,2,feb,405,-1,unknown,negative
36,management,married,tertiary,yes,no,cellular,3,feb,106,259,failure,negative
34,admin.,divorced,secondary,no,no,cellular,3,feb,11,-1,unknown,negative
54,technician,divorced,secondary,yes,yes,cellular,3,feb,62,203,failure,negative
49,management,divorced,tertiary,yes,no,cellular,3,feb,298,231,failure,negative
36,services,single,secondary,no,no,cellular,3,feb,225,-1,unknown,negative
47,services,married,secondary,yes,no,cellular,3,feb,117,221,failure,negative
33,services,married,secondary,yes,yes,cellular,3,feb,7,-1,unknown,negative
35,management,single,tertiary,yes,no,cellular,3,feb,198,267,other,negative
41,blue-collar,married,secondary,yes,no,cellular,3,feb,182,-1,unknown,negative
26,services,single,tertiary,no,no,cellular,3,feb,11,-1,unknown,negative
36,services,single,secondary,yes,no,cellular,3,feb,231,259,failure,negative
33,management,married,tertiary,yes,yes,cellular,3,feb,124,271,failure,negative
36,services,single,secondary,yes,no,cellular,3,feb,43,-1,unknown,negative
60,retired,married,secondary,no,no,cellular,3,feb,149,-1,unknown,negative
59,housemaid,married,primary,no,no,cellular,3,feb,133,-1,unknown,negative
60,services,married,secondary,yes,no,cellular,3,feb,35,265,other,negative
33,management,married,tertiary,no,no,cellular,3,feb,624,-1,unknown,negative
36,blue-collar,married,secondary,no,no,cellular,3,feb,136,-1,unknown,negative
54,blue-collar,married,secondary,yes,no,telephone,3,feb,221,-1,unknown,negative
25,management,single,tertiary,no,no,cellular,3,feb,207,-1,unknown,negative
26,management,single,tertiary,no,no,cellular,3,feb,383,-1,unknown,negative
31,blue-collar,married,tertiary,no,yes,cellular,3,feb,114,-1,unknown,negative
32,self-employed,married,tertiary,no,yes,cellular,3,feb,142,-1,unknown,negative
43,services,single,secondary,no,no,cellular,3,feb,203,-1,unknown,negative
31,admin.,single,secondary,no,no,cellular,3,feb,155,-1,unknown,negative
53,technician,married,secondary,yes,no,cellular,3,feb,267,-1,unknown,negative
51,services,married,secondary,yes,no,cellular,3,feb,177,211,failure,negative
25,technician,single,secondary,no,yes,cellular,3,feb,438,-1,unknown,negative
36,management,single,tertiary,yes,yes,cellular,3,feb,110,-1,unknown,negative
40,admin.,single,secondary,no,yes,cellular,3,feb,63,-1,unknown,negative
43,technician,married,secondary,yes,no,cellular,3,feb,137,264,other,negative
31,technician,single,secondary,yes,no,cellular,3,feb,146,263,success,negative
48,technician,married,secondary,no,yes,cellular,3,feb,47,222,other,negative
34,services,married,primary,yes,no,cellular,3,feb,625,-1,unknown,negative
32,services,married,secondary,yes,no,cellular,3,feb,236,272,failure,negative
50,housemaid,single,primary,yes,no,cellular,3,feb,116,265,failure,negative
37,housemaid,married,secondary,yes,yes,cellular,3,feb,77,202,failure,negative
54,retired,married,primary,no,no,cellular,3,feb,165,-1,unknown,negative
46,blue-collar,married,secondary,no,yes,cellular,3,feb,300,195,other,negative
55,retired,married,tertiary,no,no,cellular,3,feb,114,-1,unknown,negative
43,services,divorced,secondary,yes,no,telephone,3,feb,362,-1,unknown,negative
34,admin.,married,secondary,yes,no,cellular,3,feb,107,-1,unknown,negative
28,services,single,secondary,no,no,cellular,3,feb,158,-1,unknown,negative
35,services,married,secondary,yes,no,cellular,3,feb,149,215,failure,negative
50,technician,married,tertiary,yes,yes,cellular,3,feb,116,253,failure,negative
34,blue-collar,single,primary,no,yes,cellular,3,feb,330,-1,unknown,negative
58,retired,married,primary,yes,no,cellular,3,feb,84,265,failure,negative
41,management,single,tertiary,yes,no,cellular,3,feb,419,271,failure,negative
31,management,single,tertiary,no,no,cellular,3,feb,211,-1,unknown,negative
54,technician,divorced,secondary,yes,no,cellular,3,feb,341,-1,unknown,negative
32,admin.,single,unknown,no,no,cellular,3,feb,169,-1,unknown,negative
28,entrepreneur,married,tertiary,no,no,cellular,3,feb,330,190,failure,negative
30,blue-collar,married,secondary,yes,no,cellular,3,feb,165,-1,unknown,negative
47,entrepreneur,married,tertiary,no,no,cellular,3,feb,326,-1,unknown,negative
28,admin.,single,tertiary,yes,yes,cellular,3,feb,329,-1,unknown,negative
27,technician,single,secondary,no,no,cellular,3,feb,191,-1,unknown,negative
47,blue-collar,single,secondary,yes,no,cellular,3,feb,193,271,failure,negative
43,blue-collar,married,secondary,yes,no,cellular,3,feb,71,-1,unknown,negative
29,technician,single,secondary,yes,no,cellular,3,feb,216,-1,unknown,negative
32,blue-collar,married,primary,yes,no,cellular,3,feb,321,-1,unknown,negative
34,technician,married,secondary,no,no,cellular,3,feb,368,-1,unknown,negative
31,services,married,primary,yes,no,cellular,3,feb,256,190,failure,negative
35,admin.,single,secondary,yes,no,cellular,3,feb,80,273,failure,negative
50,blue-collar,single,primary,yes,no,cellular,3,feb,294,265,other,negative
32,blue-collar,married,secondary,yes,no,cellular,3,feb,197,270,failure,negative
33,technician,single,tertiary,yes,no,cellular,3,feb,161,256,failure,negative
29,technician,single,tertiary,no,no,cellular,3,feb,118,-1,unknown,negative
29,services,married,secondary,yes,no,cellular,3,feb,197,250,failure,negative
44,unemployed,married,primary,no,no,telephone,3,feb,56,-1,unknown,negative
29,student,single,tertiary,no,no,cellular,3,feb,269,-1,unknown,negative
43,blue-collar,divorced,primary,no,no,cellular,3,feb,124,-1,unknown,negative
27,unemployed,single,primary,no,no,cellular,3,feb,201,-1,unknown,negative
35,unemployed,single,primary,no,no,cellular,3,feb,115,-1,unknown,negative
26,unemployed,single,tertiary,no,no,cellular,3,feb,317,-1,unknown,negative
51,technician,divorced,secondary,no,no,cellular,3,feb,138,-1,unknown,negative
59,technician,divorced,secondary,no,no,cellular,3,feb,213,-1,unknown,negative
56,blue-collar,married,primary,no,no,cellular,3,feb,128,-1,unknown,negative
31,unemployed,single,tertiary,yes,no,cellular,3,feb,678,-1,unknown,negative
34,technician,married,secondary,no,no,telephone,3,feb,166,173,failure,negative
33,self-employed,married,tertiary,yes,no,cellular,3,feb,280,-1,unknown,negative
29,admin.,divorced,secondary,no,yes,cellular,3,feb,197,-1,unknown,negative
34,admin.,divorced,secondary,no,no,cellular,3,feb,151,-1,unknown,negative
32,unemployed,single,tertiary,no,no,cellular,3,feb,362,-1,unknown,negative
48,unemployed,divorced,secondary,yes,no,telephone,3,feb,45,-1,unknown,negative
26,management,single,tertiary,no,no,cellular,3,feb,589,-1,unknown,negative
31,student,single,unknown,no,no,cellular,3,feb,92,-1,unknown,negative
40,admin.,married,secondary,yes,no,cellular,3,feb,561,201,failure,negative
56,unemployed,married,primary,yes,no,cellular,3,feb,330,-1,unknown,negative
65,retired,married,tertiary,no,no,cellular,3,feb,224,-1,unknown,negative
50,entrepreneur,married,tertiary,no,no,cellular,3,feb,145,-1,unknown,negative
59,unemployed,divorced,secondary,no,no,telephone,3,feb,251,-1,unknown,negative
59,unemployed,divorced,secondary,no,no,cellular,3,feb,117,-1,unknown,negative
64,retired,married,secondary,no,no,cellular,3,feb,104,-1,unknown,negative
30,entrepreneur,married,secondary,yes,no,cellular,3,feb,24,-1,unknown,negative
31,admin.,single,secondary,no,no,cellular,3,feb,343,-1,unknown,negative
27,student,single,tertiary,no,no,cellular,3,feb,239,-1,unknown,negative
27,management,single,secondary,yes,no,cellular,3,feb,84,-1,unknown,negative
48,admin.,married,primary,yes,no,cellular,3,feb,69,252,failure,negative
43,technician,married,tertiary,no,no,cellular,3,feb,132,-1,unknown,negative
26,unemployed,single,tertiary,no,no,cellular,3,feb,136,-1,unknown,negative
44,unemployed,married,secondary,no,no,cellular,3,feb,213,-1,unknown,negative
31,admin.,married,secondary,yes,no,cellular,3,feb,258,-1,unknown,negative
52,services,married,primary,yes,yes,cellular,3,feb,142,-1,unknown,negative
51,management,married,tertiary,no,no,cellular,3,feb,178,-1,unknown,negative
32,blue-collar,married,secondary,yes,yes,cellular,3,feb,22,-1,unknown,negative
33,blue-collar,married,secondary,yes,yes,cellular,3,feb,16,-1,unknown,negative
32,housemaid,married,tertiary,yes,no,cellular,3,feb,133,77,failure,negative
33,services,married,tertiary,yes,yes,cellular,3,feb,54,270,failure,negative
45,unknown,married,unknown,yes,no,cellular,3,feb,419,-1,unknown,negative
51,blue-collar,married,primary,yes,no,telephone,3,feb,143,272,failure,negative
52,entrepreneur,divorced,tertiary,yes,yes,cellular,3,feb,373,236,failure,negative
41,management,married,tertiary,no,no,cellular,3,feb,858,-1,unknown,negative
35,management,single,tertiary,yes,no,cellular,3,feb,188,270,failure,negative
58,blue-collar,divorced,primary,no,no,telephone,3,feb,296,-1,unknown,negative
34,technician,married,secondary,no,no,cellular,3,feb,192,-1,unknown,negative
52,blue-collar,single,unknown,no,no,cellular,3,feb,168,-1,unknown,negative
38,technician,single,secondary,no,no,cellular,3,feb,14,196,other,negative
28,unemployed,single,secondary,no,no,cellular,3,feb,64,-1,unknown,negative
41,unemployed,married,secondary,yes,no,cellular,3,feb,53,-1,unknown,negative
31,blue-collar,married,primary,yes,no,cellular,3,feb,343,264,failure,negative
28,blue-collar,single,secondary,no,no,cellular,3,feb,337,-1,unknown,negative
26,blue-collar,single,secondary,no,yes,cellular,3,feb,542,-1,unknown,negative
49,admin.,married,secondary,no,no,cellular,3,feb,124,180,failure,negative
29,management,married,tertiary,no,no,cellular,3,feb,166,-1,unknown,negative
28,technician,single,secondary,no,no,cellular,3,feb,155,-1,unknown,negative
36,admin.,married,secondary,no,no,cellular,3,feb,248,-1,unknown,negative
28,technician,married,secondary,no,yes,cellular,3,feb,406,-1,unknown,negative
38,technician,single,tertiary,yes,no,cellular,3,feb,841,-1,unknown,negative
34,entrepreneur,single,tertiary,yes,no,cellular,3,feb,246,-1,unknown,negative
39,blue-collar,married,primary,no,no,cellular,3,feb,14,-1,unknown,negative
37,technician,married,secondary,yes,no,cellular,3,feb,18,201,other,negative
39,blue-collar,married,secondary,yes,no,cellular,3,feb,84,267,failure,negative
33,management,single,tertiary,no,no,cellular,3,feb,252,-1,unknown,negative
32,management,single,secondary,yes,yes,cellular,3,feb,19,-1,unknown,negative
52,blue-collar,single,secondary,no,yes,cellular,3,feb,363,-1,unknown,negative
32,management,married,tertiary,yes,no,cellular,3,feb,182,-1,unknown,negative
55,management,married,secondary,no,no,cellular,3,feb,66,-1,unknown,negative
34,housemaid,married,secondary,yes,no,cellular,3,feb,22,-1,unknown,negative
46,management,married,tertiary,yes,no,cellular,3,feb,80,256,failure,negative
26,technician,single,secondary,no,yes,cellular,3,feb,246,-1,unknown,negative
30,management,single,tertiary,no,no,cellular,3,feb,31,-1,unknown,negative
32,services,married,secondary,yes,yes,cellular,3,feb,158,201,failure,negative
44,services,married,primary,no,no,cellular,3,feb,224,-1,unknown,negative
38,admin.,married,secondary,no,no,cellular,3,feb,387,-1,unknown,negative
30,admin.,married,secondary,yes,no,cellular,3,feb,82,251,other,negative
42,services,single,secondary,no,no,cellular,3,feb,428,-1,unknown,negative
30,technician,single,secondary,no,no,cellular,3,feb,276,-1,unknown,negative
29,self-employed,single,tertiary,no,no,cellular,3,feb,125,-1,unknown,negative
33,student,single,secondary,yes,no,cellular,3,feb,121,256,failure,negative
31,blue-collar,married,primary,no,no,cellular,3,feb,148,-1,unknown,negative
31,technician,single,tertiary,no,no,cellular,3,feb,39,-1,unknown,negative
32,unemployed,single,tertiary,no,no,cellular,3,feb,298,-1,unknown,negative
36,blue-collar,divorced,primary,no,no,cellular,3,feb,306,-1,unknown,negative
48,blue-collar,single,secondary,yes,yes,cellular,3,feb,369,-1,unknown,negative
36,blue-collar,married,secondary,no,yes,cellular,3,feb,150,-1,unknown,negative
34,blue-collar,married,secondary,no,yes,cellular,3,feb,150,-1,unknown,negative
60,services,divorced,secondary,no,no,cellular,3,feb,282,-1,unknown,negative
56,self-employed,married,tertiary,no,no,cellular,3,feb,83,-1,unknown,negative
30,admin.,single,secondary,no,no,cellular,3,feb,86,-1,unknown,negative
29,student,single,tertiary,no,no,cellular,3,feb,143,-1,unknown,negative
29,technician,single,secondary,no,no,cellular,3,feb,206,-1,unknown,negative
36,management,married,tertiary,no,no,telephone,3,feb,26,197,failure,negative
51,housemaid,married,primary,no,no,cellular,3,feb,91,159,failure,negative
29,unknown,single,secondary,no,no,cellular,3,feb,266,-1,unknown,negative
32,technician,single,secondary,no,no,cellular,3,feb,446,-1,unknown,negative
34,management,single,tertiary,no,no,cellular,3,feb,18,-1,unknown,negative
29,management,married,tertiary,yes,no,cellular,3,feb,17,-1,unknown,negative
42,unknown,single,primary,yes,no,cellular,3,feb,144,271,failure,negative
39,blue-collar,married,unknown,yes,no,cellular,3,feb,254,-1,unknown,negative
42,technician,married,secondary,yes,no,cellular,3,feb,13,-1,unknown,negative
27,unemployed,single,tertiary,no,no,cellular,3,feb,65,-1,unknown,negative
38,management,married,tertiary,no,no,cellular,3,feb,389,-1,unknown,negative
32,management,married,secondary,yes,yes,cellular,3,feb,211,-1,unknown,negative
46,technician,married,secondary,yes,no,cellular,3,feb,67,-1,unknown,negative
34,blue-collar,married,secondary,yes,no,cellular,3,feb,88,251,failure,negative
46,unknown,married,unknown,no,no,cellular,3,feb,425,82,failure,negative
60,retired,married,tertiary,no,no,cellular,3,feb,128,-1,unknown,negative
52,management,married,tertiary,yes,no,cellular,3,feb,790,249,failure,negative
38,services,married,tertiary,yes,no,cellular,3,feb,178,-1,unknown,negative
36,unemployed,single,tertiary,no,no,cellular,3,feb,225,-1,unknown,negative
27,blue-collar,single,secondary,no,no,cellular,3,feb,565,-1,unknown,negative
54,technician,divorced,secondary,no,no,cellular,3,feb,294,-1,unknown,negative
69,retired,married,primary,no,no,telephone,3,feb,32,-1,unknown,negative
43,management,married,tertiary,no,no,cellular,3,feb,99,-1,unknown,negative
34,unemployed,married,tertiary,no,no,cellular,3,feb,289,-1,unknown,negative
24,admin.,single,secondary,no,no,cellular,3,feb,114,-1,unknown,negative
44,admin.,married,secondary,yes,no,cellular,3,feb,321,270,other,negative
27,admin.,married,secondary,yes,yes,cellular,3,feb,205,214,failure,negative
28,student,single,tertiary,no,no,cellular,3,feb,124,-1,unknown,negative
48,unemployed,married,secondary,yes,no,cellular,3,feb,109,-1,unknown,negative
54,blue-collar,married,secondary,yes,no,cellular,3,feb,94,271,failure,negative
36,management,married,tertiary,no,no,cellular,3,feb,280,-1,unknown,negative
36,management,single,tertiary,no,no,cellular,3,feb,22,196,failure,negative
27,blue-collar,single,primary,no,no,cellular,3,feb,10,-1,unknown,negative
41,entrepreneur,married,tertiary,yes,no,cellular,3,feb,168,-1,unknown,negative
26,blue-collar,single,secondary,no,no,cellular,3,feb,110,6,other,negative
54,retired,married,secondary,yes,no,telephone,3,feb,125,-1,unknown,negative
27,unemployed,single,secondary,no,yes,cellular,3,feb,392,-1,unknown,negative
26,self-employed,married,tertiary,yes,no,cellular,3,feb,222,-1,unknown,negative
