age,job,marital,education,housing,contact,day,month,duration,poutcome,Class
45,unemployed,single,primary,no,cellular,8,jul,286,unknown,negative
26,student,single,tertiary,no,cellular,8,jul,475,success,negative
38,entrepreneur,divorced,tertiary,no,cellular,8,jul,182,unknown,negative
67,admin.,married,primary,no,telephone,8,jul,64,unknown,negative
63,unknown,married,secondary,no,cellular,9,jul,122,unknown,negative
79,retired,married,secondary,no,telephone,9,jul,151,unknown,negative
40,management,married,tertiary,yes,cellular,9,jul,359,unknown,negative
23,admin.,single,secondary,no,cellular,9,jul,315,unknown,negative
39,services,married,secondary,yes,telephone,10,jul,123,unknown,negative
69,retired,married,primary,no,cellular,13,jul,144,unknown,negative
34,management,married,tertiary,yes,cellular,13,jul,326,unknown,negative
75,retired,married,secondary,no,telephone,15,jul,219,unknown,negative
32,management,single,tertiary,no,cellular,15,jul,166,failure,negative
37,admin.,married,tertiary,yes,cellular,16,jul,57,success,negative
31,unknown,married,secondary,no,cellular,20,jul,91,unknown,negative
49,management,married,tertiary,no,cellular,20,jul,258,unknown,negative
34,housemaid,married,secondary,no,telephone,21,jul,305,unknown,negative
61,unknown,single,primary,no,telephone,21,jul,465,unknown,negative
34,technician,single,tertiary,yes,cellular,21,jul,213,failure,negative
32,technician,married,secondary,no,cellular,23,jul,106,unknown,negative
57,retired,divorced,secondary,no,cellular,23,jul,64,unknown,negative
50,self-employed,married,secondary,no,cellular,23,jul,106,unknown,negative
72,management,married,tertiary,no,telephone,24,jul,116,unknown,negative
55,technician,married,secondary,no,cellular,27,jul,506,unknown,negative
71,retired,single,tertiary,no,telephone,27,jul,195,unknown,negative
63,retired,single,tertiary,no,cellular,27,jul,82,unknown,negative
30,admin.,single,secondary,no,cellular,28,jul,132,unknown,negative
34,technician,married,secondary,yes,cellular,28,jul,51,failure,negative
50,admin.,divorced,secondary,no,cellular,28,jul,72,failure,negative
49,technician,married,tertiary,no,cellular,28,jul,67,failure,negative
75,retired,married,primary,no,telephone,28,jul,258,unknown,negative
61,blue-collar,married,primary,no,telephone,28,jul,186,unknown,negative
28,management,single,tertiary,no,cellular,28,jul,383,unknown,negative
44,management,married,tertiary,yes,cellular,29,jul,292,failure,negative
32,services,married,unknown,no,cellular,30,jul,141,unknown,negative
62,retired,married,secondary,no,cellular,4,aug,151,unknown,negative
45,housemaid,married,primary,no,cellular,4,aug,205,unknown,negative
58,housemaid,married,primary,no,cellular,4,aug,197,unknown,negative
26,admin.,single,secondary,no,cellular,4,aug,92,other,negative
32,services,married,secondary,no,cellular,4,aug,149,unknown,negative
37,admin.,single,secondary,no,cellular,4,aug,236,failure,negative
46,self-employed,single,secondary,no,cellular,4,aug,326,success,negative
29,management,single,tertiary,no,cellular,4,aug,313,unknown,negative
67,management,married,unknown,no,cellular,4,aug,320,unknown,negative
52,admin.,married,secondary,yes,cellular,4,aug,218,unknown,positive
29,management,married,tertiary,no,cellular,4,aug,152,failure,negative
49,management,divorced,tertiary,no,cellular,4,aug,185,unknown,positive
66,retired,married,primary,no,telephone,4,aug,117,unknown,negative
57,entrepreneur,married,secondary,no,cellular,4,aug,138,unknown,negative
78,retired,married,secondary,no,cellular,4,aug,220,unknown,negative
62,retired,married,secondary,no,cellular,4,aug,259,failure,negative
31,admin.,single,secondary,no,cellular,4,aug,158,failure,negative
41,admin.,divorced,secondary,yes,cellular,4,aug,182,unknown,negative
47,management,married,tertiary,no,cellular,5,aug,432,success,negative
53,management,married,tertiary,yes,cellular,5,aug,397,failure,negative
41,management,married,tertiary,no,cellular,5,aug,206,failure,negative
30,management,single,tertiary,no,cellular,5,aug,299,unknown,negative
27,unemployed,single,secondary,no,cellular,5,aug,106,other,negative
66,retired,married,tertiary,no,cellular,5,aug,177,unknown,negative
39,admin.,divorced,secondary,yes,cellular,5,aug,156,unknown,negative
75,blue-collar,married,secondary,no,telephone,5,aug,416,unknown,negative
25,student,single,secondary,yes,telephone,5,aug,100,failure,negative
20,student,married,unknown,no,cellular,5,aug,385,failure,positive
25,self-employed,single,tertiary,no,telephone,5,aug,813,unknown,negative
45,management,married,tertiary,no,cellular,5,aug,131,failure,negative
37,management,divorced,tertiary,yes,cellular,6,aug,99,unknown,negative
80,retired,married,primary,no,cellular,6,aug,331,unknown,negative
80,retired,married,primary,no,cellular,6,aug,320,unknown,negative
35,admin.,married,tertiary,yes,cellular,6,aug,126,unknown,negative
58,management,married,tertiary,yes,cellular,6,aug,107,unknown,negative
30,admin.,single,secondary,yes,cellular,6,aug,121,other,negative
50,management,married,tertiary,no,cellular,6,aug,148,success,negative
21,student,single,secondary,no,cellular,6,aug,161,unknown,negative
46,admin.,married,secondary,no,cellular,6,aug,87,unknown,negative
65,retired,married,secondary,no,cellular,6,aug,111,failure,negative
32,services,single,secondary,no,cellular,6,aug,85,failure,negative
67,retired,married,tertiary,no,cellular,6,aug,190,unknown,negative
57,services,single,secondary,no,cellular,6,aug,355,unknown,positive
46,management,married,secondary,no,cellular,6,aug,472,unknown,negative
40,management,married,tertiary,no,cellular,6,aug,131,success,positive
29,management,single,tertiary,no,cellular,6,aug,174,unknown,negative
44,admin.,married,secondary,yes,cellular,6,aug,142,other,negative
74,retired,married,unknown,no,cellular,6,aug,165,unknown,negative
38,student,single,unknown,no,cellular,6,aug,789,unknown,negative
65,retired,married,tertiary,no,cellular,6,aug,280,failure,negative
62,retired,married,secondary,no,cellular,6,aug,116,unknown,negative
65,unknown,married,unknown,no,telephone,6,aug,256,unknown,positive
34,admin.,married,tertiary,yes,cellular,7,aug,88,unknown,negative
34,management,married,tertiary,no,cellular,7,aug,169,unknown,negative
71,retired,married,tertiary,no,cellular,7,aug,116,unknown,negative
59,housemaid,married,secondary,no,telephone,7,aug,107,failure,negative
57,housemaid,married,primary,yes,cellular,7,aug,59,unknown,negative
66,admin.,married,secondary,no,cellular,7,aug,131,unknown,negative
47,housemaid,married,primary,yes,cellular,7,aug,58,failure,negative
30,technician,married,secondary,no,cellular,7,aug,72,success,negative
63,retired,married,tertiary,no,cellular,7,aug,258,unknown,negative
41,admin.,married,tertiary,no,cellular,7,aug,273,failure,positive
59,retired,married,unknown,no,cellular,7,aug,149,failure,negative
45,admin.,married,secondary,yes,cellular,7,aug,292,unknown,negative
29,student,single,unknown,no,cellular,7,aug,173,unknown,negative
32,admin.,single,tertiary,no,cellular,7,aug,325,success,negative
57,services,married,secondary,yes,cellular,7,aug,239,success,negative
79,retired,married,secondary,no,telephone,7,aug,121,unknown,negative
37,admin.,single,secondary,no,cellular,7,aug,305,other,negative
37,technician,married,secondary,no,cellular,7,aug,83,other,negative
25,student,single,secondary,no,cellular,7,aug,100,unknown,negative
49,admin.,married,secondary,no,cellular,7,aug,70,unknown,negative
32,management,single,tertiary,no,cellular,7,aug,119,failure,negative
26,management,single,tertiary,no,cellular,7,aug,125,unknown,negative
25,management,single,tertiary,no,cellular,7,aug,121,unknown,negative
49,technician,married,secondary,no,cellular,7,aug,140,failure,negative
47,unknown,married,unknown,no,cellular,7,aug,384,success,negative
73,retired,divorced,secondary,no,cellular,7,aug,390,unknown,negative
33,services,married,secondary,no,cellular,7,aug,88,failure,negative
57,entrepreneur,married,secondary,no,cellular,7,aug,121,unknown,negative
35,entrepreneur,married,secondary,no,cellular,7,aug,158,success,negative
60,management,single,tertiary,yes,cellular,7,aug,231,unknown,positive
18,student,single,primary,no,telephone,10,aug,122,unknown,negative
63,management,married,tertiary,no,telephone,10,aug,255,unknown,negative
60,self-employed,married,tertiary,no,cellular,10,aug,419,unknown,negative
47,housemaid,married,primary,no,cellular,10,aug,1225,unknown,negative
27,admin.,single,secondary,no,cellular,10,aug,268,unknown,negative
37,admin.,married,secondary,yes,cellular,10,aug,70,unknown,negative
27,technician,single,tertiary,no,cellular,10,aug,88,unknown,negative
33,management,single,tertiary,no,cellular,10,aug,131,success,negative
39,blue-collar,single,tertiary,yes,cellular,10,aug,248,success,negative
46,admin.,married,secondary,no,cellular,10,aug,225,unknown,negative
30,student,single,secondary,no,telephone,10,aug,133,unknown,negative
65,unemployed,married,tertiary,no,cellular,10,aug,465,unknown,negative
33,management,married,tertiary,yes,cellular,10,aug,73,failure,negative
59,retired,married,tertiary,no,cellular,10,aug,489,success,negative
38,admin.,married,secondary,yes,cellular,10,aug,120,success,negative
48,blue-collar,married,secondary,yes,cellular,10,aug,158,success,negative
22,student,single,unknown,no,cellular,10,aug,148,unknown,negative
28,blue-collar,single,tertiary,yes,cellular,10,aug,89,failure,negative
80,retired,married,unknown,no,telephone,10,aug,156,unknown,negative
46,blue-collar,married,secondary,yes,cellular,10,aug,1529,failure,negative
33,admin.,married,secondary,yes,cellular,10,aug,155,success,negative
40,blue-collar,married,secondary,no,cellular,10,aug,153,failure,negative
52,housemaid,married,primary,yes,cellular,10,aug,352,failure,negative
71,retired,married,primary,no,telephone,10,aug,411,unknown,negative
40,technician,married,secondary,yes,cellular,10,aug,107,success,negative
26,student,single,secondary,no,cellular,10,aug,89,success,negative
30,management,married,tertiary,no,cellular,10,aug,134,failure,negative
62,retired,married,primary,no,telephone,10,aug,151,failure,negative
50,management,married,tertiary,no,cellular,10,aug,232,other,negative
32,technician,divorced,secondary,yes,cellular,10,aug,540,unknown,negative
23,student,single,tertiary,no,cellular,10,aug,298,unknown,negative
70,blue-collar,married,primary,no,telephone,10,aug,74,unknown,negative
55,admin.,divorced,secondary,no,cellular,10,aug,247,success,negative
33,technician,married,secondary,yes,cellular,10,aug,162,failure,negative
31,management,married,tertiary,no,cellular,10,aug,294,success,positive
26,student,single,tertiary,no,cellular,10,aug,121,failure,negative
44,management,divorced,tertiary,no,cellular,10,aug,71,unknown,negative
63,retired,married,unknown,no,cellular,11,aug,373,unknown,negative
45,management,married,tertiary,yes,cellular,11,aug,425,failure,negative
37,admin.,married,tertiary,yes,cellular,11,aug,48,unknown,negative
68,unknown,married,unknown,no,telephone,11,aug,329,unknown,negative
83,retired,married,tertiary,no,cellular,11,aug,155,failure,negative
31,admin.,single,secondary,no,cellular,11,aug,215,unknown,negative
34,self-employed,married,tertiary,no,telephone,11,aug,90,failure,negative
71,management,married,tertiary,no,cellular,11,aug,265,failure,negative
57,retired,married,secondary,no,cellular,11,aug,491,unknown,negative
55,technician,married,tertiary,no,cellular,11,aug,151,unknown,negative
73,management,married,secondary,no,telephone,11,aug,181,unknown,negative
64,retired,married,secondary,no,cellular,11,aug,157,other,negative
34,admin.,single,secondary,no,cellular,11,aug,89,success,negative
24,self-employed,single,tertiary,no,cellular,11,aug,123,success,negative
33,entrepreneur,married,unknown,yes,cellular,11,aug,156,failure,negative
42,technician,married,unknown,no,cellular,11,aug,155,success,negative
29,student,single,unknown,no,cellular,11,aug,91,unknown,negative
20,student,single,secondary,no,telephone,11,aug,88,failure,negative
22,student,single,unknown,no,cellular,11,aug,154,unknown,negative
28,student,single,secondary,no,cellular,11,aug,344,failure,negative
55,technician,divorced,secondary,no,cellular,11,aug,110,unknown,negative
40,admin.,married,tertiary,no,cellular,11,aug,170,success,negative
53,blue-collar,divorced,primary,no,telephone,11,aug,254,unknown,positive
31,management,married,tertiary,yes,cellular,11,aug,127,success,negative
60,technician,married,tertiary,yes,cellular,11,aug,75,failure,negative
78,retired,divorced,secondary,no,telephone,11,aug,95,unknown,negative
32,management,single,tertiary,yes,cellular,11,aug,112,other,negative
31,services,single,tertiary,no,cellular,11,aug,153,failure,negative
37,management,married,tertiary,yes,cellular,11,aug,93,other,negative
20,student,single,secondary,no,cellular,11,aug,203,unknown,negative
21,unemployed,single,secondary,no,cellular,11,aug,280,unknown,negative
34,blue-collar,single,secondary,no,cellular,11,aug,159,unknown,negative
29,management,single,tertiary,no,cellular,11,aug,94,unknown,negative
33,admin.,divorced,secondary,yes,cellular,11,aug,108,failure,negative
29,admin.,married,tertiary,no,cellular,11,aug,97,success,negative
45,admin.,married,secondary,yes,cellular,11,aug,201,failure,negative
55,technician,single,secondary,no,telephone,11,aug,91,failure,negative
55,retired,married,tertiary,yes,cellular,11,aug,526,failure,negative
24,student,single,secondary,no,cellular,11,aug,477,unknown,negative
72,unknown,married,unknown,no,cellular,11,aug,400,unknown,negative
81,retired,married,primary,no,telephone,11,aug,198,unknown,negative
42,admin.,married,secondary,yes,cellular,11,aug,120,failure,negative
32,blue-collar,single,tertiary,yes,cellular,11,aug,248,failure,negative
23,student,single,secondary,no,cellular,11,aug,162,unknown,negative
81,retired,divorced,primary,no,cellular,11,aug,163,unknown,negative
57,management,married,secondary,no,cellular,11,aug,82,unknown,negative
70,retired,married,unknown,no,telephone,11,aug,172,unknown,negative
36,management,married,tertiary,no,cellular,11,aug,176,unknown,negative
33,management,single,tertiary,no,cellular,11,aug,271,failure,negative
40,blue-collar,divorced,secondary,no,cellular,12,aug,266,unknown,negative
64,management,married,secondary,no,cellular,12,aug,68,unknown,negative
27,student,single,tertiary,no,cellular,12,aug,345,unknown,negative
71,retired,divorced,tertiary,no,cellular,12,aug,1117,unknown,negative
66,entrepreneur,married,primary,no,telephone,12,aug,701,unknown,negative
32,services,single,secondary,no,cellular,12,aug,340,unknown,negative
37,management,married,tertiary,yes,cellular,12,aug,62,success,negative
26,management,single,tertiary,no,cellular,12,aug,74,unknown,negative
25,technician,single,secondary,no,cellular,12,aug,121,unknown,negative
26,student,single,secondary,no,telephone,12,aug,127,unknown,negative
74,retired,married,tertiary,no,cellular,12,aug,90,unknown,negative
24,student,single,primary,no,cellular,12,aug,249,success,negative
28,technician,single,tertiary,yes,cellular,12,aug,150,success,negative
50,technician,divorced,unknown,no,cellular,12,aug,1336,unknown,positive
59,housemaid,married,primary,no,cellular,12,aug,90,failure,negative
38,admin.,single,secondary,yes,cellular,12,aug,251,failure,negative
35,housemaid,married,tertiary,no,cellular,12,aug,699,failure,negative
40,admin.,married,secondary,no,cellular,12,aug,238,unknown,negative
59,technician,married,secondary,no,cellular,12,aug,398,failure,positive
30,management,single,tertiary,no,cellular,12,aug,100,unknown,negative
28,unemployed,single,secondary,no,cellular,12,aug,119,unknown,negative
53,services,married,secondary,no,cellular,12,aug,90,success,negative
37,admin.,married,secondary,no,telephone,12,aug,92,unknown,negative
47,technician,married,tertiary,no,cellular,12,aug,236,success,negative
32,management,married,tertiary,no,cellular,12,aug,93,success,negative
37,admin.,single,tertiary,yes,cellular,12,aug,87,failure,negative
37,technician,single,secondary,no,cellular,12,aug,82,unknown,negative
34,technician,married,secondary,yes,cellular,12,aug,201,failure,negative
43,management,single,tertiary,yes,cellular,12,aug,161,unknown,negative
35,management,married,tertiary,yes,cellular,12,aug,94,failure,negative
82,retired,married,secondary,no,telephone,12,aug,150,unknown,negative
32,services,married,secondary,no,cellular,12,aug,305,failure,negative
36,management,single,tertiary,no,cellular,12,aug,153,unknown,negative
43,management,married,tertiary,no,cellular,12,aug,110,unknown,negative
58,blue-collar,divorced,primary,no,cellular,12,aug,58,unknown,negative
64,blue-collar,married,primary,no,telephone,12,aug,67,unknown,negative
35,admin.,single,secondary,no,cellular,12,aug,202,unknown,negative
26,services,single,secondary,yes,cellular,12,aug,153,unknown,negative
33,student,married,tertiary,yes,cellular,12,aug,113,unknown,negative
69,retired,married,primary,no,cellular,12,aug,875,success,negative
23,technician,single,tertiary,no,cellular,12,aug,96,unknown,negative
80,retired,married,secondary,no,cellular,12,aug,71,unknown,negative
57,management,married,secondary,no,cellular,12,aug,301,unknown,negative
34,unemployed,single,tertiary,no,cellular,12,aug,123,unknown,negative
76,retired,divorced,primary,no,cellular,12,aug,192,unknown,negative
49,entrepreneur,single,secondary,no,cellular,12,aug,175,success,negative
69,retired,married,primary,no,telephone,12,aug,26,unknown,negative
32,management,single,tertiary,no,cellular,12,aug,363,success,negative
33,technician,married,tertiary,no,cellular,12,aug,96,success,negative
46,technician,married,secondary,no,cellular,12,aug,107,success,negative
30,blue-collar,single,primary,no,cellular,12,aug,188,unknown,negative
64,retired,married,secondary,no,cellular,12,aug,174,unknown,negative
44,self-employed,married,unknown,yes,cellular,12,aug,44,success,negative
49,technician,married,secondary,no,cellular,12,aug,90,success,negative
53,services,married,unknown,yes,cellular,12,aug,166,other,negative
25,management,single,tertiary,no,cellular,12,aug,222,failure,negative
19,student,single,primary,no,cellular,12,aug,246,unknown,negative
44,technician,married,tertiary,yes,cellular,12,aug,120,failure,negative
46,unemployed,married,secondary,no,telephone,12,aug,542,failure,negative
26,management,single,tertiary,no,cellular,12,aug,243,unknown,negative
50,admin.,married,secondary,yes,cellular,12,aug,216,unknown,negative
74,retired,married,secondary,no,cellular,12,aug,543,unknown,negative
30,technician,married,secondary,no,cellular,12,aug,227,unknown,negative
26,student,single,secondary,no,telephone,12,aug,478,unknown,negative
31,management,married,tertiary,no,cellular,12,aug,112,success,negative
36,technician,married,secondary,yes,cellular,12,aug,107,unknown,negative
40,housemaid,married,secondary,no,cellular,12,aug,107,unknown,negative
30,unemployed,single,tertiary,no,cellular,12,aug,95,success,negative
32,self-employed,divorced,tertiary,no,cellular,12,aug,162,success,negative
32,technician,single,tertiary,yes,cellular,12,aug,68,success,negative
43,technician,single,secondary,no,cellular,12,aug,289,unknown,positive
62,management,married,tertiary,no,cellular,12,aug,344,unknown,negative
70,technician,married,tertiary,no,cellular,12,aug,298,unknown,negative
61,management,married,secondary,no,cellular,12,aug,331,unknown,negative
43,retired,divorced,primary,no,cellular,13,aug,111,unknown,negative
38,blue-collar,single,secondary,no,cellular,13,aug,255,failure,negative
47,services,married,secondary,no,cellular,13,aug,73,success,negative
32,technician,single,tertiary,no,cellular,13,aug,101,failure,negative
52,technician,married,tertiary,no,cellular,13,aug,349,unknown,negative
58,blue-collar,married,primary,no,telephone,13,aug,181,unknown,negative
67,retired,married,secondary,no,cellular,13,aug,187,unknown,negative
71,retired,married,secondary,no,cellular,13,aug,1175,other,negative
32,management,married,tertiary,yes,cellular,13,aug,102,success,negative
32,admin.,single,secondary,yes,cellular,13,aug,200,failure,negative
40,technician,married,tertiary,no,cellular,13,aug,220,failure,negative
26,management,single,tertiary,no,cellular,13,aug,402,unknown,negative
31,admin.,married,secondary,no,cellular,13,aug,315,success,positive
30,management,married,tertiary,yes,cellular,13,aug,105,unknown,negative
69,housemaid,single,unknown,no,cellular,13,aug,368,unknown,negative
29,student,single,secondary,no,cellular,13,aug,485,success,negative
51,retired,married,secondary,no,cellular,13,aug,164,unknown,negative
71,retired,married,secondary,no,cellular,13,aug,791,unknown,negative
67,technician,married,secondary,no,cellular,13,aug,1152,success,negative
26,student,single,secondary,no,cellular,13,aug,138,failure,negative
36,technician,married,tertiary,no,cellular,13,aug,328,unknown,negative
66,retired,married,secondary,no,cellular,13,aug,72,unknown,negative
37,technician,married,secondary,yes,cellular,13,aug,136,failure,negative
77,retired,married,secondary,no,cellular,13,aug,766,unknown,negative
33,admin.,married,secondary,no,cellular,13,aug,78,unknown,negative
33,management,married,tertiary,yes,cellular,13,aug,347,unknown,negative
34,management,married,tertiary,no,cellular,13,aug,160,unknown,negative
39,management,married,tertiary,no,cellular,13,aug,233,unknown,negative
33,management,single,secondary,yes,cellular,13,aug,105,unknown,negative
72,retired,married,primary,no,cellular,13,aug,100,other,negative
37,management,single,tertiary,no,telephone,13,aug,57,unknown,negative
28,services,single,secondary,yes,cellular,13,aug,129,unknown,negative
24,student,single,secondary,no,cellular,13,aug,74,unknown,negative
24,student,single,secondary,no,cellular,13,aug,103,success,negative
66,housemaid,divorced,primary,no,telephone,13,aug,213,unknown,negative
42,management,single,tertiary,yes,cellular,13,aug,284,failure,negative
33,admin.,married,secondary,no,cellular,13,aug,111,success,negative
29,management,married,tertiary,no,cellular,13,aug,83,failure,negative
21,management,single,secondary,no,cellular,13,aug,219,other,negative
35,admin.,single,tertiary,yes,cellular,13,aug,73,other,negative
34,technician,married,tertiary,yes,cellular,13,aug,726,unknown,negative
27,admin.,single,secondary,yes,cellular,13,aug,75,failure,negative
35,technician,married,secondary,no,cellular,13,aug,159,success,negative
48,self-employed,married,secondary,no,cellular,13,aug,344,failure,negative
34,admin.,married,tertiary,no,cellular,13,aug,135,success,negative
54,technician,married,secondary,no,cellular,13,aug,112,unknown,negative
74,retired,divorced,primary,no,cellular,13,aug,99,unknown,negative
36,admin.,single,tertiary,no,cellular,13,aug,185,success,negative
48,self-employed,married,tertiary,no,cellular,13,aug,371,unknown,negative
26,technician,single,tertiary,yes,cellular,13,aug,143,success,negative
45,technician,married,secondary,no,telephone,13,aug,99,unknown,negative
57,housemaid,divorced,primary,no,cellular,13,aug,146,unknown,negative
34,management,single,tertiary,no,cellular,13,aug,284,unknown,negative
30,admin.,single,tertiary,no,cellular,13,aug,75,success,negative
35,admin.,single,tertiary,no,cellular,13,aug,135,unknown,negative
50,housemaid,divorced,secondary,no,telephone,13,aug,43,failure,negative
30,management,single,tertiary,yes,cellular,13,aug,92,failure,negative
35,management,married,tertiary,yes,cellular,13,aug,236,unknown,negative
30,student,single,tertiary,no,telephone,13,aug,217,unknown,negative
34,management,single,tertiary,no,cellular,13,aug,99,success,negative
30,management,married,tertiary,no,cellular,13,aug,202,failure,negative
33,blue-collar,married,secondary,no,cellular,13,aug,238,failure,negative
33,management,married,tertiary,yes,cellular,13,aug,158,unknown,negative
66,management,single,tertiary,no,cellular,13,aug,275,unknown,negative
29,housemaid,single,tertiary,no,cellular,13,aug,126,unknown,negative
33,admin.,married,secondary,no,cellular,14,aug,228,failure,negative
58,retired,married,secondary,no,cellular,14,aug,182,failure,negative
74,retired,married,tertiary,no,cellular,14,aug,233,unknown,negative
67,retired,married,primary,no,telephone,14,aug,176,other,negative
59,unemployed,divorced,secondary,no,cellular,14,aug,185,failure,negative
68,retired,married,primary,no,cellular,14,aug,90,failure,negative
21,student,single,secondary,no,cellular,14,aug,126,other,negative
57,admin.,married,secondary,no,cellular,14,aug,180,failure,negative
29,unemployed,single,secondary,no,telephone,14,aug,151,failure,negative
43,unemployed,married,secondary,no,cellular,14,aug,98,failure,negative
45,management,married,tertiary,no,cellular,14,aug,117,unknown,negative
54,retired,married,tertiary,no,cellular,14,aug,319,failure,negative
33,self-employed,married,tertiary,no,cellular,14,aug,257,failure,negative
69,retired,married,primary,no,cellular,14,aug,230,unknown,negative
47,unemployed,married,secondary,no,cellular,14,aug,436,success,positive
63,retired,divorced,secondary,no,cellular,14,aug,415,unknown,negative
59,management,divorced,tertiary,no,cellular,14,aug,260,unknown,negative
58,management,divorced,tertiary,no,cellular,14,aug,92,success,negative
19,student,single,unknown,no,cellular,14,aug,253,unknown,negative
28,admin.,single,tertiary,yes,cellular,14,aug,78,other,negative
26,technician,single,tertiary,yes,cellular,14,aug,260,failure,negative
37,management,married,tertiary,yes,cellular,14,aug,190,failure,negative
64,retired,married,tertiary,no,cellular,14,aug,107,unknown,negative
22,student,single,secondary,no,cellular,14,aug,236,unknown,negative
38,technician,divorced,secondary,yes,cellular,14,aug,108,success,negative
29,student,single,unknown,no,cellular,14,aug,105,unknown,negative
72,retired,single,tertiary,no,cellular,14,aug,553,unknown,negative
57,retired,married,secondary,no,telephone,14,aug,82,unknown,negative
55,retired,married,primary,no,cellular,14,aug,482,unknown,negative
20,student,single,secondary,no,cellular,14,aug,101,unknown,negative
32,technician,married,tertiary,yes,cellular,14,aug,88,unknown,negative
32,management,single,tertiary,no,cellular,14,aug,203,failure,negative
36,technician,single,secondary,yes,cellular,14,aug,153,success,negative
41,admin.,divorced,secondary,yes,cellular,14,aug,142,failure,negative
32,blue-collar,single,secondary,yes,cellular,14,aug,99,unknown,negative
33,technician,married,tertiary,no,cellular,14,aug,70,unknown,negative
35,management,single,tertiary,no,cellular,14,aug,224,unknown,negative
54,technician,married,secondary,no,telephone,14,aug,159,success,negative
39,technician,married,tertiary,yes,cellular,14,aug,313,failure,negative
35,technician,married,secondary,yes,cellular,17,aug,80,failure,negative
32,technician,married,tertiary,no,cellular,17,aug,219,failure,negative
25,self-employed,single,unknown,no,cellular,17,aug,43,failure,negative
55,entrepreneur,married,tertiary,no,cellular,17,aug,116,unknown,negative
27,admin.,single,secondary,no,cellular,17,aug,75,unknown,negative
73,retired,married,tertiary,no,cellular,17,aug,152,unknown,negative
70,entrepreneur,married,tertiary,no,cellular,17,aug,551,unknown,negative
57,management,married,secondary,no,cellular,17,aug,80,unknown,negative
31,management,single,tertiary,no,cellular,17,aug,156,unknown,negative
56,blue-collar,married,secondary,yes,cellular,17,aug,97,unknown,negative
34,technician,single,secondary,no,telephone,17,aug,122,other,negative
26,student,single,secondary,no,cellular,17,aug,237,failure,negative
30,admin.,married,tertiary,yes,cellular,17,aug,115,unknown,negative
29,student,single,unknown,no,telephone,17,aug,123,unknown,negative
26,management,single,tertiary,yes,cellular,17,aug,125,unknown,negative
45,technician,divorced,secondary,yes,cellular,17,aug,123,success,negative
52,management,married,tertiary,no,cellular,17,aug,366,unknown,negative
58,management,married,tertiary,no,cellular,17,aug,628,other,negative
39,management,single,tertiary,no,cellular,17,aug,192,unknown,negative
36,admin.,married,secondary,yes,cellular,17,aug,80,failure,negative
67,retired,married,unknown,no,telephone,17,aug,119,failure,negative
67,retired,married,primary,no,cellular,17,aug,109,unknown,negative
36,management,single,tertiary,no,cellular,18,aug,33,unknown,negative
26,management,single,tertiary,no,cellular,18,aug,134,failure,negative
61,management,married,secondary,no,cellular,18,aug,243,unknown,negative
70,management,married,tertiary,no,cellular,18,aug,65,unknown,negative
71,retired,married,unknown,no,cellular,18,aug,177,unknown,negative
52,management,married,tertiary,no,cellular,18,aug,61,failure,negative
58,technician,married,tertiary,no,cellular,18,aug,543,failure,negative
37,management,married,tertiary,no,cellular,18,aug,147,failure,negative
79,housemaid,married,primary,no,cellular,18,aug,90,unknown,negative
30,blue-collar,married,secondary,no,cellular,18,aug,101,unknown,negative
39,services,single,secondary,no,telephone,18,aug,108,unknown,negative
35,management,divorced,tertiary,yes,cellular,18,aug,210,failure,negative
32,technician,married,tertiary,no,cellular,18,aug,101,unknown,negative
44,management,married,tertiary,yes,cellular,18,aug,360,unknown,negative
64,retired,married,secondary,no,cellular,18,aug,117,unknown,negative
65,retired,married,secondary,no,cellular,18,aug,363,unknown,negative
49,entrepreneur,single,tertiary,no,cellular,18,aug,307,unknown,negative
69,housemaid,married,primary,no,cellular,18,aug,197,failure,negative
60,management,married,secondary,no,telephone,18,aug,280,unknown,negative
49,management,married,tertiary,no,cellular,19,aug,431,unknown,negative
56,housemaid,divorced,secondary,no,cellular,19,aug,220,other,negative
67,retired,married,unknown,no,telephone,19,aug,578,unknown,negative
57,retired,married,tertiary,no,cellular,19,aug,250,failure,negative
58,retired,married,tertiary,no,cellular,19,aug,207,unknown,negative
43,admin.,married,secondary,no,cellular,19,aug,574,success,positive
63,retired,married,secondary,no,cellular,19,aug,399,success,negative
22,admin.,single,secondary,no,cellular,19,aug,65,unknown,negative
89,retired,married,tertiary,no,telephone,19,aug,2027,unknown,negative
35,technician,single,tertiary,yes,cellular,19,aug,768,failure,positive
38,admin.,divorced,secondary,yes,cellular,19,aug,89,unknown,negative
51,management,married,tertiary,yes,cellular,19,aug,263,other,negative
76,retired,married,tertiary,no,telephone,19,aug,170,unknown,negative
29,management,single,tertiary,no,cellular,19,aug,634,unknown,positive
39,technician,single,tertiary,no,telephone,19,aug,328,failure,negative
36,admin.,single,secondary,no,cellular,19,aug,321,unknown,negative
47,housemaid,divorced,secondary,no,cellular,19,aug,196,unknown,negative
81,retired,married,secondary,no,cellular,19,aug,65,unknown,negative
34,management,married,tertiary,no,cellular,20,aug,262,failure,negative
74,retired,married,primary,no,telephone,20,aug,84,unknown,negative
59,management,married,tertiary,yes,cellular,20,aug,928,unknown,negative
63,retired,married,primary,no,cellular,20,aug,110,unknown,negative
51,blue-collar,married,secondary,yes,cellular,20,aug,168,unknown,negative
33,management,single,tertiary,no,cellular,20,aug,131,unknown,negative
