job,day,month,duration,Class
management,18,may,216,negative
management,18,may,17,negative
blue-collar,18,may,288,negative
blue-collar,18,may,220,negative
blue-collar,18,may,296,negative
student,18,may,12,negative
admin.,18,may,200,negative
technician,18,may,28,negative
management,18,may,169,negative
management,18,may,175,negative
admin.,18,may,88,negative
admin.,18,may,185,negative
services,18,may,248,negative
management,18,may,52,negative
self-employed,18,may,155,negative
blue-collar,18,may,205,negative
student,18,may,68,negative
blue-collar,18,may,63,negative
management,18,may,114,negative
admin.,18,may,297,negative
services,18,may,185,negative
entrepreneur,18,may,1126,negative
admin.,18,may,186,negative
technician,18,may,382,negative
blue-collar,18,may,10,negative
services,18,may,222,negative
entrepreneur,18,may,284,negative
management,18,may,119,negative
entrepreneur,18,may,261,negative
blue-collar,18,may,113,negative
blue-collar,18,may,134,negative
management,18,may,11,negative
blue-collar,18,may,42,negative
blue-collar,18,may,19,negative
blue-collar,18,may,110,negative
blue-collar,18,may,110,negative
blue-collar,18,may,455,negative
blue-collar,18,may,119,negative
management,18,may,170,negative
self-employed,18,may,245,negative
blue-collar,18,may,268,negative
blue-collar,18,may,108,negative
blue-collar,18,may,182,negative
admin.,18,may,18,negative
technician,18,may,250,negative
services,18,may,154,negative
admin.,18,may,115,negative
blue-collar,18,may,169,negative
technician,18,may,176,negative
admin.,18,may,145,negative
blue-collar,18,may,119,negative
blue-collar,18,may,295,negative
housemaid,18,may,226,negative
technician,18,may,268,negative
blue-collar,18,may,33,negative
blue-collar,18,may,152,negative
blue-collar,18,may,176,negative
admin.,18,may,136,negative
blue-collar,18,may,41,negative
management,18,may,40,negative
management,18,may,34,negative
blue-collar,18,may,252,negative
blue-collar,18,may,156,negative
blue-collar,18,may,126,negative
technician,18,may,55,negative
admin.,18,may,114,negative
technician,18,may,134,negative
services,18,may,98,negative
blue-collar,18,may,18,negative
services,18,may,302,negative
blue-collar,18,may,351,positive
admin.,18,may,158,negative
services,18,may,98,negative
admin.,18,may,379,negative
services,18,may,128,negative
blue-collar,18,may,77,negative
blue-collar,18,may,632,negative
blue-collar,18,may,9,negative
services,18,may,69,negative
admin.,18,may,58,negative
admin.,18,may,148,negative
blue-collar,18,may,98,negative
blue-collar,18,may,13,negative
blue-collar,18,may,18,negative
management,18,may,345,negative
technician,18,may,8,negative
entrepreneur,18,may,57,negative
services,18,may,93,negative
technician,18,may,132,negative
blue-collar,18,may,34,negative
admin.,18,may,261,negative
services,18,may,133,negative
technician,18,may,398,negative
technician,18,may,287,negative
technician,18,may,208,negative
admin.,18,may,179,negative
blue-collar,18,may,434,negative
entrepreneur,18,may,119,negative
management,18,may,140,negative
self-employed,18,may,185,negative
management,18,may,26,negative
admin.,18,may,290,negative
admin.,18,may,191,negative
blue-collar,18,may,53,negative
admin.,18,may,44,negative
admin.,18,may,173,negative
admin.,18,may,380,negative
admin.,18,may,143,negative
services,18,may,115,negative
services,18,may,217,negative
admin.,18,may,164,negative
management,18,may,63,negative
blue-collar,18,may,325,negative
technician,18,may,167,negative
blue-collar,18,may,21,negative
management,18,may,47,negative
blue-collar,18,may,277,negative
technician,18,may,185,negative
technician,18,may,202,negative
services,18,may,9,negative
blue-collar,18,may,507,positive
admin.,18,may,82,negative
student,18,may,105,negative
management,18,may,212,negative
blue-collar,18,may,78,negative
technician,18,may,546,negative
services,18,may,196,negative
blue-collar,18,may,152,negative
admin.,18,may,165,negative
blue-collar,18,may,365,negative
management,18,may,229,negative
admin.,18,may,74,negative
technician,18,may,224,negative
management,18,may,10,negative
management,18,may,600,positive
services,18,may,156,negative
services,18,may,123,negative
blue-collar,18,may,190,negative
services,18,may,114,negative
admin.,18,may,435,negative
services,18,may,43,negative
management,18,may,106,negative
blue-collar,18,may,326,negative
management,18,may,81,negative
services,18,may,199,negative
management,18,may,170,negative
blue-collar,18,may,189,negative
management,18,may,84,negative
services,18,may,15,negative
management,18,may,143,negative
management,18,may,399,negative
blue-collar,18,may,125,negative
admin.,18,may,145,negative
blue-collar,18,may,644,negative
blue-collar,18,may,166,negative
services,18,may,111,negative
blue-collar,18,may,184,negative
services,18,may,233,negative
admin.,18,may,110,negative
blue-collar,18,may,116,negative
blue-collar,18,may,178,negative
management,18,may,334,negative
self-employed,18,may,144,negative
admin.,18,may,177,negative
admin.,18,may,232,negative
blue-collar,18,may,21,negative
management,18,may,191,negative
blue-collar,18,may,72,negative
self-employed,18,may,163,negative
blue-collar,18,may,183,negative
technician,18,may,78,negative
admin.,18,may,91,negative
blue-collar,18,may,253,negative
services,18,may,239,negative
blue-collar,18,may,169,negative
blue-collar,18,may,87,negative
blue-collar,18,may,20,negative
blue-collar,18,may,121,negative
blue-collar,18,may,127,negative
self-employed,18,may,149,negative
management,18,may,37,negative
blue-collar,18,may,132,negative
services,18,may,113,negative
management,18,may,24,negative
admin.,18,may,213,negative
technician,18,may,153,negative
technician,18,may,380,negative
technician,18,may,192,negative
technician,18,may,66,negative
blue-collar,18,may,57,negative
blue-collar,18,may,123,negative
blue-collar,18,may,180,negative
technician,18,may,179,negative
blue-collar,18,may,276,negative
technician,18,may,37,negative
blue-collar,18,may,143,negative
admin.,18,may,317,negative
services,18,may,105,negative
management,18,may,124,negative
admin.,18,may,316,negative
admin.,18,may,103,negative
technician,18,may,73,negative
management,18,may,230,negative
blue-collar,18,may,599,negative
blue-collar,18,may,504,negative
unemployed,18,may,182,negative
technician,18,may,336,negative
blue-collar,18,may,248,negative
blue-collar,18,may,504,negative
blue-collar,18,may,82,negative
services,18,may,182,negative
student,18,may,78,negative
blue-collar,18,may,518,negative
technician,18,may,778,negative
services,18,may,61,negative
student,18,may,203,negative
blue-collar,18,may,222,negative
management,18,may,59,negative
blue-collar,18,may,1010,negative
services,18,may,180,negative
technician,18,may,317,negative
entrepreneur,18,may,207,negative
entrepreneur,18,may,46,negative
admin.,18,may,120,negative
admin.,18,may,104,negative
admin.,18,may,432,negative
admin.,18,may,517,negative
blue-collar,18,may,180,negative
services,18,may,147,negative
blue-collar,18,may,98,negative
blue-collar,18,may,465,negative
blue-collar,18,may,599,negative
technician,18,may,40,negative
blue-collar,18,may,15,negative
technician,18,may,18,negative
admin.,18,may,35,negative
technician,18,may,309,negative
management,18,may,196,negative
retired,18,may,76,negative
admin.,18,may,61,negative
management,18,may,154,negative
blue-collar,18,may,23,negative
blue-collar,18,may,194,negative
admin.,18,may,336,negative
blue-collar,18,may,104,negative
management,18,may,98,negative
entrepreneur,18,may,236,negative
technician,18,may,146,negative
admin.,18,may,181,negative
admin.,18,may,197,negative
technician,18,may,9,negative
technician,18,may,166,negative
management,18,may,36,negative
admin.,18,may,267,negative
blue-collar,18,may,87,negative
services,18,may,409,negative
technician,18,may,16,negative
blue-collar,18,may,11,negative
services,18,may,8,negative
blue-collar,18,may,166,negative
admin.,18,may,9,negative
blue-collar,18,may,630,negative
admin.,18,may,23,negative
admin.,18,may,382,negative
student,18,may,33,negative
services,18,may,13,negative
admin.,18,may,227,negative
services,18,may,178,negative
retired,18,may,42,negative
technician,18,may,375,negative
technician,18,may,40,negative
management,18,may,241,negative
blue-collar,18,may,190,negative
management,18,may,213,negative
technician,18,may,69,negative
blue-collar,18,may,412,negative
blue-collar,18,may,31,negative
blue-collar,18,may,173,negative
blue-collar,18,may,165,negative
management,18,may,179,negative
technician,18,may,22,negative
blue-collar,18,may,158,negative
blue-collar,18,may,74,negative
services,18,may,92,negative
management,18,may,166,negative
blue-collar,18,may,857,negative
technician,18,may,368,negative
admin.,18,may,99,negative
admin.,18,may,221,negative
services,18,may,113,negative
blue-collar,18,may,549,negative
management,18,may,577,negative
entrepreneur,18,may,567,negative
unemployed,18,may,12,negative
blue-collar,18,may,14,negative
admin.,18,may,428,negative
technician,18,may,19,negative
blue-collar,18,may,350,negative
entrepreneur,18,may,76,negative
retired,18,may,142,negative
entrepreneur,18,may,61,negative
management,18,may,68,negative
management,18,may,130,negative
management,18,may,695,negative
technician,18,may,333,negative
blue-collar,18,may,312,negative
technician,18,may,239,negative
blue-collar,18,may,295,negative
management,18,may,1434,negative
admin.,18,may,488,negative
blue-collar,18,may,189,negative
student,18,may,194,negative
management,18,may,566,negative
services,18,may,486,negative
management,18,may,207,negative
blue-collar,18,may,179,negative
blue-collar,18,may,82,negative
student,18,may,237,negative
admin.,18,may,217,negative
blue-collar,18,may,351,negative
management,18,may,19,negative
entrepreneur,18,may,13,negative
blue-collar,18,may,112,negative
admin.,18,may,222,negative
retired,18,may,110,negative
management,18,may,311,negative
blue-collar,18,may,466,negative
blue-collar,18,may,80,negative
blue-collar,18,may,109,negative
blue-collar,18,may,22,negative
self-employed,18,may,54,negative
blue-collar,18,may,106,negative
technician,18,may,251,negative
admin.,18,may,895,negative
blue-collar,18,may,11,negative
admin.,18,may,8,negative
services,18,may,187,negative
services,18,may,83,negative
blue-collar,18,may,22,negative
entrepreneur,18,may,427,negative
management,18,may,6,negative
blue-collar,18,may,50,negative
blue-collar,18,may,66,negative
blue-collar,18,may,66,negative
services,18,may,32,negative
blue-collar,18,may,93,negative
management,18,may,193,negative
services,18,may,250,negative
blue-collar,18,may,72,negative
admin.,18,may,172,negative
management,18,may,54,negative
management,18,may,12,negative
blue-collar,18,may,6,negative
blue-collar,18,may,11,negative
blue-collar,18,may,410,negative
technician,18,may,53,negative
technician,18,may,4,negative
self-employed,18,may,30,negative
technician,18,may,5,negative
retired,18,may,27,negative
technician,18,may,7,negative
admin.,18,may,296,negative
blue-collar,18,may,170,negative
blue-collar,18,may,453,negative
services,18,may,16,negative
blue-collar,18,may,324,negative
technician,18,may,122,negative
blue-collar,18,may,663,negative
services,18,may,36,negative
blue-collar,18,may,14,negative
blue-collar,18,may,342,negative
blue-collar,18,may,291,negative
technician,18,may,10,negative
services,18,may,128,negative
admin.,18,may,22,negative
admin.,18,may,82,negative
services,18,may,146,negative
technician,18,may,9,negative
entrepreneur,18,may,9,negative
admin.,18,may,64,negative
technician,18,may,8,negative
blue-collar,18,may,18,negative
services,18,may,29,negative
admin.,18,may,20,negative
unemployed,18,may,184,negative
blue-collar,18,may,284,negative
blue-collar,18,may,24,negative
technician,18,may,11,negative
technician,18,may,26,negative
entrepreneur,18,may,35,negative
admin.,18,may,50,negative
admin.,18,may,22,negative
technician,18,may,687,negative
services,18,may,453,negative
technician,18,may,44,negative
blue-collar,18,may,80,negative
blue-collar,18,may,246,negative
services,18,may,12,negative
admin.,18,may,167,negative
blue-collar,18,may,197,negative
admin.,18,may,126,negative
blue-collar,18,may,424,negative
management,18,may,28,negative
technician,18,may,121,negative
management,18,may,214,negative
admin.,18,may,305,negative
self-employed,18,may,90,negative
services,18,may,236,negative
blue-collar,18,may,232,negative
admin.,18,may,80,negative
blue-collar,18,may,209,negative
management,18,may,178,negative
blue-collar,18,may,11,negative
blue-collar,18,may,953,negative
student,18,may,12,negative
services,18,may,267,negative
technician,18,may,176,negative
self-employed,18,may,34,negative
technician,18,may,214,negative
blue-collar,18,may,7,negative
admin.,18,may,56,negative
blue-collar,18,may,109,negative
technician,18,may,45,negative
technician,18,may,7,negative
blue-collar,18,may,27,negative
management,18,may,15,negative
services,18,may,42,negative
technician,18,may,45,negative
blue-collar,18,may,226,negative
services,18,may,477,negative
services,18,may,171,negative
blue-collar,18,may,82,negative
blue-collar,18,may,21,negative
management,18,may,81,negative
services,18,may,715,negative
blue-collar,18,may,52,negative
services,18,may,485,negative
technician,18,may,32,negative
admin.,18,may,8,negative
student,18,may,28,negative
services,18,may,1880,negative
blue-collar,22,may,135,negative
management,22,may,114,negative
services,22,may,394,negative
management,22,may,121,negative
student,22,may,190,negative
blue-collar,22,may,204,negative
management,22,may,150,negative
admin.,22,may,119,negative
management,22,may,172,negative
management,22,may,104,negative
management,22,may,91,negative
management,22,may,230,negative
self-employed,22,may,94,negative
management,22,may,122,negative
technician,22,may,89,negative
technician,22,may,563,negative
technician,22,may,86,negative
unemployed,22,may,680,negative
management,22,may,72,negative
admin.,22,may,74,negative
unemployed,22,may,158,negative
services,22,may,298,positive
technician,22,may,152,negative
management,22,may,168,negative
blue-collar,22,may,210,negative
admin.,22,may,81,negative
management,22,may,239,negative
services,22,may,100,negative
student,22,may,259,negative
management,22,may,271,positive
retired,22,may,250,negative
services,22,may,320,negative
retired,22,may,807,negative
blue-collar,22,may,190,negative
student,22,may,136,negative
management,22,may,181,negative
management,22,may,264,negative
management,22,may,81,negative
management,22,may,566,negative
management,22,may,98,negative
technician,22,may,106,negative
management,22,may,460,positive
student,22,may,198,positive
services,22,may,115,negative
admin.,22,may,71,negative
management,22,may,137,negative
unemployed,22,may,169,negative
technician,22,may,253,negative
technician,22,may,105,negative
entrepreneur,22,may,157,negative
technician,22,may,43,negative
admin.,22,may,249,negative
management,22,may,580,negative
unemployed,22,may,23,negative
management,22,may,46,negative
student,25,may,101,negative
admin.,25,may,97,negative
admin.,25,may,65,negative
technician,25,may,644,negative
blue-collar,25,may,86,negative
admin.,25,may,304,negative
technician,25,may,156,negative
housemaid,25,may,167,negative
technician,25,may,365,negative
technician,25,may,354,negative
technician,25,may,234,negative
technician,25,may,146,negative
student,25,may,112,negative
admin.,25,may,101,negative
technician,25,may,241,negative
technician,25,may,269,negative
technician,25,may,128,negative
technician,25,may,91,negative
admin.,25,may,56,negative
technician,25,may,104,negative
student,25,may,397,positive
student,25,may,327,negative
student,25,may,106,negative
services,25,may,90,negative
management,25,may,179,negative
housemaid,25,may,112,negative
management,25,may,265,negative
admin.,25,may,344,negative
services,25,may,70,negative
admin.,25,may,92,negative
technician,25,may,613,negative
services,25,may,485,negative
retired,25,may,185,negative
admin.,25,may,200,negative
technician,25,may,157,negative
services,25,may,128,negative
entrepreneur,25,may,163,negative
admin.,25,may,111,negative
management,25,may,305,negative
admin.,25,may,77,negative
management,25,may,74,negative
blue-collar,25,may,115,negative
retired,25,may,176,negative
admin.,25,may,205,negative
technician,25,may,180,negative
student,25,may,324,negative
admin.,25,may,159,negative
unknown,25,may,87,negative
management,25,may,116,negative
management,25,may,217,negative
management,25,may,109,negative
admin.,25,may,531,negative
admin.,25,may,214,negative
self-employed,25,may,143,negative
management,25,may,115,negative
management,25,may,123,negative
management,25,may,85,negative
technician,25,may,166,negative
blue-collar,25,may,217,negative
services,25,may,284,positive
management,25,may,170,negative
unemployed,25,may,100,negative
technician,25,may,281,negative
blue-collar,26,may,133,negative
management,26,may,527,negative
management,26,may,107,negative
services,26,may,314,negative
management,26,may,61,negative
self-employed,26,may,78,negative
management,26,may,135,negative
blue-collar,26,may,293,negative
technician,26,may,125,negative
management,26,may,66,negative
management,26,may,318,negative
technician,26,may,260,negative
technician,26,may,94,negative
management,26,may,140,negative
unemployed,26,may,309,negative
entrepreneur,26,may,251,negative
technician,26,may,111,negative
services,26,may,119,negative
management,26,may,159,negative
student,26,may,109,negative
student,26,may,217,negative
management,26,may,71,negative
unemployed,26,may,260,negative
unknown,26,may,333,negative
technician,26,may,228,negative
technician,26,may,256,negative
management,26,may,302,negative
technician,26,may,131,negative
management,26,may,154,negative
admin.,26,may,500,negative
management,26,may,172,negative
unknown,26,may,164,negative
entrepreneur,26,may,574,negative
management,26,may,244,negative
unemployed,26,may,137,negative
management,26,may,134,negative
unknown,26,may,98,negative
management,26,may,376,negative
unemployed,26,may,169,negative
management,26,may,240,negative
self-employed,26,may,122,negative
technician,26,may,167,negative
student,26,may,351,negative
retired,26,may,400,negative
technician,26,may,58,negative
management,26,may,56,negative
technician,26,may,145,negative
management,26,may,94,negative
admin.,26,may,68,negative
unemployed,26,may,103,negative
admin.,26,may,81,negative
technician,26,may,128,negative
retired,26,may,304,negative
management,26,may,55,negative
admin.,26,may,75,negative
student,26,may,147,negative
management,26,may,140,negative
technician,26,may,83,negative
technician,26,may,222,negative
technician,26,may,145,negative
management,26,may,118,negative
self-employed,26,may,69,negative
management,26,may,245,negative
admin.,26,may,135,negative
management,26,may,88,negative
management,26,may,303,negative
self-employed,26,may,132,negative
management,26,may,187,negative
management,26,may,109,negative
management,26,may,299,negative
management,26,may,93,negative
technician,26,may,223,negative
housemaid,26,may,141,negative
management,26,may,401,negative
admin.,26,may,149,negative
self-employed,26,may,136,negative
technician,26,may,114,negative
technician,26,may,323,negative
management,26,may,197,negative
technician,26,may,222,negative
technician,26,may,58,negative
services,26,may,407,negative
management,26,may,252,negative
admin.,26,may,80,negative
technician,26,may,112,negative
technician,26,may,87,negative
technician,26,may,176,negative
blue-collar,26,may,260,negative
blue-collar,26,may,103,negative
services,26,may,108,negative
technician,26,may,41,negative
admin.,26,may,89,negative
admin.,26,may,82,negative
management,26,may,150,negative
management,26,may,147,negative
technician,26,may,362,negative
admin.,26,may,118,negative
student,26,may,264,negative
retired,26,may,94,negative
student,26,may,258,negative
technician,26,may,137,negative
management,26,may,189,negative
housemaid,26,may,379,negative
management,26,may,245,negative
admin.,26,may,185,positive
management,26,may,129,negative
management,26,may,175,negative
technician,27,may,480,negative
admin.,27,may,71,negative
technician,27,may,158,negative
admin.,27,may,161,negative
admin.,27,may,189,positive
self-employed,27,may,82,negative
management,27,may,121,negative
management,27,may,188,negative
retired,27,may,282,negative
management,27,may,74,negative
management,27,may,483,negative
housemaid,27,may,108,negative
admin.,27,may,81,negative
student,27,may,283,negative
services,27,may,138,negative
retired,27,may,93,negative
housemaid,27,may,133,negative
management,27,may,140,negative
admin.,27,may,136,negative
technician,27,may,86,negative
management,27,may,145,negative
admin.,27,may,224,negative
blue-collar,27,may,101,negative
housemaid,27,may,95,negative
management,27,may,268,negative
unemployed,27,may,123,negative
student,27,may,297,negative
management,27,may,119,positive
management,27,may,114,negative
entrepreneur,27,may,113,negative
housemaid,27,may,1576,negative
student,27,may,107,negative
admin.,27,may,204,negative
management,27,may,82,negative
admin.,27,may,100,negative
management,27,may,146,negative
blue-collar,27,may,424,negative
management,27,may,103,negative
technician,27,may,161,negative
management,27,may,114,negative
admin.,27,may,237,negative
management,27,may,198,negative
management,27,may,207,negative
blue-collar,27,may,156,negative
student,27,may,112,negative
housemaid,27,may,110,negative
management,27,may,183,negative
admin.,27,may,76,negative
blue-collar,27,may,76,negative
blue-collar,27,may,128,negative
management,27,may,89,negative
self-employed,27,may,99,negative
management,27,may,236,negative
self-employed,27,may,144,negative
technician,27,may,99,negative
technician,27,may,186,negative
management,27,may,86,negative
admin.,28,may,158,negative
student,28,may,162,negative
management,28,may,110,negative
services,28,may,322,negative
management,28,may,210,negative
self-employed,28,may,568,negative
retired,28,may,294,negative
admin.,28,may,77,negative
admin.,28,may,85,negative
admin.,28,may,48,negative
admin.,28,may,93,negative
student,28,may,121,negative
technician,28,may,331,negative
services,28,may,95,negative
technician,28,may,135,negative
management,28,may,414,negative
management,28,may,361,negative
management,28,may,142,negative
blue-collar,28,may,95,negative
technician,28,may,61,negative
technician,28,may,32,negative
retired,28,may,141,negative
admin.,28,may,71,negative
entrepreneur,1,jun,113,negative
technician,1,jun,108,negative
admin.,1,jun,201,negative
technician,1,jun,71,negative
admin.,1,jun,110,negative
management,1,jun,190,negative
unemployed,1,jun,377,positive
management,1,jun,212,negative
management,1,jun,346,negative
technician,1,jun,129,negative
technician,1,jun,154,negative
technician,1,jun,175,negative
technician,1,jun,814,negative
management,1,jun,67,negative
student,1,jun,65,negative
management,1,jun,353,negative
admin.,1,jun,277,negative
retired,1,jun,244,negative
student,1,jun,119,negative
unemployed,1,jun,285,negative
unemployed,1,jun,161,negative
admin.,1,jun,165,negative
management,1,jun,459,negative
technician,1,jun,781,positive
entrepreneur,1,jun,233,negative
management,1,jun,177,positive
technician,1,jun,106,negative
technician,1,jun,144,negative
management,1,jun,93,negative
entrepreneur,1,jun,153,negative
management,1,jun,128,negative
retired,1,jun,151,negative
management,1,jun,128,negative
management,1,jun,388,negative
unknown,1,jun,180,negative
management,1,jun,87,negative
retired,1,jun,192,negative
entrepreneur,1,jun,761,negative
housemaid,1,jun,262,negative
management,1,jun,141,negative
management,1,jun,161,negative
management,1,jun,153,negative
admin.,1,jun,89,negative
management,1,jun,450,negative
admin.,1,jun,111,negative
technician,1,jun,182,negative
management,1,jun,336,negative
retired,1,jun,53,negative
management,1,jun,195,negative
technician,1,jun,373,negative
blue-collar,1,jun,78,negative
self-employed,1,jun,134,negative
services,1,jun,181,negative
management,1,jun,55,negative
management,1,jun,95,negative
technician,1,jun,113,negative
technician,1,jun,206,negative
management,1,jun,288,negative
management,2,jun,327,negative
admin.,2,jun,93,negative
management,2,jun,111,negative
technician,2,jun,149,negative
unknown,2,jun,23,negative
blue-collar,2,jun,106,negative
management,2,jun,101,negative
management,2,jun,479,positive
management,2,jun,143,negative
admin.,2,jun,154,negative
management,2,jun,126,negative
management,2,jun,282,positive
blue-collar,2,jun,118,negative
student,2,jun,115,negative
unemployed,2,jun,368,negative
management,2,jun,177,negative
management,2,jun,64,negative
self-employed,2,jun,84,negative
services,2,jun,297,negative
housemaid,2,jun,144,negative
management,2,jun,88,negative
self-employed,2,jun,50,negative
technician,2,jun,88,negative
unemployed,2,jun,395,negative
technician,2,jun,167,negative
self-employed,2,jun,253,negative
technician,2,jun,225,negative
management,2,jun,135,negative
admin.,2,jun,162,negative
services,2,jun,136,negative
admin.,2,jun,270,positive
housemaid,2,jun,138,negative
management,2,jun,100,negative
management,2,jun,163,negative
blue-collar,2,jun,74,negative
blue-collar,2,jun,108,negative
management,2,jun,91,negative
self-employed,2,jun,310,negative
management,2,jun,128,negative
self-employed,2,jun,392,negative
admin.,2,jun,392,negative
unemployed,2,jun,369,negative
entrepreneur,2,jun,217,negative
management,2,jun,116,negative
retired,2,jun,79,negative
technician,2,jun,318,positive
student,2,jun,116,negative
unemployed,2,jun,211,negative
management,2,jun,56,negative
technician,2,jun,245,positive
technician,2,jun,142,negative
self-employed,2,jun,673,negative
student,2,jun,154,negative
admin.,2,jun,696,negative
management,2,jun,352,negative
admin.,2,jun,159,negative
management,2,jun,118,negative
services,2,jun,210,negative
admin.,2,jun,224,negative
technician,2,jun,221,negative
technician,2,jun,147,negative
services,2,jun,130,negative
blue-collar,2,jun,130,negative
technician,2,jun,72,negative
blue-collar,2,jun,59,negative
admin.,2,jun,95,negative
technician,2,jun,306,negative
management,2,jun,77,negative
management,2,jun,112,negative
management,2,jun,80,negative
housemaid,2,jun,212,negative
management,2,jun,96,negative
management,2,jun,181,positive
admin.,2,jun,132,negative
self-employed,2,jun,76,negative
management,2,jun,146,negative
admin.,2,jun,189,negative
admin.,2,jun,269,negative
technician,2,jun,102,negative
management,2,jun,122,negative
student,2,jun,145,negative
retired,2,jun,71,negative
student,3,jun,206,negative
technician,3,jun,508,negative
management,3,jun,192,negative
blue-collar,3,jun,136,negative
management,3,jun,68,negative
retired,3,jun,123,negative
housemaid,3,jun,137,negative
blue-collar,3,jun,96,negative
technician,3,jun,200,negative
services,3,jun,171,negative
unemployed,3,jun,86,negative
management,3,jun,101,negative
student,3,jun,138,negative
management,3,jun,88,negative
technician,3,jun,116,negative
technician,3,jun,88,negative
management,3,jun,90,negative
services,3,jun,2219,negative
technician,3,jun,240,negative
management,3,jun,126,negative
management,3,jun,467,negative
technician,3,jun,107,negative
management,3,jun,342,negative
technician,3,jun,113,negative
retired,3,jun,170,negative
management,3,jun,74,negative
technician,3,jun,65,negative
admin.,3,jun,151,negative
services,3,jun,273,negative
technician,3,jun,138,negative
management,3,jun,157,negative
management,3,jun,1361,negative
technician,3,jun,254,negative
self-employed,3,jun,180,negative
admin.,3,jun,198,negative
technician,3,jun,247,negative
management,3,jun,136,negative
housemaid,3,jun,167,negative
technician,3,jun,74,negative
admin.,3,jun,102,negative
management,3,jun,300,positive
entrepreneur,3,jun,97,negative
technician,3,jun,343,negative
admin.,3,jun,156,negative
admin.,3,jun,42,negative
blue-collar,3,jun,161,negative
management,3,jun,175,negative
retired,3,jun,124,negative
technician,3,jun,656,negative
admin.,3,jun,77,negative
housemaid,3,jun,334,negative
management,3,jun,178,negative
technician,3,jun,150,negative
retired,3,jun,213,negative
technician,3,jun,266,negative
management,3,jun,78,negative
management,3,jun,114,negative
management,3,jun,203,negative
student,3,jun,34,negative
management,3,jun,295,negative
admin.,3,jun,218,negative
management,4,jun,125,negative
technician,4,jun,153,negative
management,4,jun,277,negative
services,4,jun,328,positive
admin.,4,jun,207,positive
unemployed,4,jun,94,negative
services,4,jun,106,negative
management,4,jun,176,negative
management,4,jun,449,positive
technician,4,jun,111,negative
management,4,jun,224,positive
management,4,jun,151,negative
admin.,4,jun,80,negative
management,4,jun,144,negative
management,4,jun,787,positive
services,4,jun,78,negative
technician,4,jun,221,negative
management,4,jun,105,negative
technician,4,jun,77,negative
technician,4,jun,217,negative
student,4,jun,112,negative
technician,4,jun,218,negative
management,4,jun,422,negative
student,4,jun,113,negative
unemployed,4,jun,442,negative
services,4,jun,352,negative
services,4,jun,246,positive
entrepreneur,4,jun,143,negative
unknown,4,jun,247,negative
management,4,jun,216,negative
admin.,4,jun,156,negative
management,4,jun,94,negative
admin.,4,jun,66,negative
admin.,4,jun,73,negative
unknown,4,jun,125,negative
management,4,jun,180,negative
unemployed,4,jun,114,negative
technician,4,jun,111,negative
management,4,jun,117,negative
management,4,jun,101,negative
admin.,4,jun,105,negative
retired,4,jun,207,negative
student,4,jun,1094,negative
management,5,jun,133,negative
admin.,5,jun,133,negative
admin.,5,jun,397,positive
admin.,5,jun,264,negative
admin.,5,jun,155,negative
management,5,jun,169,negative
blue-collar,5,jun,247,negative
management,5,jun,109,negative
services,5,jun,227,negative
technician,5,jun,398,negative
services,5,jun,206,negative
management,5,jun,317,negative
admin.,5,jun,77,negative
management,5,jun,133,negative
blue-collar,5,jun,329,negative
admin.,5,jun,145,negative
management,5,jun,213,negative
management,5,jun,604,negative
housemaid,5,jun,153,negative
management,5,jun,76,negative
admin.,5,jun,227,negative
student,5,jun,471,negative
unemployed,5,jun,92,negative
services,5,jun,329,negative
technician,5,jun,263,negative
management,5,jun,57,negative
technician,5,jun,271,negative
student,5,jun,455,negative
self-employed,5,jun,201,positive
admin.,5,jun,89,negative
housemaid,5,jun,58,negative
technician,5,jun,96,negative
management,5,jun,138,negative
blue-collar,5,jun,614,negative
technician,5,jun,303,negative
admin.,5,jun,110,negative
retired,5,jun,151,negative
self-employed,5,jun,800,negative
management,5,jun,113,negative
management,5,jun,200,negative
blue-collar,8,jun,143,negative
admin.,8,jun,130,negative
retired,8,jun,58,negative
technician,8,jun,97,negative
admin.,8,jun,86,negative
self-employed,8,jun,98,negative
housemaid,8,jun,152,negative
unemployed,8,jun,252,negative
management,8,jun,127,negative
management,8,jun,139,negative
technician,8,jun,301,positive
self-employed,8,jun,84,negative
management,9,jun,98,negative
technician,9,jun,431,negative
management,9,jun,106,negative
technician,9,jun,100,negative
services,9,jun,337,negative
unemployed,9,jun,835,negative
entrepreneur,9,jun,67,negative
management,9,jun,103,negative
services,12,jun,105,negative
blue-collar,12,jun,127,negative
management,12,jun,137,negative
management,12,jun,230,negative
management,12,jun,175,negative
technician,12,jun,80,negative
services,12,jun,126,positive
blue-collar,12,jun,69,negative
technician,12,jun,234,negative
admin.,12,jun,136,negative
technician,12,jun,177,negative
technician,12,jun,110,negative
self-employed,12,jun,139,negative
student,12,jun,39,negative
blue-collar,15,jun,94,negative
student,15,jun,263,negative
self-employed,15,jun,294,negative
technician,15,jun,54,negative
management,15,jun,268,negative
blue-collar,15,jun,439,negative
blue-collar,15,jun,292,negative
management,15,jun,92,negative
technician,15,jun,114,negative
management,15,jun,147,negative
management,15,jun,181,negative
admin.,15,jun,139,negative
services,15,jun,372,positive
admin.,15,jun,135,negative
unemployed,15,jun,92,negative
student,15,jun,41,negative
technician,15,jun,74,negative
admin.,15,jun,157,negative
blue-collar,15,jun,24,negative
admin.,15,jun,104,negative
services,15,jun,64,negative
retired,15,jun,592,negative
