At3,At9,At10,Class
2.3404,11.3526,162.238,negative
2.6604,23.856,202.592,negative
3.0964,4.103,284.839,negative
2.8856,1.677,164.055,negative
2.617,30.37,128.673,negative
2.4564,17.7354,178.928,negative
2.2833,60.3974,95.4172,negative
2.5289,1.0356,99.6031,negative
3.5002,9.008,277.138,negative
2.8202,3.9349,154.443,negative
3.5842,1.1528,52.1409,negative
2.8215,2.102,178.049,negative
2.827,11.545,214.487,negative
3.0752,3.7892,312.446,negative
2.8722,20.924,60.418,negative
3.0812,3.7502,100.395,negative
2.3802,21.7684,216.874,negative
2.1599,57.56,147.567,negative
2.6542,17.02,104.301,negative
2.7462,2.1511,135.317,negative
3.2086,0.0608,182.771,negative
2.3139,38.68,191.452,negative
2.608,66.7511,102.963,negative
2.2068,56.1897,144.424,negative
3.4001,1.5208,324.054,negative
2.9564,9.0373,237.338,negative
2.772,8.548,196.298,negative
2.5557,12.967,198.518,negative
3.5705,15.8766,115.722,negative
2.3522,83.2347,242.055,negative
2.6613,5.6712,258.733,negative
2.3918,9.9795,199.053,negative
2.3579,43.0169,66.4591,negative
3.065,0.292,205.459,negative
2.4362,19.395,160.604,negative
2.3493,5.2825,224.76,negative
2.1875,89.264,135.31,negative
2.9479,1.109,143.036,negative
2.2122,9.1895,193.294,negative
2.6279,68.0783,70.5975,negative
2.7846,2.106,178.061,negative
2.9795,17.6219,245.082,negative
2.1287,52.881,125.609,negative
2.851,3.003,80.5213,negative
2.1804,7.8457,196.079,negative
2.88,1.2725,211.948,negative
3.083,34.5241,128.222,negative
3.2955,1.2947,233.194,negative
2.8007,6.3649,237.727,negative
3.6396,6.658,107.841,negative
3.1425,25.8692,169.83,negative
2.7197,7.6218,169.222,negative
2.4624,22.4722,213.275,negative
2.6679,22.8802,126.28,negative
2.48,27.6555,168.025,negative
3.9526,0.849,288.849,negative
2.1383,89.7647,110.838,negative
2.4594,11.9867,193.958,negative
4.4222,12.6281,252.038,negative
3.2026,3.627,195.093,negative
2.4921,4.5268,175.637,negative
2.9713,3.4486,274.863,negative
2.4133,26.03,138.247,negative
2.2822,6.918,172.337,negative
4.286,0.0591,293.621,negative
2.4378,30.2511,173.673,negative
2.2672,82.557,102.127,negative
2.4983,9.4546,166.389,negative
2.3802,32.9032,184.826,negative
2.9063,14.7852,275.447,negative
2.9496,1.9931,245.718,negative
2.4191,47.2791,99.5487,negative
2.0626,86.497,130.298,negative
2.8567,6.0417,247.532,negative
2.4764,89.3334,155.394,negative
3.4098,14.769,124.628,negative
3.77,9.487,96.3426,negative
3.1265,24.038,78.5815,negative
2.9952,4.2561,174.876,negative
3.0819,14.283,214.496,negative
2.6613,9.1753,109.133,negative
2.7197,1.2256,293.199,negative
2.3531,25.441,192.77,negative
4.2023,1.29,247.228,negative
2.4409,34.667,188.074,negative
3.5765,8.1473,203.565,negative
2.8722,9.518,190.556,negative
2.9666,3.5273,212.538,negative
2.055,23.4492,140.246,negative
2.1833,38.0087,66.0699,negative
3.008,5.1143,342.284,negative
3.1316,6.772,227.296,negative
3.494,5.47,285.277,negative
2.2577,81.5685,177.191,negative
3.3105,1.667,246.854,negative
3.0088,3.265,225.938,negative
2.9617,16.39,178.782,negative
2.3212,0.039,212.271,negative
2.8546,2.039,257.543,negative
2.86,5.884,229.414,negative
2.8558,2.2496,221.213,negative
3.0267,25.219,135.89,negative
2.9682,6.074,185.927,negative
2.6128,6.552,344.887,negative
2.3473,20.6134,198.947,negative
2.9484,4.3032,277.867,negative
3.1469,3.917,266.082,negative
2.1351,53.022,112.656,negative
2.5521,5.271,197.461,negative
2.1222,18.8504,187.639,negative
2.7924,12.006,227.853,negative
2.7871,4.783,253.844,negative
4.1703,8.013,249.695,negative
3.1984,3.6,177.547,negative
2.233,71.1985,180.764,negative
2.9643,8.7761,172.188,negative
3.4837,1.213,358.409,negative
3.0436,2.929,276.164,negative
3.2078,7.4381,245.221,negative
2.8519,2.967,186.762,negative
2.6165,25.723,229.144,negative
2.3385,55.451,224.775,negative
3.7191,0.519,262.125,negative
2.2304,37.882,236.636,negative
2.7029,12.6816,302.801,negative
2.4158,37.454,108.484,negative
2.5085,6.3074,165.483,negative
3.6064,31.1596,122.894,negative
2.4273,77.863,224.446,negative
3.2317,6.8605,262.294,negative
2.4314,54.769,45.1365,negative
3.5462,0.4249,230.527,negative
2.3729,25.4027,134.164,negative
2.7447,1.5067,205.165,negative
3.7514,7.111,202.141,negative
2.8007,33.0542,110.184,negative
2.6425,10.4791,205.088,negative
2.8609,25.4216,189.416,negative
2.5459,7.8286,196.255,negative
3.5039,1.3658,333.065,negative
3.5798,14.486,102.869,negative
3.5089,1.9943,185.909,negative
2.3988,8.3766,182.316,negative
2.5563,5.534,107.999,negative
2.3086,70.247,107.393,negative
3.0118,9.7328,66.4324,negative
2.4843,31.8921,185.176,negative
2.9006,20.7994,183.389,negative
2.3294,44.127,106.503,negative
2.5145,6.405,182.646,negative
2.1861,26.7597,235.809,negative
2.6642,0.9472,269.799,negative
2.5347,3.3099,152.943,negative
2.5664,12.0409,153.505,negative
2.3683,40.206,256.54,negative
2.5993,13.464,129.532,negative
2.871,1.9948,286.301,negative
3.343,9.748,86.5516,negative
2.6762,1.5847,162.155,negative
2.1569,34.606,220.911,negative
2.4495,5.825,165.157,negative
2.415,63.7141,122.215,negative
2.6857,5.373,245.467,negative
3.9102,2.727,353.646,negative
2.596,17.804,126.901,negative
3.1239,5.818,218.792,negative
2.2577,3.8562,161.481,negative
3.123,0.2752,296.428,negative
2.7135,3.101,238.182,negative
2.7431,1.924,167.097,negative
2.5729,14.237,129.815,negative
3.036,6.3965,218.587,negative
2.8119,2.9976,137.086,negative
3.3495,12.941,74.4644,negative
2.07,10.758,105.96,negative
2.1538,41.3072,194.593,negative
3.4378,7.0849,321.928,negative
2.5581,8.3678,231.332,negative
2.4631,9.9314,196.476,negative
2.6799,10.268,135.066,negative
2.2292,28.5692,147.574,negative
3.5638,10.522,216.027,negative
2.6186,15.767,235.788,negative
2.8231,3.2173,243.946,negative
3.0269,6.3431,198.699,negative
2.4757,21.6007,117.827,negative
2.7181,1.9751,208.336,negative
2.8814,22.233,27.895,negative
2.5647,30.306,239.997,negative
2.73,85.5644,100.562,negative
2.2188,34.906,158.878,negative
2.8089,10.628,207.959,negative
2.9358,5.5419,164.463,negative
2.3909,6.9844,234.69,negative
2.7368,31.9183,224.813,negative
3.5079,1.1214,350.666,negative
2.4074,17.602,183.082,negative
2.6112,57.598,191.415,negative
2.5599,0.762,175.781,negative
2.4526,64.0684,97.0768,negative
3.2715,1.3872,239.75,negative
2.5982,7.9405,200.671,negative
3.2374,11.196,102.006,negative
2.4997,6.8428,214.804,negative
2.3874,2.1506,174.767,negative
3.1433,11.5205,201.967,negative
2.8373,4.072,263.121,negative
3.0356,4.2004,238.259,negative
2.4654,31.5112,90.2205,negative
2.4289,67.4727,174.879,negative
2.6484,23.479,159.54,negative
2.4616,63.385,200.235,negative
3.032,12.1278,254.066,negative
2.7853,3.654,219.484,negative
3.0757,2.9623,315.02,negative
2.5581,12.3552,253.279,negative
2.9863,11.1617,181.296,negative
2.5599,17.6539,171.036,negative
2.8248,1.3389,388.998,negative
2.7631,44.6119,152.287,negative
2.5563,5.2526,143.83,negative
3.6503,2.791,227.554,negative
3.1067,0.8502,287.433,negative
3.2647,2.2166,227.106,negative
2.3874,7.161,198.646,negative
2.4771,14.948,186.382,negative
2.5888,17.1332,187.177,negative
2.4778,5.887,133.769,negative
2.8254,10.8862,160.306,negative
2.8488,14.4319,63.7038,negative
2.2601,2.0956,124.365,negative
2.8069,12.441,250.153,negative
4.1208,2.012,252.975,negative
3.0661,11.591,213.63,negative
2.8531,4.604,212.39,negative
3.1676,22.6709,31.7618,negative
3.2543,8.2437,134.18,negative
3.6063,13.3384,174.528,negative
4.0179,1.6234,300.864,negative
2.6566,3.045,249.375,negative
4.1294,3.996,181.433,negative
2.9814,10.0602,122.95,negative
2.5664,11.8712,224.665,negative
2.9747,83.6828,156.651,negative
2.3064,3.111,73.605,negative
2.954,0.677,187.947,negative
3.3826,5.288,228.431,negative
2.3454,26.583,107.711,negative
3.3308,1.29,294.867,negative
4.0077,1.312,250.588,negative
2.5843,8.131,127.428,negative
2.5966,64.9079,141.297,negative
2.0354,81.4811,135.762,negative
2.2109,28.599,208.315,negative
2.6749,26.0436,233.078,negative
2.0881,60.148,150.494,negative
2.4014,30.0391,184.933,negative
2.9405,48.571,132.193,negative
3.0158,21.4977,14.0229,negative
3.1174,62.395,56.3603,negative
3.6056,2.9756,340.26,negative
3.1297,18.8627,89.4831,negative
2.8454,2.4092,152.081,negative
3.4661,4.447,215.524,negative
3.3481,15.361,226.943,negative
3.7005,5.1838,224.977,negative
3.1836,9.9495,262.636,negative
2.6794,19.206,176.354,negative
4.3177,2.6087,295.838,negative
3.1995,1.912,275.476,negative
2.7973,2.6347,215.594,negative
2.7181,9.4671,201.21,negative
2.2227,2.819,222.857,negative
2.8055,9.0533,221.657,negative
2.76,0.5636,110.637,negative
2.5179,7.9618,169.428,negative
2.6474,10.6572,47.6311,negative
2.2799,28.38,240.814,negative
2.6744,1.465,185.662,negative
2.9125,7.4712,280.891,negative
2.5966,4.803,130.957,negative
2.5192,22.5206,209.374,negative
2.1717,60.218,135.999,negative
2.1847,48.964,77.2833,negative
2.8363,27.256,158.752,negative
2.6395,6.47,242.667,negative
3.4229,2.42,295.415,negative
2.4338,3.6518,108.756,negative
2.7616,12.329,192.995,negative
3.5714,33.757,109.631,negative
3.9079,0.709,341.038,negative
3.0372,3.9371,296.344,negative
4.0712,0.3662,299.567,negative
2.8848,4.1871,291.69,negative
2.9085,2.7047,272.883,negative
2.1717,25.883,115.52,negative
2.8639,3.46,271.43,negative
2.9292,10.913,257.701,negative
2.4601,0.8525,195.313,negative
2.238,33.547,219.147,negative
2.8979,3.9947,198.627,negative
2.2776,1.5218,75.0411,negative
2.894,8.545,243.993,negative
2.1569,23.504,47.7905,negative
2.4338,48.9365,183.95,negative
2.433,3.951,196.813,negative
2.1351,24.114,171.808,negative
2.2368,77.978,31.6795,negative
3.2443,3.2717,163.52,negative
3.4933,2.4381,93.9152,negative
2.7046,3.5068,182.331,negative
2.0434,29.266,228.304,negative
2.5126,2.2868,222.401,negative
2.1746,33.8342,182.888,negative
2.0881,61,134.474,negative
2.4976,24.5471,96.1011,negative
2.5977,15.033,154.98,negative
2.7955,7.5449,177.935,negative
2.6048,2.6807,209.483,negative
2.1123,16.258,197.18,negative
2.8099,1.307,209.682,negative
2.8407,3.351,283.211,negative
2.3551,2.7625,196.938,negative
2.7336,39.8008,136.096,negative
2.0473,17.933,163.845,negative
2.6425,21.61,76.0045,negative
2.2967,2.3939,79.0246,negative
3.0481,4.179,203.56,negative
3.2718,5.617,240.427,negative
2.3201,46.146,227.002,negative
2.6459,16.594,116.39,negative
2.8698,5.07,201.085,negative
2.4158,25.044,141.543,negative
2.4713,74.264,143.023,negative
2.6726,5.1398,298.695,negative
2.73,0.2188,154.899,negative
3.3442,3.1921,360.081,negative
2.4057,14.527,212.938,negative
2.3589,55.9097,188.985,negative
2.4564,6.686,236.961,negative
2.9729,1.797,227.366,negative
3.7978,1.304,280.941,negative
4.0786,1.7602,277.938,negative
3.4853,2.829,335.948,negative
2.1732,1.4613,252.041,negative
3.2961,0.9621,312.489,negative
2.6924,8.8093,199.272,negative
3.4751,11.0144,190.593,negative
2.4023,65.6668,175.984,negative
2.781,14.3144,135.996,negative
3.5356,0.8537,352.474,negative
3.0851,30.84,115.272,negative
3.4897,2.69,331.581,negative
2.5563,10.52,71.5688,negative
2.0394,61.71,199.915,negative
3.2156,1.789,251.585,negative
2.2292,70.028,157.901,negative
2.8139,5.3586,225.478,negative
2.7168,24.096,273.949,negative
3.5664,7.32,116.643,negative
3.0432,4.9357,204.69,negative
2.2695,2.8211,70.2896,negative
3.2319,6.673,291.903,negative
2.6977,2.4725,171.071,negative
2.946,69.7546,107.047,negative
2.0434,49.8852,135.89,negative
2.6902,6.324,147.389,negative
2.1055,63.3618,74.5681,negative
2.5966,4.869,156.565,negative
2.9874,34.772,157.905,negative
3.4192,3.4732,211.577,negative
3.554,31.475,206.909,negative
2.4125,46.6564,78.3395,negative
2.905,5.0326,191.503,negative
2.0314,25.186,86.7517,negative
2.1287,27.469,201.41,negative
2.5569,0.2694,142.248,negative
2.7332,5.059,205.448,negative
2.4955,79.7296,56.7602,negative
2.0394,75.0703,99.2704,negative
3.2905,65.912,133.173,negative
2.8146,3.408,227.08,negative
2.752,21.9356,123.759,negative
2.635,17.2551,188.885,negative
3.1767,7.7603,290.482,negative
2.4564,48.901,198.631,negative
3.0179,52.36,156.726,negative
2.2266,18.4308,169.383,negative
3.2917,1.839,269.468,negative
2.9506,76.584,89.9856,negative
2.4624,70.87,127.306,negative
2.5205,0.059,127.905,negative
2.8822,4.834,183.768,negative
2.702,8.293,142.059,negative
3.381,5.2231,276.536,negative
2.6439,2.995,272.28,negative
2.4241,5.787,130.23,negative
2.4616,2.423,180.545,negative
2.7173,13.341,63.2308,negative
2.9172,79.5884,113.506,negative
2.4298,66.851,148.022,negative
2.1351,7.022,151.46,negative
2.6144,67.617,179.25,negative
2.9243,2.642,191.493,negative
2.4065,24.588,132.624,negative
2.634,43.7063,91.0879,negative
2.6889,35.16,137.929,negative
2.6064,25.312,155.949,negative
2.8466,12.857,290.7,negative
2.7105,9.3046,150.686,negative
2.9581,3.1439,357.692,negative
2.5717,10.6855,117.355,negative
2.2833,22.2335,116.364,negative
3.8447,4.9318,223.58,negative
2.0774,81.3693,121.969,negative
3.1824,1.825,274.892,negative
2.8136,6.251,251.259,negative
3.4071,4.9835,286.426,negative
3.8913,18.85,135.605,negative
2.2292,9.9252,124.016,negative
3.66,0.8864,340.59,negative
3.3613,2.154,260.536,negative
3.2299,0.7458,378.241,negative
2.3646,4.591,213.687,negative
2.1569,26.089,169.349,negative
2.7712,3.828,225.341,negative
2.7749,6.0857,212.947,negative
2.711,10.3535,218.411,negative
3.1896,1.5532,250.943,negative
2.8106,9.6888,169.451,negative
2.5296,64.378,127.346,negative
2.372,4.228,241.422,negative
2.5315,9.239,169.867,negative
3.1508,13.5688,163.248,negative
3.2961,7.47,109.393,negative
2.6928,8.826,152.247,negative
3.0527,1.003,239.627,negative
3.6883,0.6755,275.836,negative
2.5849,27.087,173.98,negative
2.8684,11.3741,291.552,negative
3.7625,2.903,299.482,negative
3.227,7.437,121.816,negative
2.1414,49.5995,154.92,negative
2.8179,5.861,64.2661,negative
2.6749,12.037,100.664,negative
2.7271,59.9787,157.675,negative
2.6375,11.7935,198.647,negative
2.1508,65.0289,99.477,negative
2.9793,19.158,155.814,negative
2.8739,20.0742,137.294,negative
2.4298,20.2901,206.641,negative
2.5922,41.436,90.8102,negative
3.4046,19.3908,196.411,negative
3.0384,9.235,238.102,negative
3.0804,6.4053,252.015,negative
2.9006,36.3005,107.001,negative
2.2553,58.019,105.479,negative
3.1359,0.4688,166.196,negative
2.5276,13.815,159.805,negative
3.9472,1.92,286.413,negative
2.7778,27.0943,128.141,negative
2.9501,8.58,219.155,negative
2.9276,2.533,97.1196,negative
3.0408,3.2503,175.683,negative
2.8965,6.862,185.801,negative
2.2788,45.014,200.2,negative
2.2648,3.5066,208.996,negative
2.4778,20.2701,197.505,negative
2.2788,16.244,61.034,negative
3.9481,3.5745,202.092,negative
2.8035,3.4604,275.603,negative
2.829,22.856,157.278,negative
2.4166,32.4811,199.951,negative
2.766,20.162,245.658,negative
2.841,6.382,210.92,negative
2.6314,2.7907,185.909,negative
2.2765,24.791,173.444,negative
2.4742,85.8793,161.453,negative
2.6758,40.2357,250.253,negative
3.7702,1.9947,195.796,negative
4.1751,3.045,315.529,negative
2.6972,0.5105,220.687,negative
2.2553,89.4859,225.009,negative
3.0699,2.071,276.474,negative
3.5533,7.61,176.991,negative
2.3139,34.4105,157.456,negative
2.081,85.7558,220.761,negative
2.2999,47.741,152.917,negative
2.6186,9.986,231.863,negative
2.4983,0.4852,165.158,negative
2.1383,49.8198,119.954,negative
2.9963,3.237,290.363,negative
2.9055,10.152,237.673,negative
2.1861,13.369,160.851,negative
2.7889,8.435,122.932,negative
2.5031,4.549,204.247,negative
2.29,42.836,210.715,negative
2.7372,11.8286,239.572,negative
2.4786,7.556,206.229,negative
2.7723,10.1152,250.027,negative
2.7156,4.5729,120.804,negative
2.7672,35.4229,140.242,negative
2.4346,3.7316,189.52,negative
3.4624,1.646,220.402,negative
2.8727,7.695,244.691,negative
2.3711,23.2359,105.775,negative
2.5198,5.5984,88.8504,negative
2.6527,6.1642,198.377,negative
3.0133,67.7603,98.7475,negative
3.6745,32.635,106.772,negative
2.4378,7.9798,209.183,negative
2.7796,79.392,20.2445,negative
2.841,2.425,195.544,negative
3.5019,1.5868,146.096,negative
2.1658,42.1949,42.8497,negative
2.356,64.773,164.902,negative
3.3316,1.125,311.14,negative
3.0894,0.1561,250.684,negative
2.1732,57.878,195.248,negative
2.76,31.828,144.261,negative
3.0336,9.4002,266.12,negative
2.9157,3.103,169.467,negative
2.2418,19.423,234.385,negative
2.7882,6.5895,171.63,negative
3.0737,23.202,252.21,negative
4.094,5.8385,227.08,negative
3.4678,9.6868,264.772,negative
2.5971,14.1372,172.054,negative
2.6575,26.551,180.612,negative
3.037,3.436,354.313,negative
2.3811,0.583,179.991,negative
2.3775,71.9926,226.582,negative
3.1506,4.655,221.253,negative
2.1477,48.7888,232.547,negative
3.6141,0.2422,286.684,negative
2.6021,17.4491,83.9524,negative
2.8503,4.5743,399.088,negative
2.4314,19.6618,213.613,negative
2.3096,5.061,104.987,negative
2.2765,3.777,198.194,negative
2.3738,7.195,223.819,negative
2.798,1.915,221.458,negative
2.2707,20.337,80.0587,negative
3.1989,15.5424,306.642,negative
2.7316,11.114,179.925,negative
2.975,16.2846,216.761,negative
2.7582,13.7183,192.223,negative
2.9302,1.305,174.503,negative
3.0471,3.5519,359.42,negative
3.8144,1.128,302.636,negative
3.1703,0.912,173.044,negative
2.9482,7.671,162.898,negative
2.2707,29.4058,150.025,negative
2.3096,5.0985,129.562,negative
3.7412,1.822,383.006,negative
2.1319,79.647,20.5405,negative
2.6138,17.981,148.139,negative
2.8218,56.071,46.0426,negative
2.3096,21.937,81.9677,negative
2.9047,26.6964,213.576,negative
2.9413,7.4018,261.316,negative
3.2544,6.5938,287.99,negative
2.2742,3.625,120.357,negative
3.0077,3.4297,352.786,negative
2.6212,20.889,132.931,negative
2.5353,5.648,268.823,negative
2.5328,27.5018,231.329,negative
2.9908,5.253,279.93,negative
2.4942,10.826,144.682,negative
2.1538,26.524,62.3132,negative
2.6632,2.861,273.628,negative
3.2831,24.4731,94.3593,negative
2.1931,24.993,53.4406,negative
2.4224,0.0086,191.053,negative
2.3608,17.9567,220.061,negative
3.2508,0.667,278.761,negative
2.5328,0.334,132.907,negative
2.6981,4.3842,275.629,negative
2.6946,11.066,192.401,negative
3.0763,7.8896,265.573,negative
2.5185,10.326,167.646,negative
2.3355,44.4218,101.463,negative
4.0936,48.2051,136.831,negative
2.1569,53.202,32.4562,negative
2.896,1.0638,171.685,negative
3.0191,0.651,245.111,negative
3.1884,0.0597,216.992,negative
2.8976,7.2,115.213,negative
2.9948,5.801,210.272,negative
3.41,4.348,264.354,negative
2.0917,5.13,186.44,negative
3.0175,7.055,238.908,negative
2.4669,37.992,114.849,negative
2.608,12.355,102.503,negative
2.5611,70.0002,187.753,negative
2.5786,12.5848,164.364,negative
2.5927,55.3074,230.195,negative
2.5786,8.817,161.913,negative
2.7356,19.1785,179.746,negative
3.1411,6.809,267.294,negative
3.6205,0.8126,309.12,negative
2.9598,3.622,274.787,negative
2.357,19.31,233.962,negative
3.0271,8.582,222.183,negative
3.426,6.664,334.836,negative
4.0425,5.0145,219.354,negative
2.4281,12.9105,152.557,negative
2.3683,43.216,251.305,negative
3.1742,1.943,121.695,negative
3.461,0.1579,128.902,negative
2.9238,4.335,278.873,negative
2.0774,8.8679,158.763,negative
2.527,3.009,226.797,negative
2.1959,33.191,218.008,negative
2.4864,17.0032,185.186,negative
3.2134,3.634,169.257,negative
2.0663,9.4078,183.373,negative
3.3344,6.285,201.839,negative
3.2881,0.334,257.193,negative
2.8429,16.5347,156.783,negative
2.2989,56.916,51.8786,negative
2.317,39.3447,57.351,negative
2.8624,5.717,204.331,negative
3.1826,11.7406,202.539,negative
3.0512,8.8996,147.031,negative
3.6705,2.531,154.251,negative
2.8871,3.465,257.031,negative
2.3054,21.124,217.556,negative
3.5233,0.337,264.764,negative
3.9139,8.974,182.689,negative
2.8156,18.3145,114.872,negative
2.6464,8.474,314.395,negative
2.1222,45.363,182.764,negative
2.9345,3.278,143.568,negative
2.0952,11.186,133.93,negative
2.9435,2.871,294.596,negative
2.0737,40.5831,230.499,negative
2.4393,22.5916,205.989,negative
3.5736,5.1312,282.661,negative
3.0924,8.538,252.399,negative
2.7701,15.9615,168.391,negative
3.0007,0.5477,252.716,negative
2.1599,37.923,197.613,negative
2.5283,8.8998,209.842,negative
2.2989,66.57,73.1529,negative
2.3096,15.491,221.674,negative
3.3334,0.314,235.535,negative
4.9946,76.3946,41.4222,negative
2.3222,45.8523,155.375,negative
2.3424,33.39,215.372,negative
3.372,1.8622,197.087,negative
2.1055,8.536,157.97,negative
2.8109,9.021,244.668,negative
2.5403,8.686,192.361,negative
2.8831,11.1759,185.624,negative
2.4289,6.737,131.62,negative
3.8841,0.813,275.562,negative
3.7376,0.8106,372.3,negative
3.6795,0.455,241.365,negative
2.5916,54.1674,127.021,negative
3.1762,8.714,202.115,negative
2.6415,15.3,220.415,negative
2.3502,67.376,65.9992,negative
3.2239,4.8815,278.764,negative
2.7292,7.891,313.536,negative
2.1746,51.74,125.306,negative
2.243,7.1305,189.003,negative
3.1845,4.734,235.511,negative
2.7763,33.7832,91.0928,negative
2.634,19.892,124.342,negative
2.5993,20.4432,169.707,negative
3.1216,1.6997,232.177,negative
2.5051,26.3364,187.865,negative
2.8112,7.5527,196.357,negative
2.5024,1.4848,212.869,negative
3.3263,5.105,301.438,negative
2.965,15.377,210.019,negative
3.2353,0.0449,196.732,negative
3.2527,53.831,124.927,negative
2.9533,16.6887,256.03,negative
3.5049,2.605,326.791,negative
2.2175,81.6802,182.339,negative
2.1553,26.9047,230.948,negative
3.3906,1.652,315.013,negative
3.5099,1.9954,159.731,negative
2.6314,51.3869,214.806,negative
2.9825,0.5867,221.858,negative
2.2418,48.4033,180.765,negative
2.6395,28.9887,177.865,negative
2.9258,7.311,208.27,negative
2.0917,12.2685,187.438,negative
2.4548,29.572,253.907,negative
2.5514,2.66,183.15,negative
2.5179,39.4782,165.71,negative
3.9779,2.9283,244.833,negative
3.0904,2.2854,354.023,negative
2.799,14.118,214.365,negative
3.6481,2.385,201.909,negative
3.1161,5.672,249.962,negative
2.5514,7.335,176.664,negative
4.0132,2.0941,327.504,negative
2.9472,10.781,168.825,negative
4.2771,3.107,278.6,negative
2.2393,16.921,178.179,negative
2.8859,3.883,287.794,negative
2.5428,31.836,126.678,negative
2.3531,42.2302,225.413,negative
2.3856,52.917,141.972,negative
3.1828,8.654,120.157,negative
2.6781,11.877,277.506,negative
3.0235,1.8696,251.885,negative
3.0924,3.0836,323.495,negative
2.8531,14.317,148.681,negative
3.4673,4.8249,236.921,negative
3.2,0.967,185.076,negative
3.2351,7.553,154.431,negative
3.0658,2.354,162.639,negative
2.4594,86.1482,159.316,negative
2.6042,12.806,122.853,negative
2.0774,63.742,200.154,negative
2.7029,1.3186,246.013,negative
2.639,1.2713,101.258,negative
2.5459,0.296,209.665,negative
2.8035,6.35,68.576,negative
2.5688,17.935,173.668,negative
3.0228,0.744,133.081,negative
2.5139,10.943,230.79,negative
2.882,10.3698,156.416,negative
2.9802,1.9107,251.432,negative
3.6493,1.0406,310.643,negative
2.4409,33.9455,67.7682,negative
4.0455,0.804,297.083,negative
3.0797,5.3161,146.092,negative
2.1599,20.371,193.649,negative
2.723,8.7922,217.522,negative
2.6884,4.111,204.962,negative
2.7279,2.8484,290.619,negative
2.8322,7.8252,246.013,negative
2.5378,3.907,169.334,negative
3.9998,3.515,218.452,negative
2.2109,74.741,83.8268,negative
3.6158,0.57,348.8,negative
3.3096,8.5859,216.293,negative
2.9782,15.1288,137.406,negative
2.6955,0.885,234.302,negative
2.7612,2.6944,177.51,negative
2.9186,17.8697,190.221,negative
2.9104,2.3965,131.908,negative
2.301,25.519,149.553,negative
2.0588,28.493,90.5869,negative
3.0032,11.4501,167.284,negative
2.9238,3.3,222.019,negative
2.2355,79.8933,250.736,negative
3.2907,1.5585,247.374,negative
2.7404,4.945,223.448,negative
2.1629,88.7848,249.9,negative
3.2456,52.7165,113.062,negative
2.2625,16.8596,70.3124,negative
2.499,18.3101,114.177,negative
2.9552,15.5478,158.086,negative
4.1831,0.8339,281.992,negative
3.5361,0.3837,278.092,negative
2.5647,16.629,220.444,negative
2.233,72.975,63.1849,negative
2.6721,85.181,279.873,negative
2.2,25.9332,57.7791,negative
3.0461,0.206,264.562,negative
2.5447,38.911,201.804,negative
2.1775,67.106,199.65,negative
2.8907,14.118,193.547,negative
2.8594,4.199,222.614,negative
2.4014,19.774,110.192,negative
3.5695,2.6846,292.652,negative
3.0069,14.7783,111.436,negative
2.7555,6.557,160.117,negative
2.6585,7.915,166.488,negative
2.695,39.3249,192.687,negative
2.433,8.3129,190.617,negative
4.0587,3.511,217.867,negative
2.6385,57.742,139.594,negative
3.1977,3.6065,397.197,negative
2.0881,49.935,166.977,negative
3.0412,11.0947,168.621,negative
3.1692,3.726,276.951,negative
2.4495,28.328,44.6209,negative
2.3233,14.539,233.384,negative
2.2589,68.3213,164.001,negative
2.5955,7.3704,178.285,negative
2.433,69.2522,251.288,negative
3.5808,44.546,41.1766,negative
2.5145,14.824,141.014,negative
2.1775,63.0438,161.55,negative
2.5447,18.8214,215.545,negative
2.5826,11.241,282.424,negative
2.6091,14.5626,162.682,negative
2.5465,24.686,105.204,negative
2.8555,23.9541,231.642,negative
3.3803,27.0741,49.8535,negative
2.5159,7.1943,217.903,negative
2.9437,18.042,256.435,negative
2.4125,42.99,228.885,negative
2.7675,7.901,240.107,negative
3.264,4.257,291.301,negative
2.5347,4.507,261.296,negative
2.8448,4.1448,221.819,negative
2.8172,24.5146,123.205,negative
2.451,17.1558,188.134,negative
2.5533,33.2311,195.472,negative
2.738,64.5648,41.7459,negative
2.5434,1.8427,127.831,negative
2.2565,12.7129,245.401,negative
3.8422,8.1224,100.281,negative
3.2106,3.5809,272.935,negative
2.5038,5.8241,252.06,negative
3.1861,0.7026,292.331,negative
3.1725,2.8697,278.854,negative
2.3874,7.58,193.935,negative
3.6155,1.8587,285.885,negative
2.4031,51.967,223.162,negative
2.1945,63.9075,59.0714,negative
3.2055,3.3209,171.522,negative
2.8228,4.3624,187.714,negative
2.9892,4.732,174.755,negative
3.1171,6.0893,194.539,negative
2.2978,53.508,203.631,negative
2.9017,11.539,217.455,negative
2.6015,4.6955,209.999,negative
2.8968,1.8823,246.867,negative
2.6744,12.166,171.238,negative
4.0291,0.171,173.469,negative
2.6128,14.86,230.16,negative
2.634,3.413,177.897,negative
2.5539,3.5942,179.801,negative
2.5623,8.2676,303.32,negative
2.9757,0.7194,344.483,negative
2.7029,15.761,199.443,negative
2.2956,11.296,150.092,negative
3.0894,43.7444,126.727,negative
2.7987,14.224,178.909,negative
2.4393,37.747,50.5289,negative
2.4417,17.0127,153.979,negative
3.2785,5.0273,198.452,negative
2.5949,88.1698,196.76,negative
2.5126,9.761,116.668,negative
2.6735,2.923,217.887,negative
2.6279,50.002,40.2113,negative
2.2867,14.885,192.704,negative
2.3997,88.9179,35.8997,negative
