At1,At3,At4,At6,At7,At8,At9,At10,Class
48.8644,3.0885,0.23,14.9229,35.6104,-15.1241,5.42,230.259,negative
27.406,2.5366,0.4244,4.3012,18.2834,4.7342,15.928,249.637,negative
26.8053,2.5192,0.3752,-16.7181,-19.0066,10.239,1.897,149.966,negative
22.0196,2.6154,0.4485,6.6349,14.5276,14.4249,5.602,204.254,negative
30.4114,2.4479,0.5062,27.1246,26.9558,-6.3283,15.8624,131.1,negative
31.2945,2.5993,0.3547,-3.1284,-16.7027,-9.9743,1.646,163.973,negative
12.8742,2.4023,0.7366,15.0194,-2.8617,11.7185,23.933,114.229,negative
36.5896,2.8102,0.2864,31.1707,18.1519,-5.9338,2.1648,213.781,negative
29.0641,2.6651,0.3459,-37.0489,8.4006,8.8706,39.2971,112.665,negative
45.629,3.1189,0.1871,40.8972,-20.7079,-11.99,1.198,207.976,negative
65.2688,3.6415,0.1384,18.3476,53.4874,21.1622,0.968,228.008,negative
26.3431,2.596,0.4157,-0.8051,-5.5595,-14.9049,70.193,72.6392,negative
21.7666,2.4249,0.7143,20.6897,18.9776,-10.9609,23.7678,151.173,negative
31.2839,2.8309,0.3675,-10.8869,-22.0762,-8.2597,5.898,154.428,negative
19.8813,2.1446,0.7312,-1.5119,7.907,-5.1664,66.271,201.339,negative
45.1878,2.9373,0.193,-26.7256,-17.9222,-10.849,16.521,218.888,negative
89.1019,3.9142,0.1186,-103.367,70.6316,-32.505,5.526,228.14,negative
23.7382,2.4023,0.5267,-26.1067,-14.0198,5.1836,15.634,152.442,negative
28.9743,2.7738,0.3519,31.8128,18.9666,-8.7419,15.547,217.474,negative
20.6349,2.3646,0.4881,-1.219,3.5963,9.8591,0.1708,88.237,negative
118.581,2.8426,0.3491,-107.863,-87.3744,-20.5931,8.2015,273.158,negative
77.1568,2.6299,0.4103,75.0829,50.9593,-25.1506,0.482,301.252,negative
67.191,3.2895,0.1833,44.4098,49.0954,32.7351,0.404,226.76,negative
24.226,2.5289,0.3728,15.7258,-13.5556,11.3862,2.572,223.795,negative
64.62,2.9692,0.4605,26.438,45.5527,-13.7209,0.6186,356.707,negative
30.567,2.7835,0.2815,13.8402,19.1444,-20.7635,43.7885,147.107,negative
61.7465,2.9571,0.2627,60.3155,62.1973,-11.0676,7.795,318.007,negative
21.2787,2.6924,0.4934,1.2766,17.2458,6.3163,22.8702,169.241,negative
35.4735,2.4393,0.4364,12.8833,28.2088,-4.2739,21.853,193.075,negative
71.7603,3.2045,0.1848,47.2419,54.7852,28.4108,2.57,303.346,negative
51.2164,2.9576,0.3716,-42.9887,31.882,-14.1963,2.325,296.595,negative
47.8173,2.5971,0.5006,36.3495,15.146,-11.3102,2.529,125.028,negative
78.0986,3.4361,0.3396,29.7269,45.0492,-20.5077,1.267,391.406,negative
34.3559,2.7927,0.382,-24.9097,-30.3497,15.5359,3.198,105.392,negative
75.4261,3.9307,0.131,15.5649,70.572,25.4281,0.8501,249.883,negative
50.8299,2.6335,0.5047,-73.0126,37.7748,4.0351,2.4634,268.036,negative
13.15,2.1477,0.7687,-14.8886,2.6711,11.8531,28.553,192.14,negative
82.4143,3.0702,0.1829,-82.8951,-79.0104,17.1011,3.573,279.306,negative
127.056,3.6328,0.0983,-130.07,104.715,17.5309,8.0112,198.331,negative
23.9025,2.5185,0.5121,10.598,15.9701,-17.7075,14.9967,203.366,negative
64.8106,2.7782,0.295,-96.1277,24.4761,16.1435,10.426,236.152,negative
36.8172,2.6123,0.3126,27.1143,19.0649,9.4098,22.259,182.55,negative
42.9036,3.3729,0.2081,23.1737,-26.8253,14.4202,1.586,232.895,negative
21.9979,2.1156,0.728,-23.2915,-12.6647,6.6528,27.9743,177.286,negative
51.0301,3.084,0.1665,40.3918,32.979,25.4067,3.905,171.15,negative
12.855,2.1123,0.7259,14.9591,-8.3363,-8.7452,4.803,202.092,negative
59.996,2.9248,0.258,22.8397,55.9957,10.4966,7.8247,257.096,negative
20.0049,2.4175,0.5163,-18.3682,-12.064,7.1382,18.6497,104.611,negative
19.9394,2.1599,0.7958,20.468,13.8313,4.9394,31.0284,186.238,negative
28.3129,2.6637,0.5119,23.5462,25.9408,-3.6015,8.1316,238.754,negative
126.665,3.4115,0.14,-74.1327,-59.6968,-31.9915,14.227,296.466,negative
44.1068,2.7139,0.3304,-38.0924,-19.9217,-8.9393,2.7663,220.962,negative
45.845,2.7135,0.3327,-16.8433,-31.4075,-6.6655,3.3124,216.158,negative
62.8457,3.6595,0.1941,41.1593,62.5019,15.8945,4.3753,248.368,negative
66.0024,2.4616,0.342,39.619,63.3203,6.2318,58.555,186.794,negative
62.1358,3.5289,0.1994,-6.6618,53.8253,12.2056,1.797,219.94,negative
20.3675,2.2304,0.6118,-5.3881,16.5079,7.8064,86.1169,34.6583,negative
13.0438,2.1255,0.764,-13.5401,4.1221,9.4859,67.4915,183.269,negative
48.1834,3.081,0.2548,15.3647,35.0869,13.535,4.4764,258.15,negative
20.5928,2.2844,0.4208,-34.9859,18.1458,6.347,37.511,205.85,negative
47.4846,2.9385,0.2154,76.1369,-32.53,11.4219,3.0261,224.298,negative
18.6105,2.3404,0.6575,4.5206,14.0045,0.5934,29.191,159.815,negative
33.8791,2.7649,0.3127,35.146,-24.8968,-5.8808,1.085,222.346,negative
27.9597,2.7486,0.4103,-13.8151,12.3317,-17.1105,13.2785,201.187,negative
154.646,3.4518,0.159,140.904,116.453,-18.5268,4.0716,217.376,negative
35.8764,3.1188,0.2929,26.6665,27.3017,23.5292,14.985,177.835,negative
31.0421,2.7517,0.2498,-10.1345,-24.9739,-8.4211,18.7887,142.75,negative
16.5285,2.3692,0.6581,-3.3234,6.3665,-8.1195,11.404,131.501,negative
20.8088,2.3253,0.5579,3.0502,-10.5176,-11.1042,61.51,161.396,negative
71.5129,3.2174,0.1261,25.1115,53.2844,-7.2291,9.2116,219.278,negative
51.7479,2.8045,0.3765,32.6171,42.1082,-23.6063,11.1895,269.424,negative
21.9021,2.238,0.6185,15.3367,19.5778,7.9295,56.0249,97.4132,negative
60.9604,3.0065,0.2562,-71.6707,31.34,19.6819,15.0473,272.608,negative
35.8039,2.5244,0.4126,27.3099,28.0062,-8.1598,22.478,178.469,negative
30.4443,2.9327,0.3479,-7.3003,-26.439,8.9795,8.849,262.751,negative
58.6289,3.2105,0.1509,60.4266,21.5231,-8.1682,2.2837,198.016,negative
17.5379,2.3502,0.7143,6.3253,-10.6362,7.6939,21.666,168.314,negative
113.913,3.0699,0.189,101.62,110.17,17.038,10.8666,284.747,negative
106.44,3.9115,0.1073,14.9805,98.1006,26.4236,4.894,287.302,negative
20.7849,2.4518,0.3958,6.0928,11.782,-6.6522,80.5721,135.544,negative
30.2852,2.683,0.3921,10.977,-21.7731,-5.3946,12.395,238.556,negative
22.0656,2.4338,0.5304,15.8718,-16.3465,-0.5974,48.996,32.537,negative
25.4076,2.5045,0.5446,6.9908,22.618,5.7368,11.3112,117.087,negative
152.893,3.0615,0.1953,-152.978,109.93,23.0221,3.8617,177.848,negative
42.9672,2.9963,0.2421,9.2118,28.5863,-8.8036,5.212,176.803,negative
22.1758,2.5372,0.4354,1.881,-3.8675,-18.0159,21.346,132.83,negative
17.5277,2.2109,0.7815,-0.586,1.0294,-4.2404,69.8962,216.185,negative
15.8049,2.4518,0.6254,-1.9127,5.0444,-5.3621,40.6918,205.39,negative
85.7886,3.3077,0.2708,2.5949,42.6917,19.4383,0.2716,332.491,negative
24.5519,2.5434,0.4635,-8.7048,-18.0407,-7.4007,64.279,107.234,negative
20.5544,2.2945,0.5584,20.9162,18.7941,9.8703,59.294,216.512,negative
29.0851,2.8404,0.2426,4.0515,16.2811,11.5845,16.727,185.537,negative
54.6799,2.8202,0.3812,-30.7915,21.4761,-17.9278,6.2941,330.619,negative
77.0603,2.7259,0.3665,-53.2244,-39.5128,-15.9558,2.565,288.182,negative
15.765,2.2648,0.6304,-1.2639,3.0816,7.8491,31.9616,278.349,negative
89.5539,3.2913,0.2178,66.4239,65.6445,-13.1869,0.1015,300.69,negative
92.5755,2.7679,0.3481,-147.994,76.9637,-8.8445,0.5051,237.756,negative
20.911,2.2028,0.79,17.4198,18.0188,-6.1225,30.257,242.563,negative
26.0604,2.2956,0.5367,-20.7168,-7.9213,-11.0813,84.1351,124.255,negative
23.9972,2.3784,0.4519,12.9755,12.8222,-15.1791,17.7641,126.346,negative
30.2787,2.7344,0.4442,21.2478,24.5918,-10.8637,5.858,122.236,negative
72.7662,2.8603,0.3172,9.1311,46.7094,16.8484,1.1998,349.763,negative
19.6238,2.3086,0.4963,14.5015,10.9956,2.4047,73.4998,41.259,negative
30.3926,2.248,0.6158,10.1696,20.6071,0,0,100.169,negative
29.7423,2.8814,0.2957,8.8321,-16.5257,-14.4703,32.6827,53.2158,negative
29.7516,2.7756,0.3839,-6.6857,8.7238,6.5997,2.3698,209.778,negative
25.0793,2.4216,0.4356,-19.1632,-17.3796,-15.7077,42.506,138.949,negative
35.2684,2.7585,0.3069,21.783,33.3994,30.3932,56.554,118.82,negative
89.9295,3.0732,0.1817,26.0423,58.615,-23.5047,3.2204,300.601,negative
22.5061,2.3598,0.559,-13.2691,-19.477,-8.6011,63.099,56.5891,negative
34.4809,2.3043,0.4715,-30.1956,-12.9328,10.0491,36.4389,152.569,negative
45.1593,2.8576,0.2304,12.477,32.0425,-9.5531,2.219,147.678,negative
41.3546,2.9403,0.2742,59.0774,26.6164,-13.1682,7.917,167.038,negative
58.9042,3.1488,0.2641,-43.8206,31.3971,-19.5009,2.3595,286.875,negative
33.9512,2.8684,0.3304,9.3074,28.9764,-17.9516,18.5652,281.671,negative
36.5911,2.5838,0.399,-55.1437,30.195,-10.4971,9.497,125.626,negative
80.7503,3.8613,0.1555,-53.3292,77.7325,22.1634,5.239,309.13,negative
22.0215,2.5257,0.5484,2.5675,19.0496,8.5085,55.6963,70.7783,negative
50.131,3.0298,0.2232,-13.9348,36.5453,3.0183,4.7341,242.555,negative
106.41,2.9227,0.2939,-51.0273,-75.4066,12.9273,2.0319,310.737,negative
28.8255,2.6642,0.3402,3.6149,-18.208,9.8634,2.4949,213.169,negative
24.2004,2.357,0.5143,-5.0412,-20.0564,-8.3628,36.1048,139.681,negative
34.3304,2.601,0.3308,18.4276,25.0693,14.006,34.4278,182.817,negative
76.4616,3.1992,0.2042,65.8724,67.9882,17.0617,2.091,245.683,negative
30.7003,2.658,0.4264,-2.211,12.0845,4.3089,2.2951,178.527,negative
31.4724,2.534,0.307,20.4739,15.7521,10.8674,6.201,215.073,negative
18.7125,2.4495,0.5435,12.6109,6.8389,-7.3042,17.1307,190.147,negative
33.0135,2.4183,0.416,-44.1834,15.9759,5.7684,5.177,226.568,negative
77.8551,3.4034,0.2082,0.4826,50.4368,-37.1945,10.316,331.963,negative
40.2265,2.8038,0.2294,3.1403,28.0751,-15.3392,17.067,136.668,negative
22.3493,2.5922,0.5396,-6.4752,-10.0721,-7.5444,9.2904,132.145,negative
13.0752,2.1319,0.7823,12.7827,5.8317,-9.5705,56.4494,166.803,negative
28.9007,2.9987,0.2828,-4.2095,-5.3399,18.5449,77.094,60.8754,negative
23.0918,2.7239,0.3532,9.9358,9.9506,15.6597,75.388,91.3365,negative
23.7423,2.4074,0.5871,-13.8392,-18.359,7.9794,14.9106,171.393,negative
92.6674,4.0284,0.1114,18.4065,74.3498,-18.8167,3.692,276.962,negative
19.1601,2.5289,0.4793,0.3788,-12.8277,5.7442,6.2697,216.192,negative
21.6457,2.4005,0.4573,-29.5819,6.9841,8.7935,30.9668,204.558,negative
84.6703,2.6537,0.4417,-74.2941,-30.7359,-8.6304,2.4533,306.127,negative
62.1284,3.2053,0.3222,-0.5942,23.577,3.9269,1.086,328.602,negative
12.7309,2.0774,0.7197,15.309,-6.4504,-11.3955,36.458,190.893,negative
53.4552,2.7536,0.3704,-79.4267,30.927,11.7094,10.0836,252.95,negative
30.4651,2.6693,0.3276,19.3865,16.7718,-10.2249,5.4091,214.258,negative
26.6705,2.7543,0.4507,25.2085,-6.0954,8.1137,14.5024,208.083,negative
23.3544,2.1538,0.786,23.0528,17.5986,0,11.469,130.662,negative
41.9869,2.6154,0.3491,32.7394,38.5268,-12.0441,18.8358,142.196,negative
18.2046,2.2227,0.509,-0.158,3.675,-2.7717,26.3124,202.697,negative
20.0133,2.5688,0.4615,-22.7362,-18.3527,-7.6625,3.443,217.13,negative
65.9351,2.4669,0.4983,53.5414,53.0839,-15.6082,5.663,162.499,negative
26.181,2.4014,0.4246,13.7201,-18.7301,10.3779,38.3827,166.668,negative
35.9089,2.6289,0.2914,6.0189,26.4128,10.5198,26.7977,176.472,negative
29.1833,2.5641,0.4229,-15.6993,-18.1053,-9.3697,26.398,200.807,negative
46.6994,2.7173,0.255,49.0415,7.0832,-6.4088,5.0738,197.672,negative
68.2023,3.4919,0.2078,-77.1629,38.6336,-10.8753,0.6463,264.024,negative
75.5491,3.3198,0.1853,1.4511,57.6754,-16.2244,4.418,277.086,negative
12.6531,2.2368,0.8232,9.9375,10.0252,-7.3446,26.61,205.79,negative
19.2855,2.3345,0.6759,-13.6858,-18.5907,8.3314,74.888,85.1084,negative
24.9971,2.49,0.3819,-21.7143,-5.9541,7.0785,14.1145,168.869,negative
24.5623,2.1414,0.7365,24.8016,16.9511,0,77.6551,186.17,negative
35.0575,2.8876,0.2876,29.6089,30.2589,5.0611,1.273,187.037,negative
43.1417,2.3936,0.4808,0,0,16.8777,82.278,193.359,negative
21.9771,2.1021,0.7194,24.4014,10.5652,-6.658,42.9804,172.796,negative
29.477,2.6488,0.3681,13.2985,-22.7664,-15.2174,78.0997,93.7728,negative
18.1252,2.5441,0.5171,1.1429,-10.4469,10.0694,36.6853,190.777,negative
37.0597,2.9039,0.2695,34.8938,34.3343,-19.3562,3.6658,245.11,negative
32.3436,2.7782,0.2833,22.0099,31.4377,8.1766,3.7329,205.821,negative
76.1269,3.3737,0.1032,39.422,61.1586,15.2836,19.5424,145.529,negative
13.0419,2.1477,0.7616,-13.7597,4.9355,-9.777,23.3048,224.687,negative
82.4072,3.594,0.1732,-36.4774,58.9418,11.3954,0.3565,303.15,negative
34.0146,2.642,0.317,29.4535,19.9552,8.7978,15.18,227.911,negative
78.4001,4.0433,0.101,48.7037,82.3771,26.4863,6.463,135.973,negative
77.5391,3.889,0.1307,50.7049,76.7223,14.6926,2.9112,233.403,negative
36.4896,2.828,0.3492,7.2028,22.4112,6.3171,4.7061,223.765,negative
18.3932,2.1903,0.5613,-1.2559,7.3274,5.0307,49.511,117.413,negative
84.4745,3.1755,0.2664,-39.5699,61.0268,-6.2394,3.18,290.166,negative
29.5911,2.6165,0.4571,0.5659,-20.4636,-11.773,47.723,140.81,negative
36.7473,3.03,0.265,41.3969,25.5135,-10.9017,10.7848,161.616,negative
82.3948,3.5539,0.1176,-70.8148,70.989,20.8649,0.509,257.942,negative
19.7315,2.2589,0.7328,-1.3323,7.4065,-4.9944,10.1245,184.334,negative
43.3635,2.6335,0.3163,62.3071,-20.6643,6.1877,3.7958,182.629,negative
23.0076,2.2648,0.5489,23.656,18.97,10.3637,62.1533,168.74,negative
92.8158,3.9908,0.1647,-15.7201,54.3073,-22.3089,1.7611,314.719,negative
86.7474,3.5139,0.1675,52.2077,82.4724,11.7413,16.624,218.047,negative
52.3758,2.9937,0.2598,5.4524,11.1244,21.8954,13.678,166.774,negative
80.5169,3.5137,0.1777,-29.9697,73.4846,-8.0222,7.053,309.389,negative
32.6194,2.9175,0.3168,-0.6032,19.001,-7.8273,15.634,152.115,negative
28.643,2.8901,0.3026,-1.4694,-6.3293,7.6653,9.43,181.171,negative
30.1632,2.8594,0.322,-1.6146,11.598,-20.8636,87.2246,63.4176,negative
26.9932,2.4175,0.5698,26.4522,23.9408,10.2865,7.251,205.718,negative
22.0892,2.4526,0.5503,10.6048,19.2467,-5.9711,7.8401,163.859,negative
20.4596,2.2504,0.5899,-5.3761,16.3988,-9.2864,3.294,73.5772,negative
26.417,2.4074,0.6145,4.8383,24.3051,10.0181,7.3755,125.237,negative
19.828,2.1287,0.7732,4.4667,-11.4998,-4.9094,80.558,129.454,negative
25.4242,2.6385,0.4598,-21.2358,-13.2897,8.6205,2.8656,98.6622,negative
58.1697,3.5008,0.1963,39.7425,57.9644,19.4394,15.8268,188.191,negative
18.8823,2.2266,0.7893,-3.6479,8.9679,2.9357,37.739,100.395,negative
36.5523,2.7267,0.3265,23.3593,18.5998,9.827,9.364,143.668,negative
17.4815,2.3243,0.5972,21.7985,10.2619,4.2935,76.9471,92.1175,negative
26.7252,2.2844,0.4519,12.426,20.1132,5.066,82.9372,182.541,negative
44.3014,2.8573,0.2806,51.686,35.2293,16.6966,9.83,279.156,negative
52.5737,2.7408,0.4451,-68.0104,-21.1076,10.6317,3.9385,313.168,negative
17.261,2.3075,0.5566,1.2086,-6.3121,4.4879,48.278,119.372,negative
66.9638,3.2438,0.2259,-59.8012,40.1941,-5.8131,2.258,300.6,negative
34.2046,2.7653,0.2764,-23.7186,-11.255,-6.5277,19.049,240.332,negative
100.153,3.2772,0.1564,-164.145,81.4377,-17.8232,4.7858,317.884,negative
21.1055,2.5623,0.4301,22.312,10.7439,9.3678,34.1165,114.058,negative
32.8659,2.6707,0.3372,-0.8959,21.8321,-14.3271,3.565,101.943,negative
34.0329,2.7368,0.3226,0.7921,-11.1368,-6.5278,15.139,132.43,negative
24.2934,2.5933,0.4388,16.3189,16.3819,12.9278,34.356,141.023,negative
22.2724,2.1508,0.7279,-0.2118,5,1e-04,46.1424,216.186,negative
23.0347,2.3883,0.6094,13.5323,18.1708,10.1494,89.1927,161.428,negative
20.985,2.07,0.7234,23.2778,11.7704,6.1203,45.312,149.399,negative
52.5503,2.6547,0.2547,-45.7927,23.598,16.006,13.0019,143.363,negative
13.2942,2.1804,0.7855,-15,-0.3975,11.9048,67.6577,118.383,negative
34.912,2.639,0.3398,13.7388,-26.3934,9.5327,5.485,223.612,negative
27.2607,2.4778,0.3727,11.3212,12.6389,15.0341,10.741,200.478,negative
12.9199,2.2911,0.7417,15.0407,-5.261,-11.6368,30.606,146.479,negative
29.0034,2.4533,0.4401,29.5337,21.3007,7.7872,51.9091,101.112,negative
96.0679,3.4808,0.1887,-51.0279,63.4326,22.1025,3.045,311.037,negative
43.1231,2.896,0.2122,67.8101,15.3768,-14.3248,10.922,145.513,negative
49.8255,2.8974,0.2584,-65.1137,-31.1872,18.5815,14.911,300.164,negative
83.2649,2.5024,0.4182,61.0644,52.0813,-10.239,19.884,172.128,negative
21.927,2.3294,0.4824,-29.3971,8.5547,9.0607,8.4031,157.321,negative
38.4804,3.1335,0.2691,30.1712,-16.1682,9.1699,18.183,133.325,negative
17.9766,2.4108,0.567,2.1079,-9.2332,-9.5437,38.495,138.628,negative
29.8998,2.8943,0.2742,-1.8965,-20.03,-9.2186,11.9637,167.174,negative
27.028,2.4433,0.5081,38.4014,-16.437,6.4502,65.9551,56.2666,negative
81.5117,2.8624,0.2306,-132.54,60.8005,22.7588,7.5361,197.819,negative
12.7589,2.1538,0.7228,-15.2792,6.4392,11.4076,18.908,166.225,negative
47.371,2.6585,0.3425,28.8176,32.9627,5.8394,3.4872,186.742,negative
93.3775,3.4508,0.2901,-27.0864,-67.2331,15.5624,4.669,353.462,negative
50.9423,3.46,0.1852,39.9312,38.9805,21.6833,0.545,256.112,negative
27.6633,2.4997,0.4842,-1.4922,21.1498,-6.049,3.7736,194.352,negative
92.4258,2.6693,0.3084,-124.497,79.9403,-13.8176,1.4029,215.52,negative
84.3673,2.6107,0.5907,57.5241,63.4487,16.7601,12.706,137.916,negative
30.8529,2.2967,0.596,14.3938,15.382,-1e-04,21.138,144.089,negative
39.7304,2.7589,0.3014,-10.5292,-22.7174,12.3255,5.7523,172.735,negative
17.8613,2.3032,0.5274,-6e-04,-0.3013,-4.7386,45.5168,148.317,negative
19.1548,2.29,0.5795,-0.1476,3.7763,-5.5089,38.6221,99.682,negative
25.9652,2.6484,0.4157,11.1497,-20.3102,-16.3719,38.236,154.766,negative
23.3274,2.736,0.3949,8.2379,15.8766,-10.4746,37.3197,64.5903,negative
38.2285,2.899,0.2801,27.1665,31.6882,9.4953,23.28,128.97,negative
42.3739,2.5484,0.3423,22.8678,23.1648,-6.5528,7.1396,153.646,negative
22.2736,2.2253,0.5774,2.0416,-15.0238,-8.1715,2.1861,168.749,negative
21.2483,2.3927,0.6316,-1.7807,13.5618,-9.8848,42.0149,105.273,negative
15.9013,2.4713,0.625,0.5862,-3.4544,-5.6358,14.781,54.3459,negative
31.3615,2.8663,0.3401,22.1002,21.3391,-9.7653,0.094,159.321,negative
53.0521,2.9196,0.1805,44.6238,23.9267,-11.1462,11.985,151.2,negative
36.599,2.5949,0.3964,45.302,28.3501,2.7126,11.1458,175.357,negative
58.3502,2.7497,0.331,-82.3078,-37.6572,10.9989,2.826,248.444,negative
21.5493,2.5999,0.5176,12.8776,-8.3443,11.3953,15.682,238.771,negative
24.1484,2.3646,0.4708,25.5521,11.9222,4.9203,4.458,258.237,negative
71.4412,2.7152,0.3121,70.3456,70.2992,8.8099,21.9358,112.144,negative
43.2473,2.7093,0.2383,1.221,22.8899,-10.4807,16.234,119.655,negative
21.1287,2.0273,0.7042,24.1448,10.4401,6.2328,34.1392,189.197,negative
103.704,3.934,0.1194,-87.612,57.1757,27.5074,3.809,270.656,negative
42.395,3.0732,0.2552,19.2145,32.657,13.3838,7.9513,206.328,negative
23.7883,2.5441,0.4743,10.5786,17.7972,-10.9103,14.006,149.888,negative
12.6781,2.1688,0.7119,-15.5998,8.0692,-10.8045,49.7574,96.1815,negative
105.335,3.0726,0.319,-33.8483,-65.466,-17.6755,1.8752,296.758,negative
15.166,2.4116,0.6589,0.7063,3.0524,-8.5378,61.787,114.63,negative
46.549,2.8837,0.3712,16.8669,42.2383,-11.3058,14.536,171.486,negative
25.5338,2.8762,0.3431,1.4113,13.0096,18.5879,61.2522,33.1058,negative
21.9801,2.2041,0.6312,20.4518,19.9955,11.4957,7.597,81.0011,negative
31.7461,2.3811,0.5447,41.0632,9.8261,-11.4974,18.1579,170.367,negative
39.1007,2.9983,0.3102,20.979,38.5368,-10.1579,4.659,227.408,negative
45.5838,3.1745,0.2329,38.8147,34.6809,-10.3056,10.3511,168.249,negative
27.9835,2.8182,0.2964,-7.6944,-18.7768,12.6197,31.247,188.174,negative
18.7354,2.3096,0.7059,-8.339,16.5115,-7.031,46.1771,156.999,negative
12.5202,2.1804,0.6865,16.4336,-10.2109,6.6055,9.612,147.124,negative
43.1515,2.8713,0.3174,23.3629,35.481,-12.0547,6.0528,233.292,negative
34.1337,2.7173,0.2416,-9.711,-28.7833,9.0372,6.902,199.277,negative
33.7548,2.4921,0.3736,16.0017,22.1589,7.0006,11.3175,198.531,negative
34.8617,2.6101,0.4049,9.8875,26.449,10.0203,9.2301,173.22,negative
39.2703,2.7466,0.3728,17.2639,-12.0385,10.4432,12.605,125.972,negative
27.5561,2.5237,0.3293,-3.8289,18.361,11.1617,63.146,130.112,negative
74.7209,3.1461,0.2229,61.5817,68.8218,30.1167,18.969,226.081,negative
29.7598,2.5315,0.4353,9.9874,22.557,9.6102,38.4602,65.1465,negative
26.3101,2.4843,0.5574,22.49,23.7883,9.4817,14.572,206.077,negative
20.1664,2.2304,0.6294,-6.6795,17.3249,5.3727,74.454,148.084,negative
29.4467,2.5527,0.3838,-2.3099,-15.2097,-7.3677,13.427,203.418,negative
50.8046,3.6055,0.1577,42.9693,40.3755,-11.4678,10.9222,148.848,negative
26.3584,2.4289,0.3464,-8.242,-14.9746,8.7465,22.106,128.517,negative
49.2259,2.7631,0.2968,-5.3737,-28.201,-11.3275,1.1643,252.792,negative
44.5536,2.7071,0.2807,-8.9761,-19.5477,-7.2974,3.2582,236.534,negative
35.9189,2.9557,0.2724,34.8216,17.8174,7.8104,2.7747,164.896,negative
34.8365,2.9834,0.24,22.2503,23.8099,-10.5547,10.4413,130.472,negative
85.1815,3.5263,0.15,61.8615,82.1158,-20.363,3.888,170.419,negative
29.6151,2.9058,0.3155,13.0041,-21.6409,11.243,41.9658,74.633,negative
37.264,3.0073,0.2625,8.7516,22.6513,-15.8655,6.5171,196.023,negative
37.3256,2.5781,0.4201,33.9763,17.7148,5.3636,9.2321,232.365,negative
49.9619,2.4322,0.3401,-80.4002,34.7576,7.5747,23.091,289.195,negative
45.9965,3.1707,0.1978,36.9478,31.616,11.2067,9.911,115.887,negative
30.5605,2.4487,0.427,0.5383,23.9239,-6.0726,0.732,166.646,negative
34.6275,2.4601,0.5858,38.4167,19.9181,6.58,1.67,235.162,negative
38.6811,3.1201,0.226,8.0714,20.0996,5.3389,13.3421,233.669,negative
12.9877,2.1446,0.7599,-12.6634,-4.8272,-4.8971,1.4342,143.22,negative
82.4303,3.8202,0.1482,64.0072,81.4214,33.9887,1.5887,290.428,negative
16.3018,2.2529,0.6201,-1.8073,4.8846,7.8204,76.9479,198.759,negative
17.9289,2.5434,0.5866,12.5934,12.505,7.3892,12.0487,231.183,negative
34.5402,2.5587,0.4613,3.4799,-3.2643,8.8301,12.336,156.209,negative
100.557,4.2194,0.0717,43.6374,92.9814,15.5312,2.128,224.478,negative
60.6214,3.0785,0.2538,-15.0928,-79.3473,14.4769,72.887,133.899,negative
34.1051,2.7649,0.3625,17.0549,32.6086,-14.6188,40.152,156.488,negative
60.0089,2.8261,0.3657,-46.6829,41.2934,-6.1147,1.388,283.481,negative
29.1467,2.3892,0.4245,36.5545,18.0578,7.1788,17.9541,173.489,negative
61.9301,2.9545,0.1743,30.7333,-23.7584,-9.3106,13.4953,160.14,negative
21.4681,2.2028,0.6834,25.3638,7.4423,6.4396,63.031,172.977,negative
53.0787,3.1411,0.2066,-35.8371,40.2262,-16.3337,6.81,147.687,negative
22.3333,2.541,0.4288,-0.118,19.3682,-13.0363,51.452,76.9939,negative
55.8382,3.2788,0.1521,15.4211,36.6586,-7.268,9.528,218.432,negative
37.3888,2.4579,0.4599,21.1458,22.3152,6.7807,7.276,218.277,negative
25.4589,2.3314,0.5175,-8.2082,-13.0703,-12.8604,14.963,111.538,negative
90.3407,3.5998,0.1131,17.8072,69.5388,-22.523,4.7264,256.773,negative
17.5129,2.4713,0.6554,-2.9326,7.9165,7.4393,67.2725,67.4759,negative
42.6144,2.6781,0.4008,14.9679,41.5894,4.334,17.82,212.616,negative
17.1254,2.243,0.6514,-3.3785,7.8378,7.5567,87.0791,238.214,negative
16.0779,2.3522,0.6489,3.7689,-5.8336,-8.109,52.09,43.7205,negative
42.1685,3.2265,0.1621,-5.8709,25.6648,24.3848,33.8695,114.013,negative
21.197,2.4191,0.461,-0.7211,5.3653,10.4427,0.327,179.094,negative
37.1534,2.9071,0.3108,11.6496,21.9013,17.3717,11.785,192.709,negative
36.0253,2.4401,0.8348,10.2104,19.3256,1.7938,1.608,371.804,negative
42.8647,3.1768,0.197,-12.0406,-16.8023,17.2307,12.867,167.686,negative
69.7228,3.4686,0.1812,-39.9696,68.3345,22.2578,2.0787,290.624,negative
31.2015,2.616,0.3801,-45.0612,19.1054,-11.1177,47.1486,70.6447,negative
58.8125,3.2,0.2353,-94.0913,51.2483,-15.1387,7.244,236.621,negative
42.4806,2.851,0.3975,30.5149,32.3056,16.0168,11.5541,283.154,negative
16.9836,2.2553,0.6278,0.7126,-4.2068,7.8356,33.7063,126.62,negative
65.8446,3.224,0.1791,63.2486,37.9565,5.1343,0.152,243.169,negative
81.138,3.4147,0.2667,23.8853,38.0472,15.3859,3.7004,355.073,negative
88.7948,3.7945,0.1804,45.624,-50.2002,23.4388,1.288,373.941,negative
27.5004,2.9055,0.2834,-7.2898,-17.3721,-10.7677,14.5326,184.115,negative
