At9,At10,Class
49.197,197.166,negative
16.181,148.841,negative
9.4083,203.315,negative
23.816,269.603,negative
48.202,234.447,negative
48.751,244.633,negative
30.831,30.0166,negative
17.8472,60.3879,negative
6.4976,286.543,negative
61.098,216.558,negative
65.202,114.698,negative
5.9072,197.801,negative
65.808,106.243,negative
11.112,289.514,negative
26.0415,140.842,negative
25.724,157.738,negative
5.2124,279.661,negative
0.5848,74.7372,negative
2.2374,256.469,negative
12.001,128.952,negative
3.5686,162.66,negative
5.2892,298.301,negative
2.396,228.289,negative
34.0048,89.8237,negative
8.772,257.887,negative
0.1304,163.027,negative
15.833,170.767,negative
2.062,236.218,negative
1.9738,121.736,negative
7.4762,146.821,negative
7.318,203.671,negative
14.2235,163.92,negative
10.472,195.898,negative
6.308,160.135,negative
0.8347,296.501,negative
42.686,179.12,negative
10.926,190.183,negative
1.7715,257.089,negative
38.181,262.61,negative
7.748,271.003,negative
3.635,198.922,negative
7.6504,326.658,negative
11.7311,198.348,negative
21.2129,62.1253,negative
6.3019,234.18,negative
32.071,136.78,negative
74.4102,92.1155,negative
19.3344,159.712,negative
1.475,101.464,negative
25.478,74.4564,negative
5.7144,169.714,negative
40.505,150.175,negative
11.2356,173.953,negative
1.2638,287.365,negative
4.016,293.09,negative
63.4582,132.013,negative
31.0226,187.951,negative
5.762,200.756,negative
58.609,216.976,negative
8.3777,174.145,negative
59.536,61.6196,negative
16.691,108.785,negative
0.017,186.696,negative
81.7102,91.5303,negative
2.559,124.563,negative
51.7229,52.7754,negative
21.5184,185.922,negative
67.2734,65.8253,negative
3.8848,321.626,negative
9.162,248.62,negative
3.783,205.094,negative
2.9598,227.268,negative
2.249,284.313,negative
0.2439,246.513,negative
5.5596,214.549,negative
1.639,211.502,negative
1.6024,270.831,negative
1.9866,232.944,negative
30.3355,98.2731,negative
14.669,25.5491,negative
5.344,230.115,negative
1.6861,210.992,negative
66.059,119.261,negative
27.01,133.809,negative
0.524,276.384,negative
7.3987,253.27,negative
1.79,224.483,negative
1.7138,245.793,negative
4.362,258.886,negative
6.884,312.805,negative
48.1799,188.649,negative
2.9569,316.623,negative
17.451,151.015,negative
65.1875,176.816,negative
12.1487,217.988,negative
28.175,93.3325,negative
7.302,292.084,negative
2.319,164.624,negative
0.577,240.02,negative
47.73,42.5206,negative
17.8557,159.773,negative
25.3912,193.64,negative
1.6,169.004,negative
0.0796,182.561,negative
6.6877,234.686,negative
4.501,129.148,negative
7.406,281.545,negative
2.694,298.216,negative
2.21,260.791,negative
67.285,101.628,negative
35.902,69.1739,negative
2.846,242.749,negative
12.7952,360.797,negative
12.193,252.294,negative
18.845,220.545,negative
6.78,278.601,negative
0.065,241.006,negative
86.2952,111.381,negative
8.4814,164.808,negative
2.579,187.392,negative
6.5405,287.081,negative
32.7651,155.887,negative
54.193,139.563,negative
78.186,139.152,negative
23.359,197.143,negative
0.6007,250.446,negative
52.3856,104.418,negative
1.4587,256.229,negative
3.08,194.772,negative
2.153,274.158,negative
26.17,156.787,negative
5.2374,286.185,negative
39.4854,101.62,negative
6.514,210.412,negative
7.9929,179.949,negative
9.046,151.62,negative
66.21,124.357,negative
1.8987,249.539,negative
5.4913,289.309,negative
0.969,266.396,negative
3.9059,299.725,negative
36.759,97.3621,negative
29.1805,86.961,negative
11.586,213.452,negative
85.9912,145.206,negative
41.0305,195.287,negative
8.007,157.739,negative
15.2612,203.91,negative
21.5425,207.077,negative
9.4508,183.756,negative
37.835,165.825,negative
5.2555,181.964,negative
12.056,115.757,negative
2.808,199.095,negative
2.6397,198.018,negative
3.017,209.461,negative
3.796,278.274,negative
6.2315,271.191,negative
61.162,155.463,negative
8.256,326.198,negative
68.3044,69.1671,negative
55.764,142.701,negative
85.333,50.7546,negative
79.507,110.69,negative
0.0175,184.199,negative
4.3725,248.705,negative
3.7384,352.186,negative
2.98,238.991,negative
6.6863,183.489,negative
2.0092,368.684,negative
1.6899,93.9946,negative
0.812,347.069,negative
3.016,273.03,negative
46.617,149.717,negative
0.98,204.434,negative
5.5765,121.572,negative
5.0681,175.456,negative
1.6967,161.275,negative
7.5801,282.22,negative
62.0277,132.613,negative
1.843,170.195,negative
7.617,238.447,negative
10.5067,218.834,negative
35.141,120.132,negative
45.8751,95.7784,negative
7.927,122.036,negative
0.9552,72.8827,negative
3.427,105.333,negative
36.7094,183.783,negative
5.6592,212.606,negative
5.2154,219.464,negative
1.6754,202.263,negative
12.744,141.14,negative
5.475,161.942,negative
38.836,121.099,negative
8.356,193.48,negative
47.2633,215.006,negative
36.0741,129.046,negative
63.531,121.872,negative
32.22,152.158,negative
9.997,62.5272,negative
2.887,286.88,negative
0.094,79.2501,negative
8.4671,206.343,negative
16.8038,154.15,negative
2.1978,39.2314,negative
59.896,54.7709,negative
66.36,148.778,negative
1.241,208.859,negative
26.148,156.114,negative
0.224,250.36,negative
4.53,62.1155,negative
11.8193,128.238,negative
80.8486,193.354,negative
88.2038,161.856,negative
63.926,253.536,negative
3.0264,145.392,negative
3.903,181.89,negative
88.9008,88.4575,negative
7.409,219.414,negative
62.6968,62.5545,negative
62.3181,173.975,negative
0.347,321.642,negative
13.7508,320.855,negative
37.3138,94.9817,negative
10.2255,94.0534,negative
77.3274,232.953,negative
6.2819,135.559,negative
11.4673,229.327,negative
15.2905,215.943,negative
20.674,157.337,negative
10.7911,187.215,negative
1.0711,189.115,negative
28.6338,187.525,negative
10.176,139.356,negative
5.219,165.14,negative
8.5216,257.041,negative
9.9477,242.263,negative
17.353,114.705,negative
0.768,293.581,negative
9.074,203.342,negative
1.8611,253.047,negative
4.7658,270.096,negative
8.8309,316.558,negative
3.5743,177.199,negative
31.042,167.511,negative
13.6063,181.7,negative
9.3626,183.931,negative
2.016,245.886,negative
73.437,191.579,negative
48.129,165.201,negative
11.8712,237.647,negative
40.3317,120.492,negative
11.763,129.953,negative
35.3545,234.26,negative
3.7844,183.254,negative
35.77,128.587,negative
3.5191,216.965,negative
67.951,201.862,negative
10.032,181.455,negative
39.52,202.976,negative
85.9662,185.613,negative
80.6796,152.338,negative
0.4967,231.701,negative
5.0315,139.49,negative
1.951,255.448,negative
27.67,76.854,negative
22.162,133.483,negative
11.3729,275.169,negative
0.3403,148.715,negative
4.229,234.285,negative
61.1232,107.596,negative
2.9973,312.847,negative
86.932,62.1077,negative
5.3662,211.163,negative
6.4733,227.397,negative
3.2072,338.012,negative
4.687,130.097,negative
9.7048,131.254,negative
6.761,184.257,negative
16.962,163.767,negative
13.207,137.836,negative
79.144,180.947,negative
44.827,128.077,negative
51.324,153.837,negative
35.85,141.9,negative
7.9276,280.058,negative
7.968,71.6143,negative
1.445,138.6,negative
24.6315,165.353,negative
1.2521,219.949,negative
15.462,218.522,negative
65.823,189.755,negative
5.079,291.303,negative
12.8719,60.6493,negative
11.7617,118.089,negative
36.4567,124.783,negative
9.72,129.326,negative
27.0267,149.495,negative
33.1019,138.899,negative
20.9362,217.548,negative
13.056,209.028,negative
26.464,148.132,negative
9.168,242.705,negative
15.23,122.346,negative
1.534,294.712,negative
11.6,220.749,negative
0.3152,201.318,negative
1.8521,198.577,negative
6.0783,137.457,negative
3.2309,225.556,negative
0.894,357.044,negative
66.4659,59.8076,negative
7.9705,139.657,negative
1.7125,219.403,negative
5.1365,243.468,negative
50.697,30.6356,negative
2.729,291.714,negative
2.637,198.995,negative
1.6041,286.032,negative
6.221,157.89,negative
9.5992,168.663,negative
9.1148,165.213,negative
13.5322,181.907,negative
34.5856,179.096,negative
3.2132,244.234,negative
5.466,184.514,negative
3.886,274.98,negative
23.5114,269.812,negative
12.9273,209.314,negative
14.366,183.184,negative
0.0056,126.288,negative
2.591,231.935,negative
49.979,85.3921,negative
62.509,151.831,negative
9.259,181.938,negative
2.532,345.583,negative
11.0098,161.246,negative
1.56,237.257,negative
1.7384,293.371,negative
58.0948,105.364,negative
4.094,357.315,negative
2.356,234.873,negative
17.9519,143.426,negative
4.871,222.026,negative
12.595,238.295,negative
0.16,208.197,negative
5.6814,278.24,negative
3.684,210.329,negative
6.992,226.29,negative
17.547,119.842,negative
31.091,174.751,negative
8.327,167.647,negative
7.915,229.198,negative
17.8512,189.852,negative
28.919,169.901,negative
61.987,134.4,negative
6.33,212.259,negative
24.663,201.263,negative
4.253,118.89,negative
12.583,109.594,negative
25.6547,215.571,negative
2.4879,293.718,negative
25.2944,178.553,negative
5.4681,242.639,negative
2.5147,214.194,negative
9.209,203.049,negative
7.0548,259.933,negative
4.018,145.068,negative
0.5447,203.477,negative
6.0446,222.422,negative
84.3751,221.076,negative
2.397,234.514,negative
15.231,127.817,negative
7.9947,213.202,negative
51.723,198.511,negative
9.9482,214.491,negative
0.9381,256.715,negative
4.7804,170.996,negative
9.259,220.965,negative
1.1811,230.518,negative
3.208,231.841,negative
32.816,132.148,negative
10.563,266.606,negative
63.6052,159.272,negative
0.462,191.153,negative
60.579,136.907,negative
4.0005,183.542,negative
9.906,296.816,negative
0.647,337.257,negative
1.668,139.472,negative
30.9438,99.3128,negative
4.1303,185.586,negative
35.279,173.318,negative
69.623,147.614,negative
19.517,180.212,negative
7.5418,175.096,negative
3.401,160.671,negative
21.675,212.098,negative
4.862,177.245,negative
83.4683,231.201,negative
5.7317,221.579,negative
45.8856,160.503,negative
4.016,222.414,negative
8.55,230.864,negative
79.6084,124.353,negative
13.7782,136.377,negative
9.228,182.003,negative
2.772,255.471,negative
5.554,209.005,negative
47.592,49.4055,negative
3.963,354.993,negative
7.2306,178.453,negative
20.6356,242.762,negative
1.0704,102.918,negative
60.313,158.305,negative
58.99,172.172,negative
1.9882,248.285,negative
13.854,197.463,negative
8.8499,225.908,negative
2.8165,183.101,negative
7.6011,215.821,negative
29.859,221.867,negative
17.822,46.7008,negative
70.3994,77.4482,negative
12.0607,121.061,negative
13.2931,118.554,negative
0.8714,318.368,negative
1.6899,273.559,negative
67.6997,213.918,negative
0.8645,235.717,negative
4.4983,292.97,negative
13.7,290.409,negative
8.734,100.004,negative
7.8637,187.979,negative
3.7162,185.267,negative
46.0148,76.736,negative
20.564,174.837,negative
24.825,123,negative
6.6169,158.463,negative
0.2726,134.061,negative
7.992,146.153,negative
4.002,265.755,negative
46.219,78.9989,negative
12.6618,233.439,negative
15.629,208.052,negative
9.601,148.651,negative
87.3306,165.809,negative
14.19,215.749,negative
60.3918,274.853,negative
13.4021,150.692,negative
20.582,220.297,negative
42.4886,177.298,negative
29.945,69.7696,negative
5.3907,162.864,negative
3.316,210.401,negative
0.4845,182.558,negative
75.669,113.658,negative
11.1311,190.861,negative
0.2353,211.719,negative
6.1301,244.755,negative
3.6338,290.648,negative
41.771,70.2066,negative
4.5284,261.352,negative
2.3506,204.487,negative
31.2579,135.096,negative
2.566,249.604,negative
5.3398,267.364,negative
3.823,159.861,negative
4.737,321.534,negative
6.082,147.063,negative
6.807,241.735,negative
21.504,117.701,negative
7.5434,159.751,negative
4.502,241.835,negative
20.826,142.351,negative
18.2554,165.873,negative
56.6874,162.468,negative
8.982,176.227,negative
68.708,207.648,negative
3.333,179.182,negative
2.9912,264.362,negative
21.5092,108.854,negative
50.521,35.1638,negative
63.687,169.363,negative
12.104,106.048,negative
1.452,220.406,negative
34.9219,167.894,negative
10.7326,138.149,negative
2.291,170.832,negative
17.768,79.6969,negative
1.778,350.237,negative
4.1034,233.046,negative
17.072,232.039,negative
37.48,151.747,negative
1.701,180.013,negative
12.5959,198.183,negative
30.754,113.645,negative
66.68,54.249,negative
13.5898,113.666,negative
10.0643,195.603,negative
7.4375,316.122,negative
2.9064,224.67,negative
64.4617,149.542,negative
4.3673,201.438,negative
5.222,170.009,negative
3.861,336.384,negative
16.2131,110.497,negative
4.534,161.05,negative
4.923,201.378,negative
16.8389,129.72,negative
31.498,181.84,negative
1.735,245.075,negative
19.482,141.214,negative
19.9366,81.9712,negative
0.487,189.187,negative
50.682,195.452,negative
1.611,223.916,negative
12.3433,223.289,negative
31.645,119.201,negative
35.0558,35.3937,negative
2.652,332.255,negative
2.303,144.529,negative
45.4834,129.024,negative
1.7696,322.353,negative
0.488,213.798,negative
24.302,179.261,negative
64.397,99.07,negative
3.3533,211.335,negative
5.806,235.644,negative
28.0868,198.539,negative
6.837,133.58,negative
22.232,165.169,negative
5.293,225.942,negative
7.755,152.182,negative
70.9158,32.8994,negative
32.321,141.393,negative
22.7058,157.608,negative
4.302,200.893,negative
7.511,134.214,negative
8.0796,285.741,negative
58.3452,154.052,negative
12.0755,104.378,negative
15.5248,238.683,negative
1.068,227.686,negative
1.824,97.7648,negative
10.1631,134.054,negative
4.149,190.339,negative
28.109,179.733,negative
14.1545,170.784,negative
10.732,310.703,negative
9.3398,230.833,negative
18.766,130.22,negative
2.045,198.223,negative
2.2334,367.051,negative
35.7705,182.733,negative
2.224,205.557,negative
0.011,251.995,negative
51.0538,116.016,negative
13.6968,257.408,negative
8.443,177.756,negative
30.245,237.689,negative
6.05,179.485,negative
1.5906,244.675,negative
14.583,124.931,negative
0.189,263.612,negative
0.227,260.36,negative
10.9249,148.034,negative
84.7568,164.049,negative
37.039,129.889,negative
18.513,147.129,negative
7.598,60.4153,negative
36.498,192.789,negative
6.021,169.915,negative
0.385,279.691,negative
9.064,314.576,negative
11.2425,165.258,negative
0.0031,307.387,negative
2.7999,252.383,negative
5.1525,145.886,negative
0.014,120.941,negative
84.1468,71.2371,negative
9.7889,113.032,negative
9.969,245.001,negative
3.155,388.657,negative
3.348,129.844,negative
4.758,192.377,negative
20.982,225.741,negative
19.43,277.16,negative
3.4856,188.041,negative
0.0753,212.201,negative
5.475,106.423,negative
3.7348,135.04,negative
11.6103,188.403,negative
3.7331,124.615,negative
3.4037,220.98,negative
15.2076,199.326,negative
9.8315,211.817,negative
33.4374,128.06,negative
34.518,141.221,negative
2.634,279.831,negative
1.993,263.913,negative
62.601,122.55,negative
12.4336,187.589,negative
0.447,289.77,negative
0,111.861,negative
0.26,288.838,negative
47.135,126.963,negative
0.4454,360.031,negative
0.21,319.265,negative
21.3299,207.683,negative
12.1313,206.941,negative
4.294,278.764,negative
14.1339,264.22,negative
12.8374,112.082,negative
3.208,332.146,negative
8.0335,156.887,negative
9.599,239.209,negative
1.333,293.505,negative
10.3482,147.232,negative
50.7377,139.631,negative
2.451,220.065,negative
7.041,125.935,negative
24.434,262.641,negative
4.266,255.814,negative
6.972,182.095,negative
2.761,67.2404,negative
13.7252,132.253,negative
13.857,195.678,negative
4.5769,261.859,negative
4.9252,285.261,negative
19.7509,177.942,negative
1.525,185.077,negative
8.855,168.782,negative
0.0354,155.149,negative
1.19,146.967,negative
64.1446,58.3727,negative
14.933,160.057,negative
2.0888,331.647,negative
0.26,243.462,negative
9.2336,173.75,negative
6.348,249.809,negative
36.461,204.182,negative
28.1521,97.6625,negative
11.3526,162.238,negative
23.856,202.592,negative
4.103,284.839,negative
1.677,164.055,negative
30.37,128.673,negative
17.7354,178.928,negative
60.3974,95.4172,negative
1.0356,99.6031,negative
9.008,277.138,negative
3.9349,154.443,negative
1.1528,52.1409,negative
2.102,178.049,negative
11.545,214.487,negative
3.7892,312.446,negative
20.924,60.418,negative
3.7502,100.395,negative
21.7684,216.874,negative
57.56,147.567,negative
17.02,104.301,negative
2.1511,135.317,negative
0.0608,182.771,negative
38.68,191.452,negative
66.7511,102.963,negative
56.1897,144.424,negative
1.5208,324.054,negative
9.0373,237.338,negative
8.548,196.298,negative
12.967,198.518,negative
15.8766,115.722,negative
83.2347,242.055,negative
5.6712,258.733,negative
9.9795,199.053,negative
43.0169,66.4591,negative
0.292,205.459,negative
19.395,160.604,negative
5.2825,224.76,negative
89.264,135.31,negative
1.109,143.036,negative
9.1895,193.294,negative
68.0783,70.5975,negative
2.106,178.061,negative
17.6219,245.082,negative
52.881,125.609,negative
3.003,80.5213,negative
7.8457,196.079,negative
1.2725,211.948,negative
34.5241,128.222,negative
1.2947,233.194,negative
6.3649,237.727,negative
6.658,107.841,negative
25.8692,169.83,negative
7.6218,169.222,negative
22.4722,213.275,negative
22.8802,126.28,negative
27.6555,168.025,negative
0.849,288.849,negative
89.7647,110.838,negative
11.9867,193.958,negative
12.6281,252.038,negative
3.627,195.093,negative
4.5268,175.637,negative
3.4486,274.863,negative
26.03,138.247,negative
6.918,172.337,negative
0.0591,293.621,negative
30.2511,173.673,negative
82.557,102.127,negative
9.4546,166.389,negative
32.9032,184.826,negative
14.7852,275.447,negative
1.9931,245.718,negative
47.2791,99.5487,negative
86.497,130.298,negative
6.0417,247.532,negative
89.3334,155.394,negative
14.769,124.628,negative
9.487,96.3426,negative
24.038,78.5815,negative
4.2561,174.876,negative
14.283,214.496,negative
9.1753,109.133,negative
1.2256,293.199,negative
25.441,192.77,negative
1.29,247.228,negative
34.667,188.074,negative
8.1473,203.565,negative
9.518,190.556,negative
3.5273,212.538,negative
23.4492,140.246,negative
38.0087,66.0699,negative
5.1143,342.284,negative
6.772,227.296,negative
5.47,285.277,negative
81.5685,177.191,negative
1.667,246.854,negative
3.265,225.938,negative
16.39,178.782,negative
0.039,212.271,negative
2.039,257.543,negative
5.884,229.414,negative
2.2496,221.213,negative
25.219,135.89,negative
6.074,185.927,negative
6.552,344.887,negative
20.6134,198.947,negative
4.3032,277.867,negative
3.917,266.082,negative
53.022,112.656,negative
5.271,197.461,negative
18.8504,187.639,negative
12.006,227.853,negative
4.783,253.844,negative
8.013,249.695,negative
3.6,177.547,negative
71.1985,180.764,negative
8.7761,172.188,negative
1.213,358.409,negative
2.929,276.164,negative
7.4381,245.221,negative
2.967,186.762,negative
25.723,229.144,negative
55.451,224.775,negative
0.519,262.125,negative
37.882,236.636,negative
12.6816,302.801,negative
37.454,108.484,negative
6.3074,165.483,negative
31.1596,122.894,negative
77.863,224.446,negative
6.8605,262.294,negative
54.769,45.1365,negative
0.4249,230.527,negative
25.4027,134.164,negative
1.5067,205.165,negative
7.111,202.141,negative
33.0542,110.184,negative
10.4791,205.088,negative
25.4216,189.416,negative
7.8286,196.255,negative
1.3658,333.065,negative
14.486,102.869,negative
1.9943,185.909,negative
8.3766,182.316,negative
5.534,107.999,negative
70.247,107.393,negative
9.7328,66.4324,negative
31.8921,185.176,negative
20.7994,183.389,negative
44.127,106.503,negative
6.405,182.646,negative
26.7597,235.809,negative
0.9472,269.799,negative
3.3099,152.943,negative
12.0409,153.505,negative
40.206,256.54,negative
13.464,129.532,negative
1.9948,286.301,negative
9.748,86.5516,negative
1.5847,162.155,negative
34.606,220.911,negative
5.825,165.157,negative
63.7141,122.215,negative
5.373,245.467,negative
2.727,353.646,negative
17.804,126.901,negative
5.818,218.792,negative
3.8562,161.481,negative
0.2752,296.428,negative
3.101,238.182,negative
1.924,167.097,negative
14.237,129.815,negative
6.3965,218.587,negative
2.9976,137.086,negative
12.941,74.4644,negative
10.758,105.96,negative
41.3072,194.593,negative
7.0849,321.928,negative
8.3678,231.332,negative
9.9314,196.476,negative
10.268,135.066,negative
28.5692,147.574,negative
10.522,216.027,negative
15.767,235.788,negative
3.2173,243.946,negative
6.3431,198.699,negative
21.6007,117.827,negative
1.9751,208.336,negative
22.233,27.895,negative
30.306,239.997,negative
85.5644,100.562,negative
34.906,158.878,negative
10.628,207.959,negative
5.5419,164.463,negative
6.9844,234.69,negative
31.9183,224.813,negative
1.1214,350.666,negative
17.602,183.082,negative
57.598,191.415,negative
0.762,175.781,negative
64.0684,97.0768,negative
1.3872,239.75,negative
7.9405,200.671,negative
11.196,102.006,negative
6.8428,214.804,negative
2.1506,174.767,negative
11.5205,201.967,negative
4.072,263.121,negative
4.2004,238.259,negative
31.5112,90.2205,negative
67.4727,174.879,negative
23.479,159.54,negative
63.385,200.235,negative
12.1278,254.066,negative
3.654,219.484,negative
2.9623,315.02,negative
12.3552,253.279,negative
11.1617,181.296,negative
17.6539,171.036,negative
1.3389,388.998,negative
44.6119,152.287,negative
5.2526,143.83,negative
2.791,227.554,negative
0.8502,287.433,negative
2.2166,227.106,negative
7.161,198.646,negative
14.948,186.382,negative
17.1332,187.177,negative
5.887,133.769,negative
10.8862,160.306,negative
14.4319,63.7038,negative
2.0956,124.365,negative
12.441,250.153,negative
2.012,252.975,negative
11.591,213.63,negative
4.604,212.39,negative
22.6709,31.7618,negative
8.2437,134.18,negative
13.3384,174.528,negative
1.6234,300.864,negative
3.045,249.375,negative
3.996,181.433,negative
10.0602,122.95,negative
11.8712,224.665,negative
83.6828,156.651,negative
3.111,73.605,negative
0.677,187.947,negative
5.288,228.431,negative
26.583,107.711,negative
1.29,294.867,negative
1.312,250.588,negative
8.131,127.428,negative
64.9079,141.297,negative
81.4811,135.762,negative
28.599,208.315,negative
26.0436,233.078,negative
60.148,150.494,negative
30.0391,184.933,negative
48.571,132.193,negative
21.4977,14.0229,negative
62.395,56.3603,negative
2.9756,340.26,negative
18.8627,89.4831,negative
2.4092,152.081,negative
4.447,215.524,negative
15.361,226.943,negative
5.1838,224.977,negative
9.9495,262.636,negative
19.206,176.354,negative
2.6087,295.838,negative
1.912,275.476,negative
2.6347,215.594,negative
9.4671,201.21,negative
2.819,222.857,negative
9.0533,221.657,negative
0.5636,110.637,negative
7.9618,169.428,negative
10.6572,47.6311,negative
28.38,240.814,negative
1.465,185.662,negative
7.4712,280.891,negative
4.803,130.957,negative
22.5206,209.374,negative
60.218,135.999,negative
48.964,77.2833,negative
27.256,158.752,negative
6.47,242.667,negative
2.42,295.415,negative
3.6518,108.756,negative
12.329,192.995,negative
33.757,109.631,negative
0.709,341.038,negative
3.9371,296.344,negative
0.3662,299.567,negative
4.1871,291.69,negative
2.7047,272.883,negative
25.883,115.52,negative
3.46,271.43,negative
10.913,257.701,negative
0.8525,195.313,negative
33.547,219.147,negative
3.9947,198.627,negative
1.5218,75.0411,negative
8.545,243.993,negative
23.504,47.7905,negative
48.9365,183.95,negative
3.951,196.813,negative
24.114,171.808,negative
77.978,31.6795,negative
3.2717,163.52,negative
2.4381,93.9152,negative
3.5068,182.331,negative
29.266,228.304,negative
2.2868,222.401,negative
33.8342,182.888,negative
61,134.474,negative
24.5471,96.1011,negative
15.033,154.98,negative
7.5449,177.935,negative
2.6807,209.483,negative
16.258,197.18,negative
1.307,209.682,negative
3.351,283.211,negative
2.7625,196.938,negative
39.8008,136.096,negative
17.933,163.845,negative
21.61,76.0045,negative
2.3939,79.0246,negative
4.179,203.56,negative
5.617,240.427,negative
46.146,227.002,negative
16.594,116.39,negative
5.07,201.085,negative
25.044,141.543,negative
74.264,143.023,negative
5.1398,298.695,negative
0.2188,154.899,negative
3.1921,360.081,negative
14.527,212.938,negative
55.9097,188.985,negative
6.686,236.961,negative
1.797,227.366,negative
1.304,280.941,negative
1.7602,277.938,negative
2.829,335.948,negative
1.4613,252.041,negative
0.9621,312.489,negative
8.8093,199.272,negative
11.0144,190.593,negative
65.6668,175.984,negative
14.3144,135.996,negative
0.8537,352.474,negative
30.84,115.272,negative
2.69,331.581,negative
10.52,71.5688,negative
61.71,199.915,negative
1.789,251.585,negative
70.028,157.901,negative
5.3586,225.478,negative
24.096,273.949,negative
7.32,116.643,negative
4.9357,204.69,negative
2.8211,70.2896,negative
6.673,291.903,negative
2.4725,171.071,negative
69.7546,107.047,negative
49.8852,135.89,negative
6.324,147.389,negative
63.3618,74.5681,negative
4.869,156.565,negative
34.772,157.905,negative
3.4732,211.577,negative
31.475,206.909,negative
46.6564,78.3395,negative
5.0326,191.503,negative
25.186,86.7517,negative
27.469,201.41,negative
0.2694,142.248,negative
5.059,205.448,negative
79.7296,56.7602,negative
75.0703,99.2704,negative
65.912,133.173,negative
3.408,227.08,negative
21.9356,123.759,negative
17.2551,188.885,negative
7.7603,290.482,negative
48.901,198.631,negative
52.36,156.726,negative
18.4308,169.383,negative
1.839,269.468,negative
76.584,89.9856,negative
70.87,127.306,negative
0.059,127.905,negative
4.834,183.768,negative
8.293,142.059,negative
5.2231,276.536,negative
2.995,272.28,negative
5.787,130.23,negative
2.423,180.545,negative
13.341,63.2308,negative
79.5884,113.506,negative
66.851,148.022,negative
7.022,151.46,negative
67.617,179.25,negative
2.642,191.493,negative
24.588,132.624,negative
43.7063,91.0879,negative
35.16,137.929,negative
25.312,155.949,negative
12.857,290.7,negative
9.3046,150.686,negative
3.1439,357.692,negative
10.6855,117.355,negative
22.2335,116.364,negative
4.9318,223.58,negative
81.3693,121.969,negative
1.825,274.892,negative
6.251,251.259,negative
4.9835,286.426,negative
18.85,135.605,negative
9.9252,124.016,negative
0.8864,340.59,negative
2.154,260.536,negative
0.7458,378.241,negative
4.591,213.687,negative
26.089,169.349,negative
3.828,225.341,negative
6.0857,212.947,negative
10.3535,218.411,negative
1.5532,250.943,negative
9.6888,169.451,negative
64.378,127.346,negative
4.228,241.422,negative
9.239,169.867,negative
13.5688,163.248,negative
7.47,109.393,negative
8.826,152.247,negative
1.003,239.627,negative
0.6755,275.836,negative
27.087,173.98,negative
11.3741,291.552,negative
2.903,299.482,negative
7.437,121.816,negative
49.5995,154.92,negative
5.861,64.2661,negative
12.037,100.664,negative
59.9787,157.675,negative
11.7935,198.647,negative
65.0289,99.477,negative
19.158,155.814,negative
20.0742,137.294,negative
20.2901,206.641,negative
41.436,90.8102,negative
19.3908,196.411,negative
9.235,238.102,negative
6.4053,252.015,negative
36.3005,107.001,negative
58.019,105.479,negative
0.4688,166.196,negative
13.815,159.805,negative
1.92,286.413,negative
27.0943,128.141,negative
8.58,219.155,negative
2.533,97.1196,negative
3.2503,175.683,negative
6.862,185.801,negative
45.014,200.2,negative
3.5066,208.996,negative
20.2701,197.505,negative
16.244,61.034,negative
3.5745,202.092,negative
3.4604,275.603,negative
22.856,157.278,negative
32.4811,199.951,negative
20.162,245.658,negative
6.382,210.92,negative
2.7907,185.909,negative
24.791,173.444,negative
85.8793,161.453,negative
40.2357,250.253,negative
1.9947,195.796,negative
3.045,315.529,negative
0.5105,220.687,negative
89.4859,225.009,negative
2.071,276.474,negative
7.61,176.991,negative
34.4105,157.456,negative
85.7558,220.761,negative
47.741,152.917,negative
9.986,231.863,negative
0.4852,165.158,negative
49.8198,119.954,negative
3.237,290.363,negative
10.152,237.673,negative
13.369,160.851,negative
8.435,122.932,negative
4.549,204.247,negative
42.836,210.715,negative
11.8286,239.572,negative
7.556,206.229,negative
10.1152,250.027,negative
4.5729,120.804,negative
35.4229,140.242,negative
3.7316,189.52,negative
1.646,220.402,negative
7.695,244.691,negative
23.2359,105.775,negative
5.5984,88.8504,negative
6.1642,198.377,negative
67.7603,98.7475,negative
32.635,106.772,negative
7.9798,209.183,negative
79.392,20.2445,negative
2.425,195.544,negative
1.5868,146.096,negative
42.1949,42.8497,negative
64.773,164.902,negative
1.125,311.14,negative
0.1561,250.684,negative
57.878,195.248,negative
31.828,144.261,negative
9.4002,266.12,negative
3.103,169.467,negative
19.423,234.385,negative
6.5895,171.63,negative
23.202,252.21,negative
5.8385,227.08,negative
9.6868,264.772,negative
14.1372,172.054,negative
26.551,180.612,negative
3.436,354.313,negative
0.583,179.991,negative
71.9926,226.582,negative
4.655,221.253,negative
48.7888,232.547,negative
0.2422,286.684,negative
17.4491,83.9524,negative
4.5743,399.088,negative
19.6618,213.613,negative
5.061,104.987,negative
3.777,198.194,negative
7.195,223.819,negative
1.915,221.458,negative
20.337,80.0587,negative
15.5424,306.642,negative
11.114,179.925,negative
16.2846,216.761,negative
13.7183,192.223,negative
1.305,174.503,negative
3.5519,359.42,negative
1.128,302.636,negative
0.912,173.044,negative
7.671,162.898,negative
29.4058,150.025,negative
5.0985,129.562,negative
1.822,383.006,negative
79.647,20.5405,negative
17.981,148.139,negative
56.071,46.0426,negative
21.937,81.9677,negative
26.6964,213.576,negative
7.4018,261.316,negative
6.5938,287.99,negative
3.625,120.357,negative
3.4297,352.786,negative
20.889,132.931,negative
