At9,Class
37.3983,negative
1.706,negative
8.618,negative
7.923,negative
85.328,negative
5.881,negative
3.3954,negative
82.8204,negative
9.031,negative
0.054,negative
3.4541,negative
49.1374,negative
17.646,negative
6.352,negative
24.1656,negative
47.1567,negative
17.4089,negative
7.831,negative
53.953,negative
1.041,negative
3.5025,negative
0.9455,negative
58.4118,negative
7.444,negative
3.6587,negative
4.7988,negative
14.853,negative
0.49,negative
8.428,negative
13.937,negative
36.5241,negative
16.2389,negative
37.3886,negative
16.129,negative
64.2875,negative
0.9563,negative
32.928,negative
8.4288,negative
4.089,negative
1.454,negative
1.1889,negative
5.4587,negative
44.767,negative
0.901,negative
35.8363,negative
19.2493,negative
73.203,negative
2.233,negative
14.634,negative
2.443,negative
19.1417,negative
13.218,negative
34.198,negative
1.1506,negative
3.9756,negative
5.5266,negative
13.175,negative
7.797,negative
15.9689,negative
0.501,negative
41.3483,negative
14.972,negative
30.5302,negative
2.4966,negative
2.8997,negative
1.661,negative
35.676,negative
1.5716,negative
88.0664,negative
0.846,negative
26.6457,negative
16.3315,negative
5.9768,negative
4.1776,negative
65.5712,negative
9.3392,negative
25.641,negative
72.273,negative
13.7154,negative
16.353,negative
37.73,negative
3.6204,negative
2.742,negative
8.201,negative
13.735,negative
5.159,negative
1.7,negative
1.4484,negative
79.812,negative
65.052,negative
39.5399,negative
0.986,negative
2.8894,negative
7.0622,negative
7.576,negative
23.3573,negative
76.26,negative
83.5804,negative
19.071,negative
11.258,negative
1.577,negative
15.821,negative
10.21,negative
71.697,negative
41.248,negative
0.147,negative
66.846,negative
13.0114,negative
0.616,negative
18.427,negative
0.2595,negative
2.152,negative
52.1801,negative
1.18,negative
18.967,negative
21.221,negative
63.3878,negative
4.4626,negative
5.8095,negative
48.5058,negative
8.181,negative
0.046,negative
35.216,negative
19.5139,negative
7.3429,negative
7.966,negative
3.5551,negative
83.6227,negative
4.5497,negative
23.302,negative
7.979,negative
1.067,negative
2.1915,negative
37.8646,negative
8.06,negative
4.5116,negative
4.4779,negative
6.43,negative
1.302,negative
37.374,negative
30.0405,negative
9.1004,negative
18.231,negative
9.7853,negative
51.921,negative
18.698,negative
1.0613,negative
8.827,negative
23.8454,negative
3.9175,negative
11.0611,negative
71.9141,negative
6.0268,negative
7.116,negative
1.2785,negative
0.961,negative
6.1065,negative
0.5398,negative
5.205,negative
1.3127,negative
19.1921,negative
11.201,negative
0.351,negative
8.831,negative
6.673,negative
25.688,negative
5.5558,negative
3.651,negative
19.0791,negative
1.573,negative
50.738,negative
8.333,negative
7.086,negative
2.2784,negative
9.2366,negative
1.7098,negative
59.9534,negative
22.8615,negative
1.635,negative
5.413,negative
23.9855,negative
1.0347,negative
5.4551,negative
2.76,negative
11.8646,negative
0.3636,negative
20.949,negative
0.29,negative
17.682,negative
88.9063,negative
11.79,negative
60.023,negative
7.158,negative
9.652,negative
1.7327,negative
15.0666,negative
1.962,negative
6.5289,negative
0.829,negative
3.4423,negative
4.734,negative
17.388,negative
6.4563,negative
22.0967,negative
7.025,negative
2.594,negative
53.7924,negative
3.1709,negative
19.0804,negative
74.4019,negative
57.3003,negative
49.2261,negative
45.2279,negative
19.576,negative
4.265,negative
6.449,negative
3.3089,negative
18.143,negative
16.152,negative
57.169,negative
2.2074,negative
44.497,negative
62.949,negative
9.056,negative
4.558,negative
1.7074,negative
13.511,negative
14.2862,negative
2.008,negative
0.8845,negative
3.0387,negative
10.06,negative
15.7122,negative
1.702,negative
17.075,negative
24.6644,negative
5.231,negative
3.6582,negative
2.932,negative
5.5511,negative
4.663,negative
2.6994,negative
5.9657,negative
4.5212,negative
3.517,negative
5.328,negative
24.195,negative
14.916,negative
0.439,negative
1.837,negative
4.972,negative
8.609,negative
18.4316,negative
9.8048,negative
27.846,negative
9.3727,negative
5.5823,negative
15.0459,negative
1.4,negative
0.052,negative
28.28,negative
0.023,negative
9.546,negative
87.6397,negative
1.811,negative
59.5027,negative
0.145,negative
88.7401,negative
6.0118,negative
6.769,negative
4.195,negative
5.392,negative
7.5304,negative
6.867,negative
2.569,negative
32.5307,negative
0.921,negative
7.5196,negative
4.498,negative
5.197,negative
1.4357,negative
18.873,negative
10.018,negative
0.8238,negative
7.943,negative
56.6622,negative
5.144,negative
23.8976,negative
68.2129,negative
24.9607,negative
46.602,negative
78.822,negative
17.5315,negative
62.5869,negative
15.9683,negative
18.2742,negative
17.8597,negative
0.7988,negative
54.781,negative
5.7626,negative
0.472,negative
0.444,negative
0.803,negative
7.9135,negative
86.453,negative
18.7851,negative
4.611,negative
1.7621,negative
3.776,negative
3.262,negative
1.219,negative
23.197,negative
3.5444,negative
19.418,negative
9.4811,negative
19.7041,negative
15.8008,negative
2.8735,negative
36.647,negative
26.3933,negative
6.61,negative
5.658,negative
4.5935,negative
1.727,negative
30.92,negative
1.412,negative
8.3257,negative
3.4608,negative
38.364,negative
17.1,negative
6.8788,negative
3.637,negative
15.967,negative
3.139,negative
42.0438,negative
8.572,negative
46.2761,negative
9.399,negative
2.16,negative
4.6127,negative
33.685,negative
3.446,negative
76.7401,negative
7.436,negative
2.9065,negative
2.3374,negative
1.891,negative
0.7759,negative
21.362,negative
10.117,negative
5.42,negative
15.928,negative
1.897,negative
5.602,negative
15.8624,negative
1.646,negative
23.933,negative
2.1648,negative
39.2971,negative
1.198,negative
0.968,negative
70.193,negative
23.7678,negative
5.898,negative
66.271,negative
16.521,negative
5.526,negative
15.634,negative
15.547,negative
0.1708,negative
8.2015,negative
0.482,negative
0.404,negative
2.572,negative
0.6186,negative
43.7885,negative
7.795,negative
22.8702,negative
21.853,negative
2.57,negative
2.325,negative
2.529,negative
1.267,negative
3.198,negative
0.8501,negative
2.4634,negative
28.553,negative
3.573,negative
8.0112,negative
14.9967,negative
10.426,negative
22.259,negative
1.586,negative
27.9743,negative
3.905,negative
4.803,negative
7.8247,negative
18.6497,negative
31.0284,negative
8.1316,negative
14.227,negative
2.7663,negative
3.3124,negative
4.3753,negative
58.555,negative
1.797,negative
86.1169,negative
67.4915,negative
4.4764,negative
37.511,negative
3.0261,negative
29.191,negative
1.085,negative
13.2785,negative
4.0716,negative
14.985,negative
18.7887,negative
11.404,negative
61.51,negative
9.2116,negative
11.1895,negative
56.0249,negative
15.0473,negative
22.478,negative
8.849,negative
2.2837,negative
21.666,negative
10.8666,negative
4.894,negative
80.5721,negative
12.395,negative
48.996,negative
11.3112,negative
3.8617,negative
5.212,negative
21.346,negative
69.8962,negative
40.6918,negative
0.2716,negative
64.279,negative
59.294,negative
16.727,negative
6.2941,negative
2.565,negative
31.9616,negative
0.1015,negative
0.5051,negative
30.257,negative
84.1351,negative
17.7641,negative
5.858,negative
1.1998,negative
73.4998,negative
0,negative
32.6827,negative
2.3698,negative
42.506,negative
56.554,negative
3.2204,negative
63.099,negative
36.4389,negative
2.219,negative
7.917,negative
2.3595,negative
18.5652,negative
9.497,negative
5.239,negative
55.6963,negative
4.7341,negative
2.0319,negative
2.4949,negative
36.1048,negative
34.4278,negative
2.091,negative
2.2951,negative
6.201,negative
17.1307,negative
5.177,negative
10.316,negative
17.067,negative
9.2904,negative
56.4494,negative
77.094,negative
75.388,negative
14.9106,negative
3.692,negative
6.2697,negative
30.9668,negative
2.4533,negative
1.086,negative
36.458,negative
10.0836,negative
5.4091,negative
14.5024,negative
11.469,negative
18.8358,negative
26.3124,negative
3.443,negative
5.663,negative
38.3827,negative
26.7977,negative
26.398,negative
5.0738,negative
0.6463,negative
4.418,negative
26.61,negative
74.888,negative
14.1145,negative
77.6551,negative
1.273,negative
82.278,negative
42.9804,negative
78.0997,negative
36.6853,negative
3.6658,negative
3.7329,negative
19.5424,negative
23.3048,negative
0.3565,negative
15.18,negative
6.463,negative
2.9112,negative
4.7061,negative
49.511,negative
3.18,negative
47.723,negative
10.7848,negative
0.509,negative
10.1245,negative
3.7958,negative
62.1533,negative
1.7611,negative
16.624,negative
13.678,negative
7.053,negative
15.634,negative
9.43,negative
87.2246,negative
7.251,negative
7.8401,negative
3.294,negative
7.3755,negative
80.558,negative
2.8656,negative
15.8268,negative
37.739,negative
9.364,negative
76.9471,negative
82.9372,negative
9.83,negative
3.9385,negative
48.278,negative
2.258,negative
19.049,negative
4.7858,negative
34.1165,negative
3.565,negative
15.139,negative
34.356,negative
46.1424,negative
89.1927,negative
45.312,negative
13.0019,negative
67.6577,negative
5.485,negative
10.741,negative
30.606,negative
51.9091,negative
3.045,negative
10.922,negative
14.911,negative
19.884,negative
8.4031,negative
18.183,negative
38.495,negative
11.9637,negative
65.9551,negative
7.5361,negative
18.908,negative
3.4872,negative
4.669,negative
0.545,negative
3.7736,negative
1.4029,negative
12.706,negative
21.138,negative
5.7523,negative
45.5168,negative
38.6221,negative
38.236,negative
37.3197,negative
23.28,negative
7.1396,negative
2.1861,negative
42.0149,negative
14.781,negative
0.094,negative
11.985,negative
11.1458,negative
2.826,negative
15.682,negative
4.458,negative
21.9358,negative
16.234,negative
34.1392,negative
3.809,negative
7.9513,negative
14.006,negative
49.7574,negative
1.8752,negative
61.787,negative
14.536,negative
61.2522,negative
7.597,negative
18.1579,negative
4.659,negative
10.3511,negative
31.247,negative
46.1771,negative
9.612,negative
6.0528,negative
6.902,negative
11.3175,negative
9.2301,negative
12.605,negative
63.146,negative
18.969,negative
38.4602,negative
14.572,negative
74.454,negative
13.427,negative
10.9222,negative
22.106,negative
1.1643,negative
3.2582,negative
2.7747,negative
10.4413,negative
3.888,negative
41.9658,negative
6.5171,negative
9.2321,negative
23.091,negative
9.911,negative
0.732,negative
1.67,negative
13.3421,negative
1.4342,negative
1.5887,negative
76.9479,negative
12.0487,negative
12.336,negative
2.128,negative
72.887,negative
40.152,negative
1.388,negative
17.9541,negative
13.4953,negative
63.031,negative
6.81,negative
51.452,negative
9.528,negative
7.276,negative
14.963,negative
4.7264,negative
67.2725,negative
17.82,negative
87.0791,negative
52.09,negative
33.8695,negative
0.327,negative
11.785,negative
1.608,negative
12.867,negative
2.0787,negative
47.1486,negative
7.244,negative
11.5541,negative
33.7063,negative
0.152,negative
3.7004,negative
1.288,negative
14.5326,negative
1.9247,negative
0.595,negative
19.37,negative
1.1537,negative
10.598,negative
87.7875,negative
28.298,negative
16.5465,negative
2.2043,negative
19.1216,negative
5.468,negative
1.5,negative
23.478,negative
4.9204,negative
71.829,negative
30.754,negative
49.456,negative
41.331,negative
1.3785,negative
45.5211,negative
3.7246,negative
82.6024,negative
11.659,negative
7.3372,negative
0.092,negative
78.9582,negative
6.494,negative
8.8062,negative
2.023,negative
4.166,negative
9.046,negative
8.711,negative
6.31,negative
23.42,negative
14.9592,negative
4.862,negative
4.9965,negative
5.4134,negative
13.734,negative
1.9292,negative
82.8039,negative
7.1941,negative
26.126,negative
9.664,negative
2.0107,negative
11.7631,negative
24.439,negative
67.2339,negative
29.023,negative
6.616,negative
88.9075,negative
0.227,negative
59.7912,negative
1.2155,negative
1.7086,negative
1.649,negative
13.733,negative
74.837,negative
4.158,negative
3.825,negative
1.039,negative
12.336,negative
2.4506,negative
26.53,negative
4.687,negative
17.905,negative
35.915,negative
3.2088,negative
3.3657,negative
2.5743,negative
16.5441,negative
0.7,negative
1.0325,negative
15.486,negative
25.33,negative
21.9881,negative
14.2807,negative
71.363,negative
2.335,negative
29.692,negative
8.806,negative
37.168,negative
46.2304,negative
27.6552,negative
22.571,negative
0.758,negative
27.036,negative
9.941,negative
7.7165,negative
2.817,negative
0.8604,negative
3.374,negative
4.714,negative
5.4805,negative
12.5712,negative
3.6007,negative
15.494,negative
2.5722,negative
39.732,negative
2.018,negative
40.5255,negative
45.7654,negative
4.2206,negative
6.561,negative
12.801,negative
49.7552,negative
1.5499,negative
2.695,negative
13.438,negative
35.1268,negative
2.3845,negative
16.789,negative
1.4973,negative
18.2702,negative
87.5122,negative
13.905,negative
1.053,negative
19.8253,negative
3.375,negative
44.263,negative
8.1366,negative
9.498,negative
10.1466,negative
0.4862,negative
43.9589,negative
34.9882,negative
1.1344,negative
23.088,negative
2.491,negative
2.2614,negative
21.611,negative
19.965,negative
6.682,negative
18.469,negative
5.554,negative
3.375,negative
56.553,negative
1.605,negative
2.3869,negative
10.959,negative
0.324,negative
68.5256,negative
1.136,negative
5.341,negative
12.398,negative
33.5063,negative
9.7343,negative
39.6284,negative
6.306,negative
5.7268,negative
65.437,negative
8.4593,negative
1.9635,negative
0.038,negative
4.2953,negative
22.1766,negative
0.814,negative
2.664,negative
6.987,negative
4.3534,negative
10.519,negative
0.1199,negative
6.5413,negative
0.689,negative
1.708,negative
43.914,negative
2.5025,negative
14.438,negative
33.313,negative
29.836,negative
0.305,negative
84.8323,negative
42.5147,negative
79.5842,negative
49.197,negative
16.181,negative
9.4083,negative
23.816,negative
48.202,negative
48.751,negative
30.831,negative
17.8472,negative
6.4976,negative
61.098,negative
65.202,negative
5.9072,negative
65.808,negative
11.112,negative
26.0415,negative
25.724,negative
5.2124,negative
0.5848,negative
2.2374,negative
12.001,negative
3.5686,negative
5.2892,negative
2.396,negative
34.0048,negative
8.772,negative
0.1304,negative
15.833,negative
2.062,negative
1.9738,negative
7.4762,negative
7.318,negative
14.2235,negative
10.472,negative
6.308,negative
0.8347,negative
42.686,negative
10.926,negative
1.7715,negative
38.181,negative
7.748,negative
3.635,negative
7.6504,negative
11.7311,negative
21.2129,negative
6.3019,negative
32.071,negative
74.4102,negative
19.3344,negative
1.475,negative
25.478,negative
5.7144,negative
40.505,negative
11.2356,negative
1.2638,negative
4.016,negative
63.4582,negative
31.0226,negative
5.762,negative
58.609,negative
8.3777,negative
59.536,negative
16.691,negative
0.017,negative
81.7102,negative
2.559,negative
51.7229,negative
21.5184,negative
67.2734,negative
3.8848,negative
9.162,negative
3.783,negative
2.9598,negative
2.249,negative
0.2439,negative
5.5596,negative
1.639,negative
1.6024,negative
1.9866,negative
30.3355,negative
14.669,negative
5.344,negative
1.6861,negative
66.059,negative
27.01,negative
0.524,negative
7.3987,negative
1.79,negative
1.7138,negative
4.362,negative
6.884,negative
48.1799,negative
2.9569,negative
17.451,negative
65.1875,negative
12.1487,negative
28.175,negative
7.302,negative
2.319,negative
0.577,negative
47.73,negative
17.8557,negative
25.3912,negative
1.6,negative
0.0796,negative
6.6877,negative
4.501,negative
7.406,negative
2.694,negative
2.21,negative
67.285,negative
35.902,negative
2.846,negative
12.7952,negative
12.193,negative
18.845,negative
6.78,negative
0.065,negative
86.2952,negative
8.4814,negative
2.579,negative
6.5405,negative
32.7651,negative
54.193,negative
78.186,negative
23.359,negative
0.6007,negative
52.3856,negative
1.4587,negative
3.08,negative
2.153,negative
26.17,negative
5.2374,negative
39.4854,negative
6.514,negative
7.9929,negative
9.046,negative
66.21,negative
1.8987,negative
5.4913,negative
0.969,negative
3.9059,negative
36.759,negative
29.1805,negative
11.586,negative
85.9912,negative
41.0305,negative
8.007,negative
15.2612,negative
21.5425,negative
9.4508,negative
37.835,negative
5.2555,negative
12.056,negative
2.808,negative
2.6397,negative
3.017,negative
3.796,negative
6.2315,negative
61.162,negative
8.256,negative
68.3044,negative
55.764,negative
85.333,negative
79.507,negative
0.0175,negative
4.3725,negative
3.7384,negative
2.98,negative
6.6863,negative
2.0092,negative
1.6899,negative
0.812,negative
3.016,negative
46.617,negative
0.98,negative
5.5765,negative
5.0681,negative
1.6967,negative
7.5801,negative
62.0277,negative
1.843,negative
7.617,negative
10.5067,negative
35.141,negative
45.8751,negative
7.927,negative
0.9552,negative
3.427,negative
36.7094,negative
5.6592,negative
5.2154,negative
1.6754,negative
12.744,negative
5.475,negative
38.836,negative
8.356,negative
47.2633,negative
36.0741,negative
63.531,negative
32.22,negative
9.997,negative
2.887,negative
0.094,negative
8.4671,negative
16.8038,negative
2.1978,negative
59.896,negative
66.36,negative
1.241,negative
26.148,negative
0.224,negative
4.53,negative
11.8193,negative
80.8486,negative
88.2038,negative
63.926,negative
3.0264,negative
3.903,negative
88.9008,negative
7.409,negative
62.6968,negative
62.3181,negative
0.347,negative
13.7508,negative
37.3138,negative
10.2255,negative
77.3274,negative
6.2819,negative
11.4673,negative
15.2905,negative
20.674,negative
10.7911,negative
1.0711,negative
28.6338,negative
10.176,negative
5.219,negative
8.5216,negative
9.9477,negative
17.353,negative
0.768,negative
9.074,negative
1.8611,negative
4.7658,negative
8.8309,negative
3.5743,negative
31.042,negative
13.6063,negative
9.3626,negative
2.016,negative
73.437,negative
48.129,negative
11.8712,negative
40.3317,negative
11.763,negative
35.3545,negative
3.7844,negative
35.77,negative
3.5191,negative
67.951,negative
10.032,negative
39.52,negative
85.9662,negative
80.6796,negative
0.4967,negative
5.0315,negative
1.951,negative
27.67,negative
22.162,negative
11.3729,negative
0.3403,negative
4.229,negative
61.1232,negative
2.9973,negative
86.932,negative
5.3662,negative
6.4733,negative
3.2072,negative
4.687,negative
9.7048,negative
6.761,negative
16.962,negative
13.207,negative
79.144,negative
44.827,negative
51.324,negative
35.85,negative
7.9276,negative
7.968,negative
1.445,negative
24.6315,negative
1.2521,negative
15.462,negative
65.823,negative
5.079,negative
12.8719,negative
11.7617,negative
36.4567,negative
9.72,negative
27.0267,negative
33.1019,negative
20.9362,negative
13.056,negative
26.464,negative
9.168,negative
15.23,negative
1.534,negative
11.6,negative
0.3152,negative
1.8521,negative
6.0783,negative
3.2309,negative
0.894,negative
66.4659,negative
7.9705,negative
1.7125,negative
5.1365,negative
50.697,negative
2.729,negative
2.637,negative
1.6041,negative
6.221,negative
9.5992,negative
9.1148,negative
13.5322,negative
34.5856,negative
3.2132,negative
5.466,negative
3.886,negative
23.5114,negative
12.9273,negative
14.366,negative
0.0056,negative
2.591,negative
49.979,negative
62.509,negative
9.259,negative
2.532,negative
11.0098,negative
1.56,negative
1.7384,negative
58.0948,negative
4.094,negative
2.356,negative
17.9519,negative
4.871,negative
12.595,negative
0.16,negative
5.6814,negative
3.684,negative
6.992,negative
17.547,negative
31.091,negative
8.327,negative
7.915,negative
17.8512,negative
28.919,negative
61.987,negative
6.33,negative
24.663,negative
4.253,negative
12.583,negative
25.6547,negative
2.4879,negative
25.2944,negative
5.4681,negative
2.5147,negative
9.209,negative
7.0548,negative
4.018,negative
0.5447,negative
6.0446,negative
84.3751,negative
2.397,negative
15.231,negative
7.9947,negative
51.723,negative
9.9482,negative
0.9381,negative
4.7804,negative
9.259,negative
1.1811,negative
3.208,negative
32.816,negative
10.563,negative
63.6052,negative
0.462,negative
60.579,negative
4.0005,negative
9.906,negative
0.647,negative
1.668,negative
30.9438,negative
4.1303,negative
35.279,negative
69.623,negative
19.517,negative
7.5418,negative
3.401,negative
21.675,negative
4.862,negative
83.4683,negative
5.7317,negative
45.8856,negative
4.016,negative
8.55,negative
79.6084,negative
13.7782,negative
9.228,negative
2.772,negative
5.554,negative
47.592,negative
3.963,negative
7.2306,negative
20.6356,negative
1.0704,negative
60.313,negative
58.99,negative
1.9882,negative
13.854,negative
8.8499,negative
2.8165,negative
7.6011,negative
29.859,negative
17.822,negative
70.3994,negative
12.0607,negative
13.2931,negative
0.8714,negative
1.6899,negative
67.6997,negative
0.8645,negative
4.4983,negative
13.7,negative
8.734,negative
7.8637,negative
3.7162,negative
46.0148,negative
20.564,negative
24.825,negative
6.6169,negative
0.2726,negative
7.992,negative
4.002,negative
46.219,negative
12.6618,negative
15.629,negative
9.601,negative
87.3306,negative
14.19,negative
60.3918,negative
13.4021,negative
20.582,negative
42.4886,negative
29.945,negative
5.3907,negative
3.316,negative
0.4845,negative
75.669,negative
11.1311,negative
0.2353,negative
6.1301,negative
3.6338,negative
41.771,negative
4.5284,negative
2.3506,negative
31.2579,negative
2.566,negative
5.3398,negative
3.823,negative
4.737,negative
6.082,negative
6.807,negative
21.504,negative
7.5434,negative
4.502,negative
20.826,negative
18.2554,negative
56.6874,negative
8.982,negative
68.708,negative
3.333,negative
2.9912,negative
21.5092,negative
50.521,negative
63.687,negative
12.104,negative
1.452,negative
34.9219,negative
10.7326,negative
2.291,negative
17.768,negative
1.778,negative
4.1034,negative
17.072,negative
37.48,negative
1.701,negative
12.5959,negative
30.754,negative
66.68,negative
13.5898,negative
10.0643,negative
7.4375,negative
2.9064,negative
64.4617,negative
4.3673,negative
5.222,negative
3.861,negative
16.2131,negative
4.534,negative
4.923,negative
16.8389,negative
31.498,negative
1.735,negative
19.482,negative
19.9366,negative
0.487,negative
50.682,negative
1.611,negative
12.3433,negative
31.645,negative
35.0558,negative
2.652,negative
2.303,negative
45.4834,negative
1.7696,negative
0.488,negative
24.302,negative
64.397,negative
3.3533,negative
5.806,negative
28.0868,negative
6.837,negative
22.232,negative
5.293,negative
7.755,negative
70.9158,negative
32.321,negative
22.7058,negative
4.302,negative
7.511,negative
8.0796,negative
58.3452,negative
12.0755,negative
15.5248,negative
1.068,negative
1.824,negative
10.1631,negative
4.149,negative
28.109,negative
14.1545,negative
10.732,negative
9.3398,negative
18.766,negative
2.045,negative
2.2334,negative
35.7705,negative
2.224,negative
0.011,negative
51.0538,negative
13.6968,negative
8.443,negative
30.245,negative
6.05,negative
1.5906,negative
14.583,negative
0.189,negative
0.227,negative
10.9249,negative
84.7568,negative
37.039,negative
18.513,negative
7.598,negative
36.498,negative
6.021,negative
0.385,negative
9.064,negative
11.2425,negative
0.0031,negative
2.7999,negative
5.1525,negative
0.014,negative
84.1468,negative
9.7889,negative
9.969,negative
3.155,negative
3.348,negative
4.758,negative
20.982,negative
19.43,negative
3.4856,negative
0.0753,negative
5.475,negative
3.7348,negative
11.6103,negative
3.7331,negative
3.4037,negative
15.2076,negative
9.8315,negative
33.4374,negative
34.518,negative
2.634,negative
1.993,negative
62.601,negative
12.4336,negative
0.447,negative
0,negative
0.26,negative
47.135,negative
0.4454,negative
0.21,negative
21.3299,negative
12.1313,negative
4.294,negative
14.1339,negative
12.8374,negative
3.208,negative
8.0335,negative
9.599,negative
1.333,negative
10.3482,negative
50.7377,negative
2.451,negative
7.041,negative
24.434,negative
4.266,negative
6.972,negative
2.761,negative
13.7252,negative
13.857,negative
4.5769,negative
4.9252,negative
19.7509,negative
1.525,negative
8.855,negative
0.0354,negative
1.19,negative
64.1446,negative
14.933,negative
2.0888,negative
0.26,negative
9.2336,negative
6.348,negative
36.461,negative
28.1521,negative
11.3526,negative
23.856,negative
4.103,negative
1.677,negative
30.37,negative
17.7354,negative
60.3974,negative
1.0356,negative
9.008,negative
3.9349,negative
1.1528,negative
2.102,negative
11.545,negative
3.7892,negative
20.924,negative
3.7502,negative
21.7684,negative
57.56,negative
17.02,negative
2.1511,negative
0.0608,negative
38.68,negative
66.7511,negative
56.1897,negative
1.5208,negative
9.0373,negative
8.548,negative
12.967,negative
15.8766,negative
83.2347,negative
5.6712,negative
9.9795,negative
43.0169,negative
0.292,negative
19.395,negative
5.2825,negative
89.264,negative
1.109,negative
9.1895,negative
68.0783,negative
2.106,negative
17.6219,negative
52.881,negative
3.003,negative
7.8457,negative
1.2725,negative
34.5241,negative
1.2947,negative
6.3649,negative
6.658,negative
25.8692,negative
7.6218,negative
22.4722,negative
22.8802,negative
27.6555,negative
0.849,negative
89.7647,negative
11.9867,negative
12.6281,negative
3.627,negative
4.5268,negative
3.4486,negative
26.03,negative
6.918,negative
0.0591,negative
30.2511,negative
82.557,negative
9.4546,negative
32.9032,negative
14.7852,negative
1.9931,negative
47.2791,negative
86.497,negative
6.0417,negative
89.3334,negative
14.769,negative
9.487,negative
24.038,negative
4.2561,negative
14.283,negative
9.1753,negative
1.2256,negative
25.441,negative
1.29,negative
34.667,negative
8.1473,negative
9.518,negative
3.5273,negative
23.4492,negative
38.0087,negative
5.1143,negative
6.772,negative
5.47,negative
81.5685,negative
1.667,negative
3.265,negative
16.39,negative
0.039,negative
2.039,negative
5.884,negative
2.2496,negative
25.219,negative
6.074,negative
6.552,negative
20.6134,negative
4.3032,negative
3.917,negative
53.022,negative
5.271,negative
18.8504,negative
12.006,negative
4.783,negative
8.013,negative
3.6,negative
71.1985,negative
8.7761,negative
1.213,negative
2.929,negative
7.4381,negative
2.967,negative
25.723,negative
55.451,negative
0.519,negative
37.882,negative
12.6816,negative
37.454,negative
6.3074,negative
31.1596,negative
77.863,negative
6.8605,negative
54.769,negative
0.4249,negative
25.4027,negative
1.5067,negative
7.111,negative
33.0542,negative
10.4791,negative
25.4216,negative
7.8286,negative
1.3658,negative
14.486,negative
1.9943,negative
8.3766,negative
5.534,negative
70.247,negative
9.7328,negative
31.8921,negative
20.7994,negative
44.127,negative
6.405,negative
26.7597,negative
0.9472,negative
3.3099,negative
12.0409,negative
40.206,negative
13.464,negative
1.9948,negative
9.748,negative
1.5847,negative
34.606,negative
5.825,negative
63.7141,negative
5.373,negative
2.727,negative
17.804,negative
5.818,negative
3.8562,negative
0.2752,negative
3.101,negative
1.924,negative
14.237,negative
6.3965,negative
2.9976,negative
12.941,negative
10.758,negative
41.3072,negative
7.0849,negative
8.3678,negative
9.9314,negative
10.268,negative
28.5692,negative
10.522,negative
15.767,negative
3.2173,negative
6.3431,negative
21.6007,negative
1.9751,negative
22.233,negative
30.306,negative
85.5644,negative
34.906,negative
10.628,negative
5.5419,negative
6.9844,negative
31.9183,negative
1.1214,negative
17.602,negative
57.598,negative
0.762,negative
64.0684,negative
1.3872,negative
7.9405,negative
11.196,negative
6.8428,negative
2.1506,negative
11.5205,negative
4.072,negative
4.2004,negative
31.5112,negative
67.4727,negative
23.479,negative
63.385,negative
12.1278,negative
3.654,negative
2.9623,negative
12.3552,negative
11.1617,negative
17.6539,negative
1.3389,negative
44.6119,negative
5.2526,negative
2.791,negative
0.8502,negative
2.2166,negative
7.161,negative
14.948,negative
17.1332,negative
5.887,negative
10.8862,negative
14.4319,negative
2.0956,negative
12.441,negative
2.012,negative
11.591,negative
4.604,negative
22.6709,negative
8.2437,negative
13.3384,negative
1.6234,negative
3.045,negative
3.996,negative
10.0602,negative
11.8712,negative
83.6828,negative
3.111,negative
0.677,negative
5.288,negative
26.583,negative
1.29,negative
1.312,negative
8.131,negative
64.9079,negative
81.4811,negative
28.599,negative
26.0436,negative
60.148,negative
30.0391,negative
48.571,negative
21.4977,negative
62.395,negative
2.9756,negative
18.8627,negative
2.4092,negative
4.447,negative
15.361,negative
5.1838,negative
9.9495,negative
19.206,negative
2.6087,negative
1.912,negative
2.6347,negative
9.4671,negative
2.819,negative
9.0533,negative
0.5636,negative
7.9618,negative
10.6572,negative
28.38,negative
1.465,negative
7.4712,negative
4.803,negative
22.5206,negative
60.218,negative
48.964,negative
27.256,negative
6.47,negative
2.42,negative
3.6518,negative
12.329,negative
33.757,negative
0.709,negative
3.9371,negative
0.3662,negative
4.1871,negative
2.7047,negative
25.883,negative
3.46,negative
10.913,negative
0.8525,negative
33.547,negative
3.9947,negative
1.5218,negative
8.545,negative
23.504,negative
48.9365,negative
3.951,negative
24.114,negative
77.978,negative
3.2717,negative
2.4381,negative
3.5068,negative
29.266,negative
2.2868,negative
33.8342,negative
61,negative
24.5471,negative
15.033,negative
7.5449,negative
2.6807,negative
16.258,negative
1.307,negative
3.351,negative
2.7625,negative
39.8008,negative
17.933,negative
21.61,negative
2.3939,negative
4.179,negative
5.617,negative
46.146,negative
16.594,negative
5.07,negative
25.044,negative
74.264,negative
5.1398,negative
0.2188,negative
3.1921,negative
14.527,negative
55.9097,negative
6.686,negative
1.797,negative
1.304,negative
1.7602,negative
2.829,negative
1.4613,negative
0.9621,negative
8.8093,negative
11.0144,negative
65.6668,negative
14.3144,negative
0.8537,negative
30.84,negative
2.69,negative
10.52,negative
61.71,negative
1.789,negative
70.028,negative
5.3586,negative
24.096,negative
7.32,negative
4.9357,negative
2.8211,negative
6.673,negative
2.4725,negative
69.7546,negative
49.8852,negative
6.324,negative
63.3618,negative
4.869,negative
34.772,negative
3.4732,negative
