Day_Mins,Day_Charge,Eve_Mins,Eve_Charge,Intl_Mins,Intl_Charge,CustServ_Calls,Class
193.8,32.95,197.6,16.8,5.9,1.59,0,negative
168.6,28.66,298,25.33,9.8,2.65,1,negative
253.2,43.04,201,17.09,9.7,2.62,2,negative
174.7,29.7,232.1,19.73,8.9,2.4,1,negative
87,14.79,193.6,16.46,11,2.97,0,negative
204.5,34.77,132.8,11.29,14.8,4,2,negative
226.5,38.51,152.1,12.93,9.4,2.54,3,negative
234.1,39.8,163.1,13.86,10,2.7,1,negative
133.3,22.66,182.9,15.55,12.9,3.48,3,positive
133.9,22.76,166.4,14.14,15.4,4.16,1,negative
160.2,27.23,138.9,11.81,9.7,2.62,0,negative
230.6,39.2,224.1,19.05,11.1,3,0,negative
227.4,38.66,176,14.96,6.3,1.7,2,negative
72.8,12.38,267.1,22.7,11.8,3.19,2,negative
196.1,33.34,296.5,25.2,7,1.89,1,negative
197.1,33.51,165.9,14.1,12.8,3.46,1,negative
219.6,37.33,303.3,25.78,9.7,2.62,1,negative
153.4,26.08,151.4,12.87,12.8,3.46,4,positive
216,36.72,186.9,15.89,4.9,1.32,2,negative
222.9,37.89,262,22.27,10.8,2.92,0,negative
115.9,19.7,236.6,20.11,11.7,3.16,3,negative
189.8,32.27,147.7,12.55,10.6,2.86,1,negative
154.7,26.3,298,25.33,11.1,3,0,negative
136.4,23.19,202.5,17.21,11.5,3.11,3,negative
170.5,28.99,277.5,23.59,12.2,3.29,1,negative
272.4,46.31,107.9,9.17,12.7,3.43,0,negative
210,35.7,232.7,19.78,5.9,1.59,8,negative
236.5,40.21,163.1,13.86,12.2,3.29,2,negative
153.9,26.16,220.1,18.71,8.5,2.3,2,negative
223,37.91,227,19.3,8.8,2.38,1,negative
252.4,42.91,167.9,14.27,10.7,2.89,2,negative
197.9,33.64,168.1,14.29,12,3.24,1,negative
152.4,25.91,274.6,23.34,6.6,1.78,3,negative
237.4,40.36,175.9,14.95,9.2,2.48,3,negative
265.6,45.15,180.7,15.36,8.6,2.32,1,negative
197.3,33.54,305.8,25.99,6.7,1.81,1,negative
199.1,33.85,221.8,18.85,4.2,1.13,1,negative
233.7,39.73,207.9,17.67,12,3.24,2,negative
183.1,31.13,160.1,13.61,7,1.89,1,negative
139.4,23.7,143.4,12.19,10,2.7,2,negative
213.9,36.36,260.5,22.14,8.4,2.27,1,positive
207.1,35.21,200.1,17.01,12.4,3.35,1,negative
139.7,23.75,202.6,17.22,11.3,3.05,2,negative
177.2,30.12,228.7,19.44,8.9,2.4,2,negative
169.8,28.87,173.7,14.76,9.5,2.57,2,negative
173.5,29.5,244.3,20.77,9.7,2.62,3,negative
159.9,27.18,172.2,14.64,5.6,1.51,1,negative
115.1,19.57,196.8,16.73,11.4,3.08,2,negative
136.8,23.26,179.5,15.26,12.5,3.38,2,negative
92.2,15.67,211.2,17.95,13.1,3.54,1,negative
243.9,41.46,133,11.31,13.4,3.62,2,negative
117.1,19.91,235.4,20.01,9,2.43,0,negative
223.3,37.96,167.1,14.2,4.5,1.22,0,positive
154.8,26.32,171.5,14.58,10.6,2.86,3,negative
261.4,44.44,215.7,18.33,8,2.16,1,positive
46.5,7.91,186,15.81,9.6,2.59,4,positive
149.9,25.48,170.9,14.53,11.5,3.11,0,positive
242.2,41.17,226.1,19.22,13.9,3.75,2,positive
259.4,44.1,172.7,14.68,10.7,2.89,1,positive
222.4,37.81,185.8,15.79,12,3.24,2,negative
69.4,11.8,190.8,16.22,8.9,2.4,0,negative
156.5,26.61,209.2,17.78,11.1,3,4,positive
61.2,10.4,92.3,7.85,13.7,3.7,5,positive
245.2,41.68,101.5,8.63,10.7,2.89,0,negative
102.3,17.39,135.2,11.49,15.7,4.24,3,negative
230.9,39.25,167.6,14.25,7.6,2.05,3,negative
227.4,38.66,211.5,17.98,11.9,3.21,0,negative
192.8,32.78,158,13.43,12.7,3.43,1,negative
162.6,27.64,206.2,17.53,8.2,2.21,1,negative
219.4,37.3,180.5,15.34,11,2.97,2,negative
137.2,23.32,165.9,14.1,14.3,3.86,1,negative
87.7,14.91,278.2,23.65,10.5,2.84,1,negative
271.1,46.09,172,14.62,10.3,2.78,1,negative
103.4,17.58,189.3,16.09,14.4,3.89,1,negative
52.2,8.87,220.1,18.71,11.4,3.08,2,negative
165.4,28.12,273.7,23.26,8.7,2.35,0,positive
147.5,25.08,191.7,16.29,16.4,4.43,2,negative
217.8,37.03,214.7,18.25,11.3,3.05,0,negative
235.7,40.07,136.9,11.64,13.3,3.59,1,negative
204.5,34.77,139.6,11.87,8.6,2.32,2,negative
178.4,30.33,247,21,9.6,2.59,0,negative
130.1,22.12,247.2,21.01,13.5,3.65,2,negative
103.7,17.63,236.3,20.09,14.8,4,2,negative
239.9,40.78,177.1,15.05,5.9,1.59,2,negative
148.4,25.23,267.1,22.7,8.9,2.4,0,negative
148.6,25.26,210.8,17.92,10,2.7,2,negative
191.1,32.49,129.2,10.98,12.9,3.48,0,negative
218.5,37.15,112.7,9.58,7.3,1.97,1,negative
97.5,16.58,195.8,16.64,0,0,1,negative
128.7,21.88,117.6,10,10.8,2.92,0,negative
236.6,40.22,197.5,16.79,9.5,2.57,2,negative
85.9,14.6,226.7,19.27,15.6,4.21,0,negative
141.2,24,167.7,14.25,11.4,3.08,1,negative
194.4,33.05,176,14.96,11.5,3.11,0,negative
167.6,28.49,154.5,13.13,17.3,4.67,2,negative
234.5,39.87,164.2,13.96,6.1,1.65,1,negative
154.2,26.21,196.7,16.72,10.1,2.73,1,negative
143.2,24.34,169.9,14.44,11.6,3.13,1,negative
216.4,36.79,249.7,21.22,12.7,3.43,1,negative
161.9,27.52,151.2,12.85,8.5,2.3,1,negative
118.7,20.18,205.1,17.43,10.4,2.81,3,negative
179.1,30.45,196.6,16.71,10.2,2.75,1,negative
147.9,25.14,209.3,17.79,8.8,2.38,2,negative
209.2,35.56,116.6,9.91,16.5,4.46,2,negative
244.3,41.53,322.3,27.4,10.6,2.86,0,negative
175.3,29.8,262.3,22.3,5.6,1.51,1,negative
150.5,25.59,120.3,10.23,9,2.43,1,negative
197.4,33.56,295.7,25.13,13.2,3.56,0,negative
163.5,27.8,143.7,12.21,12.6,3.4,1,negative
236.9,40.27,197.7,16.8,11.4,3.08,2,positive
82.3,13.99,167.2,14.21,7.2,1.94,1,negative
216,36.72,153.7,13.06,12.7,3.43,1,negative
180,30.6,198.8,16.9,12.4,3.35,1,negative
143.7,24.43,173.1,14.71,5.8,1.57,1,negative
198.2,33.69,280.4,23.83,11.3,3.05,1,negative
185.6,31.55,219.7,18.67,11.1,3,2,negative
137.6,23.39,162,13.77,5.8,1.57,3,negative
273.9,46.56,278.6,23.68,10.9,2.94,1,positive
125.3,21.3,141.2,12,6.3,1.7,3,negative
178.8,30.4,167.9,14.27,8.6,2.32,3,negative
214.9,36.53,198.2,16.85,8.2,2.21,0,negative
163,27.71,203.9,17.33,15.1,4.08,2,negative
163.8,27.85,134.9,11.47,8.8,2.38,2,negative
189.5,32.22,204.9,17.42,13.4,3.62,1,negative
155.2,26.38,230.9,19.63,4.5,1.22,0,negative
242.3,41.19,350.9,29.83,11.3,3.05,0,positive
254.1,43.2,180.2,15.32,8.7,2.35,3,negative
112,19.04,208,17.68,11.3,3.05,2,negative
115.5,19.64,267.3,22.72,13.3,3.59,3,negative
137.1,23.31,210.8,17.92,11.1,3,1,negative
198.4,33.73,235.9,20.05,10.1,2.73,0,negative
132.7,22.56,204.6,17.39,12.9,3.48,3,negative
219.6,37.33,210.4,17.88,13.8,3.73,2,negative
169.6,28.83,234.7,19.95,11.2,3.02,0,negative
160.4,27.27,293.9,24.98,12.6,3.4,4,negative
95,16.15,167.9,14.27,11.2,3.02,0,negative
160.1,27.22,256.7,21.82,7,1.89,2,negative
194.6,33.08,232.8,19.79,3.8,1.03,3,negative
236.4,40.19,287.3,24.42,13.8,3.73,1,positive
157.1,26.71,213.1,18.11,7.6,2.05,2,negative
179.8,30.57,173.2,14.72,10.9,2.94,0,negative
148.2,25.19,161.8,13.75,11,2.97,0,negative
183.2,31.14,209.4,17.8,11.9,3.21,1,negative
119.2,20.26,168.3,14.31,12.2,3.29,4,positive
224,38.08,192,16.32,9.6,2.59,0,negative
19.5,3.32,140.9,11.98,7.9,2.13,0,negative
184.8,31.42,248.6,21.13,9.6,2.59,1,negative
176.3,29.97,201,17.09,11.3,3.05,1,negative
241.7,41.09,168.5,14.32,11.1,3,2,negative
224.7,38.2,294,24.99,9.8,2.65,0,negative
207.3,35.24,198.4,16.86,8.6,2.32,1,negative
196.8,33.46,168,14.28,12.7,3.43,2,negative
110.9,18.85,115.6,9.83,15.8,4.27,1,negative
122.5,20.83,273.3,23.23,8,2.16,2,negative
226.9,38.57,201.6,17.14,13.2,3.56,2,negative
187,31.79,141.4,12.02,10,2.7,2,negative
170.5,28.99,193.2,16.42,11.2,3.02,0,negative
204.8,34.82,161,13.69,9.5,2.57,0,negative
165.9,28.2,235.9,20.05,12,3.24,2,negative
154,26.18,198.9,16.91,9.5,2.57,4,positive
158.1,26.88,322.2,27.39,8.9,2.4,1,negative
225.2,38.28,215.1,18.28,9.1,2.46,2,negative
159.4,27.1,179.5,15.26,9.7,2.62,6,positive
172.7,29.36,139.1,11.82,11.7,3.16,2,negative
222.8,37.88,175.8,14.94,11,2.97,3,negative
214.1,36.4,240.5,20.44,10.1,2.73,1,negative
54.8,9.32,173,14.71,7.5,2.03,1,negative
134,22.78,174.5,14.83,7.3,1.97,3,negative
184.8,31.42,175.1,14.88,10.5,2.84,1,negative
283.1,48.13,286.2,24.33,11.3,3.05,3,negative
291.8,49.61,214.3,18.22,9.9,2.67,0,positive
222.7,37.86,105.8,8.99,13.5,3.65,1,negative
174.5,29.67,236.8,20.13,8.5,2.3,0,negative
68.4,11.63,193.3,16.43,10.4,2.81,0,negative
273,46.41,215.5,18.32,9.6,2.59,1,negative
225.3,38.3,108.2,9.2,17.3,4.67,1,positive
283.2,48.14,162.6,13.82,7.2,1.94,1,negative
131.4,22.34,219.7,18.67,11.1,3,1,positive
89.7,15.25,138.6,11.78,10.7,2.89,1,negative
127.1,21.61,247.7,21.05,5,1.35,3,negative
105.9,18,231.7,19.69,10.7,2.89,1,negative
142.3,24.19,158,13.43,6,1.62,2,negative
191.3,32.52,138.5,11.77,6.4,1.73,2,negative
201.9,34.32,156.3,13.29,13.7,3.7,0,negative
247.3,42.04,182.7,15.53,14.7,3.97,3,negative
242.2,41.17,159.7,13.57,8.9,2.4,1,negative
127.3,21.64,222.3,18.9,13.7,3.7,5,positive
162,27.54,241.2,20.5,10.9,2.94,1,negative
179.1,30.45,238.3,20.26,10.6,2.86,2,negative
197.4,33.56,123.4,10.49,12.3,3.32,3,negative
148.2,25.19,308.7,26.24,6.4,1.73,2,negative
193.1,32.83,172.1,14.63,10.2,2.75,0,negative
171.7,29.19,174.8,14.86,7.8,2.11,1,negative
198.5,33.75,270.6,23,8.1,2.19,1,negative
121.7,20.69,184,15.64,12.7,3.43,1,negative
130.2,22.13,278,23.63,14,3.78,2,negative
203.4,34.58,168.6,14.33,13.7,3.7,2,negative
174.7,29.7,280.8,23.87,10.5,2.84,5,negative
241,40.97,231.8,19.7,9.9,2.67,1,positive
141.7,24.09,221,18.79,10.2,2.75,0,negative
134.8,22.92,167.2,14.21,7.7,2.08,2,negative
163.1,27.73,249.4,21.2,9,2.43,1,negative
145.5,24.74,228.4,19.41,8.9,2.4,1,negative
329.8,56.07,208.3,17.71,10.6,2.86,0,positive
194.5,33.07,186.3,15.84,12.7,3.43,2,negative
131.9,22.42,272.7,23.18,7.1,1.92,1,negative
150,25.5,159.4,13.55,8.5,2.3,1,negative
196.6,33.42,241.4,20.52,12.9,3.48,2,negative
99.7,16.95,145.1,12.33,14.1,3.81,2,negative
143.6,24.41,141.8,12.05,10.8,2.92,3,negative
231.9,39.42,211.8,18,12.3,3.32,2,negative
37.8,6.43,155.3,13.2,14.2,3.83,3,negative
72.8,12.38,186.4,15.84,10.5,2.84,3,negative
94.8,16.12,219.1,18.62,11.4,3.08,1,negative
221.8,37.71,210.6,17.9,12.4,3.35,1,negative
269,45.73,233.7,19.86,7.3,1.97,2,positive
268.3,45.61,185.5,15.77,6.3,1.7,1,positive
198.7,33.78,249,21.17,12.5,3.38,1,negative
115.5,19.64,218.1,18.54,11.5,3.11,7,positive
202.1,34.36,195.7,16.63,13.3,3.59,2,negative
215.6,36.65,200.6,17.05,12.4,3.35,1,negative
169.9,28.88,209.4,17.8,11.5,3.11,1,negative
201.7,34.29,169.4,14.4,6,1.62,0,negative
221.1,37.59,160.2,13.62,8.4,2.27,4,negative
218.7,37.18,115,9.78,9.4,2.54,2,negative
293.7,49.93,272.5,23.16,11,2.97,2,positive
120.3,20.45,240.4,20.43,7.7,2.08,4,positive
175.8,29.89,206.6,17.56,11.1,3,2,negative
278.5,47.35,240.7,20.46,11.6,3.13,1,positive
236.3,40.17,190.8,16.22,7.2,1.94,3,negative
273.8,46.55,119.6,10.17,11.7,3.16,1,negative
131.1,22.29,160.5,13.64,5.6,1.51,5,positive
167.4,28.46,258.6,21.98,11.2,3.02,4,negative
197.7,33.61,250.5,21.29,10.5,2.84,3,negative
169.5,28.82,230.9,19.63,9,2.43,2,negative
225.2,38.28,173.4,14.74,11.7,3.16,0,negative
174.5,29.67,213.7,18.16,10.3,2.78,4,negative
129.7,22.05,177.5,15.09,7.5,2.03,5,positive
200,34,107.9,9.17,11.4,3.08,3,negative
95.9,16.3,261.6,22.24,13.3,3.59,0,negative
152.8,25.98,242.8,20.64,9.1,2.46,1,negative
129.9,22.08,208.7,17.74,14.3,3.86,1,negative
268.4,45.63,150.6,12.8,9.7,2.62,2,positive
188.5,32.05,148.3,12.61,15.2,4.1,2,negative
170.6,29,162.1,13.78,6.1,1.65,1,negative
191.4,32.54,200.7,17.06,8.2,2.21,1,negative
75.3,12.8,179.9,15.29,12.3,3.32,1,negative
149.8,25.47,276.3,23.49,10.9,2.94,2,negative
115.9,19.7,111.3,9.46,7.1,1.92,1,negative
128.8,21.9,203.9,17.33,14.1,3.81,2,negative
131.7,22.39,216.5,18.4,11,2.97,1,negative
101.4,17.24,159.1,13.52,12.2,3.29,1,negative
149,25.33,235.8,20.04,9.5,2.57,4,negative
96.8,16.46,170.6,14.5,13.4,3.62,2,negative
107.5,18.28,256.4,21.79,12.6,3.4,2,negative
232.8,39.58,303.4,25.79,12.9,3.48,0,positive
121.1,20.59,260.2,22.12,8.3,2.24,3,negative
124.3,21.13,270.7,23.01,3.5,0.95,0,negative
157.7,26.81,298.6,25.38,13.8,3.73,1,negative
124.3,21.13,207.1,17.6,14.8,4,0,negative
286.4,48.69,205.7,17.48,6.9,1.86,1,positive
141.7,24.09,205.6,17.48,8.8,2.38,0,negative
173,29.41,245.8,20.89,4.8,1.3,0,negative
268.7,45.68,301,25.59,5.8,1.57,2,positive
218.5,37.15,134.2,11.41,9.4,2.54,0,negative
255.3,43.4,194.6,16.54,3.7,1,3,negative
41.9,7.12,211,17.94,11.4,3.08,1,negative
260.8,44.34,258.1,21.94,5.8,1.57,1,negative
239.4,40.7,259.4,22.05,7.7,2.08,0,negative
226.7,38.54,168.4,14.31,10.2,2.75,0,negative
179.3,30.48,208.9,17.76,13.5,3.65,1,positive
158,26.86,197,16.75,10,2.7,1,negative
175.7,29.87,258.9,22.01,14.1,3.81,1,negative
157.4,26.76,167.8,14.26,8.8,2.38,3,negative
113.1,19.23,168.8,14.35,6.9,1.86,1,positive
182.7,31.06,246.5,20.95,8.8,2.38,1,negative
161.3,27.42,124.4,10.57,14.1,3.81,0,positive
142.5,24.23,208.3,17.71,7.5,2.03,2,negative
190.5,32.39,259.7,22.07,9.7,2.62,2,positive
159.3,27.08,170.6,14.5,11.9,3.21,1,negative
153.8,26.15,123.3,10.48,9.2,2.48,1,negative
180.7,30.72,174.6,14.84,12,3.24,2,negative
202.7,34.46,224.9,19.12,12.1,3.27,0,negative
190.8,32.44,261.3,22.21,8.9,2.4,0,negative
205.1,34.87,232.7,19.78,9.2,2.48,2,negative
235.6,40.05,236.8,20.13,7.7,2.08,1,negative
189.3,32.18,155.9,13.25,7.4,2,0,negative
166.9,28.37,273.2,23.22,11.5,3.11,1,negative
245.2,41.68,254.1,21.6,7.5,2.03,0,positive
132.6,22.54,221.1,18.79,12.7,3.43,4,positive
182.3,30.99,139.8,11.88,11.6,3.13,2,negative
192.3,32.69,88.7,7.54,10.5,2.84,2,negative
122,20.74,220.2,18.72,10.8,2.92,2,positive
193,32.81,250,21.25,9.6,2.59,2,negative
158.6,26.96,220,18.7,9.1,2.46,0,negative
91.5,15.56,219.9,18.69,12.7,3.43,2,negative
153.6,26.11,205.5,17.47,12.5,3.38,1,negative
221.6,37.67,157.1,13.35,11.5,3.11,1,negative
244.7,41.6,168,14.28,6.6,1.78,1,negative
239.8,40.77,285.9,24.3,9.5,2.57,0,negative
172.4,29.31,230.5,19.59,11,2.97,0,negative
242.5,41.23,245.4,20.86,10,2.7,3,positive
117.6,19.99,159.2,13.53,11.3,3.05,2,negative
174.5,29.67,259.3,22.04,11.3,3.05,1,negative
157.3,26.74,220.9,18.78,12,3.24,1,negative
192,32.64,239.1,20.32,15.1,4.08,1,negative
218.2,37.09,169.3,14.39,8,2.16,1,negative
144.6,24.58,140,11.9,10.9,2.94,1,negative
153.6,26.11,232.9,19.8,14.1,3.81,0,positive
135.8,23.09,222.5,18.91,7.9,2.13,2,negative
160.7,27.32,146.8,12.48,8.2,2.21,0,negative
202.5,34.43,241.4,20.52,7.8,2.11,1,negative
152.2,25.87,227.1,19.3,12.3,3.32,1,negative
227.4,38.66,73.2,6.22,4.7,1.27,0,negative
191.6,32.57,205.6,17.48,9.2,2.48,2,negative
138.9,23.61,211.6,17.99,10.8,2.92,1,negative
127,21.59,206.9,17.59,6.1,1.65,0,negative
168.6,28.66,259.2,22.03,7.3,1.97,1,negative
286.6,48.72,223.2,18.97,11.5,3.11,1,positive
164.6,27.98,262.8,22.34,15.2,4.1,1,negative
144,24.48,135.8,11.54,13,3.51,1,negative
141.6,24.07,207.9,17.67,10.2,2.75,0,negative
204.3,34.73,247.3,21.02,12,3.24,1,negative
163.2,27.74,167.6,14.25,6.2,1.67,1,negative
225,38.25,244.2,20.76,10.7,2.89,0,negative
176.1,29.94,199.7,16.97,8.5,2.3,2,negative
254.2,43.21,228.1,19.39,13.8,3.73,5,negative
174.9,29.73,262,22.27,8.5,2.3,1,negative
187.3,31.84,160.7,13.66,9.6,2.59,0,positive
211.8,36.01,230.9,19.63,10.7,2.89,3,negative
241.9,41.12,126.9,10.79,11.7,3.16,0,negative
196.1,33.34,199.7,16.97,12.9,3.48,3,negative
231.3,39.32,210.4,17.88,12.4,3.35,3,negative
161.6,27.47,196.3,16.69,13.8,3.73,1,negative
194,32.98,241,20.49,11.9,3.21,0,negative
109.7,18.65,223.8,19.02,15.4,4.16,3,negative
277,47.09,238.3,20.26,8.3,2.24,1,negative
192.1,32.66,163.6,13.91,6.1,1.65,0,negative
198.4,33.73,216.9,18.44,13.1,3.54,0,negative
209.2,35.56,159.7,13.57,9.5,2.57,0,negative
184.8,31.42,216.4,18.39,18.4,4.97,2,negative
167.8,28.53,142,12.07,7.3,1.97,2,negative
139.2,23.66,191.4,16.27,11.8,3.19,3,negative
221.3,37.62,167.6,14.25,4.4,1.19,0,negative
121.6,20.67,165.3,14.05,8.9,2.4,1,negative
270.4,45.97,245.1,20.83,15.4,4.16,1,negative
139.6,23.73,240.9,20.48,8.8,2.38,2,negative
253,43.01,138.9,11.81,11.8,3.19,2,negative
183.9,31.26,240.7,20.46,15,4.05,1,negative
203.3,34.56,259.9,22.09,7.8,2.11,3,negative
200.6,34.1,152.5,12.96,7.7,2.08,3,negative
167.6,28.49,176,14.96,13.4,3.62,2,negative
156.5,26.61,204.3,17.37,9.9,2.67,2,negative
215.1,36.57,197.4,16.78,10.6,2.86,1,negative
301.7,51.29,167.1,14.2,10.5,2.84,1,negative
152.3,25.89,267.5,22.74,11.3,3.05,7,negative
195.4,33.22,212.1,18.03,15.1,4.08,1,negative
208.7,35.48,275.5,23.42,8,2.16,2,negative
190.1,32.32,223.2,18.97,14.2,3.83,0,negative
185.4,31.52,178.5,15.17,8,2.16,4,negative
183.2,31.14,252.8,21.49,9.7,2.62,0,negative
54.2,9.21,303.2,25.77,8.6,2.32,1,positive
208,35.36,185,15.73,8.1,2.19,1,negative
230.3,39.15,77.9,6.62,13.2,3.56,1,negative
240.8,40.94,75.9,6.45,7.1,1.92,2,negative
195.7,33.27,106.2,9.03,5.3,1.43,2,negative
276.1,46.94,201.1,17.09,8.9,2.4,0,positive
166.1,28.24,175.9,14.95,16.2,4.37,2,negative
135.9,23.1,244.5,20.78,11.5,3.11,4,positive
189.1,32.15,223.2,18.97,13.9,3.75,2,positive
177.9,30.24,175.1,14.88,11.5,3.11,1,negative
143.9,24.46,210.3,17.88,12.5,3.38,2,negative
148.2,25.19,159.6,13.57,8.6,2.32,2,negative
287.1,48.81,159.3,13.54,13.9,3.75,2,positive
179.7,30.55,218.1,18.54,9.3,2.51,1,positive
165.8,28.19,190,16.15,10.9,2.94,5,positive
144.1,24.5,167.6,14.25,14.5,3.92,1,negative
172.5,29.33,253.1,21.51,5.9,1.59,0,negative
199.8,33.97,167.1,14.2,5.5,1.49,1,negative
109.1,18.55,142.3,12.1,10.9,2.94,2,negative
171.8,29.21,301.7,25.64,9.7,2.62,1,negative
222.3,37.79,286,24.31,12.1,3.27,1,positive
245.8,41.79,264.7,22.5,11.2,3.02,0,negative
164.6,27.98,270.6,23,8,2.16,0,negative
211.7,35.99,271.7,23.09,7.4,2,0,negative
147.2,25.02,160.1,13.61,7.7,2.08,0,positive
254.7,43.3,252.2,21.44,8,2.16,0,positive
170.1,28.92,271.8,23.1,8.7,2.35,1,negative
195.1,33.17,261.5,22.23,11.4,3.08,0,negative
149.3,25.38,187.1,15.9,7.9,2.13,7,positive
81.9,13.92,253.8,21.57,8.9,2.4,2,positive
191.1,32.49,149.6,12.72,9.8,2.65,0,negative
206.9,35.17,224.4,19.07,8.3,2.24,3,negative
239,40.63,273,23.21,13.5,3.65,1,positive
179.3,30.48,252.7,21.48,8,2.16,0,negative
185.3,31.5,219.1,18.62,5.5,1.49,0,negative
141.4,24.04,123.9,10.53,8.1,2.19,2,negative
248.6,42.26,119.3,10.14,12,3.24,1,negative
152.5,25.93,252.4,21.45,4.9,1.32,2,negative
145.6,24.75,230.9,19.63,11.4,3.08,1,negative
164.2,27.91,196.2,16.68,8.1,2.19,1,negative
221,37.57,165.4,14.06,9.7,2.62,1,negative
295.4,50.22,232.1,19.73,11.5,3.11,1,positive
139.8,23.77,174.9,14.87,9.4,2.54,2,negative
162.3,27.59,149.1,12.67,14.8,4,4,positive
272.7,46.36,236.4,20.09,7.7,2.08,0,positive
200.3,34.05,226.6,19.26,12.9,3.48,2,negative
157.1,26.71,172.4,14.65,11.1,3,1,negative
135.8,23.09,200.6,17.05,12.3,3.32,2,negative
236.7,40.24,231.9,19.71,12.7,3.43,1,negative
111.4,18.94,175,14.88,5.5,1.49,3,negative
156.1,26.54,107.1,9.1,14.7,3.97,0,positive
191.1,32.49,282.8,24.04,12,3.24,2,negative
153,26.01,141.1,11.99,10.3,2.78,1,positive
218.8,37.2,242.8,20.64,10.3,2.78,4,negative
205.4,34.92,134.9,11.47,10.3,2.78,3,negative
225.2,38.28,184.9,15.72,9.9,2.67,0,positive
249.9,42.48,254.5,21.63,8.9,2.4,2,positive
131.6,22.37,137,11.65,10.2,2.75,3,negative
197.9,33.64,165.6,14.08,10.1,2.73,0,negative
166.5,28.31,210.2,17.87,9.9,2.67,1,negative
225.4,38.32,187.1,15.9,12.9,3.48,1,negative
275.8,46.89,189.5,16.11,7.4,2,2,positive
142.9,24.29,88.6,7.53,10.8,2.92,1,negative
207.2,35.22,256,21.76,9.9,2.67,1,negative
206.2,35.05,211.2,17.95,10.2,2.75,1,negative
210.3,35.75,195.8,16.64,11.2,3.02,1,negative
225.7,38.37,119.6,10.17,14,3.78,1,positive
167.8,28.53,205.3,17.45,14.5,3.92,4,positive
197.7,33.61,152.2,12.94,7,1.89,2,negative
169.8,28.87,65.2,5.54,10.9,2.94,1,negative
190.6,32.4,237.3,20.17,9.8,2.65,2,negative
80.3,13.65,153.3,13.03,12.8,3.46,2,negative
231.7,39.39,225.1,19.13,12.1,3.27,0,negative
69.1,11.75,230.3,19.58,6.5,1.76,0,negative
188.8,32.1,217.4,18.48,8.2,2.21,4,negative
150.6,25.6,169.1,14.37,10.4,2.81,8,positive
192,32.64,139.5,11.86,5.5,1.49,2,negative
163.7,27.83,113.2,9.62,9.9,2.67,3,negative
211.7,35.99,198.7,16.89,6.5,1.76,1,negative
175.5,29.84,132.3,11.25,11.8,3.19,1,negative
150.1,25.52,200.1,17.01,11,2.97,2,negative
189.5,32.22,176.3,14.99,14.2,3.83,1,negative
70.8,12.04,215.6,18.33,9.5,2.57,6,positive
215.5,36.64,190.7,16.21,8.6,2.32,1,negative
101.7,17.29,202.8,17.24,9.4,2.54,3,negative
258.4,43.93,126.8,10.78,9.7,2.62,4,negative
242.4,41.21,152.9,13,11.8,3.19,1,negative
131.8,22.41,284.3,24.17,11.3,3.05,1,negative
190.2,32.33,197.7,16.8,9.8,2.65,2,negative
154.1,26.2,204.2,17.36,9.8,2.65,2,negative
188,31.96,90.5,7.69,15.3,4.13,3,negative
103.1,17.53,275,23.38,11.2,3.02,1,negative
175.4,29.82,159.5,13.56,11.6,3.13,0,negative
145.4,24.72,209.1,17.77,10.9,2.94,1,negative
250.6,42.6,187.9,15.97,7.8,2.11,1,negative
161.5,27.46,214.2,18.21,8.6,2.32,1,negative
260.1,44.22,256.5,21.8,10,2.7,1,positive
281.3,47.82,301.5,25.63,8.7,2.35,0,positive
130.1,22.12,167,14.2,13.6,3.67,3,positive
102,17.34,113.3,9.63,11.4,3.08,2,negative
218.7,37.18,155,13.18,12.1,3.27,1,negative
128.5,21.85,188.4,16.01,6.8,1.84,1,negative
128.7,21.88,227.1,19.3,9.2,2.48,2,positive
172.2,29.27,162.6,13.82,8.7,2.35,1,negative
199.2,33.86,126,10.71,7.6,2.05,1,negative
184.5,31.37,200.5,17.04,8.8,2.38,2,negative
168.6,28.66,175.6,14.93,10.9,2.94,0,negative
174,29.58,205.3,17.45,6.7,1.81,1,negative
230.4,39.17,257.4,21.88,8.5,2.3,1,negative
198.2,33.69,202.8,17.24,5.1,1.38,1,negative
186.1,31.64,211.6,17.99,8,2.16,0,negative
148.5,25.25,243,20.66,6.8,1.84,1,negative
157.1,26.71,268.8,22.85,10,2.7,0,negative
155,26.35,133.4,11.34,7,1.89,4,positive
129.3,21.98,176.5,15,9.6,2.59,1,negative
188.5,32.05,182,15.47,6.1,1.65,1,negative
208.8,35.5,225.3,19.15,11.1,3,0,negative
238,40.46,278.5,23.67,11.8,3.19,0,positive
211.1,35.89,206.9,17.59,5.6,1.51,0,negative
198.9,33.81,207,17.6,12.6,3.4,3,negative
212.8,36.18,204.1,17.35,10.2,2.75,1,negative
137.4,23.36,120,10.2,12.4,3.35,3,negative
191.8,32.61,267.8,22.76,12.8,3.46,2,negative
149,25.33,49.2,4.18,13.9,3.75,0,negative
117.1,19.91,249.6,21.22,11.1,3,3,negative
108,18.36,241.9,20.56,10.4,2.81,3,negative
112.8,19.18,199.4,16.95,10.1,2.73,0,negative
175.9,29.9,188.3,16.01,11,2.97,1,negative
236.6,40.22,169.9,14.44,11.1,3,1,positive
169.4,28.8,184.9,15.72,2,0.54,1,negative
129.6,22.03,246.2,20.93,9.4,2.54,3,negative
177.1,30.11,184.7,15.7,8,2.16,1,negative
