Day_Mins,Day_Charge,Eve_Charge,Intl_Mins,Intl_Charge,CustServ_Calls,Class
236.3,40.17,16.22,7.2,1.94,3,negative
273.8,46.55,10.17,11.7,3.16,1,negative
131.1,22.29,13.64,5.6,1.51,5,positive
167.4,28.46,21.98,11.2,3.02,4,negative
197.7,33.61,21.29,10.5,2.84,3,negative
169.5,28.82,19.63,9,2.43,2,negative
225.2,38.28,14.74,11.7,3.16,0,negative
174.5,29.67,18.16,10.3,2.78,4,negative
129.7,22.05,15.09,7.5,2.03,5,positive
200,34,9.17,11.4,3.08,3,negative
95.9,16.3,22.24,13.3,3.59,0,negative
152.8,25.98,20.64,9.1,2.46,1,negative
129.9,22.08,17.74,14.3,3.86,1,negative
268.4,45.63,12.8,9.7,2.62,2,positive
188.5,32.05,12.61,15.2,4.1,2,negative
170.6,29,13.78,6.1,1.65,1,negative
191.4,32.54,17.06,8.2,2.21,1,negative
75.3,12.8,15.29,12.3,3.32,1,negative
149.8,25.47,23.49,10.9,2.94,2,negative
115.9,19.7,9.46,7.1,1.92,1,negative
128.8,21.9,17.33,14.1,3.81,2,negative
131.7,22.39,18.4,11,2.97,1,negative
101.4,17.24,13.52,12.2,3.29,1,negative
149,25.33,20.04,9.5,2.57,4,negative
96.8,16.46,14.5,13.4,3.62,2,negative
107.5,18.28,21.79,12.6,3.4,2,negative
232.8,39.58,25.79,12.9,3.48,0,positive
121.1,20.59,22.12,8.3,2.24,3,negative
124.3,21.13,23.01,3.5,0.95,0,negative
157.7,26.81,25.38,13.8,3.73,1,negative
124.3,21.13,17.6,14.8,4,0,negative
286.4,48.69,17.48,6.9,1.86,1,positive
141.7,24.09,17.48,8.8,2.38,0,negative
173,29.41,20.89,4.8,1.3,0,negative
268.7,45.68,25.59,5.8,1.57,2,positive
218.5,37.15,11.41,9.4,2.54,0,negative
255.3,43.4,16.54,3.7,1,3,negative
41.9,7.12,17.94,11.4,3.08,1,negative
260.8,44.34,21.94,5.8,1.57,1,negative
239.4,40.7,22.05,7.7,2.08,0,negative
226.7,38.54,14.31,10.2,2.75,0,negative
179.3,30.48,17.76,13.5,3.65,1,positive
158,26.86,16.75,10,2.7,1,negative
175.7,29.87,22.01,14.1,3.81,1,negative
157.4,26.76,14.26,8.8,2.38,3,negative
113.1,19.23,14.35,6.9,1.86,1,positive
182.7,31.06,20.95,8.8,2.38,1,negative
161.3,27.42,10.57,14.1,3.81,0,positive
142.5,24.23,17.71,7.5,2.03,2,negative
190.5,32.39,22.07,9.7,2.62,2,positive
159.3,27.08,14.5,11.9,3.21,1,negative
153.8,26.15,10.48,9.2,2.48,1,negative
180.7,30.72,14.84,12,3.24,2,negative
202.7,34.46,19.12,12.1,3.27,0,negative
190.8,32.44,22.21,8.9,2.4,0,negative
205.1,34.87,19.78,9.2,2.48,2,negative
235.6,40.05,20.13,7.7,2.08,1,negative
189.3,32.18,13.25,7.4,2,0,negative
166.9,28.37,23.22,11.5,3.11,1,negative
245.2,41.68,21.6,7.5,2.03,0,positive
132.6,22.54,18.79,12.7,3.43,4,positive
182.3,30.99,11.88,11.6,3.13,2,negative
192.3,32.69,7.54,10.5,2.84,2,negative
122,20.74,18.72,10.8,2.92,2,positive
193,32.81,21.25,9.6,2.59,2,negative
158.6,26.96,18.7,9.1,2.46,0,negative
91.5,15.56,18.69,12.7,3.43,2,negative
153.6,26.11,17.47,12.5,3.38,1,negative
221.6,37.67,13.35,11.5,3.11,1,negative
244.7,41.6,14.28,6.6,1.78,1,negative
239.8,40.77,24.3,9.5,2.57,0,negative
172.4,29.31,19.59,11,2.97,0,negative
242.5,41.23,20.86,10,2.7,3,positive
117.6,19.99,13.53,11.3,3.05,2,negative
174.5,29.67,22.04,11.3,3.05,1,negative
157.3,26.74,18.78,12,3.24,1,negative
192,32.64,20.32,15.1,4.08,1,negative
218.2,37.09,14.39,8,2.16,1,negative
144.6,24.58,11.9,10.9,2.94,1,negative
153.6,26.11,19.8,14.1,3.81,0,positive
135.8,23.09,18.91,7.9,2.13,2,negative
160.7,27.32,12.48,8.2,2.21,0,negative
202.5,34.43,20.52,7.8,2.11,1,negative
152.2,25.87,19.3,12.3,3.32,1,negative
227.4,38.66,6.22,4.7,1.27,0,negative
191.6,32.57,17.48,9.2,2.48,2,negative
138.9,23.61,17.99,10.8,2.92,1,negative
127,21.59,17.59,6.1,1.65,0,negative
168.6,28.66,22.03,7.3,1.97,1,negative
286.6,48.72,18.97,11.5,3.11,1,positive
164.6,27.98,22.34,15.2,4.1,1,negative
144,24.48,11.54,13,3.51,1,negative
141.6,24.07,17.67,10.2,2.75,0,negative
204.3,34.73,21.02,12,3.24,1,negative
163.2,27.74,14.25,6.2,1.67,1,negative
225,38.25,20.76,10.7,2.89,0,negative
176.1,29.94,16.97,8.5,2.3,2,negative
254.2,43.21,19.39,13.8,3.73,5,negative
174.9,29.73,22.27,8.5,2.3,1,negative
187.3,31.84,13.66,9.6,2.59,0,positive
211.8,36.01,19.63,10.7,2.89,3,negative
241.9,41.12,10.79,11.7,3.16,0,negative
196.1,33.34,16.97,12.9,3.48,3,negative
231.3,39.32,17.88,12.4,3.35,3,negative
161.6,27.47,16.69,13.8,3.73,1,negative
194,32.98,20.49,11.9,3.21,0,negative
109.7,18.65,19.02,15.4,4.16,3,negative
277,47.09,20.26,8.3,2.24,1,negative
192.1,32.66,13.91,6.1,1.65,0,negative
198.4,33.73,18.44,13.1,3.54,0,negative
209.2,35.56,13.57,9.5,2.57,0,negative
184.8,31.42,18.39,18.4,4.97,2,negative
167.8,28.53,12.07,7.3,1.97,2,negative
139.2,23.66,16.27,11.8,3.19,3,negative
221.3,37.62,14.25,4.4,1.19,0,negative
121.6,20.67,14.05,8.9,2.4,1,negative
270.4,45.97,20.83,15.4,4.16,1,negative
139.6,23.73,20.48,8.8,2.38,2,negative
253,43.01,11.81,11.8,3.19,2,negative
183.9,31.26,20.46,15,4.05,1,negative
203.3,34.56,22.09,7.8,2.11,3,negative
200.6,34.1,12.96,7.7,2.08,3,negative
167.6,28.49,14.96,13.4,3.62,2,negative
156.5,26.61,17.37,9.9,2.67,2,negative
215.1,36.57,16.78,10.6,2.86,1,negative
301.7,51.29,14.2,10.5,2.84,1,negative
152.3,25.89,22.74,11.3,3.05,7,negative
195.4,33.22,18.03,15.1,4.08,1,negative
208.7,35.48,23.42,8,2.16,2,negative
190.1,32.32,18.97,14.2,3.83,0,negative
185.4,31.52,15.17,8,2.16,4,negative
183.2,31.14,21.49,9.7,2.62,0,negative
54.2,9.21,25.77,8.6,2.32,1,positive
208,35.36,15.73,8.1,2.19,1,negative
230.3,39.15,6.62,13.2,3.56,1,negative
240.8,40.94,6.45,7.1,1.92,2,negative
195.7,33.27,9.03,5.3,1.43,2,negative
276.1,46.94,17.09,8.9,2.4,0,positive
166.1,28.24,14.95,16.2,4.37,2,negative
135.9,23.1,20.78,11.5,3.11,4,positive
189.1,32.15,18.97,13.9,3.75,2,positive
177.9,30.24,14.88,11.5,3.11,1,negative
143.9,24.46,17.88,12.5,3.38,2,negative
148.2,25.19,13.57,8.6,2.32,2,negative
287.1,48.81,13.54,13.9,3.75,2,positive
179.7,30.55,18.54,9.3,2.51,1,positive
165.8,28.19,16.15,10.9,2.94,5,positive
144.1,24.5,14.25,14.5,3.92,1,negative
172.5,29.33,21.51,5.9,1.59,0,negative
199.8,33.97,14.2,5.5,1.49,1,negative
109.1,18.55,12.1,10.9,2.94,2,negative
171.8,29.21,25.64,9.7,2.62,1,negative
222.3,37.79,24.31,12.1,3.27,1,positive
245.8,41.79,22.5,11.2,3.02,0,negative
164.6,27.98,23,8,2.16,0,negative
211.7,35.99,23.09,7.4,2,0,negative
147.2,25.02,13.61,7.7,2.08,0,positive
254.7,43.3,21.44,8,2.16,0,positive
170.1,28.92,23.1,8.7,2.35,1,negative
195.1,33.17,22.23,11.4,3.08,0,negative
149.3,25.38,15.9,7.9,2.13,7,positive
81.9,13.92,21.57,8.9,2.4,2,positive
191.1,32.49,12.72,9.8,2.65,0,negative
206.9,35.17,19.07,8.3,2.24,3,negative
239,40.63,23.21,13.5,3.65,1,positive
179.3,30.48,21.48,8,2.16,0,negative
185.3,31.5,18.62,5.5,1.49,0,negative
141.4,24.04,10.53,8.1,2.19,2,negative
248.6,42.26,10.14,12,3.24,1,negative
152.5,25.93,21.45,4.9,1.32,2,negative
145.6,24.75,19.63,11.4,3.08,1,negative
164.2,27.91,16.68,8.1,2.19,1,negative
221,37.57,14.06,9.7,2.62,1,negative
295.4,50.22,19.73,11.5,3.11,1,positive
139.8,23.77,14.87,9.4,2.54,2,negative
162.3,27.59,12.67,14.8,4,4,positive
272.7,46.36,20.09,7.7,2.08,0,positive
200.3,34.05,19.26,12.9,3.48,2,negative
157.1,26.71,14.65,11.1,3,1,negative
135.8,23.09,17.05,12.3,3.32,2,negative
236.7,40.24,19.71,12.7,3.43,1,negative
111.4,18.94,14.88,5.5,1.49,3,negative
156.1,26.54,9.1,14.7,3.97,0,positive
191.1,32.49,24.04,12,3.24,2,negative
153,26.01,11.99,10.3,2.78,1,positive
218.8,37.2,20.64,10.3,2.78,4,negative
205.4,34.92,11.47,10.3,2.78,3,negative
225.2,38.28,15.72,9.9,2.67,0,positive
249.9,42.48,21.63,8.9,2.4,2,positive
131.6,22.37,11.65,10.2,2.75,3,negative
197.9,33.64,14.08,10.1,2.73,0,negative
166.5,28.31,17.87,9.9,2.67,1,negative
225.4,38.32,15.9,12.9,3.48,1,negative
275.8,46.89,16.11,7.4,2,2,positive
142.9,24.29,7.53,10.8,2.92,1,negative
207.2,35.22,21.76,9.9,2.67,1,negative
206.2,35.05,17.95,10.2,2.75,1,negative
210.3,35.75,16.64,11.2,3.02,1,negative
225.7,38.37,10.17,14,3.78,1,positive
167.8,28.53,17.45,14.5,3.92,4,positive
197.7,33.61,12.94,7,1.89,2,negative
169.8,28.87,5.54,10.9,2.94,1,negative
190.6,32.4,20.17,9.8,2.65,2,negative
80.3,13.65,13.03,12.8,3.46,2,negative
231.7,39.39,19.13,12.1,3.27,0,negative
69.1,11.75,19.58,6.5,1.76,0,negative
188.8,32.1,18.48,8.2,2.21,4,negative
150.6,25.6,14.37,10.4,2.81,8,positive
192,32.64,11.86,5.5,1.49,2,negative
163.7,27.83,9.62,9.9,2.67,3,negative
211.7,35.99,16.89,6.5,1.76,1,negative
175.5,29.84,11.25,11.8,3.19,1,negative
150.1,25.52,17.01,11,2.97,2,negative
189.5,32.22,14.99,14.2,3.83,1,negative
70.8,12.04,18.33,9.5,2.57,6,positive
215.5,36.64,16.21,8.6,2.32,1,negative
101.7,17.29,17.24,9.4,2.54,3,negative
258.4,43.93,10.78,9.7,2.62,4,negative
242.4,41.21,13,11.8,3.19,1,negative
131.8,22.41,24.17,11.3,3.05,1,negative
190.2,32.33,16.8,9.8,2.65,2,negative
154.1,26.2,17.36,9.8,2.65,2,negative
188,31.96,7.69,15.3,4.13,3,negative
103.1,17.53,23.38,11.2,3.02,1,negative
175.4,29.82,13.56,11.6,3.13,0,negative
145.4,24.72,17.77,10.9,2.94,1,negative
250.6,42.6,15.97,7.8,2.11,1,negative
161.5,27.46,18.21,8.6,2.32,1,negative
260.1,44.22,21.8,10,2.7,1,positive
281.3,47.82,25.63,8.7,2.35,0,positive
130.1,22.12,14.2,13.6,3.67,3,positive
102,17.34,9.63,11.4,3.08,2,negative
218.7,37.18,13.18,12.1,3.27,1,negative
128.5,21.85,16.01,6.8,1.84,1,negative
128.7,21.88,19.3,9.2,2.48,2,positive
172.2,29.27,13.82,8.7,2.35,1,negative
199.2,33.86,10.71,7.6,2.05,1,negative
184.5,31.37,17.04,8.8,2.38,2,negative
168.6,28.66,14.93,10.9,2.94,0,negative
174,29.58,17.45,6.7,1.81,1,negative
230.4,39.17,21.88,8.5,2.3,1,negative
198.2,33.69,17.24,5.1,1.38,1,negative
186.1,31.64,17.99,8,2.16,0,negative
148.5,25.25,20.66,6.8,1.84,1,negative
157.1,26.71,22.85,10,2.7,0,negative
155,26.35,11.34,7,1.89,4,positive
129.3,21.98,15,9.6,2.59,1,negative
188.5,32.05,15.47,6.1,1.65,1,negative
208.8,35.5,19.15,11.1,3,0,negative
238,40.46,23.67,11.8,3.19,0,positive
211.1,35.89,17.59,5.6,1.51,0,negative
198.9,33.81,17.6,12.6,3.4,3,negative
212.8,36.18,17.35,10.2,2.75,1,negative
137.4,23.36,10.2,12.4,3.35,3,negative
191.8,32.61,22.76,12.8,3.46,2,negative
149,25.33,4.18,13.9,3.75,0,negative
117.1,19.91,21.22,11.1,3,3,negative
108,18.36,20.56,10.4,2.81,3,negative
112.8,19.18,16.95,10.1,2.73,0,negative
175.9,29.9,16.01,11,2.97,1,negative
236.6,40.22,14.44,11.1,3,1,positive
169.4,28.8,15.72,2,0.54,1,negative
129.6,22.03,20.93,9.4,2.54,3,negative
177.1,30.11,15.7,8,2.16,1,negative
133.3,22.66,15.65,13.5,3.65,1,negative
167.8,28.53,18.1,13,3.51,5,negative
174.6,29.68,26.4,9,2.43,1,negative
150.3,25.55,21.75,12.5,3.38,2,negative
283.2,48.14,20.37,6.3,1.7,5,negative
157.8,26.83,13.73,8.7,2.35,5,positive
141.2,24,12.67,7,1.89,2,negative
230.2,39.13,16.67,10.4,2.81,1,negative
237.8,40.43,17.76,15.6,4.21,2,positive
204,34.68,14.32,13.3,3.59,3,positive
221.1,37.59,15.18,7.4,2,1,negative
177.2,30.12,12.12,12.7,3.43,4,negative
118,20.06,21.09,5.3,1.43,1,negative
163.8,27.85,21.73,15.7,4.24,0,negative
141.3,24.02,19.58,9.4,2.54,3,negative
272.5,46.33,19.22,16.4,4.43,3,positive
118.9,20.21,19.41,8.2,2.21,2,negative
7.9,1.34,11.59,12.1,3.27,0,negative
159.5,27.12,14.21,10.2,2.75,0,negative
150.2,25.53,15.78,12.1,3.27,1,negative
144.5,24.57,22.3,12,3.24,2,negative
140.7,23.92,17.93,12.4,3.35,2,negative
169.2,28.76,18.43,12.6,3.4,1,negative
220.8,37.54,12.62,7.6,2.05,2,negative
216.3,36.77,22.64,4.5,1.22,0,negative
169.5,28.82,13.4,10.6,2.86,0,negative
256.3,43.57,21.94,11.7,3.16,1,negative
179.7,30.55,25.48,7.6,2.05,1,negative
266,45.22,11.06,13.1,3.54,3,negative
96.7,16.44,16.47,9.7,2.62,2,negative
82.7,14.06,16.54,10.9,2.94,0,negative
168.2,28.59,13.74,10.1,2.73,3,negative
286.4,48.69,15.15,10.7,2.89,1,positive
174.3,29.63,15.86,12.9,3.48,3,negative
190.6,32.4,13.74,13,3.51,1,negative
175.5,29.84,17.43,17.8,4.81,4,negative
133.4,22.68,17.39,11.1,3,1,negative
204.6,34.78,11.56,6.6,1.78,3,negative
242.2,41.17,19.82,6.2,1.67,3,negative
253.1,43.03,17.86,11.9,3.21,3,negative
130,22.1,15.75,8.3,2.24,0,negative
105.9,18,16.12,12.7,3.43,0,negative
194.2,33.01,16.47,9.3,2.51,3,negative
183.8,31.25,10.5,6.1,1.65,1,negative
196.5,33.41,16.15,10.8,2.92,2,negative
184.5,31.37,14.62,13.7,3.7,3,negative
261.9,44.52,12.59,13.8,3.73,0,negative
202.4,34.41,22.12,9.2,2.48,3,negative
167.4,28.46,14.68,9.5,2.57,3,negative
167.7,28.51,20.98,7.5,2.03,1,negative
191.7,32.59,16.41,11.1,3,1,negative
240.2,40.83,19.58,5.2,1.4,2,negative
189.1,32.15,15.15,11.1,3,1,negative
127.7,21.71,15.55,10.6,2.86,1,negative
205.2,34.88,8.46,13.4,3.62,1,negative
153.6,26.11,18.44,12.6,3.4,2,negative
154.5,26.27,16.46,13.4,3.62,2,negative
153.7,26.13,16.49,14.1,3.81,1,negative
171.2,29.1,15.79,10.8,2.92,1,negative
328.1,55.78,12.89,8.7,2.35,1,positive
145.9,24.8,17.7,14.4,3.89,0,positive
201.2,34.2,23.81,11.8,3.19,1,negative
139.1,23.65,20.91,11.4,3.08,5,negative
118.9,20.21,23.66,13.2,3.56,2,negative
217.6,36.99,23.72,10.4,2.81,2,positive
145,24.65,17.77,14.6,3.94,1,negative
203.5,34.6,24.62,8.7,2.35,3,negative
240.1,40.82,15.33,8,2.16,3,negative
83.8,14.25,20.42,6.7,1.81,1,negative
269.8,45.87,19.45,10.1,2.73,1,positive
126.3,21.47,17.82,10.6,2.86,1,negative
88.1,14.98,14.95,9.7,2.62,2,negative
218.5,37.15,16.72,9.9,2.67,2,negative
236.8,40.26,22.39,11.2,3.02,1,negative
124.1,21.1,16.39,6.4,1.73,3,negative
184.2,31.31,14.24,10,2.7,0,negative
222.7,37.86,23.55,13.6,3.67,4,negative
149.2,25.36,16.46,11.1,3,1,negative
206.5,35.11,15.32,12.2,3.29,3,negative
159.7,27.15,14.35,9.6,2.59,3,negative
204.7,34.8,17.8,7,1.89,2,negative
213.2,36.24,10.26,7.5,2.03,1,negative
269.6,45.83,14.59,8.2,2.21,1,negative
116.7,19.84,18.17,9.7,2.62,2,negative
263.4,44.78,20.02,13,3.51,0,negative
140.2,23.83,18.18,7.1,1.92,1,negative
197.7,33.61,10.85,13.5,3.65,1,negative
136.2,23.15,18.78,13.3,3.59,3,negative
88.5,15.05,15.2,11.5,3.11,2,negative
215.3,36.6,20.6,12.1,3.27,0,negative
269.2,45.76,16.47,8.9,2.4,3,positive
203.8,34.65,22.7,7.3,1.97,0,negative
268.4,45.63,18.89,10.3,2.78,0,negative
159.1,27.05,22.93,10.3,2.78,1,negative
114.4,19.45,10.85,10.1,2.73,2,negative
138.9,23.61,17.76,9.2,2.48,2,negative
186,31.62,20.18,12.2,3.29,1,negative
170.4,28.97,21.63,15.1,4.08,0,negative
164.5,27.97,19.63,9.9,2.67,4,negative
168.6,28.66,14.33,12.3,3.32,1,negative
261.2,44.4,21.32,9.8,2.65,0,positive
190.5,32.39,15.16,13.1,3.54,1,negative
181.1,30.79,26.72,4.2,1.13,2,negative
177.1,30.11,9.75,6.5,1.76,3,negative
160.5,27.29,20.44,11.3,3.05,1,negative
134.7,22.9,25.1,6.6,1.78,2,negative
198.2,33.69,11.82,8.8,2.38,2,negative
228.9,38.91,21.73,10.1,2.73,4,positive
241.7,41.09,11.54,13.1,3.54,0,negative
131.1,22.29,14.98,4.3,1.16,1,negative
234.1,39.8,17.02,13.1,3.54,2,negative
200.1,34.02,25.58,11.9,3.21,0,negative
154,26.18,8.02,10.1,2.73,1,negative
224.2,38.11,16.12,9.8,2.65,0,negative
148.3,25.21,15.44,8.3,2.24,3,negative
174.6,29.68,15.01,8.8,2.38,2,negative
138.5,23.55,13.02,11.1,3,1,negative
109,18.53,22.59,12.6,3.4,1,negative
162.3,27.59,18.06,11.1,3,4,negative
210.8,35.84,16.12,16.4,4.43,2,negative
142.4,24.21,27.09,11.1,3,1,negative
223.5,38,19.98,10.6,2.86,2,negative
182.5,31.03,19.73,7.5,2.03,2,negative
219.6,37.33,11.99,10.8,2.92,2,negative
193.6,32.91,20.25,12.9,3.48,0,negative
192.4,32.71,13.34,11,2.97,0,negative
236.2,40.15,16.1,13.3,3.59,0,negative
233.2,39.64,9.63,16.1,4.35,0,negative
158.8,27,16.02,9.8,2.65,2,negative
126.1,21.44,23.35,9.8,2.65,1,negative
290.4,49.37,21.58,10.1,2.73,3,positive
60.6,10.3,14.1,13.3,3.59,0,negative
148.4,25.23,16.47,6.9,1.86,0,negative
246.5,41.91,18.39,12.7,3.43,2,negative
298.1,50.68,17.11,9.7,2.62,2,positive
119.3,20.28,15.73,10.9,2.94,2,negative
242.5,41.23,19.8,9.6,2.59,0,negative
222.1,37.76,13.65,13.6,3.67,0,positive
236.2,40.15,23.28,10.1,2.73,2,positive
144.2,24.51,18.04,9.5,2.57,0,negative
154.6,26.28,20.54,12.6,3.4,3,negative
137.4,23.36,15.02,10.2,2.75,2,negative
103.7,17.63,10.8,14.4,3.89,0,negative
136.6,23.22,17.8,12.2,3.29,4,positive
289.8,49.27,21.73,11.7,3.16,2,positive
260.9,44.35,14.32,13.3,3.59,3,negative
196.2,33.35,15,15.2,4.1,0,positive
195.6,33.25,10.74,14.2,3.83,1,negative
222.2,37.77,13.81,11.9,3.21,4,negative
172.9,29.39,15.56,9.8,2.65,0,positive
249.8,42.47,20.6,11.6,3.13,0,positive
154.5,26.27,18.38,13.7,3.7,1,negative
90.4,15.37,23.48,12.7,3.43,1,negative
268.8,45.7,20.96,16.4,4.43,0,negative
106.1,18.04,13.4,8.1,2.19,1,negative
27,4.59,13.68,10.7,2.89,3,negative
140.1,23.82,18.99,3.8,1.03,1,negative
245,41.65,15.33,9.7,2.62,1,negative
196.7,33.44,17.5,11.2,3.02,3,negative
131.2,22.3,9.05,10.2,2.75,2,negative
149.6,25.43,20.38,7.4,2,2,negative
239.8,40.77,21.4,10.9,2.94,1,negative
142.1,24.16,16.41,11,2.97,1,negative
115.4,19.62,15.19,6,1.62,3,negative
193,32.81,19.11,10.3,2.78,2,negative
206.1,35.04,19.09,13,3.51,1,negative
160.3,27.25,18.81,11.2,3.02,0,negative
199.9,33.98,24.51,11.3,3.05,1,negative
213.1,36.23,17.53,8.9,2.4,0,negative
178.3,30.31,19.98,10.9,2.94,3,negative
252.3,42.89,17.6,12,3.24,3,positive
197.7,33.61,11.62,13.2,3.56,4,negative
111.1,18.89,18.52,6.6,1.78,2,negative
96.5,16.41,17.87,12.5,3.38,1,positive
156.9,26.67,10.39,11.3,3.05,3,negative
123.3,20.96,14.45,12.7,3.43,1,negative
193.7,32.93,15.57,10.8,2.92,1,negative
206.9,35.17,14.25,10.9,2.94,0,negative
249.8,42.47,22.26,12.7,3.43,3,positive
144,24.48,19.1,10,2.7,1,negative
299.5,50.92,13.89,11.6,3.13,0,negative
226,38.42,25.89,12.6,3.4,2,positive
137.6,23.39,12.2,9.6,2.59,2,negative
211.7,35.99,11.83,11.1,3,1,negative
89.7,15.25,15.28,9.5,2.57,2,negative
197.6,33.59,20.95,12.5,3.38,2,negative
270,45.9,21.81,12,3.24,2,positive
224.7,38.2,16.32,11.3,3.05,3,negative
194.3,33.03,10.51,10.2,2.75,2,negative
47.7,8.11,22.47,13.2,3.56,0,positive
190.1,32.32,15.49,13,3.51,1,negative
89.5,15.22,28.89,7.9,2.13,1,positive
182.6,31.04,13.13,12.1,3.27,0,negative
205.5,34.94,25.37,6.9,1.86,1,negative
231.5,39.36,22.69,7.4,2,1,negative
251.3,42.72,21.46,9.9,2.67,3,positive
171.2,29.1,20.7,13,3.51,2,negative
197.9,33.64,21.34,11.2,3.02,2,negative
134.8,22.92,17.35,6.7,1.81,1,negative
191.4,32.54,14.32,10.3,2.78,1,negative
174.5,29.67,16.78,10.6,2.86,0,negative
177.4,30.16,19.23,10.9,2.94,0,negative
182.1,30.96,17.98,6.8,1.84,1,negative
222.4,37.81,14.06,11.2,3.02,0,negative
47.8,8.13,15.21,13.3,3.59,0,positive
121.8,20.71,7.59,10.3,2.78,1,negative
143.5,24.4,16.09,8.8,2.38,3,negative
164.9,28.03,17.88,7.8,2.11,2,negative
193.6,32.91,12.64,13.1,3.54,2,negative
101.1,17.19,22.37,7.3,1.97,0,negative
92.3,15.69,16.41,11.6,3.13,2,negative
168.9,28.71,10.53,2.9,0.78,2,negative
219.2,37.26,17.51,15,4.05,1,negative
178.1,30.28,20.64,13,3.51,0,negative
146.5,24.91,24.18,14,3.78,3,negative
172.3,29.29,22.63,11.8,3.19,1,negative
190.9,32.45,12.72,13,3.51,1,negative
232.1,39.46,27.8,10.9,2.94,3,positive
169.2,28.76,14.73,12.4,3.35,4,positive
123.8,21.05,27.12,7.3,1.97,2,negative
96,16.32,15.05,9.7,2.62,3,negative
93.4,15.88,21.42,10.9,2.94,1,negative
90.6,15.4,14.5,5.4,1.46,1,negative
152.9,25.99,21.81,5.3,1.43,2,negative
257.9,43.84,17.99,9.4,2.54,2,negative
85.2,14.48,19.58,9,2.43,2,negative
160,27.2,15.68,6.1,1.65,1,negative
182.9,31.09,24.85,11.5,3.11,0,negative
216.2,36.75,18.89,3.1,0.84,2,negative
261.7,44.49,15.45,3.3,0.89,0,negative
241.2,41,14.82,8.5,2.3,2,negative
177.2,30.12,10.5,8.4,2.27,1,negative
89.5,15.22,15.37,14,3.78,2,negative
200.3,34.05,16.81,10.4,2.81,1,negative
145,24.65,25.02,11,2.97,4,positive
159.5,27.12,10.17,6.8,1.84,2,negative
151.8,25.81,11.73,11.2,3.02,3,negative
176.2,29.95,20.06,10.6,2.86,1,negative
152.1,25.86,10.29,9.8,2.65,0,negative
161.3,27.42,18.75,9.6,2.59,1,negative
171.7,29.19,12.28,6.8,1.84,3,negative
278.9,47.41,16.17,11.7,3.16,0,positive
213,36.21,19.23,11.1,3,4,negative
242.9,41.29,14.53,4.8,1.3,1,negative
217.2,36.92,25.79,12.4,3.35,0,positive
175.9,29.9,24.24,13,3.51,1,negative
303.2,51.54,14.49,11.5,3.11,0,positive
238.9,40.61,15.91,11.8,3.19,2,negative
189.6,32.23,15.22,11.4,3.08,2,negative
133.3,22.66,21.06,11.3,3.05,5,positive
92.7,15.76,10.86,9.9,2.67,3,negative
177.2,30.12,21.16,8.6,2.32,3,negative
184.5,31.37,17.77,10.2,2.75,2,negative
176.1,29.94,13.55,12.1,3.27,0,negative
204.7,34.8,12.16,11,2.97,6,negative
143.6,24.41,11.42,15.5,4.19,2,negative
179.3,30.48,16.05,12.1,3.27,1,negative
137.3,23.34,18.04,10.5,2.84,1,negative
237.8,40.43,19,10.2,2.75,2,negative
203.7,34.63,18.39,7.6,2.05,2,negative
191.3,32.52,21.31,17.6,4.75,2,negative
209.1,35.55,17.43,7.8,2.11,2,negative
88.8,15.1,9.32,7.1,1.92,3,negative
97.2,16.52,13.23,12.4,3.35,0,negative
137.9,23.44,16.37,11,2.97,1,negative
224.3,38.13,15.78,10,2.7,2,negative
207.6,35.29,12.98,9.7,2.62,1,negative
268.1,45.58,10.24,14.4,3.89,2,negative
166.7,28.34,15.24,6.8,1.84,4,positive
267.1,45.41,15.33,17.3,4.67,1,positive
181.8,30.91,16.88,9.3,2.51,2,negative
147.1,25.01,16.97,13.7,3.7,0,negative
37.7,6.41,12.25,4.9,1.32,1,negative
185,31.45,19.12,11.4,3.08,2,negative
156.4,26.59,14.54,8.6,2.32,2,negative
239.3,40.68,16.63,10.9,2.94,1,negative
215.5,36.64,13.76,8.8,2.38,2,negative
134.9,22.93,17.98,11.3,3.05,1,negative
194.8,33.12,17.84,12.8,3.46,0,negative
239.1,40.65,17.77,13.3,3.59,5,negative
92.6,15.74,15.1,14.4,3.89,3,negative
209.4,35.6,17.98,7.2,1.94,1,negative
197.6,33.59,13.98,6.4,1.73,1,negative
17.6,2.99,13.74,10.6,2.86,1,negative
62.9,10.69,17.25,8.9,2.4,1,negative
202.3,34.39,5.88,6.7,1.81,1,negative
136.1,23.14,15.42,11.3,3.05,0,negative
207,35.19,14.23,2.6,0.7,1,negative
207.9,35.34,19.85,13.5,3.65,1,negative
276.5,47.01,16.63,7.2,1.94,1,positive
313.8,53.35,12.55,10.1,2.73,3,negative
288.5,49.05,17.29,13,3.51,1,negative
210.9,35.85,27.99,9.4,2.54,4,negative
64.9,11.03,15.65,14.6,3.94,1,negative
243.5,41.4,20.13,9,2.43,1,negative
197,33.49,17.31,8.7,2.35,3,negative
278,47.26,21.52,8.7,2.35,0,negative
219.9,37.38,18.88,10,2.7,1,negative
313.2,53.24,18.39,12.8,3.46,2,positive
145.7,24.77,16.24,11.3,3.05,0,negative
75.8,12.89,14.76,8.2,2.21,0,negative
195.9,33.3,19.43,12.2,3.29,3,negative
132,22.44,19.65,8.7,2.35,1,negative
124,21.08,22.28,11.7,3.16,2,negative
171.9,29.22,13.52,7.6,2.05,2,negative
