Day_Mins,Day_Charge,Intl_Charge,CustServ_Calls,Class
178.7,30.38,4.43,2,negative
183.2,31.14,2.67,2,negative
167.5,28.48,3.51,1,negative
147.1,25.01,3.38,3,negative
230.1,39.12,3.56,1,negative
135.8,23.09,3.4,0,negative
205.7,34.97,2.35,2,negative
73.8,12.55,2.94,2,negative
189.3,32.18,2.7,2,negative
147.2,25.02,1.94,3,negative
137.3,23.34,2.75,0,negative
70.7,12.02,0,2,negative
204.6,34.78,2.89,0,negative
123.1,20.93,3.24,5,positive
129.7,22.05,3.29,2,negative
198.7,33.78,3.35,0,negative
145.1,24.67,2.13,2,negative
135.2,22.98,2.27,2,negative
124.7,21.2,2.11,1,negative
215.9,36.7,3.27,1,negative
119.2,20.26,2.27,2,negative
144.3,24.53,2.11,3,negative
235.2,39.98,3.19,1,negative
174,29.58,2.62,0,negative
115,19.55,1.73,0,positive
151.7,25.79,3.54,2,negative
153.1,26.03,2.67,3,negative
218.6,37.16,2.48,2,negative
265.2,45.08,2.89,2,negative
143.3,24.36,2.73,1,negative
190.3,32.35,1.94,2,negative
184.7,31.4,3.32,2,positive
115.3,19.6,4.86,1,negative
113,19.21,2.48,2,positive
294.2,50.01,2.43,0,positive
215.6,36.65,1.73,3,negative
128.8,21.9,3.78,1,negative
211.2,35.9,2.89,3,positive
71.2,12.1,3.48,1,negative
94.9,16.13,3.83,2,negative
259.4,44.1,2.57,1,positive
215.8,36.69,1.86,1,negative
97.5,16.58,3.56,3,negative
146.5,24.91,2.21,0,negative
157.9,26.84,3.29,2,negative
139.9,23.78,3.43,2,negative
153.2,26.04,3.21,1,negative
103.5,17.6,2.27,2,negative
185.8,31.59,1.78,1,negative
129.5,22.02,2.94,1,negative
236.6,40.22,2.4,1,negative
260.4,44.27,2.7,6,negative
167.3,28.44,1.81,2,negative
182.2,30.97,2.51,2,negative
113,19.21,2.92,2,negative
185.7,31.57,4.56,0,negative
136.2,23.15,2.59,0,negative
222.6,37.84,3.11,1,negative
197.3,33.54,2.43,1,negative
141.4,24.04,2.08,1,negative
208,35.36,2.16,1,negative
118.5,20.15,3.27,1,negative
153.2,26.04,2.89,1,negative
108.3,18.41,3.65,0,negative
168.6,28.66,3.89,2,negative
247.2,42.02,2.51,2,positive
224.2,38.11,3.24,3,negative
166.9,28.37,3.46,3,negative
118.4,20.13,2.3,1,negative
190.9,32.45,2.11,2,negative
317.8,54.03,2.81,1,positive
312,53.04,3.46,1,positive
146,24.82,3.59,1,negative
131.6,22.37,4.19,1,positive
193.4,32.88,3,2,negative
185.1,31.47,2.3,2,negative
193.3,32.86,3.19,0,negative
146.4,24.89,2.11,1,negative
71.2,12.1,2.32,0,negative
123.2,20.94,3.48,4,positive
205,34.85,2.03,2,negative
128.7,21.88,3.46,1,negative
216.9,36.87,3.08,3,negative
150,25.5,2.65,3,negative
164.1,27.9,3.08,1,negative
212,36.04,2.4,3,negative
167.3,28.44,3.24,2,negative
154.4,26.25,3.75,1,negative
177.3,30.14,2.51,3,negative
231.2,39.3,2.38,1,positive
202.9,34.49,3.46,5,negative
149.6,25.43,3.86,0,negative
345.3,58.7,3.19,1,positive
264.9,45.03,2.27,1,positive
122,20.74,1.57,1,negative
177.2,30.12,3.78,2,negative
133.1,22.63,2.78,1,negative
225.1,38.27,2.38,0,positive
208.4,35.43,3.02,1,negative
173.1,29.43,3.11,1,negative
162.4,27.61,3.08,2,positive
281.2,47.8,1.73,2,negative
208.3,35.41,4.29,3,negative
243.4,41.38,3.81,2,negative
224.2,38.11,4.35,1,positive
189.3,32.18,2.67,3,negative
168.3,28.61,1.81,4,negative
232.9,39.59,2.89,1,negative
155,26.35,1.59,1,negative
154.4,26.25,3.19,0,negative
234.7,39.9,2.27,2,negative
240,40.8,1.92,1,negative
298.4,50.73,3.29,0,positive
166,28.22,2.94,1,negative
111.6,18.97,4.32,0,negative
174.5,29.67,2.89,2,negative
175.5,29.84,1.86,1,negative
157.5,26.78,3,3,positive
206.2,35.05,2.97,1,negative
207.5,35.28,2.03,4,negative
144.8,24.62,3.13,4,negative
258.8,44,2.94,2,negative
226.9,38.57,3.13,0,positive
152.9,25.99,3.24,2,negative
156.7,26.64,3.4,2,negative
150.8,25.64,3.38,1,negative
221,37.57,1.84,4,negative
322.4,54.81,1.81,1,positive
153.6,26.11,2.65,2,negative
215.1,36.57,3.35,2,negative
174.4,29.65,3.19,1,negative
180.5,30.69,2.86,0,negative
123.1,20.93,3.4,2,negative
165.7,28.17,2.7,1,negative
200.2,34.03,1.62,2,negative
154.8,26.32,1.59,3,negative
125.4,21.32,3.08,2,negative
184.2,31.31,3.29,1,negative
274.7,46.7,2.92,3,negative
142,24.14,3.05,1,negative
151.5,25.76,2.7,1,negative
124.8,21.22,2.86,3,negative
179.2,30.46,3.35,0,negative
246.4,41.89,3.27,2,positive
232.7,39.56,3.11,5,negative
288,48.96,3.62,0,positive
170.8,29.04,3.43,1,negative
216.1,36.74,2.65,1,negative
138.7,23.58,1.32,2,negative
210.7,35.82,2.48,3,negative
181.8,30.91,2.62,0,negative
61.6,10.47,3.35,1,negative
207.7,35.31,1.84,1,negative
219.2,37.26,2.7,1,negative
227,38.59,2.4,2,negative
245.9,41.8,2.4,3,negative
257.3,43.74,3.65,0,negative
121.1,20.59,4.35,2,negative
301.5,51.26,3.62,4,positive
233.9,39.76,2.57,0,negative
99.6,16.93,3.7,2,positive
169.8,28.87,3.43,2,negative
198.8,33.8,3.89,1,positive
116.2,19.75,2.73,3,negative
255.9,43.5,3.27,1,positive
187.7,31.91,2.7,3,negative
195.9,33.3,2.32,0,negative
129.4,22,0.3,2,negative
221,37.57,2.43,2,negative
140.5,23.89,2.57,2,negative
277.9,47.24,2.48,0,positive
224.9,38.23,1.81,3,positive
109.1,18.55,3.46,0,negative
207.8,35.33,1.54,0,negative
205.9,35,3.27,0,negative
308.6,52.46,1.97,4,positive
242.6,41.24,3.89,2,negative
229.6,39.03,0.89,1,negative
166,28.22,2.08,2,negative
144.8,24.62,3.59,0,positive
106.1,18.04,3.48,0,negative
221.8,37.71,3.56,1,negative
204.6,34.78,2.65,2,negative
213.5,36.3,3.81,3,negative
152,25.84,2.7,2,negative
260.8,44.34,4.59,1,positive
166.4,28.29,2.7,1,negative
177.9,30.24,4.1,0,negative
235.1,39.97,1.89,3,negative
186.8,31.76,2.62,2,negative
268.4,45.63,3.13,1,negative
192.1,32.66,1.97,3,negative
240.7,40.92,2.73,0,positive
179.9,30.58,2.65,2,negative
314.1,53.4,3.32,3,positive
162,27.54,3.21,0,negative
175.8,29.89,3.35,1,negative
109.4,18.6,3.13,0,negative
255.1,43.37,2.3,3,positive
208.7,35.48,2.24,3,negative
214.6,36.48,2.13,1,negative
49.2,8.36,3.27,1,negative
141.3,24.02,3.02,2,negative
253.2,43.04,2.62,4,negative
206,35.02,3.56,0,negative
40.4,6.87,2.43,2,negative
291.2,49.5,2.4,1,positive
71.2,12.1,3.16,0,negative
261.8,44.51,3.97,0,positive
191.3,32.52,2.7,1,negative
133.3,22.66,3.13,0,negative
183.6,31.21,1.62,2,negative
155.2,26.38,4.16,1,negative
283.1,48.13,1.65,1,negative
186.5,31.71,3.27,2,negative
163.3,27.76,1.16,0,negative
203.4,34.58,3.73,1,negative
178.1,30.28,2.7,1,negative
195.9,33.3,2.78,1,negative
295.3,50.2,2.59,1,negative
136.1,23.14,2.73,2,negative
114.1,19.4,3.51,2,negative
279.1,47.45,2.57,2,positive
169.3,28.78,3.24,0,negative
214.4,36.45,2.67,2,negative
255.8,43.49,3.16,0,negative
148.2,25.19,1.67,2,negative
119.3,20.28,2.35,2,negative
192.3,32.69,4,1,negative
245.2,41.68,3.75,0,positive
216.2,36.75,4.56,5,positive
172.4,29.31,0,2,negative
175.3,29.8,3,1,negative
169,28.73,3.59,0,positive
2.6,0.44,2.48,3,negative
184.1,31.3,2.67,1,negative
181.9,30.92,2.03,1,negative
160.1,27.22,2.92,0,negative
189.8,32.27,2.78,0,negative
223.2,37.94,3.35,1,negative
216,36.72,2.89,2,negative
198.5,33.75,2.16,2,negative
159.5,27.12,1.92,1,negative
105,17.85,2.75,2,positive
204.5,34.77,3.62,3,negative
274,46.58,1.67,0,positive
158.7,26.98,2.08,2,negative
229.9,39.08,3.83,1,negative
137.8,23.43,2.35,1,negative
179.4,30.5,2.13,0,negative
139.3,23.68,2.19,3,negative
7.8,1.33,3.48,2,negative
183.1,31.13,3.05,1,negative
206.9,35.17,2.89,0,negative
140,23.8,3.38,2,negative
179.2,30.46,1.57,2,negative
177.4,30.16,3.24,0,negative
115.6,19.65,3.4,1,negative
237.3,40.34,3.83,0,positive
181.5,30.86,2.84,1,negative
51.5,8.76,2.57,3,negative
155.7,26.47,2.21,3,negative
245,41.65,4.02,2,negative
131.7,22.39,2.89,1,negative
111.1,18.89,2.84,1,negative
88.5,15.05,2.21,3,negative
116,19.72,3.24,1,negative
155.5,26.44,2.46,1,negative
106.5,18.11,1.54,2,negative
175.2,29.78,3.56,1,negative
154.7,26.3,1.59,4,positive
247.2,42.02,1.65,2,positive
218.4,37.13,3.56,0,positive
227.5,38.68,2.43,1,negative
185,31.45,2,0,negative
186.8,31.76,3.32,2,negative
158.8,27,2.78,1,negative
208.7,35.48,2.3,0,negative
185.9,31.6,3.05,3,negative
222.5,37.83,2.43,2,negative
201.1,34.19,3.13,3,negative
167.9,28.54,2.46,1,negative
239.1,40.65,2.94,3,positive
175.7,29.87,2.48,5,positive
111.2,18.9,2.43,6,positive
87.7,14.91,2.92,1,negative
244.1,41.5,1.94,0,negative
165,28.05,2.08,2,negative
127.4,21.66,2.46,0,negative
194.8,33.12,1.49,0,negative
54.7,9.3,3,1,negative
283.4,48.18,3.89,2,negative
258,43.86,2.94,0,positive
90.5,15.39,2.51,1,negative
235.6,40.05,4.37,0,negative
142.5,24.23,2.7,2,negative
54,9.18,2.75,1,negative
214.8,36.52,2.54,3,negative
251.4,42.74,2.97,0,positive
139,23.63,1.65,4,negative
117.3,19.94,3.89,2,negative
264,44.88,2.86,3,negative
82.6,14.04,2.46,1,negative
175.8,29.89,3.08,1,negative
220.4,37.47,3.67,2,negative
217,36.89,3.19,2,negative
129,21.93,3.13,1,negative
150.5,25.59,0.95,1,negative
193.3,32.86,3,0,negative
189.5,32.22,2.92,2,negative
137.8,23.43,2.97,2,negative
129.3,21.98,3.32,3,negative
115.6,19.65,2.89,1,negative
221.9,37.72,1.94,2,negative
263.7,44.83,4.94,1,positive
61.3,10.42,3.08,1,negative
183.8,31.25,2.73,1,negative
167.4,28.46,2.78,0,positive
154.1,26.2,3.56,4,negative
252,42.84,1.54,0,negative
163.1,27.73,3.02,0,negative
198.3,33.71,4.48,2,negative
324.7,55.2,3.54,0,positive
128.3,21.81,3.86,2,negative
187.9,31.94,2.75,2,negative
129.2,21.96,2.78,5,positive
125.5,21.34,1.7,4,positive
257.2,43.72,3.4,1,negative
124.6,21.18,2.84,1,negative
175.1,29.77,2.67,1,negative
124.3,21.13,2.03,3,negative
271.6,46.17,3.13,2,negative
219.9,37.38,3.16,1,negative
183.3,31.16,2.81,3,negative
101.1,17.19,2.78,2,negative
203.3,34.56,3.86,1,negative
175.4,29.82,2.84,2,negative
266,45.22,3.83,2,positive
171.6,29.17,2.92,0,negative
78.7,13.38,3.78,0,negative
211.9,36.02,2.54,0,negative
63.7,10.83,2.7,1,negative
173.4,29.48,3.11,1,negative
237.7,40.41,1.22,0,negative
225.9,38.4,2.73,1,negative
173,29.41,3.29,0,negative
224.9,38.23,2.16,0,negative
237.7,40.41,2.08,1,negative
137,23.29,2.7,2,negative
142.5,24.23,2.21,2,negative
142.4,24.21,1.24,1,negative
147,24.99,2.35,2,negative
220.3,37.45,2.86,1,negative
149.2,25.36,2.19,1,negative
204.4,34.75,2.7,0,negative
216.8,36.86,1.51,1,negative
308,52.36,2,1,negative
58,9.86,3.11,0,negative
173.2,29.44,3.19,2,negative
210.3,35.75,3.54,4,negative
58.9,10.01,3.27,0,negative
236.8,40.26,2.62,3,negative
228.9,38.91,3.38,0,negative
90,15.3,2.32,2,positive
146.7,24.94,3,2,negative
237.3,40.34,3.02,1,negative
162.8,27.68,3.67,0,positive
186.9,31.77,2.4,1,negative
86.1,14.64,2.46,2,negative
212.3,36.09,3.05,2,negative
151,25.67,2.48,2,negative
158.6,26.96,1.86,2,negative
296,50.32,3.32,0,positive
212.3,36.09,1.78,3,negative
234.4,39.85,2.81,3,negative
176.8,30.06,1.76,2,negative
157.3,26.74,2.59,0,negative
146.6,24.92,2.7,1,negative
260.5,44.29,2.65,1,negative
146.1,24.84,1.67,1,negative
124.5,21.17,3.08,2,positive
209.4,35.6,2.65,1,negative
285.7,48.57,2.35,1,positive
190.9,32.45,2.27,1,negative
144.4,24.55,2.67,1,negative
208.8,35.5,3,2,negative
77.6,13.19,2.94,1,negative
271.1,46.09,2.27,1,positive
240.8,40.94,3.13,0,negative
114.8,19.52,3.29,0,negative
138.8,23.6,3.19,1,negative
209.8,35.67,1.94,0,negative
134.9,22.93,3.97,3,negative
164,27.88,1.73,0,negative
245.5,41.74,2.46,1,negative
80.3,13.65,4.48,0,negative
90.7,15.42,1.51,2,negative
190.3,32.35,1.03,1,negative
108.6,18.46,2.13,1,positive
89.8,15.27,2.51,4,positive
252.4,42.91,2.7,2,negative
183.4,31.18,1.81,5,negative
183.4,31.18,2.81,2,negative
155.2,26.38,1.03,3,negative
165.8,28.19,0,1,negative
209.4,35.6,3.46,0,negative
279.3,47.48,2.13,2,positive
174.1,29.6,2.08,2,negative
175.7,29.87,2.46,2,negative
256.5,43.61,3.51,1,negative
170.2,28.93,1.16,0,negative
139.6,23.73,2.92,1,negative
208.8,35.5,3.38,4,negative
210.1,35.72,3.89,4,negative
113.6,19.31,2.84,2,negative
202.6,34.44,2.24,0,negative
174.4,29.65,0,4,negative
210.6,35.8,2.54,0,negative
121.5,20.66,2.89,1,negative
127.8,21.73,4.29,2,negative
135.2,22.98,2.75,2,negative
99.4,16.9,4.51,2,negative
276.9,47.07,2.78,1,positive
163.4,27.78,3.13,2,positive
287.4,48.86,1.35,4,positive
120.5,20.49,2.75,1,negative
184.1,31.3,2.65,2,negative
185,31.45,4.02,3,negative
160.9,27.35,3.48,1,negative
207.6,35.29,2.94,2,negative
209.2,35.56,3.19,1,negative
158.4,26.93,0.57,1,negative
149,25.33,2.32,2,positive
204.5,34.77,2.65,0,negative
288.8,49.1,2.57,0,positive
108.6,18.46,3.62,0,negative
97.5,16.58,1.89,1,negative
166.5,28.31,3.59,0,negative
156.2,26.55,1.97,1,negative
225.2,38.28,3.11,4,negative
287.4,48.86,2.7,1,positive
175.3,29.8,2.11,0,negative
102.1,17.36,2.65,0,negative
157.9,26.84,3.78,0,negative
146.5,24.91,1.11,1,negative
245.8,41.79,2.43,1,positive
177.7,30.21,2.84,1,negative
250.8,42.64,2.7,2,negative
117.8,20.03,3.19,0,positive
119.7,20.35,3.48,2,negative
242.2,41.17,2.21,5,positive
163.4,27.78,2.65,7,negative
161,27.37,2.27,3,negative
128.7,21.88,2.78,1,negative
81.6,13.87,2.32,1,negative
207.7,35.31,1.97,1,negative
128.6,21.86,1.7,6,positive
233.3,39.66,2.46,1,negative
182.1,30.96,2.7,5,positive
168,28.56,2.16,6,positive
251.6,42.77,1.46,1,negative
183.8,31.25,3.13,0,negative
256.4,43.59,2.13,3,positive
180.2,30.63,2.27,1,negative
227.8,38.73,2.16,1,negative
147.8,25.13,2.75,0,negative
234.9,39.93,3.75,1,positive
110.9,18.85,2.13,2,negative
124.5,21.17,1.73,1,negative
233.5,39.7,2.59,0,positive
197.3,33.54,2.73,2,positive
58.2,9.89,2.81,0,negative
212.7,36.16,1.89,1,negative
151.5,25.76,3.19,0,negative
146.3,24.87,3.11,1,negative
195.1,33.17,1.81,0,negative
208.9,35.51,3.51,1,negative
135.7,23.07,2.38,7,positive
225.9,38.4,3.86,3,positive
122.2,20.77,2.62,1,negative
153.3,26.06,2.4,2,negative
214,36.38,2.13,1,negative
194.8,33.12,2.92,1,negative
206.7,35.14,2.97,3,negative
188,31.96,2.84,2,negative
122.3,20.79,3.7,3,positive
259.3,44.08,3.24,3,negative
115.1,19.57,3.73,2,positive
172.9,29.39,2.24,1,negative
156.4,26.59,1.97,1,negative
128.1,21.78,3.13,1,negative
196.6,33.42,3.38,1,negative
227.9,38.74,1.49,1,positive
194.9,33.13,3.56,2,negative
44.9,7.63,3.59,1,negative
262.8,44.68,2.11,0,negative
211.2,35.9,3.32,0,negative
204,34.68,2.59,1,negative
223.2,37.94,3.92,3,negative
119,20.23,3.11,1,negative
266.1,45.24,2.4,3,positive
134.4,22.85,2.54,1,negative
171.1,29.09,4.37,1,negative
170.5,28.99,2.84,2,negative
178.5,30.35,2.67,1,negative
205.2,34.88,3.81,3,negative
232.8,39.58,3.51,0,negative
239.9,40.78,1.81,5,negative
55.6,9.45,3.27,2,negative
153.5,26.1,2.86,1,negative
109.8,18.67,3,1,negative
196.1,33.34,1.4,2,negative
166.8,28.36,3.19,0,negative
113.2,19.24,1.92,2,negative
203,34.51,3.94,1,negative
242.8,41.28,1.62,5,negative
156.5,26.61,3.29,2,negative
266.7,45.34,3.73,3,positive
182,30.94,2.65,1,negative
85.9,14.6,2.73,0,negative
146.6,24.92,0.78,0,negative
110.5,18.79,3.75,4,positive
118.6,20.16,3.11,1,negative
197.6,33.59,4.21,2,negative
210.3,35.75,2.92,6,negative
220.3,37.45,2.54,4,negative
150,25.5,3.38,1,negative
161.7,27.49,2.48,0,negative
191.4,32.54,3.78,3,negative
146.7,24.94,3.38,3,negative
109.4,18.6,2.11,1,negative
144.1,24.5,3.67,1,negative
248.9,42.31,3.02,1,negative
85.7,14.57,3.13,4,positive
214.8,36.52,2.54,3,negative
158.9,27.01,1.76,0,negative
110,18.7,1.73,2,negative
152.8,25.98,2.84,1,negative
145.6,24.75,2.84,0,negative
93.3,15.86,1.76,0,negative
216.8,36.86,2.24,0,negative
201.9,34.32,2.43,1,negative
146.4,24.89,2.3,1,negative
272.7,46.36,2.84,2,positive
18.9,3.21,4,1,negative
172.8,29.38,3.46,2,negative
190.2,32.33,3.78,0,negative
130.6,22.2,4.21,3,negative
158.4,26.93,3.65,4,positive
166.5,28.31,4.21,1,negative
129.3,21.98,3.48,2,negative
199.3,33.88,1.89,0,negative
185.1,31.47,2.46,0,negative
175.4,29.82,2.62,2,negative
263.4,44.78,2.89,2,negative
94.2,16.01,1.97,1,negative
189.4,32.2,1.92,3,negative
118,20.06,3.19,2,negative
212.1,36.06,2.27,3,negative
222,37.74,3.35,2,negative
222.8,37.88,3.51,0,negative
190,32.3,3.29,1,negative
271.8,46.21,2.35,4,positive
195.4,33.22,2.27,3,negative
199.6,33.93,1.94,3,negative
100,17,2.73,0,negative
160.6,27.3,2.57,2,negative
158.7,26.98,2.67,1,negative
154.5,26.27,3.24,3,positive
192.3,32.69,1.7,1,negative
305.1,51.87,2.3,0,positive
193,32.81,2,2,negative
72.5,12.33,1.78,1,negative
105.2,17.88,1.7,2,negative
180.5,30.69,2.7,2,negative
214.7,36.5,3.86,0,negative
86.8,14.76,3.56,1,negative
131.5,22.36,2.13,5,positive
135.4,23.02,4.73,0,negative
174.3,29.63,1.59,6,negative
203.9,34.66,3.27,3,negative
235.5,40.04,3.38,0,negative
157,26.69,3.27,2,negative
111.9,19.02,2.7,3,negative
236.3,40.17,3.02,3,negative
163.6,27.81,2.32,0,negative
213.6,36.31,2.4,1,negative
143.4,24.38,2.54,3,negative
78.3,13.31,3.27,1,negative
97.1,16.51,2.86,1,negative
94.1,16,2.73,0,negative
226.3,38.47,2.21,2,positive
133.8,22.75,2.84,1,negative
190.3,32.35,2.86,1,negative
294.9,50.13,2.65,3,negative
185.4,31.52,2.7,2,negative
179.5,30.52,3.24,0,negative
158,26.86,2.73,0,negative
173,29.41,2.81,0,negative
134.2,22.81,2.21,1,negative
125.2,21.28,3.4,3,negative
195.9,33.3,3.56,2,negative
214.2,36.41,2.78,0,negative
221.1,37.59,2.57,0,negative
132,22.44,3.13,1,negative
157.6,26.79,2.46,1,negative
110.3,18.75,2.97,2,negative
161.5,27.46,3.02,0,negative
171.8,29.21,2.86,1,negative
211,35.87,3.08,1,negative
139.3,23.68,2.51,7,positive
291.6,49.57,3.78,2,positive
139,23.63,3.27,0,negative
234.8,39.92,2.7,4,negative
187.6,31.89,2.38,1,negative
159.8,27.17,3.54,2,negative
177.1,30.11,1.4,1,negative
117.9,20.04,3.08,0,negative
247.6,42.09,2.92,2,negative
169.9,28.88,2.3,1,negative
185,31.45,3.81,3,negative
204.9,34.83,3.05,0,negative
225.5,38.34,2.54,3,negative
169.7,28.85,2.84,4,positive
239.3,40.68,2.86,0,negative
113.3,19.26,3.16,4,positive
161.9,27.52,2.75,3,negative
133.3,22.66,1.51,2,negative
170.7,29.02,2.35,3,negative
189.7,32.25,2.24,5,negative
322.3,54.79,2.11,2,positive
124.4,21.15,2.81,2,negative
146.9,24.97,3.08,3,negative
192.6,32.74,2.92,1,negative
96.3,16.37,2.78,1,negative
131.9,22.42,3.97,3,negative
147.2,25.02,3.59,2,negative
143.1,24.33,1.92,2,negative
280.4,47.67,4.1,5,negative
237.2,40.32,2.89,1,negative
184.2,31.31,3.46,2,negative
109.1,18.55,2.7,3,negative
138.1,23.48,2.78,5,positive
186.8,31.76,2.38,3,negative
155.4,26.42,3.75,1,negative
245.3,41.7,2.3,4,negative
205.9,35,2.97,0,positive
207.2,35.22,3.21,1,negative
151.5,25.76,2.89,2,negative
221.9,37.72,1.92,0,positive
190,32.3,2.57,1,negative
220.8,37.54,2.84,2,negative
173.7,29.53,1.7,2,negative
114.8,19.52,2.59,2,negative
113.8,19.35,2.81,3,negative
143.2,24.34,1.67,4,positive
184.4,31.35,2.51,3,negative
227.4,38.66,2.11,1,negative
224,38.08,0.57,0,negative
216.2,36.75,2.7,2,negative
129.9,22.08,3.59,0,negative
230.1,39.12,1.86,2,negative
204.4,34.75,2.97,1,negative
216.6,36.82,2.46,1,negative
247.5,42.08,2.75,2,positive
228.1,38.78,2.43,1,negative
225.9,38.4,3.02,1,positive
103.5,17.6,3.24,4,positive
115.5,19.64,2.03,0,negative
218.8,37.2,2.62,1,negative
223.8,38.05,3.32,3,negative
143.8,24.45,3.48,3,negative
29.9,5.08,2.32,2,negative
276.7,47.04,2.24,0,negative
141.4,24.04,2.19,0,negative
153.9,26.16,3.46,1,negative
190.5,32.39,3.73,0,negative
192.6,32.74,2.54,1,negative
151.8,25.81,3.29,1,negative
215.6,36.65,2.73,5,negative
180,30.6,2.11,3,negative
157.3,26.74,2.27,2,negative
196.5,33.41,1.84,0,negative
240.3,40.85,3.21,0,negative
193.3,32.86,2.54,3,negative
211.9,36.02,1.46,1,negative
218.7,37.18,2.21,1,negative
246.8,41.96,3.56,0,positive
174.7,29.7,4.27,6,positive
240,40.8,2.51,0,positive
181.2,30.8,1.35,2,negative
113.7,19.33,2.92,1,negative
174.7,29.7,3.62,0,negative
211.1,35.89,2.62,2,negative
169.3,28.78,3.29,1,negative
247.4,42.06,3.05,0,negative
131.2,22.3,3.46,2,negative
161.4,27.44,3.19,1,negative
107.2,18.22,2.62,1,negative
211.9,36.02,2.38,1,negative
160.4,27.27,1.86,3,negative
230.7,39.22,1.73,1,negative
232.6,39.54,2.84,1,negative
294.7,50.1,2.92,1,positive
133.4,22.68,2.75,1,negative
306.2,52.05,3.16,0,negative
236.8,40.26,2.81,2,negative
125.7,21.37,3.83,3,positive
168.4,28.63,3.08,1,negative
70.9,12.05,3.24,2,negative
105,17.85,1,0,negative
152.1,25.86,3.24,1,negative
180.9,30.75,2.38,3,negative
156.6,26.62,2.54,1,negative
180.5,30.69,0.65,0,negative
238.8,40.6,3.56,1,negative
182.1,30.96,3.62,2,negative
139.6,23.73,2.38,2,negative
200.3,34.05,2.75,0,negative
153.5,26.1,2.3,1,negative
128.2,21.79,3.16,3,negative
159.5,27.12,4.51,2,negative
226.4,38.49,3.32,3,positive
251.9,42.82,2.27,2,negative
264.5,44.97,2.03,2,positive
153.7,26.13,2.89,0,negative
232.1,39.46,4.05,5,negative
201.9,34.32,2.11,1,negative
186.9,31.77,1.13,1,negative
196.6,33.42,1.78,1,negative
232.1,39.46,2.67,1,negative
166,28.22,1.7,0,negative
200.6,34.1,0.68,1,negative
141,23.97,1.32,3,negative
245,41.65,2.03,0,negative
140.8,23.94,2.94,1,negative
255.1,43.37,2.38,3,positive
125,21.25,2.75,2,negative
180.6,30.7,1.35,1,negative
248.7,42.28,3.05,1,positive
178.1,30.28,2.27,0,negative
122.2,20.77,2.78,5,positive
231.3,39.32,1.94,1,negative
111.2,18.9,3.4,3,negative
103.2,17.54,3.21,0,positive
138.4,23.53,1.05,4,positive
146.3,24.87,3.11,0,negative
206.3,35.07,3.16,0,negative
132,22.44,3.65,0,negative
274.6,46.68,2.48,2,negative
185.3,31.5,3.16,0,negative
154.8,26.32,2.43,1,negative
179.2,30.46,3.97,1,negative
286.2,48.65,2.97,2,positive
268,45.56,4.59,3,negative
137.5,23.38,3.59,2,negative
243,41.31,3.62,2,negative
134.9,22.93,4.05,1,negative
234.2,39.81,3.75,1,negative
175.1,29.77,1.97,1,negative
142.2,24.17,2.73,1,negative
132.4,22.51,1.62,2,negative
97.8,16.63,1.59,0,negative
266.9,45.37,2.97,3,positive
155.2,26.38,2.62,3,negative
200.2,34.03,2.38,1,negative
289.1,49.15,3.43,2,positive
198.4,33.73,2.84,1,negative
180.3,30.65,3.46,2,negative
86.3,14.67,3.38,2,negative
295,50.15,3.48,2,positive
240.9,40.95,3.97,3,negative
207.7,35.31,2.16,1,negative
128.5,21.85,0,1,negative
224.4,38.15,2.38,1,negative
164.9,28.03,2.7,2,negative
238,40.46,2.86,2,negative
231,39.27,2.24,2,negative
107.3,18.24,2.7,4,positive
185,31.45,1.38,1,negative
244.1,41.5,2.08,3,negative
238.4,40.53,3.35,3,negative
141.1,23.99,3.56,1,negative
158.1,26.88,3.19,0,negative
220.1,37.42,3.54,0,negative
199.5,33.92,2.94,4,positive
109.5,18.62,1.32,1,negative
187.2,31.82,3.56,1,negative
107.9,18.34,0,0,negative
172.1,29.26,3.75,1,positive
203.8,34.65,3.16,1,negative
160,27.2,2.46,0,negative
51.1,8.69,3.32,1,negative
227.7,38.71,3.16,1,negative
203.8,34.65,2.43,1,negative
241.7,41.09,3.05,1,negative
78.1,13.28,3.32,1,negative
187.8,31.93,2.97,2,negative
127.1,21.61,1.92,1,negative
280,47.6,2.81,0,positive
153.2,26.04,2.11,1,negative
137.1,23.31,3.11,2,negative
186.1,31.64,3.73,4,positive
224.1,38.1,3.11,2,negative
83.6,14.21,2.19,1,negative
203.9,34.66,4.81,4,negative
211.3,35.92,3.59,1,negative
219.4,37.3,3.24,4,negative
190.4,32.37,3.67,2,negative
147.7,25.11,1.86,2,negative
229.9,39.08,3.83,2,negative
102.8,17.48,2.7,1,negative
178.7,30.38,2.46,1,negative
148.5,25.25,1.76,0,negative
164.1,27.9,3.32,0,negative
197.2,33.52,2.11,1,negative
124.9,21.23,3.13,2,negative
115.4,19.62,4.29,3,negative
140,23.8,2.62,4,positive
193.9,32.96,3.56,3,negative
321.1,54.59,3.11,4,positive
118.4,20.13,3.67,5,positive
169.8,28.87,3.13,1,negative
193.4,32.88,2.51,2,negative
106.6,18.12,4.02,1,negative
134.7,22.9,3.19,2,negative
156.2,26.55,2.67,2,negative
231.1,39.29,2.59,3,negative
180.8,30.74,3.81,2,negative
213.8,36.35,1.35,2,negative
234.4,39.85,3.7,0,negative
