Day_Mins,Day_Charge,CustServ_Calls,Class
128.5,21.85,1,negative
224.4,38.15,1,negative
164.9,28.03,2,negative
238,40.46,2,negative
231,39.27,2,negative
107.3,18.24,4,positive
185,31.45,1,negative
244.1,41.5,3,negative
238.4,40.53,3,negative
141.1,23.99,1,negative
158.1,26.88,0,negative
220.1,37.42,0,negative
199.5,33.92,4,positive
109.5,18.62,1,negative
187.2,31.82,1,negative
107.9,18.34,0,negative
172.1,29.26,1,positive
203.8,34.65,1,negative
160,27.2,0,negative
51.1,8.69,1,negative
227.7,38.71,1,negative
203.8,34.65,1,negative
241.7,41.09,1,negative
78.1,13.28,1,negative
187.8,31.93,2,negative
127.1,21.61,1,negative
280,47.6,0,positive
153.2,26.04,1,negative
137.1,23.31,2,negative
186.1,31.64,4,positive
224.1,38.1,2,negative
83.6,14.21,1,negative
203.9,34.66,4,negative
211.3,35.92,1,negative
219.4,37.3,4,negative
190.4,32.37,2,negative
147.7,25.11,2,negative
229.9,39.08,2,negative
102.8,17.48,1,negative
178.7,30.38,1,negative
148.5,25.25,0,negative
164.1,27.9,0,negative
197.2,33.52,1,negative
124.9,21.23,2,negative
115.4,19.62,3,negative
140,23.8,4,positive
193.9,32.96,3,negative
321.1,54.59,4,positive
118.4,20.13,5,positive
169.8,28.87,1,negative
193.4,32.88,2,negative
106.6,18.12,1,negative
134.7,22.9,2,negative
156.2,26.55,2,negative
231.1,39.29,3,negative
180.8,30.74,2,negative
213.8,36.35,2,negative
234.4,39.85,0,negative
