Day_Mins,Day_Charge,Intl_Mins,Intl_Charge,CustServ_Calls,Class
83.8,14.25,6.7,1.81,1,negative
269.8,45.87,10.1,2.73,1,positive
126.3,21.47,10.6,2.86,1,negative
88.1,14.98,9.7,2.62,2,negative
218.5,37.15,9.9,2.67,2,negative
236.8,40.26,11.2,3.02,1,negative
124.1,21.1,6.4,1.73,3,negative
184.2,31.31,10,2.7,0,negative
222.7,37.86,13.6,3.67,4,negative
149.2,25.36,11.1,3,1,negative
206.5,35.11,12.2,3.29,3,negative
159.7,27.15,9.6,2.59,3,negative
204.7,34.8,7,1.89,2,negative
213.2,36.24,7.5,2.03,1,negative
269.6,45.83,8.2,2.21,1,negative
116.7,19.84,9.7,2.62,2,negative
263.4,44.78,13,3.51,0,negative
140.2,23.83,7.1,1.92,1,negative
197.7,33.61,13.5,3.65,1,negative
136.2,23.15,13.3,3.59,3,negative
88.5,15.05,11.5,3.11,2,negative
215.3,36.6,12.1,3.27,0,negative
269.2,45.76,8.9,2.4,3,positive
203.8,34.65,7.3,1.97,0,negative
268.4,45.63,10.3,2.78,0,negative
159.1,27.05,10.3,2.78,1,negative
114.4,19.45,10.1,2.73,2,negative
138.9,23.61,9.2,2.48,2,negative
186,31.62,12.2,3.29,1,negative
170.4,28.97,15.1,4.08,0,negative
164.5,27.97,9.9,2.67,4,negative
168.6,28.66,12.3,3.32,1,negative
261.2,44.4,9.8,2.65,0,positive
190.5,32.39,13.1,3.54,1,negative
181.1,30.79,4.2,1.13,2,negative
177.1,30.11,6.5,1.76,3,negative
160.5,27.29,11.3,3.05,1,negative
134.7,22.9,6.6,1.78,2,negative
198.2,33.69,8.8,2.38,2,negative
228.9,38.91,10.1,2.73,4,positive
241.7,41.09,13.1,3.54,0,negative
131.1,22.29,4.3,1.16,1,negative
234.1,39.8,13.1,3.54,2,negative
200.1,34.02,11.9,3.21,0,negative
154,26.18,10.1,2.73,1,negative
224.2,38.11,9.8,2.65,0,negative
148.3,25.21,8.3,2.24,3,negative
174.6,29.68,8.8,2.38,2,negative
138.5,23.55,11.1,3,1,negative
109,18.53,12.6,3.4,1,negative
162.3,27.59,11.1,3,4,negative
210.8,35.84,16.4,4.43,2,negative
142.4,24.21,11.1,3,1,negative
223.5,38,10.6,2.86,2,negative
182.5,31.03,7.5,2.03,2,negative
219.6,37.33,10.8,2.92,2,negative
193.6,32.91,12.9,3.48,0,negative
192.4,32.71,11,2.97,0,negative
236.2,40.15,13.3,3.59,0,negative
233.2,39.64,16.1,4.35,0,negative
158.8,27,9.8,2.65,2,negative
126.1,21.44,9.8,2.65,1,negative
290.4,49.37,10.1,2.73,3,positive
60.6,10.3,13.3,3.59,0,negative
148.4,25.23,6.9,1.86,0,negative
246.5,41.91,12.7,3.43,2,negative
298.1,50.68,9.7,2.62,2,positive
119.3,20.28,10.9,2.94,2,negative
242.5,41.23,9.6,2.59,0,negative
222.1,37.76,13.6,3.67,0,positive
236.2,40.15,10.1,2.73,2,positive
144.2,24.51,9.5,2.57,0,negative
154.6,26.28,12.6,3.4,3,negative
137.4,23.36,10.2,2.75,2,negative
103.7,17.63,14.4,3.89,0,negative
136.6,23.22,12.2,3.29,4,positive
289.8,49.27,11.7,3.16,2,positive
260.9,44.35,13.3,3.59,3,negative
196.2,33.35,15.2,4.1,0,positive
195.6,33.25,14.2,3.83,1,negative
222.2,37.77,11.9,3.21,4,negative
172.9,29.39,9.8,2.65,0,positive
249.8,42.47,11.6,3.13,0,positive
154.5,26.27,13.7,3.7,1,negative
90.4,15.37,12.7,3.43,1,negative
268.8,45.7,16.4,4.43,0,negative
106.1,18.04,8.1,2.19,1,negative
27,4.59,10.7,2.89,3,negative
140.1,23.82,3.8,1.03,1,negative
245,41.65,9.7,2.62,1,negative
196.7,33.44,11.2,3.02,3,negative
131.2,22.3,10.2,2.75,2,negative
149.6,25.43,7.4,2,2,negative
239.8,40.77,10.9,2.94,1,negative
142.1,24.16,11,2.97,1,negative
115.4,19.62,6,1.62,3,negative
193,32.81,10.3,2.78,2,negative
206.1,35.04,13,3.51,1,negative
160.3,27.25,11.2,3.02,0,negative
199.9,33.98,11.3,3.05,1,negative
213.1,36.23,8.9,2.4,0,negative
178.3,30.31,10.9,2.94,3,negative
252.3,42.89,12,3.24,3,positive
197.7,33.61,13.2,3.56,4,negative
111.1,18.89,6.6,1.78,2,negative
96.5,16.41,12.5,3.38,1,positive
156.9,26.67,11.3,3.05,3,negative
123.3,20.96,12.7,3.43,1,negative
193.7,32.93,10.8,2.92,1,negative
206.9,35.17,10.9,2.94,0,negative
249.8,42.47,12.7,3.43,3,positive
144,24.48,10,2.7,1,negative
299.5,50.92,11.6,3.13,0,negative
226,38.42,12.6,3.4,2,positive
137.6,23.39,9.6,2.59,2,negative
211.7,35.99,11.1,3,1,negative
89.7,15.25,9.5,2.57,2,negative
197.6,33.59,12.5,3.38,2,negative
270,45.9,12,3.24,2,positive
224.7,38.2,11.3,3.05,3,negative
194.3,33.03,10.2,2.75,2,negative
47.7,8.11,13.2,3.56,0,positive
190.1,32.32,13,3.51,1,negative
89.5,15.22,7.9,2.13,1,positive
182.6,31.04,12.1,3.27,0,negative
205.5,34.94,6.9,1.86,1,negative
231.5,39.36,7.4,2,1,negative
251.3,42.72,9.9,2.67,3,positive
171.2,29.1,13,3.51,2,negative
197.9,33.64,11.2,3.02,2,negative
134.8,22.92,6.7,1.81,1,negative
191.4,32.54,10.3,2.78,1,negative
174.5,29.67,10.6,2.86,0,negative
177.4,30.16,10.9,2.94,0,negative
182.1,30.96,6.8,1.84,1,negative
222.4,37.81,11.2,3.02,0,negative
47.8,8.13,13.3,3.59,0,positive
121.8,20.71,10.3,2.78,1,negative
143.5,24.4,8.8,2.38,3,negative
164.9,28.03,7.8,2.11,2,negative
193.6,32.91,13.1,3.54,2,negative
101.1,17.19,7.3,1.97,0,negative
92.3,15.69,11.6,3.13,2,negative
168.9,28.71,2.9,0.78,2,negative
219.2,37.26,15,4.05,1,negative
178.1,30.28,13,3.51,0,negative
146.5,24.91,14,3.78,3,negative
172.3,29.29,11.8,3.19,1,negative
190.9,32.45,13,3.51,1,negative
232.1,39.46,10.9,2.94,3,positive
169.2,28.76,12.4,3.35,4,positive
123.8,21.05,7.3,1.97,2,negative
96,16.32,9.7,2.62,3,negative
93.4,15.88,10.9,2.94,1,negative
90.6,15.4,5.4,1.46,1,negative
152.9,25.99,5.3,1.43,2,negative
257.9,43.84,9.4,2.54,2,negative
85.2,14.48,9,2.43,2,negative
160,27.2,6.1,1.65,1,negative
182.9,31.09,11.5,3.11,0,negative
216.2,36.75,3.1,0.84,2,negative
261.7,44.49,3.3,0.89,0,negative
241.2,41,8.5,2.3,2,negative
177.2,30.12,8.4,2.27,1,negative
89.5,15.22,14,3.78,2,negative
200.3,34.05,10.4,2.81,1,negative
145,24.65,11,2.97,4,positive
159.5,27.12,6.8,1.84,2,negative
151.8,25.81,11.2,3.02,3,negative
176.2,29.95,10.6,2.86,1,negative
152.1,25.86,9.8,2.65,0,negative
161.3,27.42,9.6,2.59,1,negative
171.7,29.19,6.8,1.84,3,negative
278.9,47.41,11.7,3.16,0,positive
213,36.21,11.1,3,4,negative
242.9,41.29,4.8,1.3,1,negative
217.2,36.92,12.4,3.35,0,positive
175.9,29.9,13,3.51,1,negative
303.2,51.54,11.5,3.11,0,positive
238.9,40.61,11.8,3.19,2,negative
189.6,32.23,11.4,3.08,2,negative
133.3,22.66,11.3,3.05,5,positive
92.7,15.76,9.9,2.67,3,negative
177.2,30.12,8.6,2.32,3,negative
184.5,31.37,10.2,2.75,2,negative
176.1,29.94,12.1,3.27,0,negative
204.7,34.8,11,2.97,6,negative
143.6,24.41,15.5,4.19,2,negative
179.3,30.48,12.1,3.27,1,negative
137.3,23.34,10.5,2.84,1,negative
237.8,40.43,10.2,2.75,2,negative
203.7,34.63,7.6,2.05,2,negative
191.3,32.52,17.6,4.75,2,negative
209.1,35.55,7.8,2.11,2,negative
88.8,15.1,7.1,1.92,3,negative
97.2,16.52,12.4,3.35,0,negative
137.9,23.44,11,2.97,1,negative
224.3,38.13,10,2.7,2,negative
207.6,35.29,9.7,2.62,1,negative
268.1,45.58,14.4,3.89,2,negative
166.7,28.34,6.8,1.84,4,positive
267.1,45.41,17.3,4.67,1,positive
181.8,30.91,9.3,2.51,2,negative
147.1,25.01,13.7,3.7,0,negative
37.7,6.41,4.9,1.32,1,negative
185,31.45,11.4,3.08,2,negative
156.4,26.59,8.6,2.32,2,negative
239.3,40.68,10.9,2.94,1,negative
215.5,36.64,8.8,2.38,2,negative
134.9,22.93,11.3,3.05,1,negative
194.8,33.12,12.8,3.46,0,negative
239.1,40.65,13.3,3.59,5,negative
92.6,15.74,14.4,3.89,3,negative
209.4,35.6,7.2,1.94,1,negative
197.6,33.59,6.4,1.73,1,negative
17.6,2.99,10.6,2.86,1,negative
62.9,10.69,8.9,2.4,1,negative
202.3,34.39,6.7,1.81,1,negative
136.1,23.14,11.3,3.05,0,negative
207,35.19,2.6,0.7,1,negative
207.9,35.34,13.5,3.65,1,negative
276.5,47.01,7.2,1.94,1,positive
313.8,53.35,10.1,2.73,3,negative
288.5,49.05,13,3.51,1,negative
210.9,35.85,9.4,2.54,4,negative
64.9,11.03,14.6,3.94,1,negative
243.5,41.4,9,2.43,1,negative
197,33.49,8.7,2.35,3,negative
278,47.26,8.7,2.35,0,negative
219.9,37.38,10,2.7,1,negative
313.2,53.24,12.8,3.46,2,positive
145.7,24.77,11.3,3.05,0,negative
75.8,12.89,8.2,2.21,0,negative
195.9,33.3,12.2,3.29,3,negative
132,22.44,8.7,2.35,1,negative
124,21.08,11.7,3.16,2,negative
171.9,29.22,7.6,2.05,2,negative
249.4,42.4,9.9,2.67,4,negative
228.4,38.83,7.7,2.08,0,negative
168.6,28.66,5.9,1.59,3,negative
123.7,21.03,13.3,3.59,0,negative
178.7,30.38,8.4,2.27,1,negative
113.2,19.24,9.5,2.57,1,negative
142.4,24.21,13.4,3.62,2,negative
204.2,34.71,8.3,2.24,0,negative
149.7,25.45,12.6,3.4,3,negative
227.1,38.61,4.7,1.27,5,positive
155.3,26.4,12.6,3.4,2,negative
156.4,26.59,11.8,3.19,1,negative
148.7,25.28,10.4,2.81,0,negative
271.7,46.19,6.6,1.78,3,negative
193.7,32.93,8.8,2.38,0,negative
245.5,41.74,10.8,2.92,1,negative
245.3,41.7,10.7,2.89,3,positive
196.1,33.34,11.9,3.21,0,negative
134.1,22.8,10.5,2.84,2,negative
225,38.25,9.1,2.46,1,negative
189.7,32.25,7.4,2,0,negative
142.9,24.29,6.6,1.78,0,negative
175.6,29.85,10.2,2.75,1,negative
92.4,15.71,12.9,3.48,2,negative
92.8,15.78,8.8,2.38,1,negative
221.7,37.69,8,2.16,0,negative
159.6,27.13,8.8,2.38,0,negative
144.5,24.57,17,4.59,2,negative
159.1,27.05,11.5,3.11,2,negative
49.9,8.48,10.1,2.73,2,negative
116.9,19.87,11,2.97,0,negative
150,25.5,11.1,3,3,negative
254.4,43.25,6,1.62,1,negative
270.7,46.02,10.9,2.94,3,negative
207,35.19,12.1,3.27,1,negative
145.3,24.7,8.9,2.4,0,negative
230.7,39.22,13.5,3.65,3,negative
151.5,25.76,10.8,2.92,1,negative
146.1,24.84,9.2,2.48,0,negative
256,43.52,11.5,3.11,3,negative
200.2,34.03,11.6,3.13,3,negative
150.7,25.62,7,1.89,2,negative
186,31.62,12.9,3.48,1,negative
212.9,36.19,6.3,1.7,3,negative
194.8,33.12,11.5,3.11,0,negative
272.5,46.33,8.7,2.35,3,negative
135.1,22.97,11.7,3.16,1,negative
154.6,26.28,15.5,4.19,1,negative
230.5,39.19,10.6,2.86,5,negative
165.4,28.12,8.2,2.21,1,negative
143.3,24.36,7.8,2.11,4,positive
271.1,46.09,9.8,2.65,2,positive
253.5,43.1,14,3.78,0,negative
167.1,28.41,9.4,2.54,6,positive
168.3,28.61,8.4,2.27,1,negative
104.7,17.8,8.9,2.4,1,negative
135.4,23.02,10.6,2.86,1,negative
191.4,32.54,7.2,1.94,1,negative
158.7,26.98,10.5,2.84,1,negative
144.8,24.62,8.2,2.21,2,negative
98.8,16.8,10,2.7,3,negative
157.8,26.83,10,2.7,3,positive
163,27.71,11.6,3.13,1,negative
181.6,30.87,8.3,2.24,4,negative
129,21.93,11.2,3.02,2,negative
86,14.62,8.9,2.4,1,negative
193.9,32.96,12.6,3.4,0,negative
109.4,18.6,7.1,1.92,0,negative
188.9,32.11,10.2,2.75,2,negative
179.9,30.58,13.8,3.73,1,positive
183.4,31.18,8.2,2.21,1,negative
288.1,48.98,0,0,0,negative
169.2,28.76,4.6,1.24,2,negative
195.5,33.24,13.5,3.65,1,positive
264.4,44.95,11.3,3.05,2,negative
207.7,35.31,9.6,2.59,0,negative
169.5,28.82,8.7,2.35,0,negative
141.5,24.06,3.4,0.92,2,negative
154.8,26.32,12.8,3.46,0,negative
133.5,22.7,11.7,3.16,1,negative
273.2,46.44,13.1,3.54,2,positive
224.6,38.18,12.5,3.38,2,negative
273.8,46.55,5.8,1.57,2,positive
159.5,27.12,10.1,2.73,1,positive
104,17.68,14.6,3.94,0,negative
115.4,19.62,13.1,3.54,1,negative
222.1,37.76,9.4,2.54,2,negative
116.4,19.79,10.5,2.84,3,negative
217.7,37.01,0,0,3,negative
129.4,22,13.3,3.59,0,negative
161.8,27.51,13.7,3.7,0,negative
198.8,33.8,11.5,3.11,1,negative
147.8,25.13,14,3.78,1,negative
262.3,44.59,6.6,1.78,3,negative
246.4,41.89,7.6,2.05,1,negative
174.3,29.63,9,2.43,4,positive
183.4,31.18,9.9,2.67,4,negative
191.9,32.62,18.2,4.91,1,negative
187.8,31.93,10.1,2.73,2,negative
259.7,44.15,10.2,2.75,0,negative
180.4,30.67,8.4,2.27,0,negative
51.8,8.81,10.4,2.81,2,negative
303.9,51.66,5.8,1.57,1,positive
123.7,21.03,8.8,2.38,1,positive
206.2,35.05,12.6,3.4,3,negative
164.3,27.93,11.8,3.19,2,negative
228.6,38.86,10.1,2.73,9,positive
200.4,34.07,7.6,2.05,1,negative
154.3,26.23,10.9,2.94,0,negative
122.9,20.89,9.6,2.59,2,negative
220.8,37.54,6.4,1.73,0,negative
214.6,36.48,13.9,3.75,0,negative
202,34.34,7.4,2,2,positive
209.5,35.62,9.1,2.46,6,positive
297.9,50.64,8.9,2.4,1,positive
212.8,36.18,10.6,2.86,0,positive
145.6,24.75,12.2,3.29,0,negative
152.9,25.99,10.8,2.92,2,negative
125.4,21.32,11,2.97,1,negative
138.3,23.51,8.3,2.24,0,negative
189.3,32.18,11.2,3.02,3,negative
199.3,33.88,14.3,3.86,4,negative
247.5,42.08,10.6,2.86,2,negative
294.9,50.13,13.2,3.56,1,positive
175.4,29.82,11.5,3.11,1,negative
179.4,30.5,11.2,3.02,1,negative
126.8,21.56,8.4,2.27,0,negative
239.7,40.75,11.4,3.08,1,positive
143,24.31,15.3,4.13,5,positive
91.9,15.62,13,3.51,2,negative
210.4,35.77,15.5,4.19,1,negative
201.3,34.22,6.4,1.73,1,positive
145.6,24.75,9.2,2.48,2,negative
203.5,34.6,13.4,3.62,1,positive
232.4,39.51,10.5,2.84,1,negative
86.5,14.71,8.7,2.35,2,negative
109.9,18.68,10.9,2.94,0,negative
156,26.52,9.3,2.51,1,negative
326.3,55.47,7.5,2.03,1,positive
195,33.15,14.8,4,0,negative
110,18.7,6.4,1.73,0,negative
147.1,25.01,9,2.43,5,positive
156,26.52,11.9,3.21,2,negative
98.2,16.69,9.3,2.51,2,negative
210.6,35.8,11,2.97,0,negative
239.9,40.78,8.9,2.4,2,positive
159.9,27.18,11.6,3.13,2,positive
197.8,33.63,10.9,2.94,4,positive
115.4,19.62,15.2,4.1,2,negative
123.8,21.05,3.7,1,0,negative
117.6,19.99,6.4,1.73,1,negative
105.3,17.9,8.6,2.32,2,negative
111.7,18.99,13.1,3.54,1,negative
159.3,27.08,9.5,2.57,2,negative
81.7,13.89,11.3,3.05,6,positive
238,40.46,10,2.7,2,negative
128.1,21.78,15.6,4.21,0,negative
171.2,29.1,10.2,2.75,1,negative
109,18.53,13.3,3.59,4,positive
220,37.4,12.1,3.27,2,negative
55.6,9.45,11.3,3.05,0,negative
286.6,48.72,10.3,2.78,1,negative
207.6,35.29,13.3,3.59,1,negative
109.6,18.63,8.3,2.24,4,positive
197.2,33.52,11,2.97,2,negative
175.7,29.87,14.6,3.94,1,negative
205.2,34.88,7,1.89,0,negative
193.1,32.83,12.1,3.27,1,negative
232.6,39.54,4.7,1.27,3,negative
102.7,17.46,11,2.97,0,negative
263.1,44.73,9.7,2.62,5,negative
197,33.49,11.6,3.13,1,negative
169.3,28.78,11.6,3.13,2,negative
201.5,34.26,12.9,3.48,1,negative
251,42.67,13.8,3.73,3,negative
230.4,39.17,7.6,2.05,3,negative
109.8,18.67,11.9,3.21,1,negative
279.5,47.52,10.7,2.89,2,positive
173.4,29.48,13.7,3.7,1,negative
214.4,36.45,10,2.7,1,negative
96.1,16.34,9.7,2.62,1,negative
101.4,17.24,7.1,1.92,1,negative
232.5,39.53,10.4,2.81,4,negative
174.5,29.67,12.2,3.29,1,negative
224,38.08,8.8,2.38,1,negative
211.1,35.89,14.7,3.97,4,negative
109.2,18.56,9.8,2.65,2,negative
220,37.4,11.5,3.11,0,negative
181.4,30.84,10.9,2.94,2,negative
180.7,30.72,10.1,2.73,2,negative
96.5,16.41,9.4,2.54,1,negative
183.5,31.2,8.3,2.24,3,negative
107.9,18.34,10.5,2.84,0,negative
161,27.37,7.7,2.08,1,negative
146.8,24.96,4.3,1.16,1,positive
149.2,25.36,8.3,2.24,3,negative
227.8,38.73,5.6,1.51,3,negative
160.3,27.25,7.4,2,0,negative
137.8,23.43,10.2,2.75,1,positive
141.7,24.09,8.5,2.3,0,negative
196.4,33.39,9.3,2.51,0,negative
175.2,29.78,5.3,1.43,1,negative
146.8,24.96,9.9,2.67,1,negative
173.9,29.56,9.1,2.46,1,negative
305.2,51.88,13.2,3.56,1,negative
162.3,27.59,11.7,3.16,3,positive
150,25.5,10.3,2.78,3,negative
197.5,33.58,11.3,3.05,1,negative
240.2,40.83,10.2,2.75,2,negative
186.2,31.65,12.9,3.48,2,negative
116.9,19.87,12.3,3.32,0,negative
236.7,40.24,12,3.24,1,negative
173.2,29.44,5.4,1.46,0,negative
152.2,25.87,9.8,2.65,0,negative
181.3,30.82,6.7,1.81,0,negative
167.8,28.53,10.5,2.84,4,positive
175.4,29.82,9.8,2.65,1,negative
87.6,14.89,9.8,2.65,2,negative
203.3,34.56,8.5,2.3,0,negative
92.6,15.74,11.3,3.05,5,positive
262.9,44.69,8.1,2.19,1,negative
160.8,27.34,8.5,2.3,1,negative
141.8,24.11,7.8,2.11,1,negative
50.6,8.6,4.2,1.13,2,negative
134.9,22.93,10.2,2.75,1,negative
252.1,42.86,13.8,3.73,1,negative
215.5,36.64,9.6,2.59,1,negative
124.8,21.22,13.4,3.62,0,negative
178.7,30.38,16.4,4.43,2,negative
183.2,31.14,9.9,2.67,2,negative
167.5,28.48,13,3.51,1,negative
147.1,25.01,12.5,3.38,3,negative
230.1,39.12,13.2,3.56,1,negative
135.8,23.09,12.6,3.4,0,negative
205.7,34.97,8.7,2.35,2,negative
73.8,12.55,10.9,2.94,2,negative
189.3,32.18,10,2.7,2,negative
147.2,25.02,7.2,1.94,3,negative
137.3,23.34,10.2,2.75,0,negative
70.7,12.02,0,0,2,negative
204.6,34.78,10.7,2.89,0,negative
123.1,20.93,12,3.24,5,positive
129.7,22.05,12.2,3.29,2,negative
198.7,33.78,12.4,3.35,0,negative
145.1,24.67,7.9,2.13,2,negative
135.2,22.98,8.4,2.27,2,negative
124.7,21.2,7.8,2.11,1,negative
215.9,36.7,12.1,3.27,1,negative
119.2,20.26,8.4,2.27,2,negative
144.3,24.53,7.8,2.11,3,negative
235.2,39.98,11.8,3.19,1,negative
174,29.58,9.7,2.62,0,negative
115,19.55,6.4,1.73,0,positive
151.7,25.79,13.1,3.54,2,negative
153.1,26.03,9.9,2.67,3,negative
218.6,37.16,9.2,2.48,2,negative
265.2,45.08,10.7,2.89,2,negative
143.3,24.36,10.1,2.73,1,negative
190.3,32.35,7.2,1.94,2,negative
184.7,31.4,12.3,3.32,2,positive
115.3,19.6,18,4.86,1,negative
113,19.21,9.2,2.48,2,positive
294.2,50.01,9,2.43,0,positive
215.6,36.65,6.4,1.73,3,negative
128.8,21.9,14,3.78,1,negative
211.2,35.9,10.7,2.89,3,positive
71.2,12.1,12.9,3.48,1,negative
94.9,16.13,14.2,3.83,2,negative
259.4,44.1,9.5,2.57,1,positive
215.8,36.69,6.9,1.86,1,negative
97.5,16.58,13.2,3.56,3,negative
146.5,24.91,8.2,2.21,0,negative
157.9,26.84,12.2,3.29,2,negative
139.9,23.78,12.7,3.43,2,negative
153.2,26.04,11.9,3.21,1,negative
103.5,17.6,8.4,2.27,2,negative
185.8,31.59,6.6,1.78,1,negative
129.5,22.02,10.9,2.94,1,negative
236.6,40.22,8.9,2.4,1,negative
260.4,44.27,10,2.7,6,negative
167.3,28.44,6.7,1.81,2,negative
182.2,30.97,9.3,2.51,2,negative
113,19.21,10.8,2.92,2,negative
185.7,31.57,16.9,4.56,0,negative
136.2,23.15,9.6,2.59,0,negative
222.6,37.84,11.5,3.11,1,negative
197.3,33.54,9,2.43,1,negative
141.4,24.04,7.7,2.08,1,negative
208,35.36,8,2.16,1,negative
118.5,20.15,12.1,3.27,1,negative
153.2,26.04,10.7,2.89,1,negative
108.3,18.41,13.5,3.65,0,negative
168.6,28.66,14.4,3.89,2,negative
247.2,42.02,9.3,2.51,2,positive
224.2,38.11,12,3.24,3,negative
166.9,28.37,12.8,3.46,3,negative
118.4,20.13,8.5,2.3,1,negative
190.9,32.45,7.8,2.11,2,negative
317.8,54.03,10.4,2.81,1,positive
312,53.04,12.8,3.46,1,positive
146,24.82,13.3,3.59,1,negative
131.6,22.37,15.5,4.19,1,positive
193.4,32.88,11.1,3,2,negative
185.1,31.47,8.5,2.3,2,negative
193.3,32.86,11.8,3.19,0,negative
146.4,24.89,7.8,2.11,1,negative
71.2,12.1,8.6,2.32,0,negative
123.2,20.94,12.9,3.48,4,positive
205,34.85,7.5,2.03,2,negative
128.7,21.88,12.8,3.46,1,negative
216.9,36.87,11.4,3.08,3,negative
150,25.5,9.8,2.65,3,negative
164.1,27.9,11.4,3.08,1,negative
212,36.04,8.9,2.4,3,negative
167.3,28.44,12,3.24,2,negative
154.4,26.25,13.9,3.75,1,negative
177.3,30.14,9.3,2.51,3,negative
231.2,39.3,8.8,2.38,1,positive
202.9,34.49,12.8,3.46,5,negative
149.6,25.43,14.3,3.86,0,negative
345.3,58.7,11.8,3.19,1,positive
264.9,45.03,8.4,2.27,1,positive
122,20.74,5.8,1.57,1,negative
177.2,30.12,14,3.78,2,negative
133.1,22.63,10.3,2.78,1,negative
225.1,38.27,8.8,2.38,0,positive
208.4,35.43,11.2,3.02,1,negative
173.1,29.43,11.5,3.11,1,negative
162.4,27.61,11.4,3.08,2,positive
281.2,47.8,6.4,1.73,2,negative
208.3,35.41,15.9,4.29,3,negative
243.4,41.38,14.1,3.81,2,negative
224.2,38.11,16.1,4.35,1,positive
189.3,32.18,9.9,2.67,3,negative
168.3,28.61,6.7,1.81,4,negative
232.9,39.59,10.7,2.89,1,negative
155,26.35,5.9,1.59,1,negative
154.4,26.25,11.8,3.19,0,negative
234.7,39.9,8.4,2.27,2,negative
240,40.8,7.1,1.92,1,negative
298.4,50.73,12.2,3.29,0,positive
166,28.22,10.9,2.94,1,negative
111.6,18.97,16,4.32,0,negative
174.5,29.67,10.7,2.89,2,negative
175.5,29.84,6.9,1.86,1,negative
157.5,26.78,11.1,3,3,positive
206.2,35.05,11,2.97,1,negative
207.5,35.28,7.5,2.03,4,negative
144.8,24.62,11.6,3.13,4,negative
258.8,44,10.9,2.94,2,negative
226.9,38.57,11.6,3.13,0,positive
152.9,25.99,12,3.24,2,negative
156.7,26.64,12.6,3.4,2,negative
150.8,25.64,12.5,3.38,1,negative
221,37.57,6.8,1.84,4,negative
322.4,54.81,6.7,1.81,1,positive
153.6,26.11,9.8,2.65,2,negative
215.1,36.57,12.4,3.35,2,negative
174.4,29.65,11.8,3.19,1,negative
180.5,30.69,10.6,2.86,0,negative
123.1,20.93,12.6,3.4,2,negative
165.7,28.17,10,2.7,1,negative
200.2,34.03,6,1.62,2,negative
154.8,26.32,5.9,1.59,3,negative
125.4,21.32,11.4,3.08,2,negative
184.2,31.31,12.2,3.29,1,negative
274.7,46.7,10.8,2.92,3,negative
142,24.14,11.3,3.05,1,negative
151.5,25.76,10,2.7,1,negative
124.8,21.22,10.6,2.86,3,negative
179.2,30.46,12.4,3.35,0,negative
246.4,41.89,12.1,3.27,2,positive
232.7,39.56,11.5,3.11,5,negative
288,48.96,13.4,3.62,0,positive
170.8,29.04,12.7,3.43,1,negative
216.1,36.74,9.8,2.65,1,negative
138.7,23.58,4.9,1.32,2,negative
210.7,35.82,9.2,2.48,3,negative
181.8,30.91,9.7,2.62,0,negative
61.6,10.47,12.4,3.35,1,negative
207.7,35.31,6.8,1.84,1,negative
219.2,37.26,10,2.7,1,negative
227,38.59,8.9,2.4,2,negative
245.9,41.8,8.9,2.4,3,negative
257.3,43.74,13.5,3.65,0,negative
121.1,20.59,16.1,4.35,2,negative
301.5,51.26,13.4,3.62,4,positive
233.9,39.76,9.5,2.57,0,negative
99.6,16.93,13.7,3.7,2,positive
169.8,28.87,12.7,3.43,2,negative
198.8,33.8,14.4,3.89,1,positive
116.2,19.75,10.1,2.73,3,negative
255.9,43.5,12.1,3.27,1,positive
187.7,31.91,10,2.7,3,negative
195.9,33.3,8.6,2.32,0,negative
129.4,22,1.1,0.3,2,negative
221,37.57,9,2.43,2,negative
140.5,23.89,9.5,2.57,2,negative
277.9,47.24,9.2,2.48,0,positive
224.9,38.23,6.7,1.81,3,positive
109.1,18.55,12.8,3.46,0,negative
207.8,35.33,5.7,1.54,0,negative
205.9,35,12.1,3.27,0,negative
308.6,52.46,7.3,1.97,4,positive
242.6,41.24,14.4,3.89,2,negative
229.6,39.03,3.3,0.89,1,negative
166,28.22,7.7,2.08,2,negative
144.8,24.62,13.3,3.59,0,positive
106.1,18.04,12.9,3.48,0,negative
221.8,37.71,13.2,3.56,1,negative
204.6,34.78,9.8,2.65,2,negative
213.5,36.3,14.1,3.81,3,negative
152,25.84,10,2.7,2,negative
260.8,44.34,17,4.59,1,positive
166.4,28.29,10,2.7,1,negative
177.9,30.24,15.2,4.1,0,negative
235.1,39.97,7,1.89,3,negative
186.8,31.76,9.7,2.62,2,negative
268.4,45.63,11.6,3.13,1,negative
192.1,32.66,7.3,1.97,3,negative
240.7,40.92,10.1,2.73,0,positive
179.9,30.58,9.8,2.65,2,negative
314.1,53.4,12.3,3.32,3,positive
162,27.54,11.9,3.21,0,negative
175.8,29.89,12.4,3.35,1,negative
109.4,18.6,11.6,3.13,0,negative
255.1,43.37,8.5,2.3,3,positive
208.7,35.48,8.3,2.24,3,negative
214.6,36.48,7.9,2.13,1,negative
49.2,8.36,12.1,3.27,1,negative
141.3,24.02,11.2,3.02,2,negative
253.2,43.04,9.7,2.62,4,negative
206,35.02,13.2,3.56,0,negative
40.4,6.87,9,2.43,2,negative
291.2,49.5,8.9,2.4,1,positive
71.2,12.1,11.7,3.16,0,negative
261.8,44.51,14.7,3.97,0,positive
191.3,32.52,10,2.7,1,negative
133.3,22.66,11.6,3.13,0,negative
183.6,31.21,6,1.62,2,negative
155.2,26.38,15.4,4.16,1,negative
283.1,48.13,6.1,1.65,1,negative
186.5,31.71,12.1,3.27,2,negative
