Day_Mins,Day_Charge,Eve_Mins,Eve_Charge,Night_Calls,Intl_Mins,Intl_Charge,CustServ_Calls,Class
142.8,24.28,272.3,23.15,105,8.9,2.4,1,negative
202.4,34.41,230.7,19.61,127,10.2,2.75,3,negative
116.8,19.86,123.1,10.46,101,12,3.24,1,negative
155.7,26.47,260.3,22.13,98,11,2.97,1,negative
236.1,40.14,289.2,24.58,107,9.1,2.46,2,negative
138.1,23.48,260.1,22.11,118,8.2,2.21,2,negative
51.9,8.82,162,13.77,115,10.1,2.73,3,negative
81.3,13.82,220.6,18.75,113,8.9,2.4,0,negative
171.5,29.16,153.1,13.01,125,7.1,1.92,0,negative
126,21.42,144.3,12.27,102,7.6,2.05,1,negative
197.2,33.52,156,13.26,99,9.9,2.67,4,negative
194.1,33,227.2,19.31,115,15.3,4.13,1,negative
115.7,19.67,127.8,10.86,91,9.3,2.51,1,negative
157.2,26.72,196.3,16.69,109,8.4,2.27,3,negative
269.7,45.85,207.6,17.65,107,4.5,1.22,3,positive
246.4,41.89,228.1,19.39,95,9.1,2.46,0,negative
227.4,38.66,268.5,22.82,82,13,3.51,1,negative
189.8,32.27,115.5,9.82,103,12.2,3.29,0,negative
188.9,32.11,160.9,13.68,100,11.5,3.11,4,negative
0,0,192.1,16.33,95,7.2,1.94,1,negative
110.5,18.79,227.8,19.36,84,11,2.97,1,negative
167.6,28.49,219.2,18.63,94,11.7,3.16,4,negative
132,22.44,197.5,16.79,114,0,0,3,negative
167.8,28.53,247.9,21.07,108,11.9,3.21,0,negative
213.4,36.28,204.7,17.4,101,5.7,1.54,1,negative
175.4,29.82,98.3,8.36,93,10.6,2.86,0,negative
82.6,14.04,224.4,19.07,88,9.5,2.57,3,negative
143.2,24.34,88.1,7.49,135,8.8,2.38,4,positive
125.5,21.34,269.8,22.93,110,8.9,2.4,1,negative
82.3,13.99,256.1,21.77,98,11.8,3.19,6,positive
165.6,28.15,195.9,16.65,77,11.8,3.19,1,negative
183.1,31.13,232.6,19.77,110,8.4,2.27,0,negative
162.1,27.56,212.1,18.03,78,12.2,3.29,1,negative
166.6,28.32,192.4,16.35,115,7.7,2.08,1,negative
135.9,23.1,233.2,19.82,121,9.4,2.54,1,negative
165.7,28.17,215.6,18.33,91,9.8,2.65,0,negative
176.1,29.94,174.9,14.87,134,9.7,2.62,1,negative
142.3,24.19,204.5,17.38,114,9.1,2.46,0,negative
177.6,30.19,296.8,25.23,106,7.6,2.05,3,negative
83.2,14.14,190.6,16.2,79,10.7,2.89,1,negative
235,39.95,183.3,15.58,106,5.7,1.54,2,negative
105.7,17.97,141.8,12.05,105,6.6,1.78,2,negative
149.4,25.4,171.9,14.61,97,17.9,4.83,3,positive
264.7,45,216.5,18.4,102,10.4,2.81,0,negative
160.3,27.25,221.5,18.83,109,5.6,1.51,1,negative
95.9,16.3,159.5,13.56,132,10.4,2.81,1,negative
140.7,23.92,195.2,16.59,107,11.7,3.16,0,negative
119.7,20.35,231.8,19.7,113,4.6,1.24,2,negative
99.9,16.98,263.5,22.4,90,9.8,2.65,2,negative
250.9,42.65,171.4,14.57,85,9.6,2.59,2,negative
200.6,34.1,289.5,24.61,95,11.2,3.02,2,negative
209.8,35.67,196.6,16.71,79,7,1.89,1,negative
198,33.66,273.7,23.26,71,7.6,2.05,1,negative
239.8,40.77,128.9,10.96,110,11.3,3.05,1,negative
164.5,27.97,147.9,12.57,97,11.2,3.02,0,negative
220.9,37.55,192.2,16.34,74,12.2,3.29,1,negative
112.8,19.18,243.9,20.73,112,13.2,3.56,2,negative
112.6,19.14,261.7,22.24,116,11.1,3,0,positive
226.4,38.49,234.7,19.95,82,10.8,2.92,1,negative
244.9,41.63,219.6,18.67,136,9.7,2.62,4,negative
203.2,34.54,235.8,20.04,112,15.1,4.08,2,negative
136.7,23.24,243.1,20.66,110,8.6,2.32,0,negative
152.6,25.94,208.9,17.76,99,5,1.35,1,negative
274.9,46.73,186.6,15.86,123,8.8,2.38,1,negative
195.7,33.27,209.1,17.77,73,8.3,2.24,1,positive
204.3,34.73,188.8,16.05,97,9.2,2.48,1,negative
222.3,37.79,146.2,12.43,82,8.9,2.4,3,negative
222.5,37.83,171.5,14.58,114,9.7,2.62,1,negative
128.8,21.9,157.3,13.37,76,10.3,2.78,2,negative
174.3,29.63,171.3,14.56,131,8.3,2.24,0,negative
242.5,41.23,162.3,13.8,86,7.8,2.11,4,negative
221.6,37.67,285.2,24.24,83,12.7,3.43,4,negative
114.3,19.43,221.1,18.79,88,10.9,2.94,0,negative
219.7,37.35,186.8,15.88,113,9.5,2.57,2,negative
144.9,24.63,151.3,12.86,73,12.3,3.32,2,negative
236.5,40.21,117,9.95,115,8.1,2.19,2,negative
174,29.58,209.4,17.8,87,14.1,3.81,2,positive
109.5,18.62,332.1,28.23,108,6.6,1.78,1,negative
81.6,13.87,235.6,20.03,113,9.9,2.67,1,negative
133.4,22.68,121,10.29,129,5.9,1.59,1,negative
137.1,23.31,209.8,17.83,114,8.6,2.32,1,negative
197,33.49,190.4,16.18,104,16.1,4.35,0,negative
198.1,33.68,156.7,13.32,76,9.3,2.51,3,negative
39.5,6.72,264.3,22.47,90,10,2.7,0,negative
199.5,33.92,207.5,17.64,123,8.1,2.19,2,negative
156.8,26.66,215.8,18.34,77,7.6,2.05,1,negative
183.4,31.18,237.6,20.2,94,9,2.43,3,negative
132.4,22.51,121.6,10.34,84,8.6,2.32,1,negative
63.2,10.74,220.2,18.72,99,5.1,1.38,0,negative
181.1,30.79,215.9,18.35,106,16.9,4.56,0,positive
117.5,19.98,206.8,17.58,114,4.2,1.13,3,negative
218.7,37.18,163.4,13.89,116,15,4.05,0,negative
207.3,35.24,137.3,11.67,74,5.9,1.59,1,negative
150.6,25.6,301.5,25.63,104,8.1,2.19,0,negative
273.3,46.46,263.6,22.41,84,12,3.24,1,positive
266.1,45.24,182,15.47,103,10.3,2.78,1,negative
112.8,19.18,156.7,13.32,85,16.3,4.4,0,negative
104.7,17.8,82.2,6.99,110,15.8,4.27,3,negative
193.8,32.95,197.6,16.8,95,5.9,1.59,0,negative
168.6,28.66,298,25.33,110,9.8,2.65,1,negative
253.2,43.04,201,17.09,108,9.7,2.62,2,negative
174.7,29.7,232.1,19.73,98,8.9,2.4,1,negative
87,14.79,193.6,16.46,120,11,2.97,0,negative
204.5,34.77,132.8,11.29,117,14.8,4,2,negative
226.5,38.51,152.1,12.93,98,9.4,2.54,3,negative
234.1,39.8,163.1,13.86,100,10,2.7,1,negative
133.3,22.66,182.9,15.55,123,12.9,3.48,3,positive
133.9,22.76,166.4,14.14,139,15.4,4.16,1,negative
160.2,27.23,138.9,11.81,97,9.7,2.62,0,negative
230.6,39.2,224.1,19.05,76,11.1,3,0,negative
227.4,38.66,176,14.96,120,6.3,1.7,2,negative
72.8,12.38,267.1,22.7,91,11.8,3.19,2,negative
196.1,33.34,296.5,25.2,91,7,1.89,1,negative
197.1,33.51,165.9,14.1,106,12.8,3.46,1,negative
219.6,37.33,303.3,25.78,65,9.7,2.62,1,negative
153.4,26.08,151.4,12.87,97,12.8,3.46,4,positive
216,36.72,186.9,15.89,109,4.9,1.32,2,negative
222.9,37.89,262,22.27,101,10.8,2.92,0,negative
115.9,19.7,236.6,20.11,90,11.7,3.16,3,negative
189.8,32.27,147.7,12.55,121,10.6,2.86,1,negative
154.7,26.3,298,25.33,95,11.1,3,0,negative
136.4,23.19,202.5,17.21,86,11.5,3.11,3,negative
170.5,28.99,277.5,23.59,117,12.2,3.29,1,negative
272.4,46.31,107.9,9.17,81,12.7,3.43,0,negative
210,35.7,232.7,19.78,94,5.9,1.59,8,negative
236.5,40.21,163.1,13.86,117,12.2,3.29,2,negative
153.9,26.16,220.1,18.71,147,8.5,2.3,2,negative
223,37.91,227,19.3,125,8.8,2.38,1,negative
252.4,42.91,167.9,14.27,110,10.7,2.89,2,negative
197.9,33.64,168.1,14.29,145,12,3.24,1,negative
152.4,25.91,274.6,23.34,120,6.6,1.78,3,negative
237.4,40.36,175.9,14.95,110,9.2,2.48,3,negative
265.6,45.15,180.7,15.36,113,8.6,2.32,1,negative
197.3,33.54,305.8,25.99,105,6.7,1.81,1,negative
199.1,33.85,221.8,18.85,91,4.2,1.13,1,negative
233.7,39.73,207.9,17.67,101,12,3.24,2,negative
183.1,31.13,160.1,13.61,121,7,1.89,1,negative
139.4,23.7,143.4,12.19,107,10,2.7,2,negative
213.9,36.36,260.5,22.14,97,8.4,2.27,1,positive
207.1,35.21,200.1,17.01,100,12.4,3.35,1,negative
139.7,23.75,202.6,17.22,102,11.3,3.05,2,negative
177.2,30.12,228.7,19.44,113,8.9,2.4,2,negative
169.8,28.87,173.7,14.76,105,9.5,2.57,2,negative
173.5,29.5,244.3,20.77,66,9.7,2.62,3,negative
159.9,27.18,172.2,14.64,109,5.6,1.51,1,negative
115.1,19.57,196.8,16.73,98,11.4,3.08,2,negative
136.8,23.26,179.5,15.26,95,12.5,3.38,2,negative
92.2,15.67,211.2,17.95,73,13.1,3.54,1,negative
243.9,41.46,133,11.31,123,13.4,3.62,2,negative
117.1,19.91,235.4,20.01,108,9,2.43,0,negative
223.3,37.96,167.1,14.2,84,4.5,1.22,0,positive
154.8,26.32,171.5,14.58,86,10.6,2.86,3,negative
261.4,44.44,215.7,18.33,96,8,2.16,1,positive
46.5,7.91,186,15.81,95,9.6,2.59,4,positive
149.9,25.48,170.9,14.53,112,11.5,3.11,0,positive
242.2,41.17,226.1,19.22,96,13.9,3.75,2,positive
259.4,44.1,172.7,14.68,78,10.7,2.89,1,positive
222.4,37.81,185.8,15.79,81,12,3.24,2,negative
69.4,11.8,190.8,16.22,102,8.9,2.4,0,negative
156.5,26.61,209.2,17.78,81,11.1,3,4,positive
61.2,10.4,92.3,7.85,114,13.7,3.7,5,positive
245.2,41.68,101.5,8.63,116,10.7,2.89,0,negative
102.3,17.39,135.2,11.49,93,15.7,4.24,3,negative
230.9,39.25,167.6,14.25,87,7.6,2.05,3,negative
227.4,38.66,211.5,17.98,113,11.9,3.21,0,negative
192.8,32.78,158,13.43,105,12.7,3.43,1,negative
162.6,27.64,206.2,17.53,66,8.2,2.21,1,negative
219.4,37.3,180.5,15.34,91,11,2.97,2,negative
137.2,23.32,165.9,14.1,72,14.3,3.86,1,negative
87.7,14.91,278.2,23.65,93,10.5,2.84,1,negative
271.1,46.09,172,14.62,105,10.3,2.78,1,negative
103.4,17.58,189.3,16.09,125,14.4,3.89,1,negative
52.2,8.87,220.1,18.71,95,11.4,3.08,2,negative
165.4,28.12,273.7,23.26,93,8.7,2.35,0,positive
147.5,25.08,191.7,16.29,68,16.4,4.43,2,negative
217.8,37.03,214.7,18.25,70,11.3,3.05,0,negative
235.7,40.07,136.9,11.64,97,13.3,3.59,1,negative
204.5,34.77,139.6,11.87,103,8.6,2.32,2,negative
178.4,30.33,247,21,105,9.6,2.59,0,negative
130.1,22.12,247.2,21.01,87,13.5,3.65,2,negative
103.7,17.63,236.3,20.09,102,14.8,4,2,negative
239.9,40.78,177.1,15.05,118,5.9,1.59,2,negative
148.4,25.23,267.1,22.7,101,8.9,2.4,0,negative
148.6,25.26,210.8,17.92,86,10,2.7,2,negative
191.1,32.49,129.2,10.98,117,12.9,3.48,0,negative
218.5,37.15,112.7,9.58,121,7.3,1.97,1,negative
97.5,16.58,195.8,16.64,78,0,0,1,negative
128.7,21.88,117.6,10,132,10.8,2.92,0,negative
236.6,40.22,197.5,16.79,102,9.5,2.57,2,negative
85.9,14.6,226.7,19.27,110,15.6,4.21,0,negative
141.2,24,167.7,14.25,101,11.4,3.08,1,negative
194.4,33.05,176,14.96,110,11.5,3.11,0,negative
167.6,28.49,154.5,13.13,107,17.3,4.67,2,negative
234.5,39.87,164.2,13.96,72,6.1,1.65,1,negative
154.2,26.21,196.7,16.72,97,10.1,2.73,1,negative
143.2,24.34,169.9,14.44,77,11.6,3.13,1,negative
216.4,36.79,249.7,21.22,99,12.7,3.43,1,negative
161.9,27.52,151.2,12.85,131,8.5,2.3,1,negative
118.7,20.18,205.1,17.43,100,10.4,2.81,3,negative
179.1,30.45,196.6,16.71,116,10.2,2.75,1,negative
147.9,25.14,209.3,17.79,80,8.8,2.38,2,negative
209.2,35.56,116.6,9.91,105,16.5,4.46,2,negative
244.3,41.53,322.3,27.4,83,10.6,2.86,0,negative
175.3,29.8,262.3,22.3,76,5.6,1.51,1,negative
150.5,25.59,120.3,10.23,96,9,2.43,1,negative
197.4,33.56,295.7,25.13,73,13.2,3.56,0,negative
163.5,27.8,143.7,12.21,82,12.6,3.4,1,negative
236.9,40.27,197.7,16.8,78,11.4,3.08,2,positive
82.3,13.99,167.2,14.21,70,7.2,1.94,1,negative
216,36.72,153.7,13.06,74,12.7,3.43,1,negative
180,30.6,198.8,16.9,70,12.4,3.35,1,negative
143.7,24.43,173.1,14.71,95,5.8,1.57,1,negative
198.2,33.69,280.4,23.83,73,11.3,3.05,1,negative
185.6,31.55,219.7,18.67,120,11.1,3,2,negative
137.6,23.39,162,13.77,126,5.8,1.57,3,negative
273.9,46.56,278.6,23.68,90,10.9,2.94,1,positive
125.3,21.3,141.2,12,68,6.3,1.7,3,negative
178.8,30.4,167.9,14.27,65,8.6,2.32,3,negative
214.9,36.53,198.2,16.85,139,8.2,2.21,0,negative
163,27.71,203.9,17.33,109,15.1,4.08,2,negative
163.8,27.85,134.9,11.47,95,8.8,2.38,2,negative
189.5,32.22,204.9,17.42,93,13.4,3.62,1,negative
155.2,26.38,230.9,19.63,100,4.5,1.22,0,negative
242.3,41.19,350.9,29.83,93,11.3,3.05,0,positive
254.1,43.2,180.2,15.32,129,8.7,2.35,3,negative
112,19.04,208,17.68,83,11.3,3.05,2,negative
115.5,19.64,267.3,22.72,90,13.3,3.59,3,negative
137.1,23.31,210.8,17.92,120,11.1,3,1,negative
198.4,33.73,235.9,20.05,99,10.1,2.73,0,negative
132.7,22.56,204.6,17.39,78,12.9,3.48,3,negative
219.6,37.33,210.4,17.88,88,13.8,3.73,2,negative
169.6,28.83,234.7,19.95,83,11.2,3.02,0,negative
160.4,27.27,293.9,24.98,90,12.6,3.4,4,negative
95,16.15,167.9,14.27,79,11.2,3.02,0,negative
160.1,27.22,256.7,21.82,107,7,1.89,2,negative
194.6,33.08,232.8,19.79,92,3.8,1.03,3,negative
236.4,40.19,287.3,24.42,94,13.8,3.73,1,positive
157.1,26.71,213.1,18.11,77,7.6,2.05,2,negative
179.8,30.57,173.2,14.72,97,10.9,2.94,0,negative
148.2,25.19,161.8,13.75,103,11,2.97,0,negative
183.2,31.14,209.4,17.8,109,11.9,3.21,1,negative
119.2,20.26,168.3,14.31,119,12.2,3.29,4,positive
224,38.08,192,16.32,100,9.6,2.59,0,negative
19.5,3.32,140.9,11.98,111,7.9,2.13,0,negative
184.8,31.42,248.6,21.13,113,9.6,2.59,1,negative
176.3,29.97,201,17.09,123,11.3,3.05,1,negative
241.7,41.09,168.5,14.32,122,11.1,3,2,negative
224.7,38.2,294,24.99,61,9.8,2.65,0,negative
207.3,35.24,198.4,16.86,83,8.6,2.32,1,negative
196.8,33.46,168,14.28,98,12.7,3.43,2,negative
110.9,18.85,115.6,9.83,114,15.8,4.27,1,negative
122.5,20.83,273.3,23.23,71,8,2.16,2,negative
226.9,38.57,201.6,17.14,121,13.2,3.56,2,negative
187,31.79,141.4,12.02,108,10,2.7,2,negative
170.5,28.99,193.2,16.42,91,11.2,3.02,0,negative
204.8,34.82,161,13.69,89,9.5,2.57,0,negative
165.9,28.2,235.9,20.05,120,12,3.24,2,negative
154,26.18,198.9,16.91,100,9.5,2.57,4,positive
158.1,26.88,322.2,27.39,96,8.9,2.4,1,negative
225.2,38.28,215.1,18.28,95,9.1,2.46,2,negative
159.4,27.1,179.5,15.26,71,9.7,2.62,6,positive
172.7,29.36,139.1,11.82,99,11.7,3.16,2,negative
222.8,37.88,175.8,14.94,111,11,2.97,3,negative
214.1,36.4,240.5,20.44,75,10.1,2.73,1,negative
54.8,9.32,173,14.71,125,7.5,2.03,1,negative
134,22.78,174.5,14.83,79,7.3,1.97,3,negative
184.8,31.42,175.1,14.88,95,10.5,2.84,1,negative
283.1,48.13,286.2,24.33,129,11.3,3.05,3,negative
291.8,49.61,214.3,18.22,119,9.9,2.67,0,positive
222.7,37.86,105.8,8.99,78,13.5,3.65,1,negative
174.5,29.67,236.8,20.13,110,8.5,2.3,0,negative
68.4,11.63,193.3,16.43,139,10.4,2.81,0,negative
273,46.41,215.5,18.32,114,9.6,2.59,1,negative
225.3,38.3,108.2,9.2,132,17.3,4.67,1,positive
283.2,48.14,162.6,13.82,104,7.2,1.94,1,negative
131.4,22.34,219.7,18.67,103,11.1,3,1,positive
89.7,15.25,138.6,11.78,114,10.7,2.89,1,negative
127.1,21.61,247.7,21.05,75,5,1.35,3,negative
105.9,18,231.7,19.69,120,10.7,2.89,1,negative
142.3,24.19,158,13.43,75,6,1.62,2,negative
191.3,32.52,138.5,11.77,107,6.4,1.73,2,negative
201.9,34.32,156.3,13.29,92,13.7,3.7,0,negative
247.3,42.04,182.7,15.53,112,14.7,3.97,3,negative
242.2,41.17,159.7,13.57,108,8.9,2.4,1,negative
127.3,21.64,222.3,18.9,95,13.7,3.7,5,positive
162,27.54,241.2,20.5,83,10.9,2.94,1,negative
179.1,30.45,238.3,20.26,96,10.6,2.86,2,negative
197.4,33.56,123.4,10.49,101,12.3,3.32,3,negative
148.2,25.19,308.7,26.24,79,6.4,1.73,2,negative
193.1,32.83,172.1,14.63,119,10.2,2.75,0,negative
171.7,29.19,174.8,14.86,130,7.8,2.11,1,negative
198.5,33.75,270.6,23,130,8.1,2.19,1,negative
121.7,20.69,184,15.64,98,12.7,3.43,1,negative
130.2,22.13,278,23.63,74,14,3.78,2,negative
203.4,34.58,168.6,14.33,105,13.7,3.7,2,negative
174.7,29.7,280.8,23.87,80,10.5,2.84,5,negative
241,40.97,231.8,19.7,67,9.9,2.67,1,positive
141.7,24.09,221,18.79,71,10.2,2.75,0,negative
134.8,22.92,167.2,14.21,123,7.7,2.08,2,negative
163.1,27.73,249.4,21.2,77,9,2.43,1,negative
145.5,24.74,228.4,19.41,91,8.9,2.4,1,negative
329.8,56.07,208.3,17.71,102,10.6,2.86,0,positive
194.5,33.07,186.3,15.84,106,12.7,3.43,2,negative
131.9,22.42,272.7,23.18,105,7.1,1.92,1,negative
150,25.5,159.4,13.55,55,8.5,2.3,1,negative
196.6,33.42,241.4,20.52,118,12.9,3.48,2,negative
99.7,16.95,145.1,12.33,99,14.1,3.81,2,negative
143.6,24.41,141.8,12.05,83,10.8,2.92,3,negative
231.9,39.42,211.8,18,74,12.3,3.32,2,negative
37.8,6.43,155.3,13.2,111,14.2,3.83,3,negative
72.8,12.38,186.4,15.84,110,10.5,2.84,3,negative
94.8,16.12,219.1,18.62,65,11.4,3.08,1,negative
221.8,37.71,210.6,17.9,109,12.4,3.35,1,negative
269,45.73,233.7,19.86,61,7.3,1.97,2,positive
268.3,45.61,185.5,15.77,88,6.3,1.7,1,positive
198.7,33.78,249,21.17,124,12.5,3.38,1,negative
115.5,19.64,218.1,18.54,98,11.5,3.11,7,positive
202.1,34.36,195.7,16.63,120,13.3,3.59,2,negative
215.6,36.65,200.6,17.05,107,12.4,3.35,1,negative
169.9,28.88,209.4,17.8,79,11.5,3.11,1,negative
201.7,34.29,169.4,14.4,80,6,1.62,0,negative
221.1,37.59,160.2,13.62,84,8.4,2.27,4,negative
218.7,37.18,115,9.78,85,9.4,2.54,2,negative
293.7,49.93,272.5,23.16,76,11,2.97,2,positive
120.3,20.45,240.4,20.43,74,7.7,2.08,4,positive
175.8,29.89,206.6,17.56,105,11.1,3,2,negative
278.5,47.35,240.7,20.46,90,11.6,3.13,1,positive
236.3,40.17,190.8,16.22,105,7.2,1.94,3,negative
273.8,46.55,119.6,10.17,117,11.7,3.16,1,negative
131.1,22.29,160.5,13.64,88,5.6,1.51,5,positive
167.4,28.46,258.6,21.98,110,11.2,3.02,4,negative
197.7,33.61,250.5,21.29,67,10.5,2.84,3,negative
169.5,28.82,230.9,19.63,115,9,2.43,2,negative
225.2,38.28,173.4,14.74,99,11.7,3.16,0,negative
174.5,29.67,213.7,18.16,116,10.3,2.78,4,negative
129.7,22.05,177.5,15.09,87,7.5,2.03,5,positive
200,34,107.9,9.17,82,11.4,3.08,3,negative
95.9,16.3,261.6,22.24,109,13.3,3.59,0,negative
152.8,25.98,242.8,20.64,74,9.1,2.46,1,negative
129.9,22.08,208.7,17.74,93,14.3,3.86,1,negative
268.4,45.63,150.6,12.8,84,9.7,2.62,2,positive
188.5,32.05,148.3,12.61,88,15.2,4.1,2,negative
170.6,29,162.1,13.78,131,6.1,1.65,1,negative
191.4,32.54,200.7,17.06,76,8.2,2.21,1,negative
75.3,12.8,179.9,15.29,134,12.3,3.32,1,negative
149.8,25.47,276.3,23.49,75,10.9,2.94,2,negative
115.9,19.7,111.3,9.46,77,7.1,1.92,1,negative
128.8,21.9,203.9,17.33,131,14.1,3.81,2,negative
131.7,22.39,216.5,18.4,126,11,2.97,1,negative
101.4,17.24,159.1,13.52,53,12.2,3.29,1,negative
149,25.33,235.8,20.04,76,9.5,2.57,4,negative
96.8,16.46,170.6,14.5,85,13.4,3.62,2,negative
107.5,18.28,256.4,21.79,131,12.6,3.4,2,negative
232.8,39.58,303.4,25.79,104,12.9,3.48,0,positive
121.1,20.59,260.2,22.12,100,8.3,2.24,3,negative
124.3,21.13,270.7,23.01,83,3.5,0.95,0,negative
157.7,26.81,298.6,25.38,99,13.8,3.73,1,negative
124.3,21.13,207.1,17.6,93,14.8,4,0,negative
286.4,48.69,205.7,17.48,141,6.9,1.86,1,positive
141.7,24.09,205.6,17.48,60,8.8,2.38,0,negative
173,29.41,245.8,20.89,99,4.8,1.3,0,negative
268.7,45.68,301,25.59,140,5.8,1.57,2,positive
218.5,37.15,134.2,11.41,105,9.4,2.54,0,negative
255.3,43.4,194.6,16.54,78,3.7,1,3,negative
41.9,7.12,211,17.94,55,11.4,3.08,1,negative
260.8,44.34,258.1,21.94,123,5.8,1.57,1,negative
239.4,40.7,259.4,22.05,132,7.7,2.08,0,negative
226.7,38.54,168.4,14.31,117,10.2,2.75,0,negative
179.3,30.48,208.9,17.76,98,13.5,3.65,1,positive
158,26.86,197,16.75,132,10,2.7,1,negative
175.7,29.87,258.9,22.01,154,14.1,3.81,1,negative
157.4,26.76,167.8,14.26,102,8.8,2.38,3,negative
113.1,19.23,168.8,14.35,126,6.9,1.86,1,positive
182.7,31.06,246.5,20.95,103,8.8,2.38,1,negative
161.3,27.42,124.4,10.57,98,14.1,3.81,0,positive
142.5,24.23,208.3,17.71,120,7.5,2.03,2,negative
190.5,32.39,259.7,22.07,111,9.7,2.62,2,positive
159.3,27.08,170.6,14.5,82,11.9,3.21,1,negative
153.8,26.15,123.3,10.48,103,9.2,2.48,1,negative
180.7,30.72,174.6,14.84,114,12,3.24,2,negative
202.7,34.46,224.9,19.12,108,12.1,3.27,0,negative
190.8,32.44,261.3,22.21,108,8.9,2.4,0,negative
205.1,34.87,232.7,19.78,95,9.2,2.48,2,negative
235.6,40.05,236.8,20.13,127,7.7,2.08,1,negative
189.3,32.18,155.9,13.25,83,7.4,2,0,negative
166.9,28.37,273.2,23.22,106,11.5,3.11,1,negative
245.2,41.68,254.1,21.6,91,7.5,2.03,0,positive
132.6,22.54,221.1,18.79,101,12.7,3.43,4,positive
182.3,30.99,139.8,11.88,96,11.6,3.13,2,negative
192.3,32.69,88.7,7.54,120,10.5,2.84,2,negative
122,20.74,220.2,18.72,124,10.8,2.92,2,positive
193,32.81,250,21.25,79,9.6,2.59,2,negative
158.6,26.96,220,18.7,106,9.1,2.46,0,negative
91.5,15.56,219.9,18.69,99,12.7,3.43,2,negative
153.6,26.11,205.5,17.47,89,12.5,3.38,1,negative
221.6,37.67,157.1,13.35,124,11.5,3.11,1,negative
244.7,41.6,168,14.28,87,6.6,1.78,1,negative
239.8,40.77,285.9,24.3,106,9.5,2.57,0,negative
172.4,29.31,230.5,19.59,109,11,2.97,0,negative
242.5,41.23,245.4,20.86,80,10,2.7,3,positive
117.6,19.99,159.2,13.53,113,11.3,3.05,2,negative
174.5,29.67,259.3,22.04,120,11.3,3.05,1,negative
157.3,26.74,220.9,18.78,129,12,3.24,1,negative
192,32.64,239.1,20.32,125,15.1,4.08,1,negative
218.2,37.09,169.3,14.39,99,8,2.16,1,negative
144.6,24.58,140,11.9,148,10.9,2.94,1,negative
153.6,26.11,232.9,19.8,92,14.1,3.81,0,positive
135.8,23.09,222.5,18.91,92,7.9,2.13,2,negative
160.7,27.32,146.8,12.48,144,8.2,2.21,0,negative
202.5,34.43,241.4,20.52,77,7.8,2.11,1,negative
152.2,25.87,227.1,19.3,103,12.3,3.32,1,negative
227.4,38.66,73.2,6.22,99,4.7,1.27,0,negative
191.6,32.57,205.6,17.48,123,9.2,2.48,2,negative
138.9,23.61,211.6,17.99,91,10.8,2.92,1,negative
127,21.59,206.9,17.59,99,6.1,1.65,0,negative
168.6,28.66,259.2,22.03,123,7.3,1.97,1,negative
286.6,48.72,223.2,18.97,107,11.5,3.11,1,positive
164.6,27.98,262.8,22.34,131,15.2,4.1,1,negative
144,24.48,135.8,11.54,129,13,3.51,1,negative
141.6,24.07,207.9,17.67,95,10.2,2.75,0,negative
204.3,34.73,247.3,21.02,94,12,3.24,1,negative
163.2,27.74,167.6,14.25,90,6.2,1.67,1,negative
225,38.25,244.2,20.76,93,10.7,2.89,0,negative
176.1,29.94,199.7,16.97,96,8.5,2.3,2,negative
254.2,43.21,228.1,19.39,125,13.8,3.73,5,negative
174.9,29.73,262,22.27,93,8.5,2.3,1,negative
187.3,31.84,160.7,13.66,112,9.6,2.59,0,positive
211.8,36.01,230.9,19.63,99,10.7,2.89,3,negative
241.9,41.12,126.9,10.79,92,11.7,3.16,0,negative
196.1,33.34,199.7,16.97,71,12.9,3.48,3,negative
231.3,39.32,210.4,17.88,106,12.4,3.35,3,negative
161.6,27.47,196.3,16.69,111,13.8,3.73,1,negative
194,32.98,241,20.49,153,11.9,3.21,0,negative
109.7,18.65,223.8,19.02,96,15.4,4.16,3,negative
277,47.09,238.3,20.26,96,8.3,2.24,1,negative
192.1,32.66,163.6,13.91,138,6.1,1.65,0,negative
198.4,33.73,216.9,18.44,125,13.1,3.54,0,negative
209.2,35.56,159.7,13.57,100,9.5,2.57,0,negative
184.8,31.42,216.4,18.39,116,18.4,4.97,2,negative
167.8,28.53,142,12.07,128,7.3,1.97,2,negative
139.2,23.66,191.4,16.27,125,11.8,3.19,3,negative
221.3,37.62,167.6,14.25,87,4.4,1.19,0,negative
121.6,20.67,165.3,14.05,95,8.9,2.4,1,negative
270.4,45.97,245.1,20.83,113,15.4,4.16,1,negative
139.6,23.73,240.9,20.48,88,8.8,2.38,2,negative
253,43.01,138.9,11.81,104,11.8,3.19,2,negative
183.9,31.26,240.7,20.46,125,15,4.05,1,negative
203.3,34.56,259.9,22.09,103,7.8,2.11,3,negative
200.6,34.1,152.5,12.96,128,7.7,2.08,3,negative
167.6,28.49,176,14.96,113,13.4,3.62,2,negative
156.5,26.61,204.3,17.37,72,9.9,2.67,2,negative
215.1,36.57,197.4,16.78,117,10.6,2.86,1,negative
301.7,51.29,167.1,14.2,89,10.5,2.84,1,negative
152.3,25.89,267.5,22.74,130,11.3,3.05,7,negative
195.4,33.22,212.1,18.03,134,15.1,4.08,1,negative
208.7,35.48,275.5,23.42,122,8,2.16,2,negative
190.1,32.32,223.2,18.97,130,14.2,3.83,0,negative
185.4,31.52,178.5,15.17,107,8,2.16,4,negative
183.2,31.14,252.8,21.49,95,9.7,2.62,0,negative
